819764-Neeamia Arruda-19767.76
802724-Neuza Francia-7329.37
40425-Andreia Moita-9553.36
76577-Tabalipa Duarte-15030.40
48659-Carminda Morais-8987.93
28348-Marilda Leio-5944.31
727330-Dulce Froes-7506.08
761324-Esperada Cardoso-8482.49
203142-Sofras Cuaresma-132.25
913293-Ermelinda Quintela-5705.64
457863-Jorgina Bogalho-6334.84
641939-Urbano Rodrigues-218.03
180907-Daniel Vieyra-2028.43
98065-Celeste Duarte-19079.20
399553-Estanislau Beserra-19469.69
271424-Daniel Vieyra-9965.13
772840-Emedlia Silvera-6037.57
902371-Almor Caiado-9115.18
101209-Delfim Higuera-8942.38
530646-Angilica Galante-7736.67
596784-Lurdes Cotrim-14531.25
653437-Eurico Siqueira-10942.84
163285-Fulvio Villegas-7879.81
525762-Rebeca Neto-105.95
928283-Odilia Bello-16609.95
639974-Armindo Castalo-9457.83
266599-Emedlio Pimentel-16095.55
533686-Emedlio Pimentel-1689.74
533790-Rebeca Neto-19490.75
274869-Moaci Mendoa-21.22
579528-Neeamia Arruda-7757.19
368090-Marilda Leio-7678.89
959630-Micaela Chavez-7115.69
394575-Sara Lameiras-15620.94
265854-Angilica Galante-5275.39
622126-Jonatas Felgueiras-6541.79
8091-Urbano Rodrigues-3889.62
634728-Anind Zarco-4824.96
812416-Regina Barcellos-17830.29
711595-Zungela Ipiranga-88.21
794614-Almerinda Palmeira-254.00
519335-Gaudancio Fiees-3187.68
527699-Oliveira Senchez-9107.28
33316-Camila Gabeira-20041.22
617899-Flor Portella-12119.05
713707-Flor Portella-4810.43
108515-Ubaldo Mainha-8080.51
575163-Sofras Cuaresma-6492.02
499671-Melinda Roserio-9160.15
532304-Armindo Castalo-3552.43
171003-Tibofarcio Camacho-18880.37
45258-Leonidas Mafra-5250.73
808504-Jonatas Felgueiras-16556.01
656732-Romo Paranage-17726.34
599350-Artur Grillo-8867.68
597347-Odilia Bello-6589.98
257991-Clara Alcantara-20351.07
396939-Aludsio Sosa-1821.98
547876-Honorina Lira-17116.98
728240-Fulvio Villegas-21302.30
729254-Andreia Moita-14399.18
130445-Adelina Quadros-4164.79
299903-Guaraci Damasceno-19752.88
713612-Anfnia Seixas-3854.61
249794-Odete Vasques-15040.60
207008-Flor Portella-15636.58
723732-Edgar Carvalheiro-12184.32
775355-Sidfnio Frois-8573.45
545659-Angilica Galante-9628.93
847062-Silvio Mata-11706.21
874807-Cassandra Varejo-14893.50
972564-Armindo Castalo-19444.81
143317-Manuel Capiperibe-7072.97
914764-Flamednia Leiria-8360.11
352925-Danilo Olaio-397.77
42997-Letedcia Gago-16779.84
247741-Rebeca Neto-19367.08
75674-Flor Portella-16240.00
618310-Elisa Themes-13890.62
342617-Artur Grillo-4.25
329955-Zulmira Becerra-21083.00
751327-Quintino Alcantara-10107.89
651992-Artur Grillo-15279.32
840454-Antonio Viegas-10203.63
6149-Joaquim Rufino-12607.16
748428-Judite Damasceno-9882.75
148285-Tarrataca Soares-8620.39
496416-Domingos Pas-7696.31
189760-Dulce Froes-8932.50
292545-Guaraci Damasceno-7971.09
16659-Clara Alcantara-4639.55
607709-Armindo Castalo-13337.06
196140-Nuno Balsemeo-16753.58
81854-Taercio Mafra-13167.15
494817-Tibefarcio Colao-6432.38
168469-Tibofarcio Camacho-11589.86
858876-Edgar Carvalheiro-1326.51
257065-Henrique Bento-9301.47
171095-Delfim Higuera-1138.53
146627-Odilia Bello-7941.46
63426-Quintiliano Sousa de Arronches-19941.62
796300-Letedcia Gago-9082.87
317813-Rodolfo Paz-16284.83
287635-Armanda Amorim-5670.81
620530-Trajano Fagundes-7075.76
185774-Adelino Barra-20897.44
26366-Zungela Ipiranga-20966.03
422750-Lina Andrade-5173.76
450600-Emiliana Foquio-11235.48
244579-Joaquim Rufino-10092.11
147304-Romo Paranage-1747.90
5081-Oliveira Carmona-7285.87
569238-Jorgina Bogalho-15339.04
524471-Tibofarcio Camacho-19711.92
194884-Taercio Mafra-9133.29
102977-Carminda Morais-17685.15
513530-Carminda Morais-12300.58
574829-Sofras Cuaresma-1599.97
299642-Zulmira Becerra-14754.47
361376-Esperada Cardoso-17746.92
85280-Jonatas Felgueiras-18548.39
488015-Danilo Olaio-323.60
177289-Letedcia Gago-19359.30
865594-Polibe Olivares-6509.71
151138-Quintiliano Sousa de Arronches-17891.65
496032-Jorgina Bogalho-16987.85
617803-Taercio Mafra-15388.15
342623-Esperada Cardoso-14419.06
960260-Emiliana Foquio-1907.22
125458-Anfnia Seixas-466.00
17548-Tarrataca Soares-18036.85
699956-Heleedsa Marins-10136.89
968982-Adelina Quadros-7323.83
658791-Clara Alcantara-4407.65
57020-Regina Barcellos-7059.16
784197-Augusta Paio-879.28
542450-Sidfnio Frois-6765.46
874497-Emedlia Silvera-2734.05
203087-Delfina Garcia de Gondim-15433.65
978821-Heleedsa Marins-13150.07
962630-Almor Caiado-5975.41
301819-Odete Vasques-17132.41
1469-Elisa Themes-10957.26
663521-Tarrataca Soares-2789.01
779743-Sara Lameiras-12339.58
577723-Lurdes Cotrim-5792.59
676790-Flamednia Leiria-833.18
106826-Joaquim Rufino-9761.92
442662-Neeamia Arruda-12703.95
500290-Guida Juca-2938.91
673792-Oliveira Senchez-19688.53
532095-Antonio Viegas-17076.71
595918-Rebeca Neto-16901.89
42551-Eurico Siqueira-17048.53
253940-Cassandra Varejo-2551.49
897575-Almerinda Palmeira-12777.27
953137-Emedlia Silvera-289.20
71132-Melinda Roserio-1950.27
110537-Elisa Themes-10704.69
998906-Clara Alcantara-6984.86
927107-Taercio Mafra-12731.60
396334-Silvio Mata-3032.08
106545-Henrique Bento-9498.04
59424-Emedlio Pimentel-17978.46
913764-Melinda Roserio-11406.17
242937-Neuza Francia-18315.14
831139-Lurdes Cotrim-18109.84
737174-Rodolfo Paz-17555.71
351891-Marilda Leio-19386.82
362024-Eurico Siqueira-17561.97
262746-Jonatas Felgueiras-3756.41
533041-Cassandra Varejo-5420.37
991079-Judite Damasceno-18211.44
154681-Estanislau Beserra-10137.19
171017-Micaela Chavez-5461.49
852534-Carminda Morais-16523.92
260602-Lurdes Cotrim-6167.40
588363-Tabalipa Duarte-18174.77
458997-Joaquim Rufino-19358.29
282460-Clarindo Areosa-947.07
624452-Aludsio Sosa-8829.70
609709-Neuza Francia-19745.03
319381-Delfina Perdigon-7820.10
349387-Augusta Paio-11431.65
225926-Branco Saraba-4678.53
719292-Anind Zarco-11587.05
759763-Esperada Cardoso-1984.82
784124-Ubaldo Mainha-19110.70
412565-Flamednia Leiria-490.46
722917-Augusta Paio-21253.28
746792-Silvio Mata-2484.69
411297-Ximena Castilho-21340.79
112765-Tabalipa Duarte-16429.14
474095-Armanda Amorim-18722.64
71062-Jorgina Bogalho-3250.06
817431-Delfina Perdigon-2892.42
472491-Leonidas Mafra-14490.01
867381-Almor Caiado-13203.02
255629-Fulvio Villegas-16587.15
472772-Adelina Quadros-1079.54
913540-Angilica Galante-5717.01
324326-Oliveira Senchez-12781.12
754523-Polibe Olivares-6217.41
711563-Melinda Roserio-4237.31
833775-Quintino Alcantara-16978.03
