881732-Almor Caiado-12752.13
282939-Gaudancio Fiees-10125.45
88644-Odilia Bello-8347.69
576581-Almerinda Palmeira-13697.40
623385-Aludsio Sosa-17551.04
497245-Mercia Caeira-1810.51
147200-Letedcia Gago-18953.37
927020-Gaudancio Fiees-19044.68
16487-Daniel Vieyra-3146.62
465658-Adelina Quadros-1835.63
561185-Sara Lameiras-16023.60
861527-Filomena Barrios-1831.59
129073-Anfnia Seixas-18932.48
283497-Emedlio Pimentel-15553.41
71551-Artur Grillo-20829.64
730107-Gaudancio Fiees-5049.78
698774-Melinda Roserio-16351.25
302931-Armanda Amorim-20550.52
343130-Rodolfo Paz-3095.85
413955-Liana Cardim-8600.51
202707-Branco Saraba-3481.28
338042-Artur Grillo-14479.90
18284-Angilica Galante-9116.35
984345-Romo Paranage-20039.19
689882-Trajano Fagundes-8865.07
532548-Henrique Bento-10842.37
910294-Liana Cardim-14309.35
141358-Tarrataca Soares-12277.55
356470-Angelica Aranha-6476.14
750304-Elisa Themes-4405.45
191063-Gaudancio Fiees-12617.47
508280-Esperada Cardoso-19570.85
984894-Almor Caiado-13916.20
225901-Branco Saraba-4001.21
324235-Sara Lameiras-3523.27
903281-Anind Zarco-8558.59
460283-Angilica Galante-20917.70
658795-Esperada Cardoso-16604.27
909484-Honorina Lira-14663.00
261542-Cleusa Goes-18240.51
664275-Joaquim Rufino-7697.58
711574-Oliveira Carmona-20532.66
748612-Elisa Themes-15627.67
420816-Esperada Cardoso-11915.10
44385-Polibe Olivares-3473.50
174520-Augusta Paio-11132.54
541328-Urbano Rodrigues-18467.14
359936-Estanislau Beserra-20353.73
449626-Andreia Moita-15867.98
153530-Oliveira Senchez-8105.76
401954-Anind Zarco-5667.57
397606-Odilia Camello-12034.69
511232-Sidfnio Frois-20212.17
244766-Ximena Castilho-17841.54
615256-Heleedsa Marins-3487.15
796232-Domingos Pas-7488.90
352947-Gaudancio Fiees-19214.31
195695-Leonidas Mafra-10023.07
982187-Andreia Moita-13667.57
68892-Ubaldo Mainha-15149.10
238820-Armanda Amorim-18873.12
650328-Jussara Varanda-15982.26
360754-Antonio Viegas-4572.54
838638-Emiliana Foquio-20034.99
342587-Flamednia Leiria-1946.30
196836-Odilia Bello-18254.27
821018-Romo Paranage-13092.96
159065-Delfina Garcia de Gondim-7380.08
386123-Jorgina Bogalho-17719.90
444380-Angilica Galante-15825.75
562675-Basilio Pedroso-19938.14
954339-Domingos Pas-16279.81
814594-Rodolfo Paz-3908.58
408405-Zulmira Becerra-19926.96
672939-Odete Vasques-11825.56
168934-Delfina Perdigon-4552.69
38206-Emiliana Foquio-9240.90
371141-Silvio Mata-1407.65
11321-Quintino Alcantara-1406.68
408374-Artur Grillo-3631.12
748534-Nuno Balsemeo-16186.75
401050-Angelica Aranha-1791.45
796232-Ximena Castilho-15429.60
445314-Quintino Alcantara-12888.85
109412-Gaudancio Fiees-12010.74
403784-Jussara Varanda-16282.43
641013-Dulce Froes-11717.97
690399-Clarindo Areosa-17531.69
747637-Tibofarcio Camacho-796.96
794915-Estanislau Beserra-18131.05
450181-Artur Grillo-20258.53
919551-Delfina Perdigon-4577.71
402410-Tibofarcio Camacho-8545.67
226807-Letedcia Gago-15260.12
264085-Mercia Caeira-1806.38
373183-Antonio Viegas-13080.42
750939-Lina Andrade-2911.99
734722-Almor Caiado-5868.89
967245-Neuza Francia-7856.37
383688-Liana Cardim-5119.48
912079-Sidfnio Frois-13483.98
115094-Liana Cardim-9938.34
979775-Camila Gabeira-10762.37
804366-Eurico Siqueira-19864.64
29976-Danilo Olaio-14222.44
845895-Guida Juca-5661.34
904705-Sara Lameiras-20208.85
277318-Branco Saraba-2681.36
818521-Eurico Siqueira-18911.03
572341-Rebeca Neto-5880.03
947152-Joaquim Rufino-10169.15
175136-Polibe Olivares-5015.46
690047-Manuel Capiperibe-13685.26
771766-Jussara Varanda-8658.47
381958-Elisa Themes-2823.93
630036-Gaudancio Fiees-8192.39
919784-Honorina Lira-19571.44
924919-Delfina Perdigon-5729.38
819488-Adelino Barra-5672.72
351128-Moaci Mendoa-20198.45
831108-Leonidas Mafra-3013.08
225960-Urbano Rodrigues-17324.83
971588-Lurdes Cotrim-3286.90
954050-Trajano Fagundes-12394.62
916505-Andreia Moita-16958.43
639390-Lina Andrade-18784.74
495888-Odilia Camello-9479.10
753291-Almor Caiado-13428.35
146321-Angilica Galante-15026.54
158574-Andreia Moita-655.22
173740-Jussara Varanda-18383.53
103898-Trajano Fagundes-17270.95
96846-Rebeca Neto-7255.83
132360-Sara Lameiras-20575.37
14805-Fulvio Villegas-12669.70
290511-Flamednia Leiria-19236.09
805371-Daniel Vieyra-2986.21
980444-Quintino Alcantara-5603.75
609400-Mercia Caeira-8295.21
510759-Ermelinda Quintela-8496.80
773216-Moaci Mendoa-12088.53
343923-Anind Zarco-7764.74
398017-Ermelinda Quintela-540.87
658248-Neeamia Arruda-4102.19
896384-Letedcia Gago-5632.34
978029-Emedlio Pimentel-7955.25
49573-Almor Caiado-19263.30
547150-Lurdes Cotrim-16178.27
879329-Trajano Fagundes-4429.52
381948-Guaraci Damasceno-11164.63
406137-Trajano Fagundes-13632.36
299356-Esperada Cardoso-14845.80
287564-Romo Paranage-10654.95
375053-Sofras Cuaresma-4346.69
515874-Taercio Mafra-8315.66
626532-Moaci Mendoa-18045.44
379120-Antonio Viegas-9371.10
236823-Zulmira Becerra-13246.57
985636-Telma Villalobos-150.52
255529-Tarrataca Soares-6584.34
721428-Letedcia Gago-11728.41
40722-Heleedsa Marins-12491.40
833660-Letedcia Gago-4669.44
229794-Moaci Mendoa-16993.19
845132-Antonio Castelo-5613.51
694478-Emiliana Foquio-4674.94
68345-Elisa Themes-11938.73
288455-Sara Lameiras-8916.26
851605-Manuel Capiperibe-1211.28
367195-Telma Villalobos-18593.84
862336-Jussara Varanda-5136.22
593894-Delfina Garcia de Gondim-15876.62
938495-Micaela Chavez-15630.12
261452-Angilica Galante-4937.58
770071-Cleusa Goes-9376.04
844382-Daniel Vieyra-13102.98
978768-Zulmira Becerra-2598.83
222802-Taercio Mafra-18601.71
639985-Rebeca Neto-12865.39
109648-Fulvio Villegas-11294.23
530090-Tibofarcio Camacho-3578.01
791097-Anind Zarco-3349.12
192025-Tarrataca Soares-3978.50
53142-Melinda Roserio-16121.12
233149-Cleusa Goes-1173.98
280626-Antonio Viegas-10402.42
822103-Trajano Fagundes-18902.21
236702-Sara Lameiras-14569.60
793948-Domingos Pas-10651.17
479479-Odilia Bello-7297.43
65176-Judite Damasceno-11092.73
272468-Dulce Froes-12290.64
658428-Almerinda Palmeira-1907.72
573069-Quintino Alcantara-6088.25
729833-Daniel Vieyra-20350.59
522909-Jussara Varanda-7358.56
97719-Andreia Moita-14736.78
71664-Anfnia Seixas-11474.31
733199-Zulmira Becerra-6487.41
450281-Eurico Siqueira-987.37
73753-Carminda Morais-13568.02
531360-Guida Juca-6415.91
384291-Adelino Barra-16882.49
87393-Ximena Castilho-17648.22
