713369-Silvio Mata-19818.61
641256-Anfnia Seixas-16205.87
552855-Henrique Bento-20997.58
962826-Daniel Vieyra-7521.80
987243-Moaci Mendoa-8801.67
329301-Clara Alcantara-15037.96
68607-Rodolfo Paz-18965.91
645035-Antonio Viegas-4459.46
259717-Tibofarcio Camacho-5378.24
122459-Sidfnio Frois-10745.69
165575-Tabalipa Duarte-19705.63
37556-Sara Lameiras-11767.21
48965-Silvio Mata-8937.90
534368-Feledcia Peassego-4152.69
849093-Zulmira Becerra-16542.57
16411-Delfim Higuera-5011.02
82034-Melinda Roserio-3146.87
500967-Silvio Mata-7613.32
795678-Celeste Duarte-9165.92
955621-Almerinda Palmeira-3602.31
759957-Aludsio Sosa-13993.96
201045-Marilda Leio-9989.50
745128-Rodolfo Paz-9795.16
79567-Daniel Vieyra-15760.50
77308-Melinda Roserio-6254.15
757858-Aludsio Sosa-7794.32
750438-Almor Caiado-5220.30
334502-Tarrataca Soares-9585.31
380940-Feledcia Peassego-6238.43
251561-Andreia Moita-13417.99
207116-Ubaldo Mainha-16275.59
726120-Filomena Barrios-8032.76
482535-Leonidas Mafra-4895.38
29216-Telma Villalobos-6386.17
361693-Carminda Morais-20026.95
950857-Angilica Galante-11669.69
158713-Romo Paranage-17827.19
53868-Polibe Olivares-14515.70
281358-Guida Juca-6194.67
100899-Trajano Fagundes-19717.19
667656-Ubaldo Mainha-1404.42
630852-Flamednia Leiria-13911.69
60746-Odilia Bello-4581.67
6304-Mercia Caeira-3827.13
518246-Clarindo Areosa-15800.75
962017-Tarrataca Soares-14095.42
321324-Trajano Fagundes-3722.17
227258-Zungela Ipiranga-9302.71
180786-Henrique Bento-16975.52
461234-Marilda Leio-14431.69
573279-Tibofarcio Camacho-5273.53
244175-Eurico Siqueira-3495.01
191318-Delfina Perdigon-19085.61
192542-Emiliana Foquio-18890.84
811062-Edgar Carvalheiro-18671.19
124185-Tibefarcio Colao-3205.97
438826-Moaci Mendoa-1764.35
472719-Lina Andrade-19566.62
593070-Lina Andrade-1773.59
180821-Marilda Leio-19048.20
3884-Clarindo Areosa-20383.94
269375-Estanislau Beserra-581.54
219768-Heleedsa Marins-10623.46
337597-Mercia Caeira-12455.38
168431-Sara Lameiras-12463.49
590315-Basilio Pedroso-9199.90
70460-Danilo Olaio-14334.29
767578-Gaudancio Fiees-2744.18
735538-Joaquim Rufino-10420.11
772050-Fulvio Villegas-607.08
494365-Camila Gabeira-14497.12
53789-Micaela Chavez-10544.97
146580-Sara Lameiras-2662.33
800782-Tibefarcio Colao-16905.71
539049-Artur Grillo-14152.56
428685-Clara Alcantara-10203.62
915353-Angilica Galante-19154.33
836731-Armanda Amorim-1777.17
936429-Estanislau Beserra-10324.52
395234-Spnia ou Sonia Guerreiro-18822.25
190731-Carminda Morais-20227.19
379849-Domingos Pas-19812.89
239467-Antonio Viegas-21074.36
444550-Esperada Cardoso-147.53
703994-Zulmira Becerra-18872.92
828861-Quintiliano Sousa de Arronches-10022.37
943335-Basilio Pedroso-19751.52
486242-Elisa Themes-6875.05
963006-Tabalipa Duarte-12434.42
450345-Fulvio Villegas-16728.37
645432-Mercia Caeira-17330.28
68503-Dulce Froes-13149.24
988934-Oliveira Senchez-4766.80
659196-Adelino Barra-2806.41
900534-Delfina Garcia de Gondim-19723.45
914084-Feledcia Peassego-3556.90
806513-Liana Cardim-6456.33
131929-Lina Andrade-21281.19
174262-Estanislau Beserra-7825.99
185402-Aludsio Sosa-19460.49
937399-Adelino Barra-13842.11
924619-Guaraci Damasceno-5467.96
200850-Melinda Roserio-4883.01
945377-Dulce Froes-14749.60
926278-Fulvio Villegas-9023.77
231658-Cassandra Varejo-1858.08
773851-Domingos Pas-3456.14
984562-Emedlia Silvera-11497.46
700523-Zulmira Becerra-6284.37
374514-Judite Damasceno-19616.22
885419-Guaraci Damasceno-5890.76
940320-Flor Portella-6810.00
435419-Quintino Alcantara-20712.01
126535-Letedcia Gago-4246.63
941866-Oliveira Carmona-511.06
618112-Oliveira Senchez-6903.37
984132-Telma Villalobos-11971.11
499615-Emedlia Silvera-13990.96
650802-Gaudancio Fiees-19837.96
400700-Liana Cardim-20471.71
716006-Odilia Bello-11145.72
242154-Aludsio Sosa-9190.29
80350-Esperada Cardoso-6279.81
219528-Heleedsa Marins-7181.07
835237-Telma Villalobos-14700.49
828011-Filomena Barrios-5611.84
144639-Trajano Fagundes-4946.84
558929-Leonidas Mafra-19161.84
235516-Guaraci Damasceno-5113.51
348662-Henrique Bento-13577.52
600122-Odilia Bello-21064.68
443646-Camila Gabeira-19942.26
287503-Sara Lameiras-15678.23
332541-Sara Lameiras-13155.59
556843-Adelino Barra-5649.10
886685-Edgar Carvalheiro-2182.55
70079-Zungela Ipiranga-4613.99
848172-Rodolfo Paz-16399.58
754583-Micaela Chavez-6087.10
457130-Heleedsa Marins-1435.75
363032-Tibofarcio Camacho-586.92
841356-Eurico Siqueira-9431.35
348774-Telma Villalobos-13304.23
837057-Celeste Duarte-11442.72
949092-Telma Villalobos-8093.45
626745-Clara Alcantara-3767.48
488129-Trajano Fagundes-5368.18
33728-Fulvio Villegas-3391.83
279509-Artur Grillo-11829.37
876274-Zulmira Becerra-7569.11
741075-Jussara Varanda-11082.74
589919-Antonio Castelo-12041.15
181311-Camila Gabeira-19634.64
595601-Odete Vasques-18668.17
85023-Moaci Mendoa-16322.83
1165-Zungela Ipiranga-5824.26
655687-Melinda Roserio-14259.14
225932-Adelino Barra-3624.64
754477-Celeste Duarte-14557.43
509544-Oliveira Senchez-9221.36
839794-Anfnia Seixas-1193.93
861701-Honorina Lira-11539.83
18913-Mercia Caeira-17251.65
115283-Tibefarcio Colao-12532.77
999706-Anfnia Seixas-10538.78
712673-Oliveira Senchez-16918.79
689924-Carminda Morais-12380.51
1540-Urbano Rodrigues-1537.94
979341-Domingos Pas-790.64
410614-Filomena Barrios-16225.74
752489-Domingos Pas-6329.30
884350-Ermelinda Quintela-14637.92
131201-Angilica Galante-7633.27
874520-Dulce Froes-20094.42
435012-Quintiliano Sousa de Arronches-20514.42
794473-Feledcia Peassego-16986.71
579649-Tibofarcio Camacho-13278.77
795020-Quintino Alcantara-14758.79
474316-Filomena Barrios-3343.75
413398-Henrique Bento-12337.85
488541-Jonatas Felgueiras-6360.54
957171-Antonio Castelo-17969.38
925561-Sidfnio Frois-16255.86
58668-Eurico Siqueira-20854.61
984799-Almerinda Palmeira-7484.12
305329-Esperada Cardoso-13942.06
505070-Almerinda Palmeira-3103.02
272413-Angelica Aranha-10700.97
833291-Joaquim Rufino-18885.72
458533-Armindo Castalo-20739.85
174035-Mercia Caeira-4009.90
819591-Odete Vasques-12839.47
773255-Quintiliano Sousa de Arronches-15818.73
53939-Jonatas Felgueiras-8724.48
293279-Zungela Ipiranga-4089.49
490981-Marilda Leio-12452.54
876071-Delfina Perdigon-7782.76
654825-Mercia Caeira-2460.64
312432-Celeste Duarte-19498.98
344584-Oliveira Carmona-16738.72
678249-Neuza Francia-10405.63
65916-Silvio Mata-6828.99
908288-Armanda Amorim-20646.72
852917-Antonio Castelo-16542.42
774325-Antonio Viegas-14610.52
