534139-Zulmira Becerra-20465.50
96713-Anind Zarco-4244.43
620561-Joaquim Rufino-2370.31
43195-Regina Barcellos-2728.96
20288-Ximena Castilho-14333.11
299594-Regina Barcellos-9502.13
720579-Celeste Duarte-15825.21
13176-Tarrataca Soares-5501.96
744135-Liana Cardim-12828.38
867392-Sofras Cuaresma-4024.67
841668-Micaela Chavez-1471.22
393458-Eurico Siqueira-4412.19
802318-Basilio Pedroso-14928.39
696570-Filomena Barrios-14003.99
546302-Delfim Higuera-4099.35
626500-Filomena Barrios-10512.35
155532-Gaudancio Fiees-13299.55
362653-Armindo Castalo-4344.85
191294-Cassandra Varejo-17882.29
181253-Armindo Castalo-14906.13
384639-Sofras Cuaresma-12139.71
412456-Clara Alcantara-7678.81
366696-Neuza Francia-201.99
868764-Artur Grillo-144.12
266858-Heleedsa Marins-5329.59
492137-Delfina Perdigon-20005.85
414580-Ermelinda Quintela-5212.57
890378-Odilia Camello-17286.20
562443-Urbano Rodrigues-5063.27
588315-Melinda Roserio-19055.08
564629-Adelina Quadros-17634.09
179066-Zulmira Becerra-3463.38
11988-Augusta Paio-2262.21
200308-Jussara Varanda-16400.90
787223-Ximena Castilho-5658.73
825724-Tibofarcio Camacho-5843.65
99053-Branco Saraba-4982.96
327790-Guida Juca-18901.87
557815-Oliveira Carmona-10152.66
533264-Angelica Aranha-13038.54
121528-Delfina Garcia de Gondim-10109.35
196980-Angilica Galante-2836.30
669430-Elisa Themes-17106.42
824846-Polibe Olivares-3423.59
392501-Polibe Olivares-18741.46
435050-Moaci Mendoa-2734.88
62641-Emedlio Pimentel-8865.87
463510-Ermelinda Quintela-7484.31
310-Rodolfo Paz-2935.06
347985-Tibefarcio Colao-13100.39
236843-Elisa Themes-9936.77
51523-Tibofarcio Camacho-5583.90
688130-Telma Villalobos-7720.59
62416-Ximena Castilho-16548.84
526792-Rebeca Neto-10737.93
380820-Sofras Cuaresma-17092.28
600287-Urbano Rodrigues-12668.07
632475-Zulmira Becerra-2677.87
851412-Neuza Francia-4407.87
335893-Jorgina Bogalho-1446.52
706938-Mercia Caeira-12848.89
496471-Melinda Roserio-13299.40
432614-Eurico Siqueira-6261.45
527356-Artur Grillo-15472.07
981005-Tarrataca Soares-14382.50
580784-Moaci Mendoa-8651.47
185121-Emedlio Pimentel-4122.64
376718-Basilio Pedroso-5778.96
516068-Angilica Galante-11047.48
160988-Emiliana Foquio-8606.00
844742-Letedcia Gago-11493.07
721561-Honorina Lira-8343.20
988425-Delfim Higuera-1992.69
314766-Odilia Bello-9547.96
41780-Lina Andrade-12957.77
78322-Neeamia Arruda-9488.74
343088-Branco Saraba-1875.76
447777-Trajano Fagundes-20459.53
823193-Delfina Perdigon-8299.85
986000-Manuel Capiperibe-11281.46
316887-Romo Paranage-21029.91
536344-Polibe Olivares-4532.29
695895-Sofras Cuaresma-10322.17
516374-Honorina Lira-3170.48
60198-Oliveira Carmona-21100.90
854159-Rodolfo Paz-10426.85
311780-Manuel Capiperibe-9715.44
33350-Armindo Castalo-10159.92
651343-Sofras Cuaresma-14438.15
533524-Trajano Fagundes-5483.17
15786-Ubaldo Mainha-6216.34
321420-Leonidas Mafra-8011.71
946897-Zulmira Becerra-2693.83
841182-Andreia Moita-17998.99
531633-Flor Portella-4974.76
31959-Andreia Moita-20953.30
890241-Leonidas Mafra-10161.58
840655-Ermelinda Quintela-19671.91
259921-Lurdes Cotrim-12313.59
664106-Sofras Cuaresma-20608.93
214199-Heleedsa Marins-10214.25
787646-Aludsio Sosa-14097.46
589656-Angilica Galante-19126.93
608654-Emedlio Pimentel-5820.51
675759-Marilda Leio-5200.99
865455-Almerinda Palmeira-8751.30
739712-Odilia Camello-4485.37
157971-Filomena Barrios-15753.78
84360-Leonidas Mafra-20066.38
825721-Zulmira Becerra-4248.18
400758-Cleusa Goes-1055.49
610007-Clarindo Areosa-10043.36
989812-Carminda Morais-14269.26
268771-Zulmira Becerra-2580.51
446907-Artur Grillo-21097.27
617122-Ermelinda Quintela-5021.09
117224-Judite Damasceno-7728.48
291697-Quintino Alcantara-17460.06
173891-Clarindo Areosa-1426.07
931501-Oliveira Carmona-17014.33
581699-Polibe Olivares-5283.50
172976-Polibe Olivares-15399.60
26751-Regina Barcellos-12424.66
573571-Telma Villalobos-20527.35
687321-Armanda Amorim-14756.98
899635-Filomena Barrios-88.31
758824-Edgar Carvalheiro-18949.49
638778-Fulvio Villegas-17077.57
929208-Camila Gabeira-14144.47
857331-Melinda Roserio-988.95
603605-Neuza Francia-19694.77
414933-Edgar Carvalheiro-16051.66
562609-Anind Zarco-4157.09
152641-Angilica Galante-3137.99
793684-Micaela Chavez-18814.86
161496-Gaudancio Fiees-13439.02
154238-Almor Caiado-17236.61
511622-Letedcia Gago-13218.16
875267-Angilica Galante-17137.45
845885-Liana Cardim-6111.19
765549-Manuel Capiperibe-5862.39
551370-Trajano Fagundes-17446.54
297002-Oliveira Senchez-7957.33
508611-Rodolfo Paz-13138.86
487670-Liana Cardim-14096.79
164736-Daniel Vieyra-10453.57
673282-Marilda Leio-7230.28
646885-Sara Lameiras-12155.39
893594-Armanda Amorim-21214.14
103654-Odilia Camello-14357.77
692213-Tibofarcio Camacho-8600.59
790027-Taercio Mafra-9226.10
53720-Liana Cardim-10159.07
542747-Artur Grillo-2349.32
314328-Aludsio Sosa-6324.20
604840-Tibofarcio Camacho-15365.84
797565-Celeste Duarte-8087.74
167680-Celeste Duarte-3439.37
353963-Eurico Siqueira-18498.31
318328-Ximena Castilho-2984.51
885401-Aludsio Sosa-836.59
207844-Edgar Carvalheiro-10274.50
700590-Antonio Castelo-4400.20
926250-Jorgina Bogalho-8845.62
553816-Camila Gabeira-5273.93
860620-Moaci Mendoa-12499.98
40864-Adelino Barra-1013.12
248785-Cassandra Varejo-9524.79
512358-Silvio Mata-8303.50
706850-Angelica Aranha-14486.68
678148-Tibofarcio Camacho-12710.70
224504-Almor Caiado-8837.94
380936-Estanislau Beserra-20314.95
960800-Odete Vasques-12149.37
472705-Sara Lameiras-18954.91
404323-Spnia ou Sonia Guerreiro-11878.68
436742-Jonatas Felgueiras-1374.25
243243-Andreia Moita-16146.74
987063-Celeste Duarte-3927.03
78150-Artur Grillo-7404.10
136508-Antonio Castelo-19460.88
338000-Jorgina Bogalho-5748.29
505355-Ermelinda Quintela-18442.10
692295-Clarindo Areosa-3276.87
957918-Daniel Vieyra-5551.59
100201-Guaraci Damasceno-10115.64
273040-Silvio Mata-10860.00
241296-Lurdes Cotrim-15872.44
205353-Ubaldo Mainha-7117.47
519174-Dulce Froes-3093.42
17440-Augusta Paio-6784.78
585552-Almor Caiado-19028.16
464057-Rebeca Neto-7148.38
353546-Jonatas Felgueiras-18495.30
180269-Esperada Cardoso-18964.88
530746-Ubaldo Mainha-13831.05
232893-Flamednia Leiria-15593.78
876631-Sofras Cuaresma-3791.35
710745-Tibofarcio Camacho-9423.41
247592-Zungela Ipiranga-19318.60
194023-Neuza Francia-5013.94
744538-Emedlio Pimentel-694.96
123641-Lina Andrade-15199.60
744972-Dulce Froes-4418.29
536628-Cassandra Varejo-1975.26
4018-Antonio Viegas-5350.57
