356311-Quintino Alcantara-8337.81
94015-Filomena Barrios-12920.07
208988-Almor Caiado-19451.09
406510-Henrique Bento-13312.81
786997-Judite Damasceno-5675.22
530036-Odilia Camello-3831.93
769937-Regina Barcellos-454.73
961807-Emedlia Silvera-21459.07
600221-Antonio Viegas-2707.46
731612-Antonio Castelo-14058.15
759740-Manuel Capiperibe-8653.94
966994-Domingos Pas-15074.88
190136-Aludsio Sosa-8752.13
921291-Adelina Quadros-12056.20
813241-Clara Alcantara-839.23
259796-Andreia Moita-18464.53
18821-Adelino Barra-15507.40
948001-Odilia Bello-3672.18
857488-Telma Villalobos-14688.18
392798-Clarindo Areosa-10120.66
956561-Antonio Castelo-4173.42
644975-Moaci Mendoa-11573.09
824406-Manuel Capiperibe-6560.15
145662-Basilio Pedroso-7049.37
747862-Carminda Morais-13397.50
388436-Antonio Castelo-11695.26
705941-Trajano Fagundes-5520.61
12594-Rodolfo Paz-3765.26
742619-Flamednia Leiria-13523.83
218961-Camila Gabeira-13092.92
510284-Sidfnio Frois-11867.65
711948-Ximena Castilho-13664.10
917966-Gaudancio Fiees-9927.51
337328-Silvio Mata-20108.97
376544-Cassandra Varejo-14571.61
855316-Almerinda Palmeira-20465.49
303679-Andreia Moita-20147.72
491572-Lurdes Cotrim-14073.00
897154-Letedcia Gago-2225.59
636997-Joaquim Rufino-8787.78
959067-Armanda Amorim-4868.05
106752-Ubaldo Mainha-20595.17
596101-Tarrataca Soares-6619.51
584547-Flor Portella-14642.89
26085-Artur Grillo-13771.82
733958-Mercia Caeira-4845.53
967960-Moaci Mendoa-6328.57
263266-Antonio Castelo-12253.48
600579-Oliveira Senchez-4817.62
321037-Joaquim Rufino-20183.99
850141-Armindo Castalo-4048.74
144453-Oliveira Senchez-3534.98
365300-Almor Caiado-8740.94
337089-Antonio Castelo-4751.94
721834-Melinda Roserio-20092.21
783748-Ermelinda Quintela-3734.71
911267-Esperada Cardoso-10324.39
326685-Antonio Castelo-2432.18
558948-Filomena Barrios-5298.19
350675-Nuno Balsemeo-10971.40
920827-Moaci Mendoa-11069.90
296041-Moaci Mendoa-17461.35
704616-Mercia Caeira-860.16
580871-Carminda Morais-14143.53
745782-Letedcia Gago-12995.92
608599-Joaquim Rufino-11988.92
24636-Anind Zarco-10113.19
297574-Romo Paranage-6041.62
435337-Tabalipa Duarte-13847.21
335079-Quintino Alcantara-14280.72
666502-Manuel Capiperibe-16129.93
355968-Gaudancio Fiees-2788.05
542935-Sara Lameiras-16325.10
339854-Manuel Capiperibe-20410.91
331274-Danilo Olaio-8213.53
575983-Estanislau Beserra-14979.61
775235-Clarindo Areosa-2605.02
413344-Tibefarcio Colao-20368.00
786278-Manuel Capiperibe-16097.52
978266-Jonatas Felgueiras-16086.03
826697-Delfina Perdigon-19042.70
665359-Flamednia Leiria-7541.42
155057-Daniel Vieyra-6592.01
661093-Quintino Alcantara-3460.57
36907-Armindo Castalo-2899.05
4333-Adelina Quadros-3524.81
863472-Clarindo Areosa-9072.56
74647-Odilia Bello-8391.86
931840-Antonio Castelo-3914.89
26702-Romo Paranage-939.83
709910-Almerinda Palmeira-10438.10
902291-Ubaldo Mainha-529.92
899886-Clarindo Areosa-10151.47
407311-Leonidas Mafra-18688.08
521789-Camila Gabeira-18808.45
505455-Artur Grillo-2033.65
966907-Trajano Fagundes-1827.45
414430-Neuza Francia-6828.20
694654-Daniel Vieyra-1602.68
726566-Heleedsa Marins-21472.95
877948-Nuno Balsemeo-16295.21
815302-Almerinda Palmeira-2199.40
410950-Flor Portella-3448.40
691473-Danilo Olaio-14892.47
545783-Neuza Francia-13992.85
305154-Flamednia Leiria-8963.07
545568-Taercio Mafra-14782.74
558613-Feledcia Peassego-12582.05
241281-Regina Barcellos-1254.15
445258-Oliveira Carmona-18371.42
116108-Domingos Pas-15595.36
596878-Quintiliano Sousa de Arronches-11968.68
585633-Antonio Castelo-15032.79
721077-Anfnia Seixas-9904.87
180655-Urbano Rodrigues-45.49
1275-Filomena Barrios-9828.54
187270-Flamednia Leiria-21304.00
118465-Quintino Alcantara-594.75
869506-Mercia Caeira-20517.16
404939-Oliveira Senchez-20561.61
235113-Romo Paranage-1667.94
102643-Tibefarcio Colao-17223.91
909820-Aludsio Sosa-3334.92
72884-Telma Villalobos-13102.13
482793-Antonio Castelo-789.11
694041-Esperada Cardoso-6679.12
212083-Elisa Themes-11330.99
520178-Feledcia Peassego-16572.18
32756-Romo Paranage-7756.03
477175-Rodolfo Paz-7960.08
63650-Tarrataca Soares-17182.43
702833-Delfim Higuera-8768.62
726377-Zulmira Becerra-6392.89
28882-Gaudancio Fiees-13503.61
334524-Adelino Barra-2043.61
189087-Sidfnio Frois-7480.55
897725-Silvio Mata-17302.67
38710-Aludsio Sosa-3343.03
137951-Delfina Perdigon-21133.36
469433-Fulvio Villegas-7503.30
994766-Oliveira Carmona-2299.10
797355-Gaudancio Fiees-21116.12
506782-Tibofarcio Camacho-11498.55
708680-Odete Vasques-9954.00
640478-Fulvio Villegas-4912.51
482832-Liana Cardim-17894.40
237016-Anfnia Seixas-15778.54
606654-Emedlio Pimentel-19868.93
193859-Odilia Bello-9285.47
900840-Emedlia Silvera-4545.33
132538-Guida Juca-4735.28
607712-Guaraci Damasceno-11523.25
945359-Clarindo Areosa-20658.32
88002-Sofras Cuaresma-14000.57
592173-Odete Vasques-4652.14
973370-Urbano Rodrigues-14876.97
409282-Zulmira Becerra-8404.50
111991-Leonidas Mafra-18040.57
634379-Odilia Camello-17407.67
9203-Celeste Duarte-14261.84
713638-Emedlia Silvera-16563.17
327687-Letedcia Gago-20019.24
70534-Manuel Capiperibe-11923.86
184909-Guaraci Damasceno-20144.74
699694-Artur Grillo-15235.83
982117-Manuel Capiperibe-20715.56
704913-Domingos Pas-1114.82
798511-Joaquim Rufino-16685.94
301621-Emiliana Foquio-6347.45
352194-Lina Andrade-12707.54
452367-Cleusa Goes-319.84
80554-Adelina Quadros-14433.11
34112-Emedlio Pimentel-11738.98
336174-Daniel Vieyra-3736.00
211773-Eurico Siqueira-378.16
817739-Danilo Olaio-6577.98
604201-Trajano Fagundes-18755.03
873583-Aludsio Sosa-9738.17
199836-Taercio Mafra-20871.19
809522-Estanislau Beserra-18489.88
603482-Clarindo Areosa-7139.56
746958-Taercio Mafra-13030.37
814958-Almor Caiado-4735.87
785546-Celeste Duarte-2914.40
230372-Sofras Cuaresma-91.68
290664-Moaci Mendoa-919.86
907090-Armanda Amorim-20275.90
521636-Celeste Duarte-2139.80
729940-Honorina Lira-7501.80
199086-Delfim Higuera-10819.89
421925-Nuno Balsemeo-4881.09
628449-Neuza Francia-6248.56
662695-Rodolfo Paz-13466.71
595199-Neeamia Arruda-16984.57
643572-Rodolfo Paz-15472.03
991158-Elisa Themes-2690.10
652776-Estanislau Beserra-20829.17
333341-Delfina Garcia de Gondim-6579.55
831362-Jorgina Bogalho-19576.85
964814-Joaquim Rufino-1744.01
602241-Elisa Themes-8738.23
712364-Odilia Bello-19404.51
