289383-Quintiliano Sousa de Arronches-8469.31
636915-Emedlia Silvera-19577.48
959639-Guida Juca-14214.50
296358-Clarindo Areosa-12223.43
615055-Sofras Cuaresma-8104.11
154589-Flor Portella-11085.37
361246-Jussara Varanda-11788.35
624893-Adelina Quadros-14511.63
499950-Tarrataca Soares-20528.61
53428-Heleedsa Marins-5079.47
660056-Filomena Barrios-20107.21
678241-Cleusa Goes-8413.66
183458-Anfnia Seixas-13483.25
900658-Judite Damasceno-6391.38
499281-Basilio Pedroso-20257.53
209118-Zungela Ipiranga-5334.24
524763-Marilda Leio-13037.85
951318-Andreia Moita-19434.10
459970-Quintiliano Sousa de Arronches-8124.27
452111-Delfina Garcia de Gondim-12594.80
810012-Branco Saraba-20471.40
357055-Sara Lameiras-19303.35
478979-Ermelinda Quintela-6890.35
567089-Jorgina Bogalho-13719.35
514995-Cleusa Goes-7579.51
874211-Sidfnio Frois-17501.60
770711-Flamednia Leiria-10262.01
535326-Filomena Barrios-9766.69
946632-Urbano Rodrigues-6106.45
251761-Daniel Vieyra-14050.97
503441-Marilda Leio-14819.07
992210-Taercio Mafra-19242.64
846894-Emedlia Silvera-11382.60
543483-Romo Paranage-5453.43
378337-Augusta Paio-13678.58
999213-Artur Grillo-1212.49
527998-Regina Barcellos-615.36
358641-Melinda Roserio-2200.71
116035-Clarindo Areosa-20480.18
300131-Filomena Barrios-11557.86
480709-Daniel Vieyra-1988.06
317824-Marilda Leio-11877.98
6071-Regina Barcellos-6691.61
728906-Tibofarcio Camacho-21387.04
386989-Flor Portella-19405.99
28656-Lurdes Cotrim-21005.98
313970-Feledcia Peassego-10046.43
833102-Guida Juca-21040.01
21018-Esperada Cardoso-8996.34
854042-Filomena Barrios-3514.50
784284-Tabalipa Duarte-17189.31
654461-Urbano Rodrigues-6067.65
788924-Zulmira Becerra-10927.71
699356-Emedlia Silvera-17185.00
952847-Manuel Capiperibe-17084.04
580744-Almerinda Palmeira-18204.32
457257-Eurico Siqueira-16572.62
869451-Odete Vasques-976.12
836299-Tarrataca Soares-2656.33
853489-Estanislau Beserra-6244.87
172784-Henrique Bento-4317.88
781272-Silvio Mata-11694.42
703868-Tibefarcio Colao-4667.47
303818-Letedcia Gago-16094.47
608253-Marilda Leio-8479.16
28215-Daniel Vieyra-16974.96
79269-Anfnia Seixas-21319.54
256709-Ubaldo Mainha-653.40
468232-Adelina Quadros-126.92
313522-Gaudancio Fiees-18745.46
125413-Delfina Perdigon-3642.35
868264-Cleusa Goes-21230.16
376250-Flor Portella-18962.36
171794-Odilia Bello-3530.57
983804-Guaraci Damasceno-17796.65
199267-Carminda Morais-16742.09
363193-Guida Juca-21372.89
822254-Delfina Garcia de Gondim-20260.62
376850-Liana Cardim-12970.46
564350-Dulce Froes-8498.76
755148-Tabalipa Duarte-10360.02
217177-Neuza Francia-14268.70
153954-Neeamia Arruda-4817.62
321698-Spnia ou Sonia Guerreiro-14409.34
452470-Antonio Castelo-17279.18
15469-Almor Caiado-9036.34
591440-Melinda Roserio-7885.13
121288-Silvio Mata-8923.36
990816-Feledcia Peassego-13127.12
69027-Clara Alcantara-1677.93
693059-Micaela Chavez-2295.48
68399-Clarindo Areosa-19297.65
459967-Edgar Carvalheiro-21429.19
120688-Spnia ou Sonia Guerreiro-13357.57
321676-Taercio Mafra-11177.26
220239-Odilia Bello-1892.58
328242-Flor Portella-2478.49
241306-Clara Alcantara-12779.71
732493-Zulmira Becerra-11974.78
786386-Polibe Olivares-190.63
716509-Almerinda Palmeira-17647.56
164626-Leonidas Mafra-3563.41
482649-Neuza Francia-643.17
563181-Delfina Garcia de Gondim-6374.38
610720-Leonidas Mafra-2812.76
60014-Manuel Capiperibe-7754.96
175739-Judite Damasceno-16468.25
804735-Emiliana Foquio-7375.82
769257-Emedlia Silvera-738.31
962507-Melinda Roserio-9526.18
432483-Almor Caiado-20763.34
967037-Filomena Barrios-1860.15
783348-Adelina Quadros-10034.98
35368-Gaudancio Fiees-7155.77
561149-Celeste Duarte-7631.88
813159-Spnia ou Sonia Guerreiro-7267.64
323221-Flamednia Leiria-15099.40
682775-Antonio Viegas-17537.45
529462-Nuno Balsemeo-2030.30
854097-Branco Saraba-3179.93
242061-Cleusa Goes-1189.42
419117-Leonidas Mafra-19829.09
420959-Trajano Fagundes-13972.08
740259-Anfnia Seixas-5047.60
14057-Gaudancio Fiees-6413.21
564030-Almerinda Palmeira-7771.34
610417-Urbano Rodrigues-11014.58
997813-Oliveira Carmona-18621.41
967523-Lina Andrade-421.86
768394-Angelica Aranha-11340.40
703163-Emiliana Foquio-8617.99
488339-Joaquim Rufino-9902.18
288549-Camila Gabeira-18756.39
586442-Andreia Moita-14348.96
977904-Tibefarcio Colao-3054.26
557302-Spnia ou Sonia Guerreiro-9159.90
901004-Jonatas Felgueiras-18946.00
701101-Guida Juca-5931.15
762327-Judite Damasceno-20440.82
853939-Anfnia Seixas-20263.67
938445-Danilo Olaio-14925.86
964680-Armanda Amorim-3715.91
416032-Letedcia Gago-9968.80
592203-Lurdes Cotrim-769.82
528560-Delfim Higuera-4749.60
786252-Odete Vasques-8065.18
178440-Sidfnio Frois-17984.19
61048-Antonio Castelo-6656.36
84148-Armindo Castalo-13093.98
293554-Lurdes Cotrim-17852.52
543363-Cleusa Goes-2637.07
108342-Danilo Olaio-11586.72
891254-Quintino Alcantara-106.04
345764-Daniel Vieyra-3641.96
695777-Delfim Higuera-5767.25
471704-Regina Barcellos-12895.11
237575-Telma Villalobos-11322.06
120160-Adelina Quadros-12062.67
633623-Telma Villalobos-12263.51
745488-Carminda Morais-12346.45
224149-Trajano Fagundes-2177.04
321825-Guida Juca-11848.13
494151-Spnia ou Sonia Guerreiro-8312.20
62382-Delfina Perdigon-10325.66
612959-Sara Lameiras-10762.62
123786-Ermelinda Quintela-12677.34
152167-Emedlio Pimentel-3754.88
631809-Domingos Pas-2941.24
231109-Daniel Vieyra-16167.58
261451-Odilia Camello-20925.03
544070-Sofras Cuaresma-16002.44
533764-Estanislau Beserra-16325.66
711564-Joaquim Rufino-4135.76
493503-Polibe Olivares-10876.38
955432-Domingos Pas-15842.51
174967-Ermelinda Quintela-2308.91
389304-Odete Vasques-21290.44
842292-Branco Saraba-4871.92
562275-Esperada Cardoso-2659.39
633400-Guaraci Damasceno-6272.01
865573-Letedcia Gago-12087.45
802159-Tibefarcio Colao-1267.95
67850-Quintino Alcantara-6875.06
553902-Guaraci Damasceno-7540.00
122431-Danilo Olaio-6904.72
952861-Tibefarcio Colao-10736.47
516898-Quintiliano Sousa de Arronches-10455.52
84821-Odete Vasques-17383.95
776790-Rebeca Neto-634.73
742780-Silvio Mata-15421.07
728279-Marilda Leio-9664.89
957436-Anfnia Seixas-7018.07
268428-Moaci Mendoa-19328.75
671759-Delfim Higuera-11959.45
713458-Odete Vasques-16710.68
6484-Emedlia Silvera-1395.37
707329-Almor Caiado-165.70
968158-Augusta Paio-16776.55
420782-Almor Caiado-11219.48
812661-Filomena Barrios-21136.91
405247-Jussara Varanda-3029.35
258962-Dulce Froes-15848.93
907571-Leonidas Mafra-11496.78
62638-Spnia ou Sonia Guerreiro-15583.49
734017-Zungela Ipiranga-17510.63
877140-Odilia Bello-11645.86
