129348-Cleusa Goes-16135.42
967329-Lurdes Cotrim-834.22
692818-Odete Vasques-6587.36
111753-Fulvio Villegas-5642.70
437347-Lurdes Cotrim-594.08
36688-Odilia Camello-5002.05
136696-Neuza Francia-7424.40
662119-Manuel Capiperibe-21179.53
745470-Leonidas Mafra-10822.83
826502-Antonio Viegas-15362.00
505088-Moaci Mendoa-6104.31
469389-Delfim Higuera-319.15
521302-Clarindo Areosa-6476.07
36425-Tibofarcio Camacho-20457.19
913671-Elisa Themes-7716.73
185284-Feledcia Peassego-17147.10
194657-Angelica Aranha-12463.62
133777-Branco Saraba-14540.25
569392-Neeamia Arruda-18517.70
350750-Anind Zarco-17611.13
213960-Nuno Balsemeo-10161.34
841379-Armindo Castalo-5161.20
890458-Oliveira Carmona-20236.41
675081-Eurico Siqueira-10411.94
729972-Andreia Moita-4166.24
709457-Angelica Aranha-12638.10
377698-Anind Zarco-10835.21
1857-Delfina Garcia de Gondim-17246.54
95526-Mercia Caeira-807.40
988848-Armanda Amorim-13250.91
82156-Ximena Castilho-10008.21
606326-Odilia Bello-1211.79
561391-Adelina Quadros-9170.69
607465-Judite Damasceno-18997.44
405357-Sara Lameiras-14859.91
876062-Flor Portella-18827.00
572621-Mercia Caeira-14425.94
148081-Mercia Caeira-9081.12
748209-Liana Cardim-2497.24
634828-Adelino Barra-5497.13
150792-Anind Zarco-11967.95
801190-Taercio Mafra-6539.18
571762-Esperada Cardoso-11004.79
16514-Augusta Paio-10366.03
655521-Branco Saraba-3605.25
918804-Polibe Olivares-19914.01
508001-Elisa Themes-12014.90
617768-Joaquim Rufino-13846.38
898235-Ximena Castilho-18473.86
918794-Telma Villalobos-1465.37
546547-Tibofarcio Camacho-1906.88
995456-Carminda Morais-8484.89
623250-Estanislau Beserra-4885.78
836741-Delfina Garcia de Gondim-11345.94
794656-Oliveira Carmona-16802.50
259673-Emedlia Silvera-3946.85
457601-Neeamia Arruda-6891.93
733435-Edgar Carvalheiro-14998.11
154439-Letedcia Gago-2562.25
783436-Antonio Viegas-13341.44
125626-Jussara Varanda-17636.90
295869-Flamednia Leiria-3982.02
867789-Tibefarcio Colao-16538.26
435480-Jonatas Felgueiras-51.79
606408-Trajano Fagundes-16469.73
818634-Emedlia Silvera-16227.49
431870-Delfina Perdigon-18152.07
567791-Eurico Siqueira-15194.57
825424-Ermelinda Quintela-16436.11
502033-Rodolfo Paz-2899.11
716095-Odilia Bello-1555.53
102050-Carminda Morais-2898.49
493793-Neuza Francia-13467.17
979438-Liana Cardim-1316.68
59146-Leonidas Mafra-19762.75
388440-Domingos Pas-7986.10
918827-Jonatas Felgueiras-7375.58
641956-Neeamia Arruda-8471.26
691948-Celeste Duarte-3644.68
967038-Anfnia Seixas-11369.70
902371-Oliveira Senchez-11636.86
528143-Antonio Castelo-6353.04
872514-Spnia ou Sonia Guerreiro-4003.14
42382-Flor Portella-9472.94
907193-Lina Andrade-12633.53
745251-Antonio Castelo-8812.58
848934-Sidfnio Frois-1956.93
675842-Adelino Barra-20433.35
959412-Feledcia Peassego-14815.43
370433-Augusta Paio-9140.26
208695-Emedlia Silvera-16749.29
83470-Angelica Aranha-12329.73
323333-Oliveira Senchez-21338.46
279721-Delfina Perdigon-17364.04
904465-Romo Paranage-458.28
320325-Oliveira Senchez-8565.73
862289-Guaraci Damasceno-14964.22
962225-Delfina Garcia de Gondim-16330.98
187926-Anfnia Seixas-6385.74
397520-Delfina Garcia de Gondim-1564.61
576687-Nuno Balsemeo-4766.69
441522-Jussara Varanda-17547.53
126781-Angelica Aranha-21330.76
126256-Tibofarcio Camacho-8108.72
419385-Nuno Balsemeo-672.93
581668-Jorgina Bogalho-18786.13
517895-Branco Saraba-6009.92
146895-Polibe Olivares-12669.54
110623-Guaraci Damasceno-4286.59
133732-Jonatas Felgueiras-5980.56
699612-Angilica Galante-7646.33
194282-Rodolfo Paz-20920.74
178589-Tarrataca Soares-9207.17
525047-Branco Saraba-19458.44
792390-Marilda Leio-18197.79
887813-Silvio Mata-18058.77
556566-Zulmira Becerra-6379.12
163935-Spnia ou Sonia Guerreiro-6590.59
869412-Almor Caiado-17651.69
665111-Estanislau Beserra-11428.19
921467-Artur Grillo-18535.19
363527-Armanda Amorim-12772.29
558408-Telma Villalobos-6469.24
345797-Quintiliano Sousa de Arronches-20964.50
5415-Adelino Barra-9197.58
474430-Fulvio Villegas-14576.46
556816-Sidfnio Frois-2717.19
147566-Carminda Morais-10058.83
692553-Delfina Garcia de Gondim-9982.69
896057-Clara Alcantara-8874.50
671948-Oliveira Senchez-8298.88
80563-Augusta Paio-13022.52
79775-Flamednia Leiria-19118.10
312717-Odete Vasques-4966.72
389294-Feledcia Peassego-151.94
761595-Odilia Bello-5346.68
527640-Celeste Duarte-17862.25
205325-Letedcia Gago-758.89
457896-Angelica Aranha-9655.82
395976-Nuno Balsemeo-5889.94
153298-Adelino Barra-16916.66
429474-Armanda Amorim-7432.63
967841-Dulce Froes-19833.43
430636-Guaraci Damasceno-20376.55
342907-Dulce Froes-7045.61
46100-Flor Portella-19513.22
878972-Danilo Olaio-11413.67
947145-Odilia Camello-10600.88
414555-Danilo Olaio-2190.62
150613-Emedlio Pimentel-3834.58
336783-Guaraci Damasceno-5486.12
927236-Cassandra Varejo-4205.58
769148-Celeste Duarte-12765.25
937279-Estanislau Beserra-16159.56
293779-Honorina Lira-13878.15
327710-Antonio Castelo-15118.61
546206-Melinda Roserio-12982.57
989732-Feledcia Peassego-10187.20
838558-Mercia Caeira-16791.35
268884-Neeamia Arruda-21302.85
693121-Celeste Duarte-11121.38
299568-Guida Juca-16020.66
685140-Augusta Paio-6073.51
413261-Odete Vasques-398.05
313000-Spnia ou Sonia Guerreiro-3960.99
290004-Honorina Lira-16914.26
589515-Tibofarcio Camacho-1654.89
771879-Delfina Perdigon-18994.79
558773-Nuno Balsemeo-5268.34
408092-Polibe Olivares-13081.02
199461-Branco Saraba-5373.12
635234-Ubaldo Mainha-20536.12
112182-Celeste Duarte-1578.13
630850-Quintino Alcantara-11282.26
105521-Augusta Paio-5600.56
428160-Armindo Castalo-13053.46
612163-Camila Gabeira-10204.51
52855-Anind Zarco-8467.40
730084-Jussara Varanda-18442.98
58407-Estanislau Beserra-20847.07
188435-Flor Portella-19514.22
456953-Neeamia Arruda-19930.58
307548-Emedlia Silvera-4826.86
25721-Manuel Capiperibe-8443.17
32399-Trajano Fagundes-3989.39
654066-Quintiliano Sousa de Arronches-5343.67
702080-Regina Barcellos-6149.79
238998-Manuel Capiperibe-19390.32
287258-Nuno Balsemeo-12302.79
652714-Neeamia Arruda-1678.53
636953-Romo Paranage-8820.42
449450-Delfina Perdigon-1900.15
873419-Leonidas Mafra-18413.22
626706-Telma Villalobos-8.65
606220-Flamednia Leiria-11508.97
641314-Jonatas Felgueiras-13925.51
538343-Elisa Themes-2697.69
886823-Branco Saraba-955.25
491337-Esperada Cardoso-6218.12
910659-Micaela Chavez-2279.81
36529-Delfina Garcia de Gondim-2221.34
617463-Urbano Rodrigues-11415.84
255992-Melinda Roserio-7449.74
97002-Jorgina Bogalho-13376.00
254992-Taercio Mafra-19002.07
351835-Heleedsa Marins-8453.64
