770572-Silvio Mata-2008.17
842914-Delfina Perdigon-13801.94
151537-Oliveira Senchez-12620.59
176282-Oliveira Senchez-8738.10
363763-Daniel Vieyra-10846.60
461083-Rodolfo Paz-19439.20
377997-Henrique Bento-20605.31
784786-Andreia Moita-8802.42
231035-Marilda Leio-14040.74
524177-Honorina Lira-358.97
170048-Emedlio Pimentel-3143.85
966023-Filomena Barrios-3882.28
393152-Guida Juca-15773.80
601480-Mercia Caeira-4320.72
796655-Odilia Bello-6874.36
891032-Romo Paranage-14948.97
548513-Edgar Carvalheiro-6717.92
188315-Camila Gabeira-16325.76
228420-Delfina Garcia de Gondim-10143.24
259935-Urbano Rodrigues-15728.48
408886-Emiliana Foquio-1615.34
737875-Emiliana Foquio-1925.00
777469-Odete Vasques-19178.94
876217-Taercio Mafra-21314.95
784785-Delfina Garcia de Gondim-6198.08
869309-Zulmira Becerra-9576.99
389643-Micaela Chavez-21212.48
957827-Nuno Balsemeo-5639.52
767745-Antonio Viegas-20441.81
168026-Regina Barcellos-12899.57
465174-Zulmira Becerra-10078.82
147708-Estanislau Beserra-3151.36
58542-Sidfnio Frois-5919.14
865565-Antonio Viegas-9527.90
745059-Telma Villalobos-1240.91
577139-Jussara Varanda-13379.61
306537-Edgar Carvalheiro-958.67
827602-Daniel Vieyra-6058.24
957824-Telma Villalobos-16005.92
895535-Filomena Barrios-1892.77
713967-Rodolfo Paz-7027.42
550465-Guaraci Damasceno-13078.89
403756-Romo Paranage-2454.64
150640-Spnia ou Sonia Guerreiro-12403.30
425302-Polibe Olivares-4295.91
508045-Delfim Higuera-6481.68
289900-Celeste Duarte-12434.75
835732-Filomena Barrios-7398.19
850209-Lurdes Cotrim-7697.77
45399-Angelica Aranha-2001.89
713942-Daniel Vieyra-6039.03
781075-Aludsio Sosa-21424.53
468323-Daniel Vieyra-7133.73
585857-Antonio Castelo-3820.40
9896-Lina Andrade-11324.66
8873-Ximena Castilho-14369.74
484800-Odete Vasques-1057.80
827321-Honorina Lira-14076.16
510615-Aludsio Sosa-16114.66
786077-Flor Portella-6140.27
338083-Almor Caiado-18527.41
631809-Delfim Higuera-20405.22
847665-Angilica Galante-14925.07
11491-Regina Barcellos-8006.09
21554-Angilica Galante-9176.19
622915-Delfim Higuera-19676.28
392712-Zungela Ipiranga-9936.29
153835-Jussara Varanda-2389.73
733886-Celeste Duarte-3094.84
607043-Spnia ou Sonia Guerreiro-6582.70
668839-Gaudancio Fiees-14746.08
633243-Rodolfo Paz-13137.56
567070-Estanislau Beserra-14836.04
874078-Liana Cardim-821.31
221258-Clarindo Areosa-4971.53
66617-Armanda Amorim-10107.76
369144-Jorgina Bogalho-1236.85
967795-Augusta Paio-12268.39
181950-Tibefarcio Colao-7650.89
894524-Guaraci Damasceno-16556.96
118211-Ermelinda Quintela-19513.65
599657-Emedlio Pimentel-1085.15
636291-Joaquim Rufino-4170.82
180082-Lina Andrade-14429.56
333241-Clara Alcantara-14206.93
622016-Honorina Lira-14827.60
538928-Tibefarcio Colao-9186.45
601481-Cassandra Varejo-19816.13
153348-Emiliana Foquio-17843.11
672441-Flor Portella-19382.06
977540-Trajano Fagundes-9098.41
890377-Sofras Cuaresma-5519.57
75465-Guaraci Damasceno-7575.93
380469-Eurico Siqueira-8717.73
816881-Telma Villalobos-16951.06
406255-Antonio Viegas-19977.28
771506-Odilia Camello-15997.83
821698-Sidfnio Frois-14949.01
743370-Ximena Castilho-19220.55
237705-Emiliana Foquio-10432.43
944449-Romo Paranage-16642.21
532442-Tibofarcio Camacho-9646.28
634927-Eurico Siqueira-2582.20
335326-Odete Vasques-10286.00
991366-Ubaldo Mainha-12104.17
340657-Emedlio Pimentel-13008.23
482519-Leonidas Mafra-1631.11
269744-Armindo Castalo-684.49
670128-Melinda Roserio-961.92
414677-Lurdes Cotrim-10114.30
365211-Ximena Castilho-1748.91
672645-Antonio Castelo-16854.23
936637-Feledcia Peassego-13565.75
309829-Trajano Fagundes-17529.10
455952-Oliveira Senchez-224.18
708247-Melinda Roserio-18807.58
721436-Liana Cardim-2207.57
518094-Andreia Moita-2560.27
732407-Clara Alcantara-18206.97
517723-Ubaldo Mainha-2566.28
62836-Camila Gabeira-17969.93
828934-Romo Paranage-9091.82
222745-Quintino Alcantara-2926.35
352438-Adelina Quadros-7049.45
82132-Tabalipa Duarte-8704.01
745059-Silvio Mata-3366.26
747475-Almerinda Palmeira-11013.47
344534-Marilda Leio-4693.82
906992-Andreia Moita-20831.14
145514-Cleusa Goes-14221.48
330509-Angelica Aranha-16772.11
406427-Emiliana Foquio-2175.56
422062-Honorina Lira-1552.95
528692-Heleedsa Marins-17486.48
545292-Guaraci Damasceno-17312.46
495932-Fulvio Villegas-13135.08
204918-Domingos Pas-17962.55
671121-Antonio Viegas-11951.16
680636-Guida Juca-17260.23
387241-Manuel Capiperibe-13376.85
721965-Lurdes Cotrim-10415.32
82724-Fulvio Villegas-10124.54
109458-Rebeca Neto-7883.93
287862-Zungela Ipiranga-17259.21
411411-Jussara Varanda-12829.83
452411-Clara Alcantara-16294.79
119108-Melinda Roserio-3512.00
132938-Eurico Siqueira-19638.71
528348-Lurdes Cotrim-2810.69
70449-Guaraci Damasceno-14184.56
760611-Flamednia Leiria-13376.94
178024-Odete Vasques-18357.77
151622-Lina Andrade-16744.03
420501-Taercio Mafra-11462.07
853452-Carminda Morais-9561.35
532607-Delfina Perdigon-19745.87
752081-Leonidas Mafra-2432.22
226645-Liana Cardim-11583.55
817185-Ximena Castilho-8944.00
463398-Delfina Perdigon-15344.71
794446-Quintino Alcantara-2057.48
657189-Zungela Ipiranga-7329.26
490760-Romo Paranage-11860.77
233573-Regina Barcellos-17204.98
897967-Tarrataca Soares-19373.51
61938-Lurdes Cotrim-14204.00
705068-Feledcia Peassego-14831.52
64978-Antonio Castelo-17743.79
812789-Domingos Pas-13417.12
629139-Henrique Bento-19111.76
901268-Romo Paranage-5254.87
383846-Esperada Cardoso-3736.60
159597-Neuza Francia-3206.67
854331-Zungela Ipiranga-11549.01
755911-Romo Paranage-3073.15
308452-Odilia Bello-12083.77
448013-Ubaldo Mainha-11925.98
326406-Marilda Leio-6111.80
560218-Basilio Pedroso-14279.93
710500-Cassandra Varejo-17766.22
331351-Clara Alcantara-9280.39
216085-Artur Grillo-2199.40
26375-Camila Gabeira-14880.99
913843-Ubaldo Mainha-21119.53
815342-Flamednia Leiria-10902.26
584324-Quintiliano Sousa de Arronches-15265.34
269748-Sidfnio Frois-11004.99
107343-Neuza Francia-553.41
356458-Taercio Mafra-16969.02
317926-Angilica Galante-4771.28
455147-Tibefarcio Colao-779.76
595269-Clarindo Areosa-7051.92
395483-Almor Caiado-9442.19
379253-Augusta Paio-19811.32
263800-Esperada Cardoso-12414.64
463443-Micaela Chavez-6625.65
40121-Angelica Aranha-16648.34
731605-Angelica Aranha-14364.58
119225-Oliveira Senchez-17518.15
499420-Fulvio Villegas-18051.33
17679-Camila Gabeira-13601.04
575272-Delfina Garcia de Gondim-9422.16
588747-Lurdes Cotrim-9251.28
701351-Tarrataca Soares-16295.07
283766-Antonio Castelo-20627.71
