60866-Henrique Bento-18083.16
227508-Marilda Leio-1247.11
203244-Emiliana Foquio-7365.69
652515-Delfina Perdigon-19348.01
310858-Delfina Garcia de Gondim-17973.31
988111-Filomena Barrios-4557.93
86412-Ximena Castilho-370.97
692903-Quintino Alcantara-14049.46
199739-Quintino Alcantara-2944.26
343008-Cassandra Varejo-2891.01
377352-Quintino Alcantara-1814.97
234897-Gaudancio Fiees-5287.25
290513-Neeamia Arruda-16519.28
249847-Manuel Capiperibe-7080.97
751229-Rodolfo Paz-2329.24
159257-Urbano Rodrigues-10939.12
535300-Taercio Mafra-13989.99
109649-Mercia Caeira-6202.08
933627-Camila Gabeira-9734.08
668757-Neeamia Arruda-6442.67
636977-Tibofarcio Camacho-4121.61
688856-Cassandra Varejo-11423.96
968054-Gaudancio Fiees-17606.86
299523-Eurico Siqueira-12914.52
465037-Tibofarcio Camacho-5527.20
478071-Judite Damasceno-19648.79
767667-Rodolfo Paz-18069.31
671113-Antonio Castelo-665.57
520081-Elisa Themes-14464.91
311651-Marilda Leio-986.76
687721-Ximena Castilho-14763.13
77564-Regina Barcellos-13355.18
192336-Daniel Vieyra-19484.86
235283-Celeste Duarte-19043.02
891623-Gaudancio Fiees-9902.83
988566-Regina Barcellos-10037.61
481521-Mercia Caeira-2530.45
5954-Almor Caiado-9227.16
222066-Camila Gabeira-1227.53
362299-Tibofarcio Camacho-2950.64
769662-Filomena Barrios-17287.52
854211-Joaquim Rufino-3103.46
334491-Branco Saraba-8635.38
17368-Leonidas Mafra-7452.90
152689-Emedlio Pimentel-6636.98
524387-Ermelinda Quintela-8516.87
291720-Andreia Moita-2556.84
989987-Silvio Mata-2746.90
761542-Adelino Barra-15289.12
23660-Carminda Morais-6967.91
961452-Angelica Aranha-5700.77
728246-Anfnia Seixas-15609.31
529250-Adelina Quadros-5167.82
816168-Oliveira Senchez-13458.00
921226-Polibe Olivares-10444.69
825814-Tibefarcio Colao-1655.09
8003-Rodolfo Paz-6738.01
719108-Daniel Vieyra-813.07
662946-Silvio Mata-6020.69
359599-Guaraci Damasceno-15350.93
120718-Celeste Duarte-8315.70
634024-Liana Cardim-21152.99
9785-Tabalipa Duarte-2793.44
440338-Ermelinda Quintela-15671.60
644613-Delfina Garcia de Gondim-14405.98
63289-Angilica Galante-8899.40
684934-Andreia Moita-9189.48
474715-Flamednia Leiria-17806.67
471292-Clara Alcantara-1028.47
380379-Artur Grillo-3032.06
596978-Leonidas Mafra-5293.27
890751-Adelina Quadros-3624.77
632262-Trajano Fagundes-1130.03
156002-Andreia Moita-6444.44
479340-Urbano Rodrigues-5546.05
787668-Adelina Quadros-5071.84
605375-Lina Andrade-13538.69
740533-Delfim Higuera-12028.60
666776-Feledcia Peassego-3288.48
178350-Jussara Varanda-2607.45
298917-Spnia ou Sonia Guerreiro-16953.42
473575-Ubaldo Mainha-9077.49
979628-Feledcia Peassego-16063.81
829973-Quintiliano Sousa de Arronches-130.53
357130-Danilo Olaio-17685.33
482326-Branco Saraba-14748.37
64079-Trajano Fagundes-14449.59
594039-Sofras Cuaresma-2052.15
307666-Clara Alcantara-21318.82
384260-Tarrataca Soares-13845.77
150715-Spnia ou Sonia Guerreiro-16458.76
244102-Tabalipa Duarte-15998.66
331149-Zungela Ipiranga-12143.62
421643-Micaela Chavez-7687.08
955920-Clarindo Areosa-18300.65
94947-Almerinda Palmeira-15440.64
418364-Anind Zarco-8006.44
127457-Guaraci Damasceno-5187.55
213295-Artur Grillo-3315.79
147169-Dulce Froes-3419.63
825810-Camila Gabeira-8531.14
362549-Edgar Carvalheiro-2468.74
648137-Oliveira Carmona-10332.05
831189-Trajano Fagundes-11776.27
67706-Filomena Barrios-13245.83
837030-Camila Gabeira-20286.78
475884-Quintiliano Sousa de Arronches-16496.12
73292-Oliveira Senchez-15412.56
886139-Tibefarcio Colao-7589.86
97553-Neuza Francia-17791.33
402236-Armanda Amorim-5674.75
99106-Letedcia Gago-9668.38
661738-Joaquim Rufino-17374.86
102464-Filomena Barrios-1908.34
251257-Adelino Barra-6349.01
497952-Leonidas Mafra-5432.55
292170-Edgar Carvalheiro-13907.30
763400-Augusta Paio-3273.20
472975-Trajano Fagundes-18532.06
277619-Tibefarcio Colao-16578.20
528888-Adelino Barra-11257.39
926552-Armanda Amorim-19028.38
682009-Lurdes Cotrim-12940.16
159114-Zulmira Becerra-5136.35
263156-Filomena Barrios-3304.02
466409-Neuza Francia-4269.00
863820-Domingos Pas-1997.09
873752-Sidfnio Frois-4494.72
172719-Delfina Perdigon-16949.45
457664-Rebeca Neto-21202.23
875756-Moaci Mendoa-20672.68
285509-Antonio Castelo-2417.11
533122-Gaudancio Fiees-11853.93
783083-Gaudancio Fiees-16365.52
866581-Jonatas Felgueiras-6253.32
367676-Branco Saraba-16237.98
123396-Adelino Barra-2181.78
609627-Ermelinda Quintela-2055.68
416011-Ximena Castilho-9797.41
461393-Delfina Garcia de Gondim-11521.99
326972-Zungela Ipiranga-3545.91
447690-Clara Alcantara-13018.76
406301-Angelica Aranha-6659.26
897248-Andreia Moita-1842.25
539346-Lina Andrade-476.08
67502-Polibe Olivares-8909.76
12372-Armindo Castalo-11100.99
666125-Jorgina Bogalho-20957.09
792163-Armindo Castalo-20276.41
379812-Tabalipa Duarte-6116.19
706692-Cassandra Varejo-16529.46
301691-Armindo Castalo-19823.94
124065-Delfina Garcia de Gondim-13553.16
855823-Quintino Alcantara-10657.30
139728-Lurdes Cotrim-16272.69
755288-Odilia Camello-12228.53
201617-Delfina Perdigon-2793.82
309830-Melinda Roserio-11440.48
502735-Manuel Capiperibe-21188.40
436700-Judite Damasceno-6037.36
569389-Nuno Balsemeo-8664.43
809261-Polibe Olivares-6792.61
925474-Emedlio Pimentel-2839.01
967502-Flor Portella-8657.57
751132-Honorina Lira-19138.97
142945-Lina Andrade-19061.69
510618-Fulvio Villegas-3188.87
977547-Almor Caiado-16651.96
186063-Quintiliano Sousa de Arronches-18556.99
35826-Manuel Capiperibe-18701.36
20932-Tibefarcio Colao-7132.22
468354-Armanda Amorim-8870.31
309430-Henrique Bento-15459.56
983167-Marilda Leio-12084.40
903163-Aludsio Sosa-587.08
92414-Emiliana Foquio-2918.51
651126-Sofras Cuaresma-6513.61
591671-Artur Grillo-998.55
96527-Dulce Froes-7330.41
441504-Guida Juca-2835.93
39118-Judite Damasceno-15106.14
79710-Odilia Camello-17720.83
897675-Moaci Mendoa-9029.08
617077-Lurdes Cotrim-2584.08
93740-Eurico Siqueira-9043.11
983744-Melinda Roserio-1729.20
558731-Liana Cardim-14345.71
20316-Almerinda Palmeira-6736.79
194683-Anind Zarco-11817.76
68214-Tibefarcio Colao-7827.33
110314-Lina Andrade-802.89
374020-Romo Paranage-20883.69
668593-Emiliana Foquio-10437.83
435859-Angelica Aranha-15254.00
159672-Trajano Fagundes-1040.10
74812-Taercio Mafra-8409.94
356928-Clara Alcantara-13475.52
288-Danilo Olaio-19425.72
498790-Aludsio Sosa-21437.67
554850-Tibofarcio Camacho-16593.52
687942-Urbano Rodrigues-2119.79
951702-Marilda Leio-6623.52
814484-Angelica Aranha-17500.21
102070-Quintiliano Sousa de Arronches-7259.73
797628-Tarrataca Soares-9461.33
804321-Fulvio Villegas-3217.24
730916-Sidfnio Frois-12920.81
744890-Estanislau Beserra-2135.98
437916-Quintino Alcantara-14810.97
