593961-Letedcia Gago-15700.30
959586-Fulvio Villegas-2186.82
597041-Guida Juca-10661.43
352934-Guaraci Damasceno-9393.34
178155-Fulvio Villegas-11251.84
950256-Rodolfo Paz-6782.15
343589-Daniel Vieyra-15064.89
389833-Flamednia Leiria-19365.35
937135-Joaquim Rufino-2542.82
844935-Almerinda Palmeira-2836.60
799311-Aludsio Sosa-19931.92
546469-Guida Juca-14236.68
87766-Quintiliano Sousa de Arronches-17892.65
233914-Odete Vasques-9041.34
71362-Neuza Francia-738.29
692859-Zulmira Becerra-4917.79
601992-Oliveira Senchez-17081.22
824217-Odilia Bello-16370.29
313960-Feledcia Peassego-13854.82
822664-Tarrataca Soares-5408.43
735566-Jonatas Felgueiras-21186.43
920971-Armanda Amorim-18827.05
788219-Antonio Viegas-2163.10
314448-Feledcia Peassego-10655.43
690671-Regina Barcellos-9731.31
251391-Delfina Garcia de Gondim-7543.40
26689-Armindo Castalo-17659.42
807816-Emedlia Silvera-13592.83
640240-Flor Portella-12611.13
237882-Tarrataca Soares-14099.36
528123-Ximena Castilho-15966.71
10131-Delfim Higuera-3651.09
159844-Clarindo Areosa-814.13
607006-Sofras Cuaresma-18117.28
188199-Antonio Viegas-529.35
597932-Fulvio Villegas-2251.86
786460-Daniel Vieyra-8592.13
613725-Odilia Camello-13140.21
469560-Romo Paranage-13786.61
840156-Angelica Aranha-13074.15
537746-Ximena Castilho-13839.43
910695-Liana Cardim-14539.54
505474-Tibefarcio Colao-7936.30
893497-Daniel Vieyra-11922.37
341383-Delfina Perdigon-14064.25
436845-Cleusa Goes-15100.23
872742-Anfnia Seixas-19948.09
251067-Manuel Capiperibe-2739.39
945093-Jussara Varanda-1319.25
752427-Dulce Froes-8067.65
495733-Romo Paranage-6918.20
943283-Melinda Roserio-19057.30
983342-Tibofarcio Camacho-20362.36
953187-Oliveira Senchez-12996.46
650912-Angilica Galante-7615.03
799894-Clarindo Areosa-13949.40
618818-Zungela Ipiranga-18068.13
167079-Adelina Quadros-16155.80
736141-Armindo Castalo-330.42
998949-Sara Lameiras-4677.94
160680-Almerinda Palmeira-348.06
298514-Branco Saraba-3307.50
389878-Angilica Galante-17207.33
110969-Taercio Mafra-21386.86
585145-Basilio Pedroso-12488.53
604-Emedlia Silvera-12516.53
955280-Urbano Rodrigues-2247.88
719279-Quintiliano Sousa de Arronches-11749.56
422680-Honorina Lira-11212.08
567745-Joaquim Rufino-14422.07
478280-Estanislau Beserra-12978.84
208383-Anind Zarco-20721.83
185100-Odilia Bello-9240.89
913907-Clarindo Areosa-7947.16
804653-Estanislau Beserra-7288.18
198721-Urbano Rodrigues-21328.18
532956-Cleusa Goes-742.90
712805-Sidfnio Frois-8430.09
472982-Sofras Cuaresma-4179.48
274934-Spnia ou Sonia Guerreiro-10785.16
387438-Celeste Duarte-14839.94
789877-Neeamia Arruda-1787.19
458238-Ubaldo Mainha-12159.04
859510-Flamednia Leiria-1893.34
979586-Eurico Siqueira-5461.39
953025-Filomena Barrios-9003.38
579721-Clarindo Areosa-4993.87
511198-Sidfnio Frois-11501.00
398182-Quintiliano Sousa de Arronches-1730.89
9519-Neuza Francia-18963.64
344158-Spnia ou Sonia Guerreiro-3452.68
562779-Trajano Fagundes-19970.58
480248-Guaraci Damasceno-7400.32
486443-Lurdes Cotrim-4424.08
725039-Delfina Perdigon-10953.88
781179-Nuno Balsemeo-18003.41
171821-Mercia Caeira-16614.37
852245-Clara Alcantara-9034.64
58081-Liana Cardim-7013.79
212011-Romo Paranage-289.05
881779-Flamednia Leiria-3282.49
62018-Emiliana Foquio-7498.12
961111-Marilda Leio-12182.92
280510-Jussara Varanda-5102.95
417772-Sidfnio Frois-15680.20
210253-Estanislau Beserra-8253.17
856675-Augusta Paio-4150.05
373642-Trajano Fagundes-4113.74
23016-Jorgina Bogalho-16574.32
245075-Sidfnio Frois-2761.61
347457-Odilia Camello-16410.42
717601-Trajano Fagundes-7936.21
661735-Anfnia Seixas-600.98
154451-Cassandra Varejo-6563.79
55258-Clarindo Areosa-6243.13
343742-Letedcia Gago-5100.39
489281-Armanda Amorim-12138.96
587948-Micaela Chavez-10877.86
150941-Honorina Lira-12818.09
609146-Guida Juca-19690.54
972082-Polibe Olivares-7509.18
67555-Clara Alcantara-1201.52
491048-Dulce Froes-20738.14
722809-Henrique Bento-9094.84
249282-Gaudancio Fiees-13645.40
311857-Taercio Mafra-2394.00
691714-Camila Gabeira-14818.89
77026-Tabalipa Duarte-3109.93
352743-Oliveira Carmona-19251.44
60594-Sidfnio Frois-5832.70
928942-Jonatas Felgueiras-6092.42
355918-Delfina Garcia de Gondim-1838.26
919892-Tabalipa Duarte-568.33
65623-Zungela Ipiranga-14465.56
106326-Cassandra Varejo-5683.22
459772-Sidfnio Frois-11376.33
852566-Rodolfo Paz-18323.25
657736-Danilo Olaio-9199.19
765276-Micaela Chavez-9592.71
681851-Honorina Lira-14603.32
168887-Carminda Morais-5517.77
573843-Taercio Mafra-20221.33
130672-Nuno Balsemeo-2225.69
533812-Anind Zarco-16556.35
905012-Delfim Higuera-5352.58
848584-Jonatas Felgueiras-17807.17
675568-Zulmira Becerra-16070.86
907949-Mercia Caeira-12282.60
650028-Edgar Carvalheiro-17320.26
536393-Estanislau Beserra-1052.24
692544-Eurico Siqueira-4643.93
606915-Armanda Amorim-14129.67
347062-Delfina Perdigon-9236.14
920384-Branco Saraba-10701.48
49692-Emedlia Silvera-6145.69
16972-Odilia Camello-9214.17
617728-Rodolfo Paz-826.09
576378-Quintino Alcantara-17275.17
937246-Joaquim Rufino-18721.67
85778-Polibe Olivares-2942.20
82569-Tabalipa Duarte-18719.12
856561-Flor Portella-7720.36
280026-Oliveira Senchez-14733.83
272855-Mercia Caeira-18853.03
417024-Oliveira Senchez-13068.69
818859-Basilio Pedroso-3064.03
454484-Quintiliano Sousa de Arronches-215.37
176465-Estanislau Beserra-1371.13
191596-Domingos Pas-15730.50
232448-Artur Grillo-9936.53
497224-Taercio Mafra-20067.35
154813-Telma Villalobos-8691.08
295409-Adelina Quadros-17503.88
49684-Ubaldo Mainha-5781.77
467804-Romo Paranage-11555.94
454779-Trajano Fagundes-18704.13
375547-Sidfnio Frois-2083.84
905676-Andreia Moita-20715.60
953116-Celeste Duarte-982.68
684246-Camila Gabeira-3155.01
151812-Sofras Cuaresma-6809.98
532006-Armindo Castalo-16591.53
464449-Carminda Morais-3679.65
779849-Regina Barcellos-20260.14
914944-Branco Saraba-12609.99
435778-Armindo Castalo-8349.70
359323-Trajano Fagundes-16693.45
819659-Telma Villalobos-16992.51
393165-Sidfnio Frois-5047.20
533438-Daniel Vieyra-21054.04
326256-Tibofarcio Camacho-3530.73
370541-Clara Alcantara-14146.05
39206-Manuel Capiperibe-17670.69
95925-Estanislau Beserra-7363.65
846257-Odete Vasques-2077.97
190874-Sara Lameiras-14882.32
464987-Ubaldo Mainha-5891.08
639432-Sara Lameiras-18269.28
374323-Spnia ou Sonia Guerreiro-10438.37
377607-Tarrataca Soares-19603.71
