14802-Emedlio Pimentel-11417.81
823436-Neeamia Arruda-14909.41
358668-Fulvio Villegas-14364.16
833782-Jussara Varanda-15843.55
962417-Fulvio Villegas-2174.79
575859-Branco Saraba-8471.25
285110-Manuel Capiperibe-18435.33
875192-Cleusa Goes-20200.26
360810-Artur Grillo-4785.76
354556-Emedlia Silvera-16617.09
726346-Basilio Pedroso-9517.75
149687-Manuel Capiperibe-7981.15
286356-Sofras Cuaresma-6489.90
994554-Andreia Moita-9708.24
457409-Zulmira Becerra-7883.03
711406-Delfim Higuera-9848.79
375375-Almor Caiado-10681.64
148637-Armanda Amorim-3625.55
992361-Filomena Barrios-11009.16
574676-Jorgina Bogalho-12972.71
526311-Tabalipa Duarte-1575.13
775479-Liana Cardim-9586.63
965441-Almerinda Palmeira-7414.66
87378-Polibe Olivares-659.77
80436-Cassandra Varejo-18824.34
552086-Oliveira Carmona-2366.62
149013-Spnia ou Sonia Guerreiro-2540.37
795316-Ximena Castilho-4391.86
984280-Micaela Chavez-7561.78
749323-Feledcia Peassego-15537.53
739728-Melinda Roserio-10027.96
505516-Odilia Camello-17355.71
902827-Flamednia Leiria-9480.53
290330-Mercia Caeira-766.57
18158-Adelina Quadros-7057.37
48730-Flamednia Leiria-9052.89
957905-Antonio Viegas-15224.38
547144-Artur Grillo-1057.50
691641-Rebeca Neto-8227.34
268558-Odilia Camello-20044.83
116100-Quintiliano Sousa de Arronches-10177.39
476964-Armindo Castalo-9617.61
17189-Filomena Barrios-4871.80
23133-Heleedsa Marins-2429.87
5700-Trajano Fagundes-12000.05
938653-Clara Alcantara-19990.54
533396-Branco Saraba-14775.28
165306-Delfina Perdigon-7035.92
983020-Odilia Camello-398.00
495252-Eurico Siqueira-5870.68
276677-Emedlia Silvera-14951.84
853606-Zungela Ipiranga-7741.78
1519-Ubaldo Mainha-15301.95
718561-Cassandra Varejo-2097.34
608463-Aludsio Sosa-11737.40
718956-Odete Vasques-20096.79
634830-Taercio Mafra-8067.29
505100-Manuel Capiperibe-21138.94
125081-Cleusa Goes-20753.93
479054-Urbano Rodrigues-14474.05
832694-Basilio Pedroso-17836.81
925729-Aludsio Sosa-19395.35
296381-Delfina Perdigon-15030.53
847476-Eurico Siqueira-14222.88
902048-Almor Caiado-17738.96
445553-Carminda Morais-11161.32
75776-Dulce Froes-3542.83
750622-Almerinda Palmeira-10107.88
500885-Gaudancio Fiees-10439.13
567261-Trajano Fagundes-12763.92
701957-Camila Gabeira-15652.25
537425-Heleedsa Marins-7806.67
550629-Zungela Ipiranga-20319.63
275110-Augusta Paio-15113.27
734002-Taercio Mafra-16092.29
449357-Delfina Perdigon-13781.91
843476-Zungela Ipiranga-6697.83
482460-Basilio Pedroso-9615.34
531614-Augusta Paio-8095.51
973960-Carminda Morais-2536.35
853806-Camila Gabeira-20283.37
415124-Gaudancio Fiees-11863.90
27873-Angilica Galante-6494.57
209924-Urbano Rodrigues-19477.32
196192-Elisa Themes-9959.83
78786-Cleusa Goes-11154.32
609368-Taercio Mafra-207.92
422767-Emedlia Silvera-6662.74
24083-Armindo Castalo-8708.06
54750-Aludsio Sosa-5622.96
993822-Aludsio Sosa-11881.50
157640-Rodolfo Paz-2370.82
504638-Spnia ou Sonia Guerreiro-17961.09
331197-Jonatas Felgueiras-9258.36
484793-Rebeca Neto-11960.32
383826-Angilica Galante-856.27
990202-Melinda Roserio-8582.37
379697-Rodolfo Paz-17206.59
302932-Micaela Chavez-15362.00
293498-Anfnia Seixas-13487.71
918654-Antonio Castelo-2872.81
396711-Ermelinda Quintela-20644.39
781444-Tabalipa Duarte-10184.60
107132-Marilda Leio-13287.91
197940-Sara Lameiras-2117.92
271519-Tarrataca Soares-14241.76
293578-Marilda Leio-20491.66
107595-Jonatas Felgueiras-6090.62
196028-Sidfnio Frois-2128.81
90493-Marilda Leio-16701.75
797654-Basilio Pedroso-9396.10
654965-Lurdes Cotrim-495.23
593902-Urbano Rodrigues-1863.04
158690-Polibe Olivares-19994.12
75606-Jorgina Bogalho-9941.26
24489-Andreia Moita-3139.14
600478-Antonio Castelo-10742.07
929293-Artur Grillo-11483.15
917349-Jorgina Bogalho-12025.11
621433-Estanislau Beserra-21076.01
612649-Sara Lameiras-1309.15
884817-Esperada Cardoso-7555.70
111931-Ermelinda Quintela-20711.64
798627-Celeste Duarte-15788.39
792456-Flor Portella-2044.31
578209-Estanislau Beserra-12914.56
56066-Melinda Roserio-6305.72
699877-Edgar Carvalheiro-12275.02
922043-Regina Barcellos-5079.35
25497-Clara Alcantara-80.73
820088-Carminda Morais-10766.86
224471-Rodolfo Paz-18535.71
151709-Ximena Castilho-1081.99
899598-Jonatas Felgueiras-11539.98
58919-Celeste Duarte-20247.90
860316-Delfim Higuera-7848.85
575307-Antonio Castelo-10059.41
497471-Eurico Siqueira-4421.57
250755-Camila Gabeira-18500.79
514835-Romo Paranage-11476.21
412910-Taercio Mafra-49.57
709929-Polibe Olivares-15091.82
93562-Tarrataca Soares-14148.50
157711-Romo Paranage-20557.49
577420-Domingos Pas-11363.25
911941-Tabalipa Duarte-17981.85
734821-Micaela Chavez-602.77
613832-Carminda Morais-12917.74
510973-Neuza Francia-1985.41
859943-Augusta Paio-1305.72
765825-Adelino Barra-10479.85
873972-Antonio Castelo-9342.12
69200-Rodolfo Paz-5448.21
947090-Henrique Bento-19509.79
855324-Estanislau Beserra-2890.73
553654-Ubaldo Mainha-585.01
652995-Liana Cardim-4032.36
693060-Fulvio Villegas-19538.50
890079-Spnia ou Sonia Guerreiro-16428.77
682447-Basilio Pedroso-21257.37
612014-Jussara Varanda-12630.19
498868-Delfim Higuera-1314.10
567479-Lurdes Cotrim-5844.79
2260-Leonidas Mafra-5829.42
702811-Polibe Olivares-12807.98
244402-Spnia ou Sonia Guerreiro-4078.68
970997-Carminda Morais-8965.21
490608-Emedlia Silvera-16052.14
784354-Quintiliano Sousa de Arronches-8286.20
619341-Manuel Capiperibe-4168.19
26757-Odilia Bello-15174.31
935864-Angilica Galante-19879.30
56591-Taercio Mafra-11900.14
998852-Odete Vasques-5385.32
436710-Cleusa Goes-20892.35
463938-Dulce Froes-5359.96
476125-Emiliana Foquio-19719.67
240796-Guida Juca-149.74
855432-Filomena Barrios-2517.58
380061-Emedlia Silvera-7333.78
641923-Taercio Mafra-15904.04
439547-Clara Alcantara-17233.40
646906-Regina Barcellos-20663.97
333200-Zungela Ipiranga-10169.12
961871-Rodolfo Paz-5258.65
904595-Micaela Chavez-8823.29
231379-Zungela Ipiranga-21448.05
562513-Feledcia Peassego-4215.62
140113-Ermelinda Quintela-19614.18
821555-Danilo Olaio-19647.98
838342-Cassandra Varejo-4099.56
802489-Domingos Pas-7073.96
212863-Dulce Froes-8410.42
636943-Emedlio Pimentel-13953.76
593343-Honorina Lira-8058.54
817576-Andreia Moita-3532.75
521342-Ermelinda Quintela-4455.06
224693-Micaela Chavez-19790.69
901886-Quintiliano Sousa de Arronches-1167.25
820923-Henrique Bento-21295.47
633849-Gaudancio Fiees-19919.01
367421-Feledcia Peassego-12212.20
957503-Tibofarcio Camacho-18054.33
944334-Taercio Mafra-6395.86
359470-Neuza Francia-4096.96
155973-Tarrataca Soares-10575.14
