480977-Adelino Barra-9024.04
778269-Honorina Lira-12587.04
113167-Heleedsa Marins-7138.20
634073-Emiliana Foquio-21315.99
183983-Rebeca Neto-7453.63
593160-Fulvio Villegas-4004.97
865941-Tibofarcio Camacho-14750.66
73892-Rodolfo Paz-10074.96
158864-Tabalipa Duarte-3320.10
856686-Tibefarcio Colao-1820.50
528382-Zungela Ipiranga-12087.70
583226-Daniel Vieyra-6640.65
296477-Trajano Fagundes-7661.78
165927-Delfina Garcia de Gondim-18948.12
559213-Carminda Morais-19089.96
199945-Estanislau Beserra-9211.06
805942-Tibofarcio Camacho-18369.72
813333-Tabalipa Duarte-20640.46
889566-Clara Alcantara-7667.21
897854-Branco Saraba-16305.78
333698-Anind Zarco-6236.22
200698-Odilia Bello-14172.05
287975-Honorina Lira-680.18
195468-Jonatas Felgueiras-16551.84
217996-Flor Portella-3932.60
120267-Tibefarcio Colao-8724.60
519559-Emiliana Foquio-10882.66
984850-Neuza Francia-3255.95
462990-Moaci Mendoa-11734.85
951112-Almerinda Palmeira-8768.99
488930-Celeste Duarte-9442.33
313490-Camila Gabeira-17094.33
203062-Trajano Fagundes-1362.38
270813-Gaudancio Fiees-12334.33
183521-Armindo Castalo-6901.68
92465-Daniel Vieyra-13992.88
107158-Edgar Carvalheiro-16138.08
126244-Odilia Bello-6613.09
190912-Domingos Pas-16967.72
492730-Flamednia Leiria-7572.39
888384-Jussara Varanda-1722.44
389906-Basilio Pedroso-11505.58
129576-Jorgina Bogalho-612.77
371169-Anfnia Seixas-19655.48
829668-Manuel Capiperibe-1682.48
31581-Emiliana Foquio-8733.41
209559-Micaela Chavez-7069.64
653191-Gaudancio Fiees-15060.90
208515-Neeamia Arruda-10397.97
248745-Andreia Moita-748.07
188089-Clarindo Areosa-2416.95
876596-Sara Lameiras-166.01
514964-Andreia Moita-8167.31
391169-Trajano Fagundes-5626.18
700679-Almerinda Palmeira-9094.48
694193-Polibe Olivares-1029.96
975627-Lurdes Cotrim-11632.05
580892-Feledcia Peassego-8833.75
11190-Silvio Mata-17365.84
213159-Lina Andrade-6013.49
654265-Carminda Morais-5020.53
856140-Emedlio Pimentel-2354.46
615924-Domingos Pas-15109.61
653029-Fulvio Villegas-1698.69
754622-Regina Barcellos-17405.69
620576-Urbano Rodrigues-4707.80
310653-Odilia Bello-20547.55
481066-Filomena Barrios-16638.53
258059-Delfina Garcia de Gondim-21068.64
832545-Liana Cardim-7855.93
213606-Dulce Froes-6047.64
289625-Honorina Lira-17366.20
966862-Spnia ou Sonia Guerreiro-10367.52
891244-Trajano Fagundes-7139.22
433941-Domingos Pas-5861.93
424621-Lina Andrade-8218.13
927569-Neeamia Arruda-1466.40
119641-Clara Alcantara-14151.21
719436-Micaela Chavez-18383.79
902764-Neuza Francia-3087.28
434723-Spnia ou Sonia Guerreiro-11959.42
536106-Zungela Ipiranga-4467.48
83509-Spnia ou Sonia Guerreiro-2252.31
591896-Andreia Moita-13481.22
485142-Ximena Castilho-830.73
947572-Branco Saraba-16344.97
706085-Tibofarcio Camacho-18104.25
219954-Domingos Pas-17740.61
102777-Rodolfo Paz-2612.97
882094-Quintino Alcantara-11561.99
738362-Edgar Carvalheiro-7651.50
874902-Armanda Amorim-17376.87
147853-Angelica Aranha-142.86
173141-Urbano Rodrigues-14008.78
636498-Delfim Higuera-17723.63
776195-Dulce Froes-7218.27
761864-Andreia Moita-8675.33
871455-Cassandra Varejo-21167.53
618738-Oliveira Senchez-18383.72
261771-Filomena Barrios-21392.55
633101-Sidfnio Frois-16575.09
946334-Sidfnio Frois-9979.01
523798-Trajano Fagundes-18970.48
332357-Henrique Bento-10967.38
263253-Henrique Bento-14583.74
266781-Clara Alcantara-14206.67
800264-Rebeca Neto-18054.29
758569-Filomena Barrios-6118.17
294041-Emedlia Silvera-14024.35
126116-Clara Alcantara-17206.97
157558-Clarindo Areosa-18753.30
855794-Rebeca Neto-9147.93
756930-Emedlio Pimentel-14333.17
428123-Esperada Cardoso-15086.49
10326-Esperada Cardoso-3414.29
955976-Elisa Themes-1622.12
245350-Flor Portella-4580.12
68181-Antonio Castelo-8917.71
644423-Neuza Francia-10900.65
625910-Ximena Castilho-13141.91
378384-Delfim Higuera-5728.65
156560-Tibofarcio Camacho-17787.21
835339-Andreia Moita-2269.94
78927-Daniel Vieyra-2269.38
60465-Almerinda Palmeira-10319.49
932803-Lina Andrade-1194.21
988488-Romo Paranage-3586.66
473032-Oliveira Carmona-4697.34
290596-Lina Andrade-4218.95
59916-Antonio Viegas-20535.21
526413-Clara Alcantara-10614.16
839540-Delfina Perdigon-12505.73
461983-Mercia Caeira-14714.08
401189-Regina Barcellos-14734.87
505866-Carminda Morais-2060.64
39268-Silvio Mata-12749.96
300880-Almor Caiado-18059.85
58262-Jorgina Bogalho-14569.74
102689-Danilo Olaio-8397.81
211849-Manuel Capiperibe-13568.41
28211-Sara Lameiras-4338.84
709333-Augusta Paio-20937.23
143715-Spnia ou Sonia Guerreiro-8087.02
55582-Elisa Themes-1596.19
905762-Ximena Castilho-16551.25
220933-Augusta Paio-13416.81
957071-Clara Alcantara-15289.82
359526-Armindo Castalo-5275.56
496479-Adelina Quadros-13766.59
528705-Jussara Varanda-8713.87
114820-Cleusa Goes-3259.32
600503-Silvio Mata-3131.57
691370-Dulce Froes-4643.01
190057-Branco Saraba-10063.57
691843-Celeste Duarte-187.79
257192-Fulvio Villegas-6810.00
818907-Ximena Castilho-9649.57
398181-Augusta Paio-12293.16
951694-Odete Vasques-19438.13
286394-Rebeca Neto-13828.58
978550-Zungela Ipiranga-15999.73
554574-Aludsio Sosa-15090.90
886712-Cleusa Goes-2132.97
404243-Quintino Alcantara-13314.87
57412-Taercio Mafra-20421.79
835733-Flamednia Leiria-4039.53
811178-Marilda Leio-19867.72
284627-Lurdes Cotrim-66.86
314343-Esperada Cardoso-2156.38
519366-Cassandra Varejo-13059.24
111545-Oliveira Senchez-3394.19
635444-Sidfnio Frois-20449.74
316748-Melinda Roserio-20738.61
815524-Judite Damasceno-12347.81
671002-Silvio Mata-18348.38
305296-Antonio Castelo-12341.91
939339-Ubaldo Mainha-7745.18
46554-Lina Andrade-19848.03
986467-Cassandra Varejo-10976.33
739205-Oliveira Senchez-16371.53
866178-Sara Lameiras-1797.81
482205-Moaci Mendoa-13464.16
187789-Antonio Viegas-11552.49
707006-Adelino Barra-705.81
713560-Aludsio Sosa-12462.52
415646-Feledcia Peassego-4060.74
70457-Lurdes Cotrim-3785.29
13252-Anind Zarco-21285.76
642213-Zulmira Becerra-4430.79
425385-Angelica Aranha-15608.18
132812-Liana Cardim-4222.00
259396-Anfnia Seixas-7746.83
876062-Anind Zarco-19798.71
869524-Sara Lameiras-21035.78
644025-Armanda Amorim-3298.07
289682-Esperada Cardoso-8482.23
609523-Jonatas Felgueiras-19152.94
480136-Regina Barcellos-12228.23
153444-Odete Vasques-9249.82
976494-Cassandra Varejo-12374.07
952300-Guaraci Damasceno-13185.40
225112-Dulce Froes-15077.99
914021-Andreia Moita-17026.75
368481-Sidfnio Frois-18295.45
