448902-Camila Gabeira-6301.67
267078-Angilica Galante-10054.11
525885-Polibe Olivares-11775.08
164180-Taercio Mafra-7064.50
425342-Lurdes Cotrim-9988.12
687434-Sofras Cuaresma-1298.78
719019-Tibefarcio Colao-17193.92
555957-Honorina Lira-354.29
445075-Neuza Francia-6057.49
700292-Odete Vasques-16740.02
521817-Daniel Vieyra-12604.10
750871-Quintino Alcantara-12111.94
440630-Tibefarcio Colao-10782.36
955206-Andreia Moita-2509.17
619853-Nuno Balsemeo-2743.42
628066-Lurdes Cotrim-14100.29
989004-Daniel Vieyra-6822.65
317996-Marilda Leio-12338.21
966147-Moaci Mendoa-3777.82
971016-Judite Damasceno-10944.82
219587-Zulmira Becerra-815.20
957265-Celeste Duarte-17.88
622495-Elisa Themes-6312.28
795688-Daniel Vieyra-927.00
419193-Liana Cardim-7003.20
371115-Rebeca Neto-11919.48
201228-Camila Gabeira-12199.37
422953-Mercia Caeira-14012.55
589868-Tibofarcio Camacho-16952.21
505687-Angilica Galante-6017.08
939893-Tibefarcio Colao-20159.28
784391-Adelina Quadros-12564.02
338965-Telma Villalobos-14760.24
129498-Spnia ou Sonia Guerreiro-17048.20
352876-Ermelinda Quintela-5017.55
401735-Angelica Aranha-10131.26
512567-Danilo Olaio-12213.28
371685-Ubaldo Mainha-6982.67
567752-Antonio Castelo-16268.57
62195-Flamednia Leiria-3178.79
38954-Artur Grillo-5928.19
536198-Honorina Lira-15646.03
821150-Emedlia Silvera-1494.58
334441-Angilica Galante-17205.88
547628-Odilia Bello-864.57
596918-Aludsio Sosa-19638.59
594024-Armindo Castalo-1728.88
527950-Regina Barcellos-18382.59
749397-Marilda Leio-17513.44
191808-Sofras Cuaresma-2899.22
342551-Joaquim Rufino-6959.61
453918-Leonidas Mafra-9034.97
966821-Emiliana Foquio-9143.18
503756-Jonatas Felgueiras-13596.53
893115-Angelica Aranha-1847.17
521387-Flamednia Leiria-2373.14
792391-Guida Juca-5619.08
907357-Telma Villalobos-2309.52
289237-Emedlio Pimentel-6457.02
44252-Quintino Alcantara-13538.93
678089-Oliveira Senchez-8097.52
130641-Clara Alcantara-10292.06
702651-Mercia Caeira-11211.73
733085-Angelica Aranha-4141.93
867793-Odilia Camello-6130.86
459651-Leonidas Mafra-721.24
910395-Mercia Caeira-19519.16
765295-Domingos Pas-10313.40
396037-Estanislau Beserra-1561.46
370373-Letedcia Gago-9531.90
783204-Domingos Pas-15928.68
157131-Neeamia Arruda-5205.15
28353-Rodolfo Paz-14482.18
734372-Heleedsa Marins-2304.67
609630-Edgar Carvalheiro-7353.35
685403-Judite Damasceno-9017.95
591313-Carminda Morais-5462.21
405032-Taercio Mafra-19889.87
170863-Andreia Moita-6258.99
638202-Neeamia Arruda-3557.86
515211-Odilia Camello-14685.69
144441-Carminda Morais-3652.42
496162-Neuza Francia-967.87
20843-Almerinda Palmeira-15775.21
254944-Domingos Pas-18721.31
575228-Manuel Capiperibe-11653.33
19434-Tabalipa Duarte-18419.24
379954-Manuel Capiperibe-1688.45
113200-Odilia Bello-6720.16
475705-Anind Zarco-18496.54
544426-Adelina Quadros-7606.86
481100-Clarindo Areosa-3623.47
449071-Honorina Lira-16838.43
634639-Aludsio Sosa-15513.80
803593-Spnia ou Sonia Guerreiro-3791.52
307376-Odilia Camello-9277.27
605638-Daniel Vieyra-11217.46
125126-Antonio Viegas-7656.43
663840-Anfnia Seixas-8907.56
101465-Antonio Castelo-16532.31
808373-Daniel Vieyra-18587.76
116826-Edgar Carvalheiro-9527.73
667601-Jorgina Bogalho-16032.22
5405-Nuno Balsemeo-9633.73
864609-Edgar Carvalheiro-14111.77
887548-Clara Alcantara-15344.84
243273-Zulmira Becerra-876.06
523099-Delfina Perdigon-19117.31
164761-Liana Cardim-4059.12
822770-Guaraci Damasceno-4910.13
651682-Manuel Capiperibe-3753.38
683059-Delfina Garcia de Gondim-15274.55
544991-Artur Grillo-176.39
282696-Filomena Barrios-2376.44
400667-Armanda Amorim-16175.09
670199-Antonio Viegas-17343.96
182873-Gaudancio Fiees-17536.39
441771-Lurdes Cotrim-13696.79
859552-Basilio Pedroso-7513.60
33064-Emedlio Pimentel-5706.99
954363-Elisa Themes-5298.67
651525-Andreia Moita-13895.50
638354-Domingos Pas-13646.12
363920-Lina Andrade-21388.94
462862-Honorina Lira-9688.11
255127-Telma Villalobos-3809.98
48089-Almerinda Palmeira-13031.81
447388-Moaci Mendoa-5621.39
578149-Telma Villalobos-10709.98
136917-Ermelinda Quintela-15730.31
708805-Camila Gabeira-15739.86
618538-Antonio Viegas-7851.54
499295-Fulvio Villegas-1593.08
18677-Quintiliano Sousa de Arronches-12996.72
182089-Oliveira Senchez-8746.52
370492-Daniel Vieyra-2954.23
955082-Zungela Ipiranga-10964.71
695485-Fulvio Villegas-12179.18
147503-Urbano Rodrigues-4240.13
443193-Leonidas Mafra-12681.50
438031-Emedlio Pimentel-20938.59
816401-Eurico Siqueira-11289.94
261364-Adelino Barra-20484.93
317909-Dulce Froes-5750.28
785086-Delfim Higuera-12412.10
579914-Henrique Bento-13695.81
372591-Manuel Capiperibe-5470.52
345990-Augusta Paio-5272.64
974588-Basilio Pedroso-5324.11
601584-Spnia ou Sonia Guerreiro-13138.54
776394-Manuel Capiperibe-12948.09
937031-Polibe Olivares-10051.42
767723-Esperada Cardoso-18344.03
906824-Quintiliano Sousa de Arronches-8522.37
234607-Letedcia Gago-1975.39
213934-Domingos Pas-8391.19
616284-Silvio Mata-10104.91
6099-Quintino Alcantara-20148.37
314414-Oliveira Carmona-1193.28
152082-Augusta Paio-6899.30
139669-Spnia ou Sonia Guerreiro-10047.06
502332-Melinda Roserio-4901.59
858608-Angelica Aranha-20789.27
740498-Letedcia Gago-16353.50
650327-Gaudancio Fiees-4591.01
770185-Almerinda Palmeira-15723.15
986915-Urbano Rodrigues-9754.48
255601-Elisa Themes-19124.54
304432-Leonidas Mafra-13062.85
764558-Mercia Caeira-17284.37
79173-Clarindo Areosa-1520.93
719012-Anfnia Seixas-8185.95
500476-Odete Vasques-5619.70
717634-Anfnia Seixas-14307.11
655691-Judite Damasceno-18523.61
648790-Silvio Mata-9206.48
760492-Almor Caiado-51.51
879740-Nuno Balsemeo-18004.06
352526-Aludsio Sosa-3912.27
637084-Cassandra Varejo-6049.92
367704-Andreia Moita-16080.71
320779-Clarindo Areosa-4003.06
916988-Adelino Barra-1343.23
473111-Delfina Perdigon-4970.41
379620-Sofras Cuaresma-1932.13
903827-Danilo Olaio-15678.62
743313-Emedlia Silvera-11651.38
547068-Ximena Castilho-21430.18
321191-Tibofarcio Camacho-738.87
380095-Ubaldo Mainha-15195.24
392215-Cassandra Varejo-7274.08
497220-Anfnia Seixas-8497.29
713795-Quintino Alcantara-2291.62
384196-Domingos Pas-9446.35
797978-Danilo Olaio-3365.31
572763-Marilda Leio-10114.35
511442-Trajano Fagundes-2466.95
600929-Augusta Paio-11652.42
96826-Marilda Leio-13845.63
336269-Guaraci Damasceno-634.60
567464-Emedlio Pimentel-10778.52
385936-Jussara Varanda-2848.65
510697-Marilda Leio-6505.79
958575-Sara Lameiras-5894.80
