983785-Emedlia Silvera-7824.92
596543-Aludsio Sosa-4474.76
798886-Augusta Paio-10060.82
74515-Telma Villalobos-9523.32
891971-Almor Caiado-8234.87
927049-Camila Gabeira-18486.37
10526-Esperada Cardoso-12029.92
537057-Rebeca Neto-2129.80
308824-Mercia Caeira-20339.59
88748-Oliveira Carmona-17142.35
656182-Angilica Galante-17613.88
867686-Celeste Duarte-10995.01
629342-Quintino Alcantara-8068.16
635058-Ermelinda Quintela-8988.91
787448-Quintiliano Sousa de Arronches-19877.83
924603-Regina Barcellos-6682.26
760521-Anfnia Seixas-16362.36
247459-Antonio Viegas-14022.90
757290-Mercia Caeira-6961.15
304557-Regina Barcellos-2667.20
703832-Silvio Mata-17773.76
313291-Tabalipa Duarte-12247.60
882513-Oliveira Senchez-13503.90
50243-Domingos Pas-8975.41
549880-Letedcia Gago-7928.45
53009-Elisa Themes-11027.69
709541-Spnia ou Sonia Guerreiro-21465.30
358450-Zungela Ipiranga-10972.94
987560-Estanislau Beserra-16760.51
91727-Delfim Higuera-4398.72
946759-Heleedsa Marins-2920.92
705998-Leonidas Mafra-5914.05
965986-Lurdes Cotrim-17852.88
558313-Clara Alcantara-5848.55
41144-Emedlia Silvera-899.21
822801-Zungela Ipiranga-11239.74
830334-Emedlio Pimentel-12406.83
590621-Sidfnio Frois-16430.42
157073-Nuno Balsemeo-3965.46
838512-Branco Saraba-16826.38
240040-Ximena Castilho-7731.01
50541-Neuza Francia-15768.07
104999-Aludsio Sosa-8982.89
65460-Sara Lameiras-16918.47
83334-Taercio Mafra-5614.05
946069-Moaci Mendoa-16422.28
94620-Delfim Higuera-13075.74
773156-Telma Villalobos-11936.81
261840-Armindo Castalo-5553.55
317962-Basilio Pedroso-887.09
246080-Rebeca Neto-604.66
266377-Tibofarcio Camacho-1005.16
208497-Telma Villalobos-14336.21
438601-Judite Damasceno-11152.03
523284-Manuel Capiperibe-428.03
45130-Clarindo Areosa-11567.49
540796-Nuno Balsemeo-12648.44
236175-Esperada Cardoso-3661.33
973365-Sidfnio Frois-17053.95
772630-Filomena Barrios-5162.29
209347-Tibefarcio Colao-15334.75
262978-Sara Lameiras-7542.58
639521-Oliveira Carmona-9174.67
788611-Domingos Pas-16609.05
817617-Cassandra Varejo-14219.45
251331-Dulce Froes-2905.06
428906-Antonio Castelo-15380.47
180676-Adelina Quadros-21102.83
129967-Rodolfo Paz-15027.73
433851-Cleusa Goes-1120.62
963545-Adelina Quadros-17682.71
442737-Joaquim Rufino-8020.51
438320-Judite Damasceno-9376.90
571647-Jonatas Felgueiras-9259.95
424529-Flamednia Leiria-3113.29
563949-Antonio Castelo-18025.80
968680-Delfina Garcia de Gondim-5995.26
733344-Carminda Morais-1572.23
114744-Delfina Garcia de Gondim-16693.53
923777-Mercia Caeira-13963.03
962053-Andreia Moita-15742.66
475653-Celeste Duarte-1162.26
763658-Leonidas Mafra-14176.64
34564-Antonio Castelo-4697.52
210620-Romo Paranage-5351.76
331463-Emedlio Pimentel-16567.40
474927-Urbano Rodrigues-6962.25
181807-Sofras Cuaresma-10659.59
688278-Trajano Fagundes-9845.90
967706-Aludsio Sosa-100.30
309073-Anind Zarco-8059.92
438078-Adelino Barra-6109.84
134051-Mercia Caeira-1792.64
520162-Rebeca Neto-4282.99
901373-Odilia Camello-8715.09
128007-Marilda Leio-7833.57
935043-Esperada Cardoso-4543.48
784092-Andreia Moita-14225.30
855829-Cassandra Varejo-15032.18
280223-Armanda Amorim-517.02
523827-Leonidas Mafra-14750.11
550188-Anfnia Seixas-10989.66
802041-Nuno Balsemeo-18731.00
234060-Guaraci Damasceno-4401.36
417892-Tibefarcio Colao-20210.38
778065-Jorgina Bogalho-4846.82
394880-Fulvio Villegas-19286.17
237019-Tibefarcio Colao-5099.18
37824-Nuno Balsemeo-6807.73
944745-Judite Damasceno-19630.54
397909-Marilda Leio-14580.94
326667-Honorina Lira-7401.60
755728-Flamednia Leiria-20729.62
448750-Urbano Rodrigues-4317.13
440297-Oliveira Senchez-5811.31
940990-Manuel Capiperibe-9089.09
314995-Flor Portella-9243.04
37241-Nuno Balsemeo-13235.41
805885-Odilia Camello-10250.95
792855-Joaquim Rufino-10135.56
998561-Leonidas Mafra-12989.54
215725-Jonatas Felgueiras-5397.97
915128-Ubaldo Mainha-14945.53
714471-Ubaldo Mainha-475.18
166620-Spnia ou Sonia Guerreiro-9219.58
172947-Urbano Rodrigues-6944.15
345109-Emiliana Foquio-1482.47
167205-Filomena Barrios-18852.84
906975-Oliveira Senchez-8856.06
936601-Letedcia Gago-7999.15
19953-Ximena Castilho-16799.14
713563-Jonatas Felgueiras-7056.46
567619-Ubaldo Mainha-11235.61
900514-Sofras Cuaresma-5117.92
462662-Daniel Vieyra-14579.59
155601-Judite Damasceno-16881.32
757398-Dulce Froes-16869.93
662932-Adelino Barra-12356.77
625574-Letedcia Gago-8441.00
199502-Odilia Bello-11930.37
329459-Urbano Rodrigues-20980.57
929708-Henrique Bento-7222.86
326916-Regina Barcellos-21008.54
793164-Sofras Cuaresma-18642.71
260849-Liana Cardim-4442.50
719326-Edgar Carvalheiro-5694.06
76881-Moaci Mendoa-10011.63
197564-Angelica Aranha-5163.42
602266-Danilo Olaio-4384.84
129575-Taercio Mafra-17926.84
572347-Neuza Francia-12975.29
445495-Jonatas Felgueiras-2519.76
964745-Melinda Roserio-13433.02
561577-Esperada Cardoso-17710.96
950463-Oliveira Carmona-15828.73
814374-Antonio Castelo-17005.92
809906-Guaraci Damasceno-6711.85
831224-Camila Gabeira-7903.83
529183-Melinda Roserio-17959.85
327109-Melinda Roserio-2786.31
677955-Cleusa Goes-13332.03
601675-Flor Portella-1971.65
811832-Edgar Carvalheiro-18711.30
392396-Sofras Cuaresma-10362.08
760234-Estanislau Beserra-3516.75
378008-Mercia Caeira-12754.89
917671-Rodolfo Paz-12008.16
620270-Angilica Galante-18146.47
665089-Honorina Lira-576.92
194053-Nuno Balsemeo-10690.19
923018-Tabalipa Duarte-17466.97
697794-Adelino Barra-20412.99
448090-Armanda Amorim-5276.27
17174-Adelino Barra-14540.19
681859-Aludsio Sosa-2422.96
735698-Emiliana Foquio-16316.74
898018-Neeamia Arruda-18965.92
245699-Rodolfo Paz-20382.12
492658-Polibe Olivares-4253.94
724809-Edgar Carvalheiro-17915.88
104431-Flor Portella-14870.27
687519-Dulce Froes-8092.41
435920-Henrique Bento-102.06
347085-Branco Saraba-4332.23
949886-Camila Gabeira-17019.04
743842-Delfim Higuera-11041.57
26976-Liana Cardim-3405.71
641898-Manuel Capiperibe-823.33
419831-Judite Damasceno-11198.26
889960-Joaquim Rufino-9540.67
379392-Carminda Morais-20111.71
82436-Rodolfo Paz-13293.75
117119-Sidfnio Frois-12533.27
262569-Artur Grillo-15066.74
943886-Joaquim Rufino-9781.41
921304-Tibefarcio Colao-194.01
89183-Henrique Bento-20534.28
365195-Liana Cardim-18385.86
853257-Quintino Alcantara-11895.22
251164-Angelica Aranha-1639.29
752968-Branco Saraba-19783.08
281687-Zungela Ipiranga-19369.07
567820-Adelino Barra-20810.24
59457-Feledcia Peassego-7908.03
773771-Moaci Mendoa-16677.47
908975-Silvio Mata-6591.84
