300063-Quintino Alcantara-14704.47
827058-Edgar Carvalheiro-5122.35
972657-Guaraci Damasceno-13084.63
79331-Branco Saraba-9448.48
900788-Basilio Pedroso-7844.61
726455-Emedlio Pimentel-3978.92
499233-Estanislau Beserra-1147.35
980148-Angelica Aranha-4257.61
152438-Gaudancio Fiees-2880.17
797725-Cassandra Varejo-21154.38
592354-Tibofarcio Camacho-17433.33
234-Ermelinda Quintela-17326.77
66866-Polibe Olivares-7951.65
660165-Almerinda Palmeira-5267.61
704235-Emedlia Silvera-1331.78
193051-Henrique Bento-12569.05
205787-Camila Gabeira-6259.20
583878-Delfim Higuera-4754.17
868185-Rebeca Neto-14205.69
66431-Augusta Paio-11128.83
557603-Augusta Paio-10529.92
355947-Daniel Vieyra-1235.09
389284-Tibefarcio Colao-17925.75
402513-Taercio Mafra-7167.52
263615-Sofras Cuaresma-16134.56
585950-Edgar Carvalheiro-15861.66
316252-Basilio Pedroso-15658.88
781322-Guida Juca-19784.72
490750-Odete Vasques-4538.56
733981-Camila Gabeira-3024.39
931148-Cleusa Goes-20849.97
977715-Melinda Roserio-12378.69
217092-Nuno Balsemeo-4207.75
621936-Gaudancio Fiees-9421.77
787931-Jonatas Felgueiras-15994.41
132216-Camila Gabeira-10295.43
897600-Odete Vasques-17778.59
583316-Almerinda Palmeira-18116.41
202217-Carminda Morais-15566.48
390388-Camila Gabeira-13008.98
461906-Odilia Camello-10123.46
41831-Delfim Higuera-2868.40
130395-Moaci Mendoa-8570.57
310818-Branco Saraba-13706.79
759616-Emedlio Pimentel-2069.83
664672-Letedcia Gago-17941.15
735390-Domingos Pas-9465.29
726613-Oliveira Carmona-4376.29
189516-Odilia Bello-7428.31
24987-Aludsio Sosa-11352.21
299457-Sidfnio Frois-5802.00
570531-Dulce Froes-1307.58
743210-Clarindo Areosa-20578.88
174076-Adelina Quadros-17117.15
298346-Liana Cardim-19564.75
379634-Spnia ou Sonia Guerreiro-1106.56
3891-Neuza Francia-20553.91
3721-Micaela Chavez-7666.34
160448-Rebeca Neto-3703.40
481172-Elisa Themes-13203.65
699876-Trajano Fagundes-17716.65
264060-Ermelinda Quintela-16617.52
184144-Delfina Garcia de Gondim-810.11
160867-Tarrataca Soares-17451.85
332519-Moaci Mendoa-11540.00
487031-Augusta Paio-20543.79
272970-Angilica Galante-11809.00
587938-Armindo Castalo-3114.20
531603-Silvio Mata-12575.80
822534-Zungela Ipiranga-12810.61
334767-Neeamia Arruda-16827.61
562913-Clara Alcantara-13275.42
548802-Sofras Cuaresma-5022.42
422830-Daniel Vieyra-639.19
528519-Augusta Paio-13832.52
141837-Estanislau Beserra-3722.55
894752-Judite Damasceno-9725.28
555360-Ubaldo Mainha-19831.16
366625-Dulce Froes-16941.64
518063-Tibefarcio Colao-8485.03
34662-Domingos Pas-5813.54
732231-Delfina Garcia de Gondim-14729.17
697653-Clara Alcantara-15064.66
674139-Emedlia Silvera-5924.05
352116-Cassandra Varejo-4424.50
546284-Emedlio Pimentel-8655.92
119923-Oliveira Senchez-19724.87
109630-Joaquim Rufino-15235.58
519125-Edgar Carvalheiro-2854.41
25208-Honorina Lira-7759.59
592701-Esperada Cardoso-205.10
437831-Tarrataca Soares-19382.43
341011-Tibofarcio Camacho-17484.57
486385-Danilo Olaio-16796.47
34820-Rodolfo Paz-13295.16
867893-Odilia Bello-18520.62
956281-Neuza Francia-10066.98
572956-Polibe Olivares-21218.08
822208-Anfnia Seixas-12138.43
751993-Angelica Aranha-16878.68
184844-Branco Saraba-5299.77
488234-Antonio Castelo-15704.15
708724-Antonio Castelo-18417.56
911467-Almerinda Palmeira-18462.43
519293-Manuel Capiperibe-16477.94
93426-Jorgina Bogalho-4821.78
742999-Odilia Bello-8691.34
911819-Celeste Duarte-16337.07
155248-Ubaldo Mainha-4640.46
323557-Domingos Pas-12017.98
967515-Micaela Chavez-4004.99
121784-Sidfnio Frois-7889.87
34948-Armindo Castalo-16926.96
921011-Delfina Garcia de Gondim-3231.24
454114-Augusta Paio-15676.43
19076-Ubaldo Mainha-15737.37
162181-Jonatas Felgueiras-12069.96
3354-Danilo Olaio-2924.24
684927-Andreia Moita-3535.79
209675-Delfina Garcia de Gondim-16759.03
119157-Urbano Rodrigues-7403.87
6074-Zungela Ipiranga-18625.09
308258-Quintiliano Sousa de Arronches-5380.60
399424-Clarindo Areosa-6629.81
733252-Artur Grillo-17694.35
377267-Dulce Froes-891ainha-14681.18
560151-Augusta Paio-14462.33
621186-Augusta Paio-19522.11
903283-Jonatas Felgueiras-11643.22
51068-Spnia ou Sonia Guerreiro-19873.18
781636-Antonio Viegas-7340.08
520842-Sofras Cuaresma-4351.64
524059-Leonidas Mafra-7128.88
102558-Augusta Paio-3076.53
739822-Clara Alcantara-2486.32
59931-Henrique Bento-8313.95
531678-Emedlia Silvera-10249.55
40546-Micaela Chavez-11935.76
656861-Elisa Themes-10629.96
110469-Dulce Froes-12990.47
413508-Anind Zarco-6413.45
682319-Mercia Caeira-8858.65
210704-Neuza Francia-12443.90
233214-Antonio Viegas-12454.92
914330-Antonio Castelo-4817.48
525352-Daniel Vieyra-3623.25
770702-Filomena Barrios-20398.56
765190-Trajano Fagundes-10394.13
970355-Dulce Froes-9295.86
530340-Sofras Cuaresma-20226.97
408671-Regina Barcellos-4966.27
295279-Melinda Roserio-16783.09
862198-Lina Andrade-12760.36
317118-Marilda Leio-17652.69
424928-Eurico Siqueira-1467.00
164739-Adelina Quadros-13832.25
299164-Telma Villalobos-5005.12
904706-Rebeca Neto-10922.78
602551-Delfina Garcia de Gondim-8157.64
295982-Zungela Ipiranga-8352.95
552420-Domingos Pas-9907.03
153500-Delfina Garcia de Gondim-20159.99
620064-Emiliana Foquio-513.77
992525-Judite Damasceno-1046.94
373440-Andreia Moita-3361.19
502632-Anind Zarco-9942.84
956384-Branco Saraba-7630.99
782726-Micaela Chavez-6675.20
22205-Odete Vasques-19011.23
364386-Moaci Mendoa-12319.35
919737-Dulce Froes-21064.88
101767-Delfina Garcia de Gondim-8711.58
109147-Clara Alcantara-5592.94
152581-Emedlia Silvera-2678.03
981635-Delfim Higuera-12421.76
510640-Angilica Galante-18166.79
781300-Aludsio Sosa-2061.52
80670-Antonio Castelo-5979.34
141235-Neeamia Arruda-18839.57
482406-Antonio Viegas-6988.37
634524-Clarindo Areosa-12127.57
489908-Tabalipa Duarte-17748.59
343836-Camila Gabeira-19159.68
91210-Cleusa Goes-7646.37
532797-Clarindo Areosa-861.35
93525-Adelino Barra-271.62
454484-Basilio Pedroso-19709.43
914840-Anfnia Seixas-21230.24
895651-Angilica Galante-15756.82
515821-Tibefarcio Colao-11446.80
587683-Armindo Castalo-16653.15
147307-Judite Damasceno-19808.05
380895-Feledcia Peassego-19596.65
424865-Manuel Capiperibe-16532.72
755390-Camila Gabeira-11663.22
778613-Moaci Mendoa-8349.31
997166-Mercia Caeira-16533.86
367434-Esperada Cardoso-898.17
672143-Flor Portella-11067.13
590.59
416620-Quintiliano Sousa de Arronches-2692.31
387486-Oliveira Senchez-7351.95
987469-Celeste Duarte-652.06
362533-Guaraci Damasceno-12933.43
901747-Delfina Garcia de Gondim-8512.81
