404016-Cleusa Goes-9757.05
177291-Polibe Olivares-13508.42
33944-Silvio Mata-1317.67
462826-Heleedsa Marins-9315.69
419964-Flor Portella-18450.66
699067-Fulvio Villegas-10461.82
763060-Gaudancio Fiees-18352.12
56650-Jonatas Felgueiras-11146.09
165424-Melinda Roserio-2312.01
899585-Telma Villalobos-15766.22
493200-Guida Juca-10721.13
826512-Romo Paranage-20872.90
346889-Leonidas Mafra-218.40
256327-Carminda Morais-6333.03
790276-Angelica Aranha-18067.23
161073-Delfim Higuera-5409.39
251518-Emedlio Pimentel-6527.02
253716-Carminda Morais-15487.58
625772-Esperada Cardoso-18489.24
720737-Basilio Pedroso-5603.40
710779-Lina Andrade-12258.33
262580-Taercio Mafra-961.76
656062-Odilia Camello-13355.23
332472-Quintino Alcantara-2632.95
577692-Zungela Ipiranga-2106.02
405650-Tabalipa Duarte-8817.63
415377-Emedlio Pimentel-365.31
670166-Spnia ou Sonia Guerreiro-3487.85
17585-Lurdes Cotrim-8444.10
82175-Celeste Duarte-5436.48
285444-Emiliana Foquio-13473.58
601604-Liana Cardim-20156.21
724298-Odilia Camello-17517.93
687472-Moaci Mendoa-6876.42
470302-Estanislau Beserra-19022.20
976402-Emiliana Foquio-7981.42
421190-Zulmira Becerra-5690.74
84078-Rebeca Neto-9027.44
21717-Sofras Cuaresma-7662.78
883179-Delfim Higuera-3908.76
600752-Heleedsa Marins-13531.62
151286-Almor Caiado-4302.80
877645-Odete Vasques-18570.04
643070-Melinda Roserio-13602.08
703888-Urbano Rodrigues-17206.78
366728-Sara Lameiras-4501.71
309014-Guaraci Damasceno-2371.08
265912-Quintiliano Sousa de Arronches-17341.92
523844-Urbano Rodrigues-477.30
192229-Tibofarcio Camacho-13216.14
508156-Romo Paranage-18212.14
698758-Quintiliano Sousa de Arronches-6248.82
26613-Clarindo Areosa-21237.60
664137-Eurico Siqueira-12109.19
943801-Armanda Amorim-2971.39
959649-Silvio Mata-17405.06
117332-Almerinda Palmeira-21278.15
864931-Heleedsa Marins-14955.97
356260-Armindo Castalo-1926.38
125257-Anind Zarco-12108.30
286800-Jussara Varanda-7988.54
609983-Tarrataca Soares-3040.69
212760-Celeste Duarte-17420.96
335783-Oliveira Senchez-4222.76
182876-Branco Saraba-13272.20
224340-Eurico Siqueira-20641.80
436579-Polibe Olivares-12838.14
757133-Daniel Vieyra-17026.79
270082-Nuno Balsemeo-20760.35
29847-Urbano Rodrigues-10226.76
919607-Rebeca Neto-10809.63
23763-Odete Vasques-14565.73
9952-Delfina Perdigon-4323.02
788525-Cleusa Goes-20126.38
486200-Odilia Bello-11153.37
323218-Nuno Balsemeo-16085.62
182658-Joaquim Rufino-17949.98
373534-Armindo Castalo-19117.55
678112-Spnia ou Sonia Guerreiro-15455.42
620234-Nuno Balsemeo-7440.88
392131-Almerinda Palmeira-8290.08
534662-Neuza Francia-14740.31
746585-Ubaldo Mainha-11565.58
570867-Leonidas Mafra-20003.46
671643-Guida Juca-9213.49
992716-Delfim Higuera-3641.88
526438-Ermelinda Quintela-20693.71
873790-Rodolfo Paz-17222.61
416055-Liana Cardim-8184.55
993143-Sidfnio Frois-16980.76
279365-Neeamia Arruda-12769.84
528819-Micaela Chavez-3540.35
351488-Camila Gabeira-13807.82
992835-Urbano Rodrigues-18043.53
788645-Oliveira Carmona-20470.24
921794-Clarindo Areosa-12885.33
132973-Rodolfo Paz-15930.60
342411-Danilo Olaio-20969.34
339944-Sara Lameiras-2078.66
879303-Delfim Higuera-1493.75
23039-Jorgina Bogalho-7966.55
174409-Filomena Barrios-10831.84
873526-Neuza Francia-3180.51
130344-Lurdes Cotrim-10810.44
766092-Fulvio Villegas-10898.33
234267-Henrique Bento-14597.55
407142-Tibefarcio Colao-16518.88
467375-Daniel Vieyra-13137.46
788502-Armindo Castalo-2096.03
81337-Urbano Rodrigues-20324.82
966116-Flor Portella-10840.21
351322-Melinda Roserio-3407.12
255264-Odilia Bello-12765.86
457232-Basilio Pedroso-7532.32
528093-Letedcia Gago-7709.98
139490-Tibefarcio Colao-1037.49
800492-Guida Juca-12631.56
521185-Cassandra Varejo-20236.24
208062-Emedlia Silvera-19599.29
244475-Angelica Aranha-18905.26
656271-Neuza Francia-13660.09
239167-Estanislau Beserra-16633.60
521984-Emedlio Pimentel-9891.32
339856-Romo Paranage-7241.05
718324-Neeamia Arruda-5251.50
446033-Oliveira Carmona-2918.05
928425-Oliveira Carmona-13126.06
814826-Heleedsa Marins-8856.43
447646-Quintino Alcantara-11078.52
199533-Flor Portella-396.12
949791-Dulce Froes-21252.69
721459-Eurico Siqueira-17190.24
205298-Armindo Castalo-20515.46
791187-Clara Alcantara-12934.02
609469-Cleusa Goes-5256.37
942590-Neeamia Arruda-8380.83
508465-Leonidas Mafra-15430.11
746939-Edgar Carvalheiro-21448.26
641740-Cassandra Varejo-18097.90
465018-Sara Lameiras-7475.06
330814-Neeamia Arruda-9904.56
205246-Clara Alcantara-14751.77
472338-Armanda Amorim-3948.99
354652-Antonio Viegas-11736.90
374826-Edgar Carvalheiro-2698.16
28251-Eurico Siqueira-6017.59
3472-Clara Alcantara-1257.84
584630-Rodolfo Paz-1050.47
809262-Estanislau Beserra-4156.89
401782-Domingos Pas-8701.54
606665-Melinda Roserio-12114.84
596534-Leonidas Mafra-6582.06
126908-Honorina Lira-8736.78
719772-Domingos Pas-6995.49
231334-Dulce Froes-8599.24
863567-Oliveira Senchez-18799.52
95207-Sara Lameiras-19039.56
854681-Sara Lameiras-970.57
956815-Clara Alcantara-16398.66
365606-Regina Barcellos-11977.84
280588-Aludsio Sosa-9579.07
651552-Oliveira Carmona-8980.20
716311-Emiliana Foquio-5896.63
196514-Guaraci Damasceno-20843.83
850644-Silvio Mata-2331.31
837228-Delfina Garcia de Gondim-20039.94
98855-Filomena Barrios-17926.06
627638-Silvio Mata-11419.77
203221-Flor Portella-494.50
983696-Emedlio Pimentel-3248.16
917728-Trajano Fagundes-5680.96
336132-Emedlio Pimentel-17697.48
476858-Tibofarcio Camacho-11099.81
812244-Carminda Morais-11311.77
180591-Romo Paranage-8595.44
989429-Marilda Leio-5648.98
267009-Aludsio Sosa-8489.97
16803-Delfim Higuera-18376.24
307089-Basilio Pedroso-14883.44
496185-Armanda Amorim-2168.44
469521-Guaraci Damasceno-10407.62
866466-Sara Lameiras-8766.14
283554-Emiliana Foquio-3826.07
364046-Guaraci Damasceno-4324.19
344065-Anfnia Seixas-17256.00
454947-Zulmira Becerra-8271.06
592963-Flamednia Leiria-17643.73
336967-Quintino Alcantara-21463.90
57994-Silvio Mata-20702.13
745563-Tibofarcio Camacho-10282.26
248927-Oliveira Senchez-2182.11
848674-Tibefarcio Colao-5980.78
712710-Camila Gabeira-9183.62
557344-Tarrataca Soares-17687.26
95444-Aludsio Sosa-9385.86
177653-Adelina Quadros-8085.57
673903-Jorgina Bogalho-12351.50
166698-Manuel Capiperibe-18634.87
800028-Armindo Castalo-16880.62
777115-Adelino Barra-7583.23
114358-Antonio Viegas-15465.72
213133-Silvio Mata-3259.37
442277-Neeamia Arruda-10136.50
762296-Fulvio Villegas-4247.24
18137-Tibofarcio Camacho-18378.19
390393-Sofras Cuaresma-18175.13
868493-Trajano Fagundes-9287.04
