137202-Urbano Rodrigues-20235.82
71854-Neeamia Arruda-18900.01
71853-Odilia Camello-962.93
56393-Silvio Mata-9137.04
326504-Tarrataca Soares-11262.77
282693-Odete Vasques-6803.79
822910-Oliveira Senchez-19772.46
494361-Almor Caiado-10917.96
362989-Anfnia Seixas-3002.70
447007-Antonio Castelo-4486.24
202955-Delfina Perdigon-8220.43
223842-Daniel Vieyra-15851.15
251111-Filomena Barrios-6997.03
294836-Armindo Castalo-12337.60
340323-Emedlia Silvera-1776.03
915664-Spnia ou Sonia Guerreiro-17618.85
783487-Fulvio Villegas-912.25
554114-Sofras Cuaresma-19447.19
525617-Jonatas Felgueiras-9625.98
758279-Estanislau Beserra-8185.62
145090-Gaudancio Fiees-7322.81
411472-Liana Cardim-6690.21
195449-Quintiliano Sousa de Arronches-6407.89
755591-Ermelinda Quintela-15260.83
536156-Jorgina Bogalho-10919.40
110043-Artur Grillo-18858.56
546830-Sofras Cuaresma-20686.39
262027-Nuno Balsemeo-137.10
773013-Flamednia Leiria-5942.35
70521-Delfina Garcia de Gondim-6869.94
476161-Neuza Francia-6356.55
441459-Almerinda Palmeira-19210.66
38270-Joaquim Rufino-21382.62
338447-Silvio Mata-13835.34
914737-Guaraci Damasceno-5705.86
577290-Odilia Bello-8256.96
157857-Sidfnio Frois-6817.60
446642-Antonio Viegas-21160.22
487064-Judite Damasceno-19253.11
125760-Quintiliano Sousa de Arronches-4098.98
326088-Ubaldo Mainha-1658.90
323709-Sidfnio Frois-20153.32
342463-Clarindo Areosa-11008.87
149815-Joaquim Rufino-2697.41
556953-Filomena Barrios-7556.56
904200-Clara Alcantara-5887.50
139924-Sofras Cuaresma-15309.08
14908-Delfim Higuera-15258.71
599619-Emiliana Foquio-3708.74
936025-Manuel Capiperibe-11760.00
266055-Aludsio Sosa-4648.42
251150-Jonatas Felgueiras-11171.66
819134-Dulce Froes-16545.08
165457-Jorgina Bogalho-5701.75
562062-Armanda Amorim-15377.31
545104-Micaela Chavez-13541.52
224626-Cleusa Goes-19052.92
180163-Delfina Perdigon-9648.23
673742-Zulmira Becerra-6939.39
478376-Regina Barcellos-16868.75
697291-Henrique Bento-3356.58
806647-Delfina Perdigon-15709.09
764255-Clarindo Areosa-8712.44
608386-Elisa Themes-3749.26
710191-Heleedsa Marins-14654.88
951703-Branco Saraba-4185.50
459269-Anfnia Seixas-2072.91
390745-Antonio Viegas-15134.71
709126-Romo Paranage-106.61
385124-Edgar Carvalheiro-19191.39
93556-Emedlio Pimentel-12063.53
127806-Flamednia Leiria-1856.76
844287-Emedlio Pimentel-8724.40
585463-Silvio Mata-725.65
501148-Zungela Ipiranga-2032.75
148297-Carminda Morais-20202.27
980166-Moaci Mendoa-18172.02
103976-Quintiliano Sousa de Arronches-11251.09
50986-Romo Paranage-14698.18
453521-Augusta Paio-10747.20
247605-Tibefarcio Colao-11158.14
699293-Augusta Paio-20579.41
576088-Taercio Mafra-7233.02
697124-Armanda Amorim-9138.88
744211-Celeste Duarte-10523.89
795762-Sofras Cuaresma-5290.53
396881-Odete Vasques-6980.33
288548-Jorgina Bogalho-13171.37
167277-Antonio Viegas-12037.05
706811-Ubaldo Mainha-10516.75
901878-Emedlio Pimentel-4004.39
449770-Edgar Carvalheiro-17331.38
189838-Cassandra Varejo-1782.30
369984-Camila Gabeira-9019.27
114948-Branco Saraba-21316.72
134921-Artur Grillo-10379.84
381607-Quintiliano Sousa de Arronches-1868.97
863330-Neuza Francia-19331.86
970835-Fulvio Villegas-13478.69
896897-Guida Juca-5890.92
542992-Jussara Varanda-15759.94
519029-Anind Zarco-12199.60
952813-Henrique Bento-18541.50
688633-Basilio Pedroso-560.37
828304-Fulvio Villegas-1931.51
356621-Tabalipa Duarte-3212.86
454587-Armanda Amorim-3131.84
586016-Ermelinda Quintela-19860.48
854884-Telma Villalobos-225.35
344882-Jussara Varanda-1874.32
509530-Henrique Bento-14079.75
629137-Augusta Paio-5050.10
886646-Odete Vasques-16839.63
890848-Antonio Castelo-13731.68
822516-Zungela Ipiranga-4865.13
942213-Anfnia Seixas-763.86
45701-Quintino Alcantara-6718.40
562565-Delfina Perdigon-8234.26
265002-Basilio Pedroso-18482.81
352993-Adelina Quadros-6551.42
49700-Delfina Garcia de Gondim-4431.68
740650-Silvio Mata-16127.97
391965-Anfnia Seixas-16022.00
226188-Branco Saraba-5896.08
580599-Domingos Pas-16244.30
602851-Basil-Armanda Amorim-13743.92
151945-Marilda Leio-11447.55
637082-Regina Barcellos-3045.39
75106-Heleedsa Marins-13856.50
915135-Romo Paranage-17840.37
772679-Aludsio Sosa-2234.03
956909-Romo Paranage-14147.43
164213-Armanda Amorim-2772.28
991341-Odilia Camello-16741.99
489676-Almor Caiado-7327.54
15120-Sidfnio Frois-3827.28
199232-Manuel Capiperibe-93.96
608747-Adelina Quadros-20940.34
796227-Clara Alcantara-21391.09
932028-Filomena Barrios-4645.40
90210-Antonio Castelo-18203.13
828515-Camila Gabeira-3307.86
301449-Celeste Duarte-11509.50
173661-Silvio Mata-12629.42
678934-Quintiliano Sousa de Arronches-14104.31
378889-Regina Barcellos-739.63
470374-Rodolfo Paz-10631.62
833136-Basilio Pedroso-11447.71
735036-Letedcia Gago-14645.67
803711-Silvio Mata-16774.99
425705-Filomena Barrios-2381.06
450668-Antonio Castelo-9809.34
218486-Feledcia Peassego-15972.35
214507-Melinda Roserio-1399.26
442346-Armanda Amorim-10376.04
908023-Edgar Carvalheiro-15809.83
618155-Ermelinda Quintela-9969.70
724688-Ermelinda Quintela-4303.20
381056-Basilio Pedroso-1855.71
662366-Cleusa Goes-16483.75
483752-Flamednia Leiria-1603.17
617894-Polibe Olivares-2397.67
54405-Antonio Castelo-11539.86
957498-Anind Zarco-10327.17
802162-Tibofarcio Camacho-15501.59
594427-Antonio Castelo-12915.83
349411-Antonio Viegas-6397.18
266348-Flor Portella-17514.43
470337-Mercia Caeira-2783.40
241254-Jorgina Bogalho-5070.02
543830-Flor Portella-7544.86
435573-Aludsio Sosa-6936.20
777702-Almerinda Palmeira-6551.91
871665-Angilica Galante-17901.49
374773-Antonio Castelo-10664.67
515016-Ermelinda Quintela-20420.62
638580-Clarindo Areosa-4959.27
732190-Zulmira Becerra-17861.94
145334-Delfina Perdigon-6151.80
645754-Danilo Olaio-5949.38
37159-Oliveira Senchez-12554.82
228904-Clara Alcantara-6874.34
704360-Oliveira Carmona-20192.12
165662-Polibe Olivares-4055.99
343669-Eurico Siqueira-2814.91
713432-Sidfnio Frois-5370.06
666622-Estanislau Beserra-6056.44
337745-Taercio Mafra-14843.76
967843-Estanislau Beserra-14560.38
937972-Esperada Cardoso-7062.00
426850-Neuza Francia-8832.37
401877-Oliveira Senchez-21474.66
997299-Sidfnio Frois-4436.87
783873-Leonidas Mafra-12208.53
235449-Leonidas Mafra-12167.13
670542-Oliveira Senchez-19814.26
683578-Clarindo Areosa-5116.09
623969-Antonio Viegas-17419.47
758063-Emedlia Silvera-9814.31
105255-Artur Grillo-6558.85
874093-Aludsio Sosa-12723.12
 Barra-16372.60
379226-Quintino Alcantara-18092.16
174332-Delfim Higuera-7776.07
219365-Spnia ou Sonia Guerreiro-16638.71
141408-Joaquim Rufino-8420.25
619364-Andreia Moita-12449.58
154862-Romo Paranage-18896.63
988438-Clarindo Areosa-7760.99
