44719-Joaquim Rufino-8963.98
582427-Tibofarcio Camacho-20329.11
361165-Gaudancio Fiees-20122.55
74255-Trajano Fagundes-19039.01
689350-Mercia Caeira-6980.12
611263-Lurdes Cotrim-2640.44
449597-Jorgina Bogalho-1027.92
774782-Marilda Leio-7487.54
437649-Marilda Leio-4791.48
597062-Cassandra Varejo-2580.32
109208-Estanislau Beserra-12849.92
689217-Tarrataca Soares-20965.74
538808-Henrique Bento-20574.51
199206-Silvio Mata-14430.42
759700-Aludsio Sosa-15887.31
671419-Rodolfo Paz-14638.59
390980-Rodolfo Paz-11908.25
579634-Eurico Siqueira-17626.00
20749-Filomena Barrios-10015.54
926064-Basilio Pedroso-21071.51
18436-Cleusa Goes-15017.76
755676-Lina Andrade-17914.66
436917-Armindo Castalo-15035.21
889319-Clara Alcantara-16087.20
242505-Elisa Themes-909.96
124361-Liana Cardim-3056.67
49843-Romo Paranage-14730.58
767524-Eurico Siqueira-13071.54
756016-Zungela Ipiranga-9026.92
375658-Cassandra Varejo-11556.18
543826-Heleedsa Marins-13116.36
219803-Guida Juca-10359.08
469663-Angilica Galante-2138.61
687277-Odilia Bello-8577.51
463251-Esperada Cardoso-5765.09
486936-Clarindo Areosa-681.50
369595-Eurico Siqueira-17442.00
593529-Tibefarcio Colao-14124.84
933521-Urbano Rodrigues-19692.40
827220-Armindo Castalo-17461.32
388040-Camila Gabeira-10011.92
241542-Zungela Ipiranga-10194.12
76942-Heleedsa Marins-17498.81
433049-Odete Vasques-9550.85
541773-Zungela Ipiranga-780.65
130111-Eurico Siqueira-7075.52
385834-Polibe Olivares-124.38
216275-Emedlio Pimentel-13310.31
717419-Melinda Roserio-21309.65
910015-Almor Caiado-12663.08
236480-Celeste Duarte-8442.13
198898-Tarrataca Soares-2189.71
585649-Odilia Camello-11820.47
317299-Emiliana Foquio-9419.97
832222-Zulmira Becerra-11075.39
340221-Henrique Bento-17696.69
514713-Ximena Castilho-10865.71
889189-Oliveira Carmona-5313.04
263877-Cleusa Goes-14110.21
394794-Gaudancio Fiees-3334.47
173949-Anfnia Seixas-6016.84
145170-Moaci Mendoa-13798.83
528260-Branco Saraba-15564.68
825585-Branco Saraba-13453.02
208072-Flamednia Leiria-16041.34
655322-Regina Barcellos-7619.91
654273-Honorina Lira-10345.06
90870-Almerinda Palmeira-20183.95
74996-Carminda Morais-8311.75
540172-Aludsio Sosa-15895.70
829971-Clara Alcantara-17447.44
332432-Silvio Mata-1504.05
805451-Honorina Lira-21209.34
325968-Neuza Francia-8162.75
359738-Jussara Varanda-14864.84
448533-Mercia Caeira-20621.39
206113-Feledcia Peassego-11033.09
51016-Letedcia Gago-7699.17
199518-Almerinda Palmeira-2455.08
369038-Tarrataca Soares-16610.48
502294-Quintiliano Sousa de Arronches-19878.78
835768-Emedlio Pimentel-20702.11
535654-Angilica Galante-21270.16
736658-Basilio Pedroso-11928.58
239726-Flor Portella-2097.34
393433-Guaraci Damasceno-2851.83
538000-Oliveira Senchez-10413.89
704494-Oliveira Carmona-14174.40
782103-Celeste Duarte-19446.40
34705-Tibefarcio Colao-18865.25
857094-Emedlia Silvera-15765.44
455923-Antonio Viegas-16163.79
460012-Emedlio Pimentel-12384.31
397619-Domingos Pas-19991.68
643387-Mercia Caeira-9489.24
856332-Sidfnio Frois-18393.18
240831-Augusta Paio-11373.72
934807-Artur Grillo-20250.77
61833-Dulce Froes-783.75
180554-Estanislau Beserra-4234.10
380198-Feledcia Peassego-3547.83
458033-Marilda Leio-16172.39
779195-Tibefarcio Colao-662.15
116431-Rebeca Neto-21176.13
828414-Tibefarcio Colao-21452.56
274881-Telma Villalobos-16356.29
904365-Tarrataca Soares-5033.86
439332-Elisa Themes-19993.21
414446-Rodolfo Paz-4508.99
545578-Sofras Cuaresma-3985.96
718117-Sidfnio Frois-13559.76
950710-Angelica Aranha-10159.51
79125-Flor Portella-14487.30
639018-Heleedsa Marins-4863.63
883397-Taercio Mafra-14691.91
51990-Clarindo Areosa-3119.82
570932-Sidfnio Frois-15948.87
461873-Almor Caiado-20643.26
429307-Anind Zarco-9902.57
288040-Moaci Mendoa-3173.19
556425-Clarindo Areosa-19320.37
124261-Camila Gabeira-9685.04
931119-Anind Zarco-11905.83
953363-Delfina Perdigon-16892.22
104965-Branco Saraba-1686.22
29311-Sofras Cuaresma-18726.74
582735-Carminda Morais-507.61
38771-Esperada Cardoso-1352.23
332226-Jussara Varanda-20036.52
524934-Henrique Bento-14394.57
830153-Artur Grillo-10135.29
111728-Tabalipa Duarte-10806.54
344046-Estanislau Beserra-11105.85
822654-Anfnia Seixas-11695.38
663984-Polibe Olivares-12276.43
212801-Sofras Cuaresma-12826.73
260338-Danilo Olaio-8227.72
194610-Feledcia Peassego-3513.27
454948-Augusta Paio-18676.59
4855-Delfina Perdigon-15277.00
357205-Odilia Camello-18775.30
779171-Danilo Olaio-21256.42
188759-Henrique Bento-11405.03
214150-Silvio Mata-3708.42
461659-Estanislau Beserra-3030.22
331035-Aludsio Sosa-2587.51
390620-Almor Caiado-5500.11
211347-Danilo Olaio-6242.06
771440-Delfim Higuera-3981.77
983856-Artur Grillo-8621.82
169337-Jussara Varanda-1860.56
884310-Odilia Bello-3018.35
769388-Estanislau Beserra-305.40
239339-Lurdes Cotrim-5627.54
763877-Carminda Morais-14402.16
931617-Domingos Pas-6840.63
288221-Edgar Carvalheiro-1669.70
932776-Tibofarcio Camacho-20871.81
387702-Honorina Lira-1374.69
17929-Branco Saraba-6164.53
381096-Tarrataca Soares-6686.22
274651-Dulce Froes-13075.07
326675-Sofras Cuaresma-14662.76
881214-Tarrataca Soares-1080.32
793628-Aludsio Sosa-5497.96
727899-Jussara Varanda-18717.27
413182-Rebeca Neto-10615.32
109814-Adelino Barra-10894.65
12405-Melinda Roserio-1593.69
608608-Sara Lameiras-1389.03
386926-Tibefarcio Colao-4082.84
220915-Liana Cardim-6975.59
406098-Moaci Mendoa-9848.85
614883-Armindo Castalo-2632.83
94124-Ermelinda Quintela-10510.77
789129-Domingos Pas-15038.05
63636-Urbano Rodrigues-18802.18
791915-Silvio Mata-5828.44
734369-Dulce Froes-3833.73
146085-Leonidas Mafra-16799.81
10921-Edgar Carvalheiro-10398.85
498213-Angelica Aranha-7966.22
8624-Judite Damasceno-12520.28
795190-Celeste Duarte-2891.59
129955-Melinda Roserio-6182.53
260444-Liana Cardim-15320.42
634626-Emedlia Silvera-15671.06
540722-Danilo Olaio-8904.14
427861-Oliveira Carmona-15891.49
683744-Romo Paranage-16532.95
326302-Branco Saraba-16993.06
285687-Nuno Balsemeo-2483.20
287493-Nuno Balsemeo-7553.29
691099-Angelica Aranha-3916.40
377721-Camila Gabeira-14127.70
140985-Angilica Galante-735.47
741496-Sidfnio Frois-3931.82
559732-Delfina Perdigon-12857.22
221858-Tibofarcio Camacho-16931.50
772984-Tibofarcio Camacho-17748.34
305366-Antonio Castelo-16696.77
238635-Fulvio Villegas-17859.62
793706-Almerinda Palmeira-6737.66
893028-Almerinda Palmeira-14654.57
635134-Antonio Viegas-1293.51
663204-Manuel Capiperibe-20114.92
