989392-Quintino Alcantara-14279.73
851734-Artur Grillo-10271.33
170531-Urbano Rodrigues-9348.66
129775-Jorgina Bogalho-11507.33
691266-Delfina Perdigon-2195.39
582679-Angilica Galante-15403.88
171965-Tabalipa Duarte-13393.20
301889-Daniel Vieyra-7429.73
162039-Filomena Barrios-1637.24
308723-Jussara Varanda-10602.72
909395-Delfim Higuera-11354.55
959005-Cassandra Varejo-20173.07
727020-Domingos Pas-4689.94
620816-Delfina Garcia de Gondim-14081.24
675769-Adelina Quadros-10693.31
176398-Esperada Cardoso-1584.31
238958-Jonatas Felgueiras-7906.02
806646-Edgar Carvalheiro-15279.04
847424-Zungela Ipiranga-13495.83
364818-Sofras Cuaresma-16538.91
47073-Anind Zarco-2403.17
433500-Micaela Chavez-7782.76
985372-Jorgina Bogalho-15710.03
887202-Basilio Pedroso-2601.40
554483-Heleedsa Marins-11858.16
244483-Manuel Capiperibe-8465.09
838521-Estanislau Beserra-9347.48
269229-Leonidas Mafra-2110.71
672461-Neuza Francia-3209.18
800160-Almerinda Palmeira-3542.83
716597-Dulce Froes-5963.30
88506-Micaela Chavez-4222.80
283971-Odilia Bello-8592.65
473525-Ubaldo Mainha-6946.69
303293-Spnia ou Sonia Guerreiro-10792.23
980895-Romo Paranage-849.84
572657-Sara Lameiras-13998.23
283248-Sara Lameiras-20680.92
414559-Angelica Aranha-6852.81
128627-Adelina Quadros-17100.81
250529-Basilio Pedroso-19077.98
689660-Sidfnio Frois-2664.02
405026-Polibe Olivares-9506.86
156350-Odete Vasques-1346.76
531745-Heleedsa Marins-13739.80
239684-Manuel Capiperibe-14429.61
456567-Guida Juca-5000.50
937702-Marilda Leio-14833.33
489737-Estanislau Beserra-16257.47
960096-Delfim Higuera-1293.92
713596-Armindo Castalo-7956.43
797312-Aludsio Sosa-17173.32
677448-Carminda Morais-15252.54
823025-Liana Cardim-17904.10
637596-Trajano Fagundes-6254.58
191998-Odilia Camello-13636.98
730712-Antonio Castelo-5566.71
92261-Heleedsa Marins-12866.09
578576-Gaudancio Fiees-16170.98
345768-Nuno Balsemeo-18690.58
193995-Cleusa Goes-2492.88
872560-Tibofarcio Camacho-16490.86
437265-Emedlia Silvera-482.80
204784-Quintino Alcantara-6011.03
648644-Neeamia Arruda-18547.40
588489-Trajano Fagundes-5934.49
5214-Tabalipa Duarte-11971.79
955125-Emiliana Foquio-7707.88
270526-Neeamia Arruda-13823.67
333272-Adelina Quadros-15697.12
788343-Delfim Higuera-8954.23
886267-Carminda Morais-12672.95
349410-Lina Andrade-8042.49
66446-Daniel Vieyra-4569.70
710076-Estanislau Beserra-3601.35
812045-Honorina Lira-18877.23
128391-Delfina Garcia de Gondim-402.45
115679-Micaela Chavez-17602.00
711613-Dulce Froes-20884.71
438634-Armindo Castalo-5033.20
224134-Ubaldo Mainha-14291.08
814414-Sofras Cuaresma-13665.11
490433-Flor Portella-20328.61
445993-Spnia ou Sonia Guerreiro-6584.43
504119-Delfim Higuera-11811.53
335110-Angilica Galante-20789.65
98262-Almerinda Palmeira-4206.10
73342-Oliveira Senchez-10577.26
319907-Oliveira Carmona-9819.54
449239-Fulvio Villegas-18103.92
807104-Armanda Amorim-11171.33
103851-Gaudancio Fiees-12989.47
179336-Filomena Barrios-18574.38
536232-Ermelinda Quintela-6934.00
346620-Jussara Varanda-5554.21
808199-Odete Vasques-11507.56
993106-Quintino Alcantara-9253.70
939261-Branco Saraba-10764.44
85436-Neeamia Arruda-2272.80
734862-Angilica Galante-19077.29
188107-Edgar Carvalheiro-12450.53
782571-Carminda Morais-12821.57
888169-Tibefarcio Colao-11388.52
854312-Leonidas Mafra-16193.88
296501-Guaraci Damasceno-10332.51
375756-Taercio Mafra-18880.60
453180-Anind Zarco-17765.69
140810-Antonio Castelo-7390.25
554327-Oliveira Carmona-5356.26
438048-Delfina Garcia de Gondim-11073.61
230608-Estanislau Beserra-8100.66
156140-Heleedsa Marins-10728.48
545412-Zungela Ipiranga-11147.37
372504-Romo Paranage-8211.07
116114-Sofras Cuaresma-8504.04
280361-Estanislau Beserra-2362.96
716707-Joaquim Rufino-10577.49
523415-Daniel Vieyra-15878.90
290179-Spnia ou Sonia Guerreiro-7369.60
336905-Manuel Capiperibe-16343.98
629186-Fulvio Villegas-17956.29
974125-Joaquim Rufino-1903.02
991926-Polibe Olivares-2648.47
861925-Basilio Pedroso-17292.20
636708-Andreia Moita-9818.52
179245-Almerinda Palmeira-7256.49
781385-Edgar Carvalheiro-21113.65
985289-Cassandra Varejo-17694.05
697514-Estanislau Beserra-7762.12
552553-Angilica Galante-15065.49
285268-Dulce Froes-15731.78
83765-Guida Juca-736.68
730617-Delfina Garcia de Gondim-4376.60
630345-Lurdes Cotrim-16565.22
637261-Antonio Castelo-10546.75
564218-Clarindo Areosa-18128.54
270621-Taercio Mafra-15241.52
758705-Edgar Carvalheiro-19651.38
136577-Henrique Bento-17273.51
474916-Daniel Vieyra-13464.20
728124-Silvio Mata-19297.05
126807-Odilia Bello-21397.89
827107-Sidfnio Frois-9020.36
374436-Odilia Camello-14786.67
657649-Odete Vasques-3958.20
792860-Moaci Mendoa-6513.84
93135-Zulmira Becerra-3341.71
275181-Carminda Morais-5019.30
862414-Angelica Aranha-5950.67
177716-Guaraci Damasceno-13505.42
557993-Anind Zarco-1077.86
116079-Emedlia Silvera-8099.13
342451-Dulce Froes-14997.40
745387-Cassandra Varejo-2946.31
670460-Clarindo Areosa-10712.88
787083-Ximena Castilho-5165.98
274501-Tibofarcio Camacho-15036.91
914099-Tibofarcio Camacho-18489.66
207518-Mercia Caeira-11743.45
368625-Armanda Amorim-2560.39
466324-Rodolfo Paz-6005.97
785885-Leonidas Mafra-16337.13
894720-Taercio Mafra-12815.72
556151-Moaci Mendoa-21293.17
400523-Estanislau Beserra-15385.04
65099-Odilia Bello-5638.07
114096-Trajano Fagundes-10180.82
850839-Urbano Rodrigues-1305.12
1330-Armanda Amorim-20137.20
734850-Ximena Castilho-19526.05
526314-Danilo Olaio-12935.88
587496-Sara Lameiras-19663.73
77906-Taercio Mafra-18157.84
824652-Trajano Fagundes-17438.57
202170-Aludsio Sosa-10817.74
868109-Zulmira Becerra-2253.55
131681-Taercio Mafra-19734.69
118727-Filomena Barrios-2178.36
71723-Lina Andrade-19028.38
369435-Jussara Varanda-11810.89
222284-Danilo Olaio-15506.15
671911-Sara Lameiras-9717.19
350746-Antonio Castelo-2543.13
601240-Tibofarcio Camacho-8981.38
201485-Zulmira Becerra-10503.40
305589-Aludsio Sosa-17822.08
216988-Leonidas Mafra-14628.56
726534-Honorina Lira-15959.75
748328-Delfim Higuera-18830.47
489888-Jorgina Bogalho-13509.33
868895-Gaudancio Fiees-2556.71
351674-Silvio Mata-13453.43
207757-Elisa Themes-19586.94
364568-Dulce Froes-12298.12
894611-Joaquim Rufino-12880.13
198409-Delfina Perdigon-15243.19
373765-Tibefarcio Colao-3550.52
18423-Romo Paranage-9457.79
15927-Ubaldo Mainha-12795.27
851254-Flor Portella-12225.33
291960-Rodolfo Paz-5799.18
864358-Quintiliano Sousa de Arronches-6452.70
155944-Odete Vasques-12374.78
760977-Letedcia Gago-20248.42
