183327-Urbano Rodrigues-298.09
699846-Cleusa Goes-9100.45
98605-Judite Damasceno-3348.70
616468-Heleedsa Marins-3029.42
114462-Eurico Siqueira-1514.77
810686-Adelino Barra-11808.89
195195-Neeamia Arruda-13381.36
57911-Domingos Pas-16482.31
784207-Eurico Siqueira-6477.23
284967-Taercio Mafra-4692.84
863078-Odilia Camello-8290.56
967600-Almerinda Palmeira-8317.56
291125-Odilia Camello-20528.55
872531-Quintino Alcantara-9779.87
888980-Esperada Cardoso-3696.18
261420-Branco Saraba-20934.29
393921-Gaudancio Fiees-15221.40
996743-Eurico Siqueira-6847.15
81925-Almor Caiado-16754.99
429566-Cassandra Varejo-13413.00
94112-Clarindo Areosa-14811.63
620985-Cassandra Varejo-18561.31
709539-Oliveira Carmona-849.38
668112-Urbano Rodrigues-3848.11
568290-Sofras Cuaresma-21157.00
461481-Lina Andrade-17354.78
243750-Domingos Pas-17033.88
162496-Augusta Paio-15269.01
828236-Jonatas Felgueiras-17389.83
732992-Neuza Francia-1769.29
921664-Leonidas Mafra-4170.23
166488-Heleedsa Marins-17556.44
167308-Micaela Chavez-8078.70
55435-Armanda Amorim-560.54
930983-Tibofarcio Camacho-19506.23
424768-Flamednia Leiria-2006.00
863828-Basilio Pedroso-2818.44
959710-Emedlio Pimentel-13850.07
770326-Rodolfo Paz-8633.51
596234-Trajano Fagundes-15120.84
722402-Basilio Pedroso-16530.06
528260-Quintiliano Sousa de Arronches-21151.72
497762-Polibe Olivares-15828.56
889327-Eurico Siqueira-21089.12
91840-Guaraci Damasceno-3763.59
510631-Emiliana Foquio-10497.84
923474-Cleusa Goes-19276.47
240642-Liana Cardim-2371.24
975230-Emiliana Foquio-9578.94
692812-Heleedsa Marins-14704.90
855657-Regina Barcellos-9687.29
525173-Adelina Quadros-9337.74
871402-Regina Barcellos-10742.71
87531-Ubaldo Mainha-14751.61
358023-Trajano Fagundes-3737.69
767522-Lina Andrade-20332.79
261157-Anind Zarco-17467.19
115381-Moaci Mendoa-12174.76
492692-Almerinda Palmeira-19724.51
221326-Odilia Bello-14556.61
550627-Flor Portella-19915.16
402260-Delfina Garcia de Gondim-18495.58
426360-Delfim Higuera-6379.46
822940-Jorgina Bogalho-13120.33
163787-Carminda Morais-17803.91
347180-Neuza Francia-18461.59
830593-Flor Portella-17099.36
477853-Marilda Leio-16535.68
248671-Melinda Roserio-9145.77
913373-Delfina Perdigon-3563.15
584545-Honorina Lira-14908.65
500941-Zulmira Becerra-16762.68
190821-Guida Juca-8802.10
151948-Delfina Perdigon-6855.50
790001-Silvio Mata-10537.13
713172-Micaela Chavez-2135.77
915741-Jorgina Bogalho-13624.07
353885-Oliveira Carmona-21328.85
784600-Tabalipa Duarte-6146.50
666764-Rodolfo Paz-20605.64
725893-Jorgina Bogalho-14986.65
333996-Sofras Cuaresma-20451.65
499895-Quintiliano Sousa de Arronches-3388.73
611343-Lurdes Cotrim-17490.25
272225-Sidfnio Frois-13083.31
840563-Spnia ou Sonia Guerreiro-15380.44
567528-Emedlio Pimentel-1764.76
263333-Ermelinda Quintela-11178.30
527007-Antonio Viegas-12846.15
367596-Angilica Galante-5017.98
39129-Almerinda Palmeira-2250.40
92234-Ermelinda Quintela-2983.74
412819-Taercio Mafra-4238.74
459948-Joaquim Rufino-12394.85
56561-Antonio Castelo-19097.58
366445-Taercio Mafra-20675.98
769484-Carminda Morais-14116.82
579920-Delfina Perdigon-16519.45
791958-Tibofarcio Camacho-1469.89
170620-Camila Gabeira-21063.56
112927-Tibofarcio Camacho-14439.12
236129-Armanda Amorim-17980.04
41167-Polibe Olivares-5499.33
718861-Sara Lameiras-7273.93
453865-Neuza Francia-8684.50
3476-Augusta Paio-20268.16
629923-Flamednia Leiria-1211.02
216242-Almor Caiado-8086.82
149023-Odete Vasques-19274.74
212866-Spnia ou Sonia Guerreiro-19446.45
558185-Edgar Carvalheiro-7732.74
459928-Marilda Leio-20595.10
735740-Armindo Castalo-14060.67
401868-Marilda Leio-12993.03
553303-Clara Alcantara-13407.56
462271-Quintino Alcantara-6912.76
2039-Carminda Morais-8889.06
223782-Edgar Carvalheiro-21101.22
423537-Honorina Lira-11777.88
95609-Filomena Barrios-15240.01
640296-Armanda Amorim-15030.75
613081-Armanda Amorim-13400.51
589844-Rebeca Neto-13333.04
16110-Armanda Amorim-19067.05
351825-Antonio Viegas-47.75
620848-Sidfnio Frois-18322.38
738678-Romo Paranage-8667.56
958449-Odilia Camello-6674.96
860081-Eurico Siqueira-7389.19
751884-Odilia Camello-12280.15
804478-Tibofarcio Camacho-20936.55
130791-Feledcia Peassego-4847.85
483303-Dulce Froes-3468.91
419535-Feledcia Peassego-824.23
658347-Judite Damasceno-4187.75
169957-Tibofarcio Camacho-769.12
474193-Carminda Morais-10836.51
168275-Delfina Perdigon-14126.10
17501-Quintiliano Sousa de Arronches-18724.70
170893-Sofras Cuaresma-957.38
324966-Telma Villalobos-1745.42
554257-Polibe Olivares-7346.73
867750-Liana Cardim-16881.57
484833-Almor Caiado-1460.92
323726-Odilia Camello-17027.51
937732-Flamednia Leiria-12564.37
789124-Flor Portella-16459.11
912643-Taercio Mafra-16125.96
48425-Daniel Vieyra-11191.30
103654-Feledcia Peassego-13433.01
173939-Emedlio Pimentel-16616.26
415930-Celeste Duarte-14296.96
959058-Manuel Capiperibe-19875.64
393169-Esperada Cardoso-3735.65
734373-Armindo Castalo-6418.89
367198-Fulvio Villegas-6498.27
912494-Clarindo Areosa-821.32
625290-Delfina Garcia de Gondim-19530.45
947684-Emiliana Foquio-4876.09
256109-Sofras Cuaresma-7197.13
302451-Almerinda Palmeira-17298.87
891187-Polibe Olivares-13168.19
669460-Joaquim Rufino-21127.78
604223-Lurdes Cotrim-1696.88
631361-Guida Juca-20124.22
925575-Augusta Paio-16173.06
173172-Liana Cardim-12087.35
848347-Zulmira Becerra-18703.60
119375-Manuel Capiperibe-7198.24
36461-Edgar Carvalheiro-17770.80
254146-Tarrataca Soares-8428.99
613748-Rodolfo Paz-2393.06
185876-Dulce Froes-7009.76
838280-Henrique Bento-17685.80
55793-Ubaldo Mainha-14407.28
162141-Telma Villalobos-14201.70
611409-Rebeca Neto-8158.59
676368-Antonio Viegas-12737.08
818718-Daniel Vieyra-1113.43
54180-Adelino Barra-5953.80
519112-Rodolfo Paz-19216.34
387453-Guaraci Damasceno-14567.64
591486-Oliveira Carmona-6304.66
573917-Polibe Olivares-14303.05
760620-Tibefarcio Colao-20823.60
369615-Romo Paranage-10810.39
800805-Heleedsa Marins-12236.50
483036-Armanda Amorim-4448.43
41598-Almerinda Palmeira-6976.62
424175-Andreia Moita-3222.32
403228-Almor Caiado-382.68
281209-Judite Damasceno-15756.55
465657-Rodolfo Paz-19562.47
142383-Eurico Siqueira-11453.37
399260-Trajano Fagundes-14600.98
900352-Eurico Siqueira-6179.84
87586-Flamednia Leiria-2363.01
134136-Mercia Caeira-15237.84
404700-Lina Andrade-20558.25
18654-Emiliana Foquio-4047.66
12459-Odete Vasques-4951.69
156615-Artur Grillo-10224.50
581221-Flor Portella-784.32
472154-Tibofarcio Camacho-5115.75
667694-Antonio Viegas-19429.74
256340-Flor Portella-15183.91
883880-Emedlia Silvera-6579.95
678075-Artur Grillo-1776.45
798942-Tibofarcio Camacho-13510.50
614255-Flamednia Leiria-21420.69
