235799-Neeamia Arruda-203.87
906058-Carminda Morais-6291.23
463117-Judite Damasceno-16231.81
329270-Leonidas Mafra-11860.18
527569-Celeste Duarte-20630.78
739003-Ubaldo Mainha-7936.38
18260-Zulmira Becerra-249.09
471154-Ximena Castilho-13085.09
679070-Tibofarcio Camacho-11808.59
761143-Emedlia Silvera-20370.95
716098-Delfina Garcia de Gondim-6200.51
417600-Micaela Chavez-18109.57
910672-Antonio Castelo-189.37
818726-Armanda Amorim-3412.66
66684-Taercio Mafra-15287.93
973057-Emedlia Silvera-18255.32
947153-Taercio Mafra-19965.51
475103-Jorgina Bogalho-6515.38
64000-Celeste Duarte-15002.17
242444-Neuza Francia-9934.95
812631-Emedlio Pimentel-15632.11
288559-Augusta Paio-12951.45
403976-Armanda Amorim-14440.56
700787-Quintino Alcantara-16938.74
532300-Moaci Mendoa-7834.57
957746-Jonatas Felgueiras-16884.30
537834-Angilica Galante-6618.94
510628-Antonio Castelo-10693.69
508534-Esperada Cardoso-1049.49
882007-Anind Zarco-12461.92
350675-Delfina Garcia de Gondim-17400.04
386764-Adelino Barra-9978.09
379979-Taercio Mafra-17962.13
826143-Micaela Chavez-14634.30
538174-Celeste Duarte-11854.79
43640-Silvio Mata-8779.53
114248-Aludsio Sosa-13344.91
735555-Quintiliano Sousa de Arronches-4325.18
895067-Honorina Lira-16280.26
304557-Celeste Duarte-18069.09
692465-Nuno Balsemeo-8587.75
323945-Romo Paranage-15511.62
100247-Odete Vasques-14000.59
448393-Guaraci Damasceno-4244.01
670759-Delfim Higuera-11129.39
866732-Jorgina Bogalho-6994.99
9370-Moaci Mendoa-10096.13
45826-Angilica Galante-18923.49
451203-Emiliana Foquio-18517.61
322207-Neuza Francia-2405.81
384928-Quintino Alcantara-1997.90
968351-Aludsio Sosa-11451.14
361033-Manuel Capiperibe-767.31
483304-Marilda Leio-5861.79
552303-Esperada Cardoso-723.66
616682-Letedcia Gago-14662.33
634188-Odilia Bello-137.59
142654-Ubaldo Mainha-6718.05
685413-Ermelinda Quintela-2147.72
254647-Emedlio Pimentel-8950.94
765067-Joaquim Rufino-18114.79
534646-Moaci Mendoa-4089.64
499202-Danilo Olaio-19803.25
522364-Regina Barcellos-18793.25
946627-Fulvio Villegas-15693.93
826517-Taercio Mafra-885.26
205674-Armindo Castalo-4621.60
198347-Leonidas Mafra-18773.03
572794-Liana Cardim-4715.05
707732-Moaci Mendoa-202.76
940420-Judite Damasceno-1830.41
446973-Trajano Fagundes-18185.76
584039-Camila Gabeira-355.91
451865-Zungela Ipiranga-5291.14
15198-Emedlia Silvera-15760.60
428443-Judite Damasceno-21418.87
591038-Lurdes Cotrim-7786.09
512351-Oliveira Carmona-6433.23
754562-Adelina Quadros-14808.96
252521-Daniel Vieyra-8481.20
361139-Camila Gabeira-11330.61
465346-Anind Zarco-3880.24
533491-Adelino Barra-19056.08
442961-Antonio Castelo-14675.76
677060-Urbano Rodrigues-18075.92
337148-Henrique Bento-8505.36
7202-Dulce Froes-626.44
354116-Liana Cardim-16051.56
520542-Emiliana Foquio-18549.11
191895-Eurico Siqueira-10266.79
622820-Carminda Morais-155.57
611090-Odete Vasques-6330.22
691351-Artur Grillo-11405.56
362804-Clarindo Areosa-13709.99
147815-Rodolfo Paz-10561.92
509363-Emedlia Silvera-17655.29
757614-Delfim Higuera-14400.53
647297-Odete Vasques-5419.23
344057-Delfina Garcia de Gondim-9484.44
453391-Liana Cardim-9836.36
199383-Delfina Perdigon-6677.75
6103-Fulvio Villegas-1839.02
836874-Joaquim Rufino-13505.94
792089-Odilia Camello-20559.57
839964-Angilica Galante-6816.21
479345-Emedlio Pimentel-9511.30
171381-Odilia Bello-7114.04
507108-Cleusa Goes-7410.51
515231-Odete Vasques-16833.96
950312-Lina Andrade-7243.65
64871-Oliveira Carmona-8595.65
736400-Rebeca Neto-10745.71
946597-Emiliana Foquio-17574.07
712601-Gaudancio Fiees-5187.16
477375-Danilo Olaio-9735.56
950682-Branco Saraba-6345.52
469670-Oliveira Carmona-3522.39
557895-Regina Barcellos-1892.63
569471-Tibefarcio Colao-17507.78
24942-Zulmira Becerra-4492.45
632555-Emedlio Pimentel-16063.10
15129-Delfina Perdigon-9425.62
300108-Ximena Castilho-12385.09
695195-Jorgina Bogalho-14872.21
563193-Oliveira Carmona-9122.15
51919-Flor Portella-5696.82
670736-Ubaldo Mainha-776.68
209962-Angelica Aranha-8762.26
800543-Adelino Barra-13597.96
302887-Anind Zarco-3293.37
170385-Esperada Cardoso-9159.70
118774-Neuza Francia-16399.85
637803-Guaraci Damasceno-5378.01
80700-Polibe Olivares-11074.96
239554-Sara Lameiras-11100.59
470680-Odilia Camello-12271.11
253424-Sofras Cuaresma-2622.99
275519-Tibefarcio Colao-10745.08
76777-Clara Alcantara-1098.25
656079-Ubaldo Mainha-11991.28
480087-Oliveira Senchez-7718.15
130026-Elisa Themes-18349.34
342294-Almor Caiado-11680.88
579842-Basilio Pedroso-5286.85
555270-Oliveira Carmona-4354.41
745953-Adelina Quadros-18619.12
135278-Augusta Paio-11476.81
676563-Flor Portella-7924.73
960407-Basilio Pedroso-9855.50
556282-Oliveira Senchez-13302.06
972777-Clarindo Areosa-1282.03
875153-Gaudancio Fiees-11333.33
278538-Odilia Bello-9931.91
483041-Henrique Bento-9462.87
700209-Spnia ou Sonia Guerreiro-3323.59
976883-Almor Caiado-636.21
881336-Flor Portella-7097.57
84303-Jussara Varanda-2009.49
795747-Urbano Rodrigues-15609.10
332563-Melinda Roserio-18544.66
513990-Cleusa Goes-14109.55
26765-Letedcia Gago-11463.47
473311-Tarrataca Soares-5531.42
7783-Marilda Leio-1691.41
743586-Liana Cardim-11018.41
920273-Lurdes Cotrim-1663.35
524876-Feledcia Peassego-7372.16
327172-Tabalipa Duarte-9293.00
602680-Tibofarcio Camacho-18170.96
428176-Delfina Garcia de Gondim-13629.45
976093-Ubaldo Mainha-7659.75
726517-Artur Grillo-7980.02
325826-Polibe Olivares-11464.75
116316-Quintino Alcantara-8319.99
194179-Telma Villalobos-3832.59
147391-Ermelinda Quintela-2356.96
721904-Odilia Bello-1037.37
52997-Leonidas Mafra-11350.64
333585-Flamednia Leiria-19746.67
40429-Flamednia Leiria-14606.12
213457-Elisa Themes-9231.04
374504-Tabalipa Duarte-4903.47
366019-Angilica Galante-12956.73
531947-Antonio Viegas-373.05
322625-Henrique Bento-19565.00
470967-Basilio Pedroso-9431.63
437504-Manuel Capiperibe-13558.85
136276-Delfina Garcia de Gondim-17569.38
651586-Delfim Higuera-1997.88
262829-Judite Damasceno-3928.29
851624-Oliveira Carmona-20430.42
899257-Marilda Leio-1189.33
465198-Domingos Pas-618.15
506405-Artur Grillo-2773.47
63367-Delfina Perdigon-9346.70
879670-Emedlia Silvera-9881.41
391938-Ximena Castilho-6040.95
641400-Jonatas Felgueiras-5197.47
955228-Adelina Quadros-16643.99
968807-Oliveira Carmona-15601.78
