447206-Oliveira Senchez-15322.78
382307-Ermelinda Quintela-14433.10
172679-Marilda Leio-3474.82
898712-Sidfnio Frois-2527.09
222533-Eurico Siqueira-116.14
107613-Neeamia Arruda-21119.03
792535-Tabalipa Duarte-16920.09
784173-Flamednia Leiria-5050.05
604364-Honorina Lira-17634.03
706965-Sofras Cuaresma-4542.24
631917-Neeamia Arruda-11763.08
75531-Delfina Perdigon-3332.07
456121-Anind Zarco-19113.79
410284-Romo Paranage-12627.94
659221-Neeamia Arruda-2385.33
516861-Taercio Mafra-11416.41
766382-Odilia Camello-20284.33
405071-Dulce Froes-13117.34
637766-Telma Villalobos-11018.55
593869-Neeamia Arruda-20035.62
817906-Ubaldo Mainha-11637.10
604076-Delfina Garcia de Gondim-21167.85
732757-Tibefarcio Colao-4357.58
827165-Neeamia Arruda-2286.85
630548-Dulce Froes-14353.44
564069-Leonidas Mafra-13203.77
400463-Cassandra Varejo-1606.60
278488-Jonatas Felgueiras-20890.65
644920-Liana Cardim-16702.19
930910-Delfina Garcia de Gondim-10543.29
957131-Artur Grillo-17001.47
291326-Sara Lameiras-13342.67
832154-Danilo Olaio-14000.00
268647-Jorgina Bogalho-973.44
15868-Adelino Barra-19739.74
296352-Artur Grillo-5990.55
217710-Anfnia Seixas-2319.72
605183-Delfina Garcia de Gondim-4172.50
210239-Melinda Roserio-16598.95
702650-Nuno Balsemeo-14283.42
756678-Emedlia Silvera-1768.16
36944-Delfim Higuera-12291.07
618980-Daniel Vieyra-6234.55
958906-Eurico Siqueira-2712.40
983359-Jussara Varanda-14352.56
867912-Tibofarcio Camacho-590.69
645778-Telma Villalobos-15792.87
566987-Quintiliano Sousa de Arronches-15818.92
585667-Ermelinda Quintela-13786.18
823232-Angilica Galante-20713.21
906254-Lina Andrade-13685.94
136289-Tibefarcio Colao-4341.48
150117-Rebeca Neto-13847.67
680494-Melinda Roserio-3612.42
554586-Nuno Balsemeo-18872.25
919293-Delfina Garcia de Gondim-9556.09
338684-Heleedsa Marins-10342.55
729574-Joaquim Rufino-1363.39
886803-Ubaldo Mainha-3509.24
938940-Eurico Siqueira-12007.47
849599-Augusta Paio-15926.54
575912-Emedlia Silvera-10793.06
409204-Spnia ou Sonia Guerreiro-9949.73
214335-Fulvio Villegas-5921.70
259952-Artur Grillo-21157.24
561922-Ubaldo Mainha-10971.60
449303-Angelica Aranha-2830.15
623452-Andreia Moita-20527.45
205904-Odete Vasques-3811.48
923251-Neeamia Arruda-12230.87
478143-Odilia Camello-17119.36
627259-Carminda Morais-20245.12
440246-Romo Paranage-12424.38
19734-Tibofarcio Camacho-21366.52
840979-Esperada Cardoso-6834.28
403694-Domingos Pas-4655.07
92141-Angelica Aranha-15419.56
35748-Anind Zarco-11970.96
317853-Artur Grillo-10128.18
40476-Armanda Amorim-2202.57
510497-Anfnia Seixas-8907.36
634170-Mercia Caeira-978.79
580490-Elisa Themes-4233.19
15924-Emiliana Foquio-11043.39
620968-Tabalipa Duarte-3546.97
466558-Neuza Francia-616.17
471989-Zungela Ipiranga-11807.09
8647-Silvio Mata-4512.61
289756-Quintiliano Sousa de Arronches-1570.95
234822-Odilia Bello-6491.36
266434-Marilda Leio-9806.46
750543-Armanda Amorim-5967.97
263062-Anind Zarco-5768.93
729547-Telma Villalobos-19159.09
847982-Joaquim Rufino-9110.47
911022-Liana Cardim-18255.13
480590-Anind Zarco-14615.02
522341-Anfnia Seixas-1020.27
176079-Marilda Leio-19473.16
131356-Trajano Fagundes-9360.67
860481-Cassandra Varejo-4388.50
841596-Clara Alcantara-201.17
185608-Armindo Castalo-17043.80
365469-Rodolfo Paz-2916.26
884559-Branco Saraba-659.90
100211-Melinda Roserio-17109.02
932471-Honorina Lira-13968.98
989831-Silvio Mata-6659.37
308041-Delfina Perdigon-7151.13
721304-Taercio Mafra-4097.61
786450-Fulvio Villegas-21176.21
497622-Tibefarcio Colao-2869.79
5344-Jorgina Bogalho-14581.65
406458-Lurdes Cotrim-17595.30
749591-Aludsio Sosa-1479.31
623009-Cassandra Varejo-12730.32
42325-Rebeca Neto-9014.80
963176-Quintino Alcantara-2139.87
426915-Letedcia Gago-18092.95
206944-Urbano Rodrigues-15495.32
570791-Basilio Pedroso-838.35
268536-Edgar Carvalheiro-5403.33
599780-Jonatas Felgueiras-13683.38
827585-Almerinda Palmeira-9972.61
681499-Angilica Galante-13430.10
525855-Oliveira Senchez-11691.50
271675-Augusta Paio-1537.08
948606-Esperada Cardoso-19056.71
46285-Judite Damasceno-846.15
773494-Danilo Olaio-9328.22
261590-Heleedsa Marins-10913.93
887406-Taercio Mafra-9991.77
8890-Emedlia Silvera-6762.94
295298-Emedlia Silvera-18271.21
112100-Quintino Alcantara-4483.19
376559-Romo Paranage-9008.45
188887-Antonio Castelo-6006.33
965202-Neuza Francia-9445.82
244392-Feledcia Peassego-4511.44
334498-Leonidas Mafra-19829.18
473176-Camila Gabeira-16546.96
930525-Artur Grillo-15840.99
236871-Flamednia Leiria-20581.08
881207-Antonio Viegas-2399.20
302694-Oliveira Senchez-365.48
250924-Guida Juca-15959.25
348906-Urbano Rodrigues-18961.14
155317-Henrique Bento-18385.95
149685-Taercio Mafra-16373.56
758926-Dulce Froes-9542.07
706336-Liana Cardim-13386.80
46354-Urbano Rodrigues-7271.27
563869-Cleusa Goes-18073.64
891364-Henrique Bento-16527.62
340074-Delfina Garcia de Gondim-12605.80
624202-Camila Gabeira-19738.31
269602-Ubaldo Mainha-6666.97
31598-Danilo Olaio-17878.52
891500-Heleedsa Marins-8005.18
895594-Oliveira Carmona-20842.77
333726-Polibe Olivares-1295.00
983837-Almor Caiado-3225.46
249685-Jorgina Bogalho-15151.10
623809-Antonio Castelo-885.18
434211-Moaci Mendoa-173.74
792992-Gaudancio Fiees-17499.98
76710-Dulce Froes-18922.68
506958-Silvio Mata-10448.16
532584-Danilo Olaio-1522.24
430686-Flor Portella-18131.19
535760-Honorina Lira-15679.69
837336-Lurdes Cotrim-10714.70
782291-Estanislau Beserra-19077.19
91145-Emiliana Foquio-18398.59
677808-Jonatas Felgueiras-11078.10
844974-Dulce Froes-18956.03
876272-Anfnia Seixas-15041.96
604256-Emedlio Pimentel-18297.03
184242-Melinda Roserio-4157.52
798620-Estanislau Beserra-10471.83
206316-Estanislau Beserra-3832.35
113668-Rodolfo Paz-19100.72
567029-Anind Zarco-20598.54
646620-Flor Portella-4924.62
243807-Urbano Rodrigues-10081.40
215015-Eurico Siqueira-5725.01
700798-Guaraci Damasceno-11593.77
454407-Liana Cardim-12879.81
56496-Lina Andrade-5986.82
365860-Ubaldo Mainha-20394.81
310799-Flamednia Leiria-12522.03
225039-Rebeca Neto-5138.33
641472-Angelica Aranha-1469.17
777080-Rebeca Neto-16665.63
288376-Antonio Castelo-8663.24
609573-Camila Gabeira-20585.38
566365-Henrique Bento-5507.56
719112-Sofras Cuaresma-3827.26
91124-Mercia Caeira-4517.83
214984-Basilio Pedroso-9101.49
37732-Silvio Mata-14234.60
578775-Cleusa Goes-14122.01
224506-Flamednia Leiria-19478.42
240864-Emedlia Silvera-6431.36
718995-Sofras Cuaresma-14854.24
336707-Honorina Lira-12875.50
971677-Augusta Paio-19451.17
