981022-Cassandra Varejo-15941.19
823690-Esperada Cardoso-8120.32
713654-Cassandra Varejo-8830.56
921277-Trajano Fagundes-16579.23
927204-Antonio Viegas-20392.84
905214-Emedlia Silvera-14996.68
305785-Adelino Barra-14001.56
520508-Romo Paranage-20478.43
12256-Quintiliano Sousa de Arronches-10199.25
688617-Sara Lameiras-7385.84
902160-Basilio Pedroso-20100.15
759730-Angilica Galante-19793.55
75468-Clara Alcantara-19445.85
37141-Artur Grillo-14120.22
90834-Regina Barcellos-6954.66
78996-Artur Grillo-2918.88
883431-Anfnia Seixas-18131.93
51985-Clarindo Areosa-16532.30
778967-Camila Gabeira-15737.59
509544-Eurico Siqueira-11149.64
485179-Delfina Garcia de Gondim-4223.82
388395-Leonidas Mafra-18991.42
840155-Flamednia Leiria-18917.34
347677-Anfnia Seixas-6292.87
811043-Rebeca Neto-2348.95
558023-Neuza Francia-8259.74
972838-Tibofarcio Camacho-4353.73
576099-Danilo Olaio-7664.25
22622-Neeamia Arruda-11682.04
910993-Domingos Pas-17357.14
383333-Jussara Varanda-17981.99
386762-Antonio Castelo-9331.04
261320-Emedlia Silvera-20999.44
237015-Aludsio Sosa-18868.08
751476-Angilica Galante-19516.19
731908-Angelica Aranha-386.93
599876-Tarrataca Soares-19426.66
177519-Anfnia Seixas-4737.59
501697-Flor Portella-19747.81
584667-Oliveira Senchez-10232.09
147749-Silvio Mata-5051.08
93105-Tibefarcio Colao-2830.11
696816-Andreia Moita-1887.89
550703-Guaraci Damasceno-195.42
691907-Edgar Carvalheiro-11872.94
243966-Feledcia Peassego-925.42
253172-Eurico Siqueira-13221.42
152014-Estanislau Beserra-2468.36
992475-Armanda Amorim-6673.38
520820-Domingos Pas-20099.22
795647-Rodolfo Paz-10945.86
269433-Guaraci Damasceno-4911.96
363277-Sofras Cuaresma-20988.93
917334-Telma Villalobos-13669.60
795633-Cleusa Goes-10721.68
809218-Moaci Mendoa-14494.12
999759-Sofras Cuaresma-11771.81
889152-Oliveira Senchez-6908.50
537143-Artur Grillo-7568.42
966355-Celeste Duarte-3958.79
120485-Quintiliano Sousa de Arronches-13436.75
899218-Telma Villalobos-11034.61
172965-Odete Vasques-6083.40
752102-Angilica Galante-19582.58
873645-Almerinda Palmeira-5975.70
289069-Antonio Castelo-6253.79
246636-Urbano Rodrigues-20803.79
862573-Urbano Rodrigues-4627.84
314400-Odete Vasques-5413.21
103814-Nuno Balsemeo-21432.88
331835-Melinda Roserio-19969.25
662564-Urbano Rodrigues-6073.40
189106-Angelica Aranha-4050.30
124629-Almerinda Palmeira-15787.82
536188-Dulce Froes-20006.55
115690-Dulce Froes-7104.61
623453-Telma Villalobos-20957.07
312650-Adelino Barra-10360.86
851646-Jussara Varanda-20734.01
749269-Basilio Pedroso-15800.21
42691-Artur Grillo-15658.69
494855-Domingos Pas-9780.48
440604-Melinda Roserio-3077.53
210510-Jorgina Bogalho-16538.78
270964-Silvio Mata-20884.14
384895-Tarrataca Soares-5360.46
910578-Regina Barcellos-5936.70
815068-Urbano Rodrigues-12909.82
503869-Armanda Amorim-11713.50
514124-Ubaldo Mainha-9916.16
844892-Armindo Castalo-11476.59
100306-Zungela Ipiranga-8356.70
212289-Tibefarcio Colao-11591.11
353805-Mercia Caeira-5788.37
276958-Domingos Pas-10531.08
888097-Sara Lameiras-10320.10
959938-Telma Villalobos-11409.20
255471-Zungela Ipiranga-13127.35
637267-Judite Damasceno-20102.39
936080-Romo Paranage-16272.70
288427-Heleedsa Marins-1596.31
993440-Polibe Olivares-17517.31
779091-Judite Damasceno-5684.60
801784-Ubaldo Mainha-13098.13
218851-Honorina Lira-12596.07
566481-Almor Caiado-2710.11
476716-Silvio Mata-12019.71
540307-Ermelinda Quintela-18532.27
102606-Letedcia Gago-11133.80
531613-Almerinda Palmeira-10558.33
92947-Tibefarcio Colao-11131.21
796597-Eurico Siqueira-7036.31
202825-Quintiliano Sousa de Arronches-8054.10
203179-Odete Vasques-17262.12
557226-Polibe Olivares-8249.47
535930-Quintino Alcantara-1900.30
524185-Carminda Morais-3575.07
432571-Romo Paranage-19210.47
592508-Micaela Chavez-18766.66
507866-Delfina Garcia de Gondim-13957.14
209120-Nuno Balsemeo-14698.07
541164-Joaquim Rufino-10991.20
120656-Danilo Olaio-11193.23
159885-Emedlia Silvera-5420.42
12657-Guida Juca-20935.99
988633-Feledcia Peassego-3846.52
492264-Honorina Lira-7421.76
450783-Cassandra Varejo-121.25
668717-Guida Juca-16547.17
266983-Tabalipa Duarte-12377.41
214363-Delfina Garcia de Gondim-3884.67
282934-Micaela Chavez-14140.08
498838-Rebeca Neto-17711.29
124816-Odilia Camello-20282.89
479004-Fulvio Villegas-13478.18
780252-Guaraci Damasceno-9893.23
111393-Silvio Mata-12238.15
949145-Ximena Castilho-11057.82
350165-Neeamia Arruda-3409.67
449765-Angelica Aranha-427.50
746854-Basilio Pedroso-12669.65
883434-Flamednia Leiria-8317.64
139752-Danilo Olaio-15882.63
718631-Taercio Mafra-469.04
855956-Cassandra Varejo-813.83
108953-Sara Lameiras-3691.63
13552-Leonidas Mafra-11002.75
93939-Cassandra Varejo-4847.40
299036-Zungela Ipiranga-4436.07
737705-Artur Grillo-7060.56
434164-Flor Portella-5203.20
597532-Anind Zarco-13562.03
768975-Manuel Capiperibe-178.59
101853-Elisa Themes-19195.78
723348-Anind Zarco-11609.50
678820-Emedlia Silvera-19830.59
956903-Anind Zarco-4755.89
566213-Daniel Vieyra-16756.83
957533-Lina Andrade-13004.98
832284-Lurdes Cotrim-10047.52
941098-Carminda Morais-20261.87
531042-Lina Andrade-4583.00
401402-Andreia Moita-20100.70
534665-Emiliana Foquio-20101.71
88350-Odete Vasques-3394.11
508759-Lurdes Cotrim-4930.90
92494-Aludsio Sosa-13130.47
983654-Esperada Cardoso-18756.13
98680-Anfnia Seixas-11390.87
820440-Tarrataca Soares-15919.19
115053-Elisa Themes-11293.76
729373-Anfnia Seixas-10184.24
63185-Armindo Castalo-20908.25
739891-Odete Vasques-16398.76
27177-Polibe Olivares-18599.65
264648-Almerinda Palmeira-6849.90
77609-Romo Paranage-6315.99
479614-Polibe Olivares-6525.82
80952-Almerinda Palmeira-12326.81
697013-Micaela Chavez-6680.18
65502-Delfim Higuera-18121.33
136935-Emedlia Silvera-8903.79
25197-Fulvio Villegas-14064.42
982910-Odilia Camello-12306.98
628281-Zungela Ipiranga-1352.42
684658-Tabalipa Duarte-14285.06
347212-Odete Vasques-6511.00
56494-Anfnia Seixas-4260.96
895070-Rebeca Neto-2816.93
820473-Telma Villalobos-15183.90
697690-Angelica Aranha-8459.72
435117-Ubaldo Mainha-2906.26
629204-Celeste Duarte-3106.51
648650-Tibofarcio Camacho-7686.34
60823-Ermelinda Quintela-15272.62
954074-Edgar Carvalheiro-7784.63
837162-Eurico Siqueira-11628.10
835285-Manuel Capiperibe-18458.67
899395-Tabalipa Duarte-4082.78
677226-Regina Barcellos-1366.15
472868-Oliveira Senchez-4753.13
401374-Letedcia Gago-4062.64
224821-Emedlio Pimentel-9478.93
6395-Quintiliano Sousa de Arronches-20435.42
485986-Guida Juca-10381.19
207123-Rodolfo Paz-19390.73
950807-Oliveira Carmona-11364.27
794647-Artur Grillo-14092.62
