608471-Domingos Pas-12400.86
997922-Tarrataca Soares-4852.79
282658-Clara Alcantara-16455.58
938129-Daniel Vieyra-1823.77
310762-Oliveira Carmona-11989.28
81054-Silvio Mata-2787.97
123221-Dulce Froes-1364.60
497494-Fulvio Villegas-15828.20
202160-Sofras Cuaresma-10081.38
921010-Fulvio Villegas-2622.55
544813-Anind Zarco-11479.20
347054-Augusta Paio-12569.17
898695-Quintino Alcantara-16702.00
244269-Odete Vasques-15016.55
840346-Sofras Cuaresma-13924.82
822921-Clarindo Areosa-7430.79
426507-Trajano Fagundes-10852.02
934890-Armindo Castalo-3302.16
133536-Antonio Castelo-16834.19
37373-Odilia Camello-7068.56
672118-Angilica Galante-6329.17
345878-Basilio Pedroso-477.80
298393-Sara Lameiras-13606.79
325623-Rebeca Neto-1374.40
729895-Filomena Barrios-9522.80
578232-Leonidas Mafra-20371.03
223808-Guida Juca-12240.46
812601-Elisa Themes-12719.81
254466-Domingos Pas-10216.31
834829-Ermelinda Quintela-18646.68
670202-Anfnia Seixas-9658.56
941562-Spnia ou Sonia Guerreiro-21362.02
130478-Armanda Amorim-15660.17
35961-Angelica Aranha-9008.59
112492-Gaudancio Fiees-3231.05
670834-Lina Andrade-10316.83
824745-Edgar Carvalheiro-11579.07
181093-Ubaldo Mainha-8382.36
753726-Taercio Mafra-16554.91
261156-Camila Gabeira-3228.42
140745-Lina Andrade-13975.12
937306-Edgar Carvalheiro-17324.54
514245-Henrique Bento-4371.00
770257-Tibofarcio Camacho-13291.37
465963-Dulce Froes-16152.49
958062-Honorina Lira-5404.36
69474-Edgar Carvalheiro-9952.61
743058-Armindo Castalo-19174.42
397354-Armindo Castalo-14897.12
682248-Flamednia Leiria-13954.90
667819-Delfim Higuera-1941.47
509831-Celeste Duarte-6660.84
554164-Ximena Castilho-7115.98
648266-Romo Paranage-16913.68
601409-Antonio Castelo-15953.51
659840-Oliveira Senchez-13758.25
918143-Emedlio Pimentel-9224.11
83775-Tibofarcio Camacho-14591.54
485689-Odilia Bello-21105.51
411054-Armindo Castalo-17507.50
661997-Adelina Quadros-969.34
941424-Taercio Mafra-2624.44
190897-Sofras Cuaresma-885.15
540894-Rodolfo Paz-11411.63
543728-Fulvio Villegas-262.81
311892-Clarindo Areosa-13619.41
999867-Oliveira Senchez-18848.59
981456-Esperada Cardoso-6054.59
405047-Judite Damasceno-5094.61
57071-Odete Vasques-11048.72
198684-Angilica Galante-5670.50
3337-Oliveira Senchez-2935.08
375631-Leonidas Mafra-20166.99
378868-Lina Andrade-18787.56
750601-Nuno Balsemeo-12088.16
473147-Celeste Duarte-16221.28
53622-Mercia Caeira-15116.44
528798-Tabalipa Duarte-18726.26
190788-Almor Caiado-3275.47
404242-Cassandra Varejo-5136.04
400466-Silvio Mata-16788.03
814573-Delfina Perdigon-18698.06
672748-Clara Alcantara-17526.98
561859-Lurdes Cotrim-20390.77
613819-Regina Barcellos-1253.44
946389-Tibefarcio Colao-19018.17
735762-Odete Vasques-1543.87
383729-Leonidas Mafra-1004.32
6770-Tibefarcio Colao-10516.23
90573-Heleedsa Marins-8235.44
562545-Esperada Cardoso-11669.44
568331-Branco Saraba-312.75
598413-Quintino Alcantara-19739.48
843687-Anind Zarco-6410.26
361400-Estanislau Beserra-14686.40
695280-Neeamia Arruda-1881.03
673572-Celeste Duarte-3088.38
812495-Cleusa Goes-15682.22
93505-Moaci Mendoa-2767.45
921649-Honorina Lira-12388.36
353998-Almerinda Palmeira-12643.98
105589-Rebeca Neto-9204.83
663406-Jonatas Felgueiras-5005.98
952136-Flor Portella-20214.41
317944-Zungela Ipiranga-9193.19
544135-Ubaldo Mainha-5505.31
587504-Angelica Aranha-3897.21
534378-Ubaldo Mainha-19485.33
397202-Andreia Moita-6571.43
399468-Feledcia Peassego-11380.65
461772-Celeste Duarte-17574.19
468226-Elisa Themes-20465.24
749757-Antonio Viegas-17277.04
495465-Danilo Olaio-4061.73
267209-Taercio Mafra-1210.07
195160-Flamednia Leiria-9975.51
225708-Basilio Pedroso-6426.55
94614-Emedlio Pimentel-13581.89
701961-Manuel Capiperibe-10971.03
54519-Telma Villalobos-9110.19
242860-Basilio Pedroso-16234.80
345881-Dulce Froes-1064.65
448267-Joaquim Rufino-6862.15
148429-Armindo Castalo-10417.10
290056-Carminda Morais-18139.78
783602-Lurdes Cotrim-1766.89
291645-Liana Cardim-6129.15
36813-Spnia ou Sonia Guerreiro-12840.09
315250-Neeamia Arruda-16107.11
253164-Carminda Morais-18697.66
255854-Taercio Mafra-11525.25
193670-Ubaldo Mainha-7233.87
688553-Jorgina Bogalho-15028.35
371205-Delfina Perdigon-18439.84
259171-Marilda Leio-16207.90
637690-Lurdes Cotrim-17525.74
567251-Augusta Paio-6423.82
668062-Sara Lameiras-8274.19
474501-Micaela Chavez-21087.34
383770-Moaci Mendoa-8485.04
311690-Rebeca Neto-3322.76
752736-Oliveira Carmona-1699.86
142431-Spnia ou Sonia Guerreiro-2606.74
263236-Quintino Alcantara-1845.62
94266-Delfina Perdigon-3478.21
419081-Sara Lameiras-8714.59
432842-Romo Paranage-6055.42
361257-Gaudancio Fiees-1927.27
815292-Lurdes Cotrim-9912.01
496910-Eurico Siqueira-19505.85
944276-Daniel Vieyra-18344.13
432956-Elisa Themes-1186.82
825182-Ubaldo Mainha-12048.25
52869-Moaci Mendoa-14840.88
780800-Jonatas Felgueiras-19981.82
299029-Emedlio Pimentel-2661.17
423864-Cassandra Varejo-7595.50
930598-Carminda Morais-19439.12
856045-Odete Vasques-8082.43
31806-Trajano Fagundes-11107.40
227398-Leonidas Mafra-4262.01
698675-Leonidas Mafra-20546.34
155661-Telma Villalobos-2769.75
770556-Antonio Viegas-8910.28
979974-Urbano Rodrigues-14458.09
494030-Marilda Leio-14146.24
466766-Odilia Bello-4025.65
498139-Telma Villalobos-11994.95
256210-Joaquim Rufino-3378.67
731833-Odilia Camello-20738.99
792426-Clara Alcantara-8136.43
782384-Rebeca Neto-11843.42
454443-Nuno Balsemeo-12084.97
467385-Quintino Alcantara-11467.84
84447-Estanislau Beserra-11837.64
883543-Delfina Perdigon-16672.58
316458-Emedlia Silvera-13212.42
299682-Tibefarcio Colao-7512.56
710824-Taercio Mafra-1500.28
365176-Judite Damasceno-5087.60
276001-Melinda Roserio-16305.53
871223-Zulmira Becerra-10548.51
132854-Flor Portella-10478.22
369724-Guaraci Damasceno-6668.06
151055-Oliveira Senchez-13958.90
741294-Romo Paranage-9382.90
472175-Liana Cardim-17076.07
767562-Oliveira Senchez-1684.23
558055-Andreia Moita-4121.34
732401-Basilio Pedroso-10994.99
806056-Andreia Moita-11937.75
39120-Rebeca Neto-11211.62
130270-Guida Juca-7888.12
718815-Angelica Aranha-4736.98
608014-Liana Cardim-10668.49
261489-Liana Cardim-18665.90
689623-Branco Saraba-21400.62
359182-Letedcia Gago-1423.46
801009-Celeste Duarte-13679.04
271314-Manuel Capiperibe-18596.37
18282-Jonatas Felgueiras-15439.59
317988-Daniel Vieyra-12345.14
