680016-Zungela Ipiranga-9364.18
332419-Edgar Carvalheiro-1477.52
311596-Joaquim Rufino-15068.35
823012-Celeste Duarte-19017.78
517253-Ermelinda Quintela-3591.56
143496-Artur Grillo-16573.59
655093-Fulvio Villegas-19962.31
540577-Almor Caiado-1611.24
45766-Odilia Bello-941.18
590131-Emedlio Pimentel-9622.36
993248-Zulmira Becerra-11321.98
654961-Romo Paranage-21395.30
604546-Aludsio Sosa-20683.58
638798-Carminda Morais-10786.98
303672-Silvio Mata-18852.15
721109-Manuel Capiperibe-19123.58
946475-Rodolfo Paz-16085.30
78172-Henrique Bento-4165.87
963376-Carminda Morais-7596.32
852600-Jussara Varanda-18182.23
328236-Guida Juca-19672.16
116087-Lina Andrade-183.87
139269-Neuza Francia-659.92
513673-Trajano Fagundes-17446.30
182392-Odete Vasques-924.51
523430-Fulvio Villegas-17561.72
223444-Armanda Amorim-4296.34
154225-Lurdes Cotrim-9467.13
725275-Clarindo Areosa-2351.92
414694-Neeamia Arruda-8440.45
856202-Marilda Leio-1718.90
495550-Carminda Morais-3630.06
181511-Cassandra Varejo-15651.45
742031-Odilia Bello-9901.75
124-Urbano Rodrigues-5398.74
505747-Romo Paranage-5733.97
369692-Flamednia Leiria-6006.21
279757-Polibe Olivares-4702.91
776518-Esperada Cardoso-3435.33
422093-Honorina Lira-3144.64
290263-Adelino Barra-13453.20
406978-Esperada Cardoso-2733.32
394497-Ximena Castilho-13855.13
373718-Delfina Perdigon-3077.72
499790-Andreia Moita-2662.88
592739-Melinda Roserio-9987.94
857321-Basilio Pedroso-1226.80
756364-Fulvio Villegas-13939.60
368040-Adelino Barra-9342.53
688430-Aludsio Sosa-16506.75
53782-Lurdes Cotrim-10664.81
825035-Neeamia Arruda-11488.88
85574-Estanislau Beserra-19162.83
7371-Feledcia Peassego-12871.73
620452-Cassandra Varejo-10061.89
107209-Zulmira Becerra-11657.82
991074-Neuza Francia-13746.39
495490-Urbano Rodrigues-20623.96
807387-Fulvio Villegas-20282.80
652040-Emedlio Pimentel-15074.85
960497-Taercio Mafra-13440.55
588958-Dulce Froes-17098.80
65679-Armindo Castalo-8204.82
55819-Branco Saraba-2410.05
334112-Antonio Castelo-9616.26
384332-Ximena Castilho-13747.33
744930-Almor Caiado-20537.24
785599-Oliveira Carmona-14517.36
302447-Ermelinda Quintela-390.60
71992-Domingos Pas-3067.12
32681-Antonio Viegas-4216.72
991127-Daniel Vieyra-17292.61
837958-Artur Grillo-2078.43
484023-Danilo Olaio-15378.99
303040-Filomena Barrios-17322.33
827504-Augusta Paio-10571.34
650153-Augusta Paio-5113.95
111956-Jonatas Felgueiras-2176.97
485630-Sofras Cuaresma-15700.00
655567-Judite Damasceno-12075.88
826550-Cassandra Varejo-7811.37
52360-Urbano Rodrigues-13571.28
674385-Joaquim Rufino-19369.66
294551-Rebeca Neto-1419.66
403877-Carminda Morais-15542.70
171871-Tibofarcio Camacho-7376.13
156686-Fulvio Villegas-10052.64
898453-Almor Caiado-15843.76
376310-Jussara Varanda-2423.77
430347-Aludsio Sosa-11550.33
679901-Emiliana Foquio-15348.60
118173-Flor Portella-5784.28
334121-Armanda Amorim-21431.03
877074-Almor Caiado-6069.14
351905-Emedlia Silvera-5058.34
60024-Oliveira Senchez-6540.06
418467-Basilio Pedroso-2786.79
655813-Moaci Mendoa-14335.77
106716-Gaudancio Fiees-12754.70
73623-Fulvio Villegas-19909.00
628528-Flamednia Leiria-17390.96
836814-Aludsio Sosa-9417.31
173258-Honorina Lira-13280.65
508522-Guida Juca-9584.58
293926-Oliveira Senchez-13708.10
865213-Odilia Bello-23.87
49889-Lina Andrade-578.05
14457-Henrique Bento-20484.61
870875-Jorgina Bogalho-18970.84
588421-Aludsio Sosa-11736.74
855367-Angilica Galante-10858.19
498262-Sidfnio Frois-2671.72
569466-Emiliana Foquio-748.62
776069-Leonidas Mafra-2983.70
379918-Estanislau Beserra-10796.64
333945-Fulvio Villegas-18255.29
293669-Carminda Morais-11260.96
932130-Letedcia Gago-21341.10
664132-Melinda Roserio-21389.81
865985-Taercio Mafra-13830.86
484389-Jonatas Felgueiras-10214.58
715597-Edgar Carvalheiro-4414.72
194133-Carminda Morais-2215.58
737767-Delfina Perdigon-3573.34
256277-Melinda Roserio-14557.14
585216-Micaela Chavez-18750.48
300962-Angilica Galante-1218.58
338333-Angilica Galante-7697.90
836790-Romo Paranage-9574.54
935754-Quintino Alcantara-19603.20
225200-Gaudancio Fiees-14743.21
333656-Oliveira Senchez-12385.53
614289-Clarindo Areosa-472.63
756708-Feledcia Peassego-13760.01
785789-Delfina Garcia de Gondim-18882.57
479106-Lurdes Cotrim-8073.59
218223-Marilda Leio-2831.76
53031-Ubaldo Mainha-3735.15
514338-Antonio Castelo-9793.51
989372-Armanda Amorim-18502.87
550202-Almor Caiado-20125.12
568548-Ubaldo Mainha-4043.62
575376-Cassandra Varejo-15879.77
140151-Melinda Roserio-13432.50
38944-Sofras Cuaresma-21160.36
651673-Clarindo Areosa-6910.31
344986-Oliveira Carmona-10412.49
379849-Liana Cardim-21453.02
721096-Silvio Mata-18423.33
516507-Mercia Caeira-1238.39
664771-Heleedsa Marins-5203.89
133927-Tabalipa Duarte-19059.57
155922-Augusta Paio-4270.49
957595-Jussara Varanda-6001.89
760359-Sofras Cuaresma-6352.28
336845-Cassandra Varejo-19878.80
272268-Dulce Froes-907.41
900294-Odilia Camello-15081.21
42905-Andreia Moita-5673.58
536891-Anfnia Seixas-3733.91
834359-Basilio Pedroso-7390.56
160508-Clarindo Areosa-9911.90
848996-Angelica Aranha-2208.62
30464-Eurico Siqueira-6228.20
977971-Odete Vasques-14255.80
960956-Oliveira Senchez-2224.33
491229-Micaela Chavez-21157.06
270660-Aludsio Sosa-9461.22
384986-Flamednia Leiria-13821.65
832191-Tarrataca Soares-1082.19
118001-Angilica Galante-11220.53
308969-Almor Caiado-21412.13
457292-Clara Alcantara-14225.79
171050-Emedlio Pimentel-5541.26
74042-Manuel Capiperibe-8791.04
205214-Edgar Carvalheiro-2185.81
732589-Clarindo Areosa-14110.72
1155-Anind Zarco-12028.59
907111-Henrique Bento-17392.44
171555-Sidfnio Frois-5675.93
827344-Quintiliano Sousa de Arronches-21067.11
55603-Dulce Froes-4345.36
473907-Elisa Themes-17519.93
754529-Zungela Ipiranga-436.81
371418-Tabalipa Duarte-2047.55
568580-Emiliana Foquio-7229.60
199212-Anfnia Seixas-14386.92
51935-Heleedsa Marins-2952.10
543395-Oliveira Carmona-9481.17
200146-Tibofarcio Camacho-18172.89
75430-Lurdes Cotrim-11286.32
519960-Adelina Quadros-17686.88
694243-Sara Lameiras-4336.78
963628-Basilio Pedroso-16394.33
358579-Tibefarcio Colao-17138.04
857067-Elisa Themes-20823.73
936402-Armanda Amorim-8200.88
604163-Zulmira Becerra-426.57
647364-Guida Juca-6962.00
934639-Joaquim Rufino-20154.00
330882-Adelino Barra-19609.92
437744-Angelica Aranha-16550.28
596896-Branco Saraba-10912.39
265632-Antonio Viegas-16922.03
98648-Celeste Duarte-18645.61
