300756-Anfnia Seixas-11645.22
248340-Judite Damasceno-19488.03
87463-Flor Portella-18261.25
927495-Almor Caiado-5697.51
594260-Odete Vasques-6919.56
628257-Artur Grillo-3133.37
527932-Moaci Mendoa-12953.88
14986-Guida Juca-20443.20
173276-Antonio Castelo-2977.04
115377-Manuel Capiperibe-19229.61
798760-Feledcia Peassego-17283.28
772158-Emedlia Silvera-11650.92
812064-Rebeca Neto-1486.96
575909-Flamednia Leiria-14206.24
139564-Tabalipa Duarte-2317.34
297988-Fulvio Villegas-10623.62
23602-Filomena Barrios-9184.07
28420-Sofras Cuaresma-5289.38
264169-Lina Andrade-14901.11
262332-Flor Portella-11887.43
330995-Trajano Fagundes-210.58
218888-Emedlia Silvera-14008.30
425875-Eurico Siqueira-17806.42
757755-Feledcia Peassego-11377.35
356650-Jorgina Bogalho-19598.74
911739-Oliveira Senchez-19901.72
803384-Domingos Pas-14877.12
599279-Oliveira Senchez-2182.57
231316-Flor Portella-19225.21
567428-Ubaldo Mainha-6133.00
380824-Angelica Aranha-3171.47
521717-Delfina Garcia de Gondim-15863.66
271153-Manuel Capiperibe-20747.92
232945-Anfnia Seixas-14610.66
301886-Cassandra Varejo-3149.39
621292-Cassandra Varejo-14758.51
819419-Clara Alcantara-9621.70
424201-Guida Juca-692.86
966976-Tibefarcio Colao-8415.17
137373-Odilia Bello-14290.85
50768-Guaraci Damasceno-16074.66
538627-Manuel Capiperibe-9575.04
856755-Jorgina Bogalho-6442.91
333569-Zungela Ipiranga-8165.24
544978-Guida Juca-7473.42
146898-Spnia ou Sonia Guerreiro-6684.80
953670-Marilda Leio-16422.99
472544-Camila Gabeira-2922.40
248293-Tarrataca Soares-14422.07
61437-Eurico Siqueira-1398.61
174309-Marilda Leio-18689.12
434256-Anind Zarco-2079.66
92870-Andreia Moita-8528.23
543324-Adelina Quadros-12891.57
59723-Romo Paranage-5072.18
31423-Angilica Galante-4668.81
370163-Aludsio Sosa-10108.35
879326-Almor Caiado-14793.08
674545-Domingos Pas-20905.56
503486-Domingos Pas-4721.34
417227-Henrique Bento-15323.08
312942-Zulmira Becerra-12932.59
712350-Adelina Quadros-13413.51
919308-Cleusa Goes-16038.95
650408-Daniel Vieyra-13944.71
723890-Quintiliano Sousa de Arronches-10280.19
793750-Joaquim Rufino-19803.89
163054-Carminda Morais-9187.84
288709-Dulce Froes-599.75
621339-Edgar Carvalheiro-2454.79
814669-Telma Villalobos-7568.96
952172-Anind Zarco-10542.09
539770-Urbano Rodrigues-20949.21
466922-Letedcia Gago-2283.57
550846-Fulvio Villegas-5660.07
852872-Jonatas Felgueiras-17077.31
552601-Sara Lameiras-270.41
87353-Tabalipa Duarte-14612.04
446024-Esperada Cardoso-20074.93
876907-Oliveira Carmona-9606.31
441439-Esperada Cardoso-6079.62
830281-Urbano Rodrigues-6709.14
477689-Aludsio Sosa-13574.54
992886-Celeste Duarte-13729.21
919195-Gaudancio Fiees-20064.71
832692-Armindo Castalo-16178.41
764800-Dulce Froes-6739.10
85683-Jussara Varanda-1855.13
223723-Tabalipa Duarte-16319.60
820761-Lurdes Cotrim-6613.53
896636-Jonatas Felgueiras-20407.94
384926-Oliveira Carmona-8601.41
82222-Antonio Castelo-5601.35
733578-Clara Alcantara-3346.44
225599-Rebeca Neto-17875.63
725045-Lurdes Cotrim-20183.96
988511-Flor Portella-20551.61
777042-Edgar Carvalheiro-17307.63
286397-Ximena Castilho-19639.87
805285-Nuno Balsemeo-6673.24
471399-Emiliana Foquio-2337.37
99407-Rebeca Neto-14201.22
641481-Camila Gabeira-9857.20
637392-Flamednia Leiria-10254.54
586766-Augusta Paio-17676.79
7746-Rebeca Neto-16309.21
785907-Tibefarcio Colao-1754.26
473851-Tibefarcio Colao-17232.03
191635-Augusta Paio-12930.05
868933-Joaquim Rufino-8923.27
899003-Daniel Vieyra-14817.98
755989-Cleusa Goes-15218.98
753820-Heleedsa Marins-16835.39
886539-Adelino Barra-11766.93
663382-Aludsio Sosa-13742.80
519898-Aludsio Sosa-21352.88
288777-Basilio Pedroso-7825.90
734821-Celeste Duarte-1375.80
460065-Cleusa Goes-3857.72
171881-Basilio Pedroso-10116.41
723733-Jussara Varanda-5290.56
528611-Jorgina Bogalho-9788.12
938735-Edgar Carvalheiro-10735.66
101737-Aludsio Sosa-13734.52
202138-Ubaldo Mainha-656.32
14594-Dulce Froes-10851.52
747798-Oliveira Senchez-79.57
422966-Celeste Duarte-10366.92
300788-Jussara Varanda-16071.52
700364-Nuno Balsemeo-15358.40
426980-Eurico Siqueira-14900.80
468387-Honorina Lira-17036.09
407640-Dulce Froes-14490.64
918924-Adelino Barra-17121.66
123281-Judite Damasceno-13708.84
607476-Letedcia Gago-454.15
411959-Esperada Cardoso-15141.63
806286-Eurico Siqueira-16575.86
780660-Liana Cardim-514.03
526715-Lina Andrade-1361.03
913386-Zulmira Becerra-6565.30
872378-Guaraci Damasceno-9469.99
159682-Sara Lameiras-3819.23
12765-Andreia Moita-6448.42
318166-Neuza Francia-7649.65
771973-Danilo Olaio-21165.72
377730-Emiliana Foquio-3925.01
940568-Anind Zarco-6703.07
195308-Odete Vasques-9400.88
118368-Ximena Castilho-15876.14
397980-Aludsio Sosa-14770.44
274230-Ximena Castilho-11374.33
759377-Emedlia Silvera-15475.93
341212-Fulvio Villegas-16336.05
88769-Emedlio Pimentel-6214.40
720538-Jussara Varanda-7242.12
283816-Elisa Themes-8795.90
10050-Henrique Bento-10955.30
838558-Oliveira Senchez-2612.42
70129-Neuza Francia-21313.60
405127-Zulmira Becerra-17992.74
786883-Angilica Galante-7550.65
167432-Henrique Bento-7023.41
470767-Leonidas Mafra-9426.82
615812-Elisa Themes-10407.71
242200-Regina Barcellos-2200.08
957407-Antonio Viegas-6732.92
173393-Letedcia Gago-17673.02
696443-Melinda Roserio-8646.56
307219-Tibofarcio Camacho-1642.43
565139-Henrique Bento-19496.48
867237-Estanislau Beserra-4349.51
118597-Anfnia Seixas-8621.19
962547-Estanislau Beserra-14655.90
928206-Tibofarcio Camacho-7427.22
333739-Rodolfo Paz-16059.64
467471-Spnia ou Sonia Guerreiro-18769.21
190782-Ubaldo Mainha-19480.95
960591-Manuel Capiperibe-3423.07
972207-Antonio Viegas-1471.31
343998-Ermelinda Quintela-8026.96
23000-Zungela Ipiranga-16385.63
767091-Feledcia Peassego-16446.82
852000-Almor Caiado-2211.61
135291-Quintino Alcantara-11490.89
189383-Andreia Moita-7549.39
251164-Estanislau Beserra-19104.07
120804-Augusta Paio-12001.14
291999-Esperada Cardoso-18670.74
636013-Regina Barcellos-20250.47
222975-Lurdes Cotrim-16579.07
974364-Dulce Froes-4174.46
677063-Zungela Ipiranga-12062.13
498505-Artur Grillo-4315.82
942160-Emedlia Silvera-11837.17
591138-Zungela Ipiranga-2084.23
720343-Romo Paranage-20206.74
287183-Joaquim Rufino-8513.11
465050-Armanda Amorim-6151.19
950388-Regina Barcellos-292.72
83120-Ximena Castilho-14054.95
395681-Augusta Paio-2509.86
304364-Clarindo Areosa-12956.63
895063-Emedlio Pimentel-11066.77
646677-Tabalipa Duarte-11496.20
3764-Oliveira Senchez-197.27
