815692-Emedlio Pimentel-16259.03
929888-Celeste Duarte-14499.86
409724-Neeamia Arruda-11064.28
407869-Neuza Francia-10129.42
582247-Celeste Duarte-3612.29
512462-Celeste Duarte-7544.88
450154-Lina Andrade-4716.82
60225-Taercio Mafra-9341.39
793350-Neuza Francia-18281.16
879810-Sidfnio Frois-2708.78
54061-Delfim Higuera-12522.95
843138-Odilia Bello-6147.41
147212-Quintino Alcantara-9591.51
418481-Elisa Themes-13955.59
874949-Domingos Pas-8716.57
319670-Filomena Barrios-2896.86
526744-Ubaldo Mainha-11491.36
442756-Andreia Moita-4527.13
698150-Clara Alcantara-500.22
702870-Estanislau Beserra-5859.02
134654-Jonatas Felgueiras-7779.56
256581-Micaela Chavez-4823.16
396805-Gaudancio Fiees-13624.63
448884-Guida Juca-1453.98
476069-Zulmira Becerra-597.89
215800-Lurdes Cotrim-506.25
959394-Dulce Froes-18351.52
385141-Danilo Olaio-18755.95
949947-Clarindo Areosa-8998.09
146669-Domingos Pas-12015.12
738061-Henrique Bento-20346.47
624269-Anind Zarco-19064.20
251535-Dulce Froes-1193.33
545933-Emiliana Foquio-20747.82
398982-Estanislau Beserra-1957.74
425632-Mercia Caeira-12859.90
621993-Telma Villalobos-18049.49
987276-Camila Gabeira-768.51
65354-Zungela Ipiranga-13308.01
649577-Zungela Ipiranga-9524.64
652459-Aludsio Sosa-13602.02
611709-Flamednia Leiria-16588.26
403170-Spnia ou Sonia Guerreiro-3155.94
657701-Mercia Caeira-4371.40
310135-Basilio Pedroso-12715.39
751775-Camila Gabeira-15429.65
334994-Artur Grillo-15411.03
70184-Honorina Lira-2676.07
916454-Tabalipa Duarte-3226.72
571954-Taercio Mafra-17563.21
255905-Armindo Castalo-8594.90
102961-Heleedsa Marins-5576.18
886056-Daniel Vieyra-13330.22
1995-Romo Paranage-2531.96
416014-Celeste Duarte-17585.06
87831-Flor Portella-16137.74
782301-Armanda Amorim-20171.09
426115-Letedcia Gago-5086.95
437118-Letedcia Gago-11116.12
248906-Silvio Mata-4307.00
524500-Oliveira Carmona-18149.56
518313-Cleusa Goes-8565.75
854615-Urbano Rodrigues-16094.61
784940-Neeamia Arruda-20454.63
855222-Domingos Pas-20918.79
980795-Branco Saraba-19444.84
587291-Zungela Ipiranga-7417.82
296703-Micaela Chavez-2887.25
612661-Sofras Cuaresma-6621.62
116870-Melinda Roserio-10454.11
942556-Guaraci Damasceno-2434.52
774882-Tibefarcio Colao-17639.70
225559-Gaudancio Fiees-8233.41
697755-Ubaldo Mainha-20321.26
881877-Leonidas Mafra-15324.97
88059-Andreia Moita-5959.95
68076-Joaquim Rufino-7655.82
673275-Mercia Caeira-14348.78
490192-Adelina Quadros-7240.08
918930-Tibofarcio Camacho-11031.24
47794-Sara Lameiras-335.83
649041-Feledcia Peassego-5223.58
825634-Armindo Castalo-9795.84
979980-Quintino Alcantara-5907.98
630427-Basilio Pedroso-17566.80
160285-Henrique Bento-19407.68
690090-Oliveira Carmona-6093.52
2143-Judite Damasceno-19270.26
555262-Ubaldo Mainha-21075.16
753862-Leonidas Mafra-1149.51
395905-Quintiliano Sousa de Arronches-6749.99
973189-Rebeca Neto-13076.48
36730-Tibofarcio Camacho-7219.90
957495-Liana Cardim-5274.86
4073-Jonatas Felgueiras-6221.17
580742-Armanda Amorim-9502.77
635592-Fulvio Villegas-13089.67
788618-Andreia Moita-2924.85
336525-Letedcia Gago-3370.41
891972-Eurico Siqueira-21047.95
571831-Basilio Pedroso-1987.07
835008-Silvio Mata-13046.80
972739-Telma Villalobos-7442.33
694231-Danilo Olaio-14881.91
729942-Feledcia Peassego-12737.11
445399-Telma Villalobos-16332.92
445011-Rodolfo Paz-10154.44
796856-Augusta Paio-1857.49
206913-Antonio Castelo-5790.85
132671-Celeste Duarte-7719.77
9411-Emedlio Pimentel-18675.49
401279-Trajano Fagundes-17519.00
440966-Rebeca Neto-9473.89
986808-Armindo Castalo-4336.00
18787-Celeste Duarte-8013.30
167328-Clara Alcantara-16597.75
109070-Neuza Francia-6547.37
17751-Edgar Carvalheiro-5430.50
411866-Celeste Duarte-11042.57
363029-Romo Paranage-1509.06
108750-Delfim Higuera-20929.15
77639-Edgar Carvalheiro-11628.33
726532-Polibe Olivares-8157.90
608511-Jonatas Felgueiras-17737.77
197425-Danilo Olaio-2693.12
13698-Guaraci Damasceno-12194.80
638072-Rebeca Neto-12795.89
706140-Cassandra Varejo-17586.06
522872-Delfim Higuera-8015.35
424793-Aludsio Sosa-8928.98
820228-Fulvio Villegas-19900.06
281007-Micaela Chavez-21440.84
642139-Jussara Varanda-5123.27
909067-Jorgina Bogalho-21339.35
776023-Estanislau Beserra-20546.49
489301-Jorgina Bogalho-15481.79
977948-Tarrataca Soares-1003.34
203328-Quintiliano Sousa de Arronches-8740.40
995000-Edgar Carvalheiro-19075.63
43527-Basilio Pedroso-16325.04
514284-Almerinda Palmeira-8208.40
900329-Delfina Garcia de Gondim-13401.21
635646-Ermelinda Quintela-6472.80
161201-Leonidas Mafra-18371.89
980154-Jonatas Felgueiras-10484.81
627645-Joaquim Rufino-12299.71
238298-Odilia Camello-18939.49
470240-Silvio Mata-15476.68
308517-Odete Vasques-7341.80
197701-Henrique Bento-5577.39
468117-Lurdes Cotrim-11692.54
777572-Delfim Higuera-3666.70
687352-Emedlio Pimentel-14603.06
923989-Armindo Castalo-9709.84
128700-Armindo Castalo-6724.80
982556-Moaci Mendoa-8341.08
531961-Neuza Francia-5278.62
898634-Zulmira Becerra-10333.33
337772-Elisa Themes-19616.41
339543-Ubaldo Mainha-19668.39
361446-Feledcia Peassego-19418.23
223707-Cassandra Varejo-17291.17
723687-Trajano Fagundes-13253.21
503523-Odete Vasques-12427.61
988636-Almor Caiado-14678.90
471401-Rodolfo Paz-19078.73
924768-Manuel Capiperibe-19634.04
843036-Domingos Pas-17348.20
945887-Neuza Francia-20961.57
228320-Anind Zarco-6600.13
250215-Branco Saraba-12063.75
42208-Henrique Bento-2611.15
504628-Emedlia Silvera-13118.38
789473-Armindo Castalo-7108.58
57944-Tibefarcio Colao-2953.63
322899-Oliveira Senchez-11138.35
695633-Odete Vasques-1012.76
930795-Jorgina Bogalho-12991.19
498625-Angilica Galante-19600.65
740346-Aludsio Sosa-6708.09
820954-Adelina Quadros-1365.76
757623-Almor Caiado-15266.18
811573-Fulvio Villegas-9126.39
702860-Antonio Viegas-19024.29
355473-Melinda Roserio-11720.03
414465-Odilia Bello-15413.26
862392-Guaraci Damasceno-16970.21
231215-Liana Cardim-194.69
935920-Antonio Viegas-18369.67
797927-Elisa Themes-5212.24
189484-Odete Vasques-1865.61
472036-Branco Saraba-6273.19
352939-Ubaldo Mainha-14251.30
588584-Gaudancio Fiees-17578.33
198846-Feledcia Peassego-7207.05
172363-Tabalipa Duarte-19291.20
980535-Mercia Caeira-8484.98
64482-Filomena Barrios-15897.29
783594-Taercio Mafra-15926.65
83756-Tibefarcio Colao-8059.80
193290-Urbano Rodrigues-20371.69
878761-Clarindo Areosa-501.58
698731-Oliveira Senchez-15485.10
