641113-Zungela Ipiranga-14377.14
152401-Armindo Castalo-5223.07
179017-Moaci Mendoa-13123.87
647740-Emedlio Pimentel-2411.71
111700-Armindo Castalo-12954.95
390075-Gaudancio Fiees-8178.93
315680-Liana Cardim-9719.28
580706-Lina Andrade-21344.54
790714-Joaquim Rufino-2863.14
912093-Estanislau Beserra-8116.91
541549-Leonidas Mafra-4224.85
63275-Romo Paranage-7676.37
210640-Delfina Garcia de Gondim-9978.16
941307-Melinda Roserio-5209.80
432343-Fulvio Villegas-16140.92
416908-Lurdes Cotrim-11379.98
109307-Romo Paranage-6438.30
260666-Anfnia Seixas-17804.11
530079-Angilica Galante-11337.18
138183-Trajano Fagundes-5981.47
337823-Zulmira Becerra-11496.88
703933-Jorgina Bogalho-15867.51
893668-Cleusa Goes-16549.62
954196-Eurico Siqueira-7624.20
702512-Andreia Moita-6503.68
461710-Guida Juca-16317.85
113523-Odilia Bello-1984.11
693106-Judite Damasceno-18776.71
759667-Almerinda Palmeira-7367.18
623374-Flor Portella-15958.56
694319-Emedlia Silvera-13627.10
249918-Judite Damasceno-10869.31
958923-Armindo Castalo-12908.24
967647-Rebeca Neto-11392.95
989240-Tibefarcio Colao-8735.14
102697-Lurdes Cotrim-17889.75
214445-Telma Villalobos-4086.05
672869-Ermelinda Quintela-19992.98
542323-Augusta Paio-1055.74
646226-Cleusa Goes-14561.98
413022-Lurdes Cotrim-4204.08
867910-Sara Lameiras-17156.58
74164-Celeste Duarte-18146.17
275129-Liana Cardim-17151.01
379408-Antonio Viegas-19380.91
368400-Clarindo Areosa-19501.93
659013-Lina Andrade-7419.24
360555-Judite Damasceno-11045.97
250044-Basilio Pedroso-5236.56
857559-Aludsio Sosa-1328.18
837636-Antonio Castelo-5302.31
44449-Tarrataca Soares-7180.99
181932-Tarrataca Soares-1356.90
143753-Ermelinda Quintela-4379.65
916812-Quintiliano Sousa de Arronches-2398.61
719975-Artur Grillo-1917.45
498598-Heleedsa Marins-19254.04
398910-Adelino Barra-13442.81
597665-Delfina Garcia de Gondim-3260.48
887233-Emiliana Foquio-17549.05
374637-Artur Grillo-7842.59
786900-Joaquim Rufino-9243.04
857589-Angelica Aranha-11144.86
61979-Tarrataca Soares-4981.46
884068-Edgar Carvalheiro-2145.79
313098-Delfim Higuera-11372.99
935412-Spnia ou Sonia Guerreiro-7603.14
998161-Jussara Varanda-16397.13
174214-Neuza Francia-14798.27
5895-Tibefarcio Colao-3862.30
655781-Joaquim Rufino-19626.05
536895-Armindo Castalo-1869.08
517147-Judite Damasceno-10697.66
703405-Adelina Quadros-21308.28
338094-Manuel Capiperibe-7902.28
349678-Guida Juca-11335.41
106557-Sidfnio Frois-8159.93
784096-Romo Paranage-5795.08
742852-Zulmira Becerra-15286.82
265572-Gaudancio Fiees-20396.88
693464-Sidfnio Frois-978.60
896868-Clara Alcantara-5283.97
403881-Adelino Barra-19019.14
912787-Lina Andrade-591.34
567339-Spnia ou Sonia Guerreiro-18804.72
800701-Armanda Amorim-11633.38
849201-Jorgina Bogalho-2469.61
695085-Jonatas Felgueiras-10567.45
286320-Danilo Olaio-6420.04
220570-Telma Villalobos-14762.69
868716-Emedlio Pimentel-10194.79
154452-Polibe Olivares-558.92
831974-Basilio Pedroso-16572.96
791576-Lina Andrade-4957.25
95236-Honorina Lira-13642.93
143375-Carminda Morais-1826.10
732739-Ximena Castilho-2354.59
315092-Clarindo Areosa-1356.71
921301-Adelino Barra-15229.57
209227-Almor Caiado-15821.77
701117-Neeamia Arruda-6995.62
52753-Jussara Varanda-8377.17
317382-Oliveira Carmona-360.65
495798-Regina Barcellos-15118.57
324110-Quintiliano Sousa de Arronches-9534.68
624061-Oliveira Senchez-12986.12
778033-Oliveira Senchez-15333.45
892582-Armindo Castalo-3261.76
268157-Clara Alcantara-4040.97
131258-Almerinda Palmeira-11483.07
296513-Zulmira Becerra-3035.24
941034-Zulmira Becerra-1150.93
478041-Odilia Camello-11114.10
827767-Cleusa Goes-8994.23
386647-Augusta Paio-16857.47
271076-Delfina Perdigon-10558.87
765403-Emiliana Foquio-1731.82
718831-Edgar Carvalheiro-14320.74
826444-Domingos Pas-15943.42
923618-Anind Zarco-13019.90
198220-Almor Caiado-20312.86
551670-Almor Caiado-5067.44
622069-Esperada Cardoso-10792.22
757742-Nuno Balsemeo-11110.50
266619-Micaela Chavez-10979.53
243934-Clara Alcantara-2567.40
349416-Marilda Leio-9175.05
799450-Estanislau Beserra-11682.24
941834-Odete Vasques-11445.67
181517-Manuel Capiperibe-2220.07
727725-Branco Saraba-21302.05
314280-Liana Cardim-11262.73
477583-Tarrataca Soares-1954.12
84073-Estanislau Beserra-15211.69
596844-Emedlia Silvera-1729.52
372709-Lina Andrade-13991.96
552083-Eurico Siqueira-560.62
912999-Zungela Ipiranga-19718.62
864390-Angelica Aranha-10303.20
158061-Dulce Froes-19305.01
957975-Delfina Perdigon-15257.45
560645-Zulmira Becerra-1195.76
907104-Spnia ou Sonia Guerreiro-21220.54
475393-Odete Vasques-546.54
609632-Oliveira Carmona-12592.51
212820-Melinda Roserio-9791.40
556032-Neeamia Arruda-2702.08
404672-Quintiliano Sousa de Arronches-14531.21
993923-Cassandra Varejo-16649.86
150229-Dulce Froes-3526.60
313560-Cassandra Varejo-9656.18
198490-Tabalipa Duarte-12401.79
873040-Tibefarcio Colao-16830.86
959279-Nuno Balsemeo-12260.78
731303-Flamednia Leiria-9802.04
455729-Danilo Olaio-20434.16
376493-Fulvio Villegas-3774.89
359363-Artur Grillo-11948.93
236492-Oliveira Carmona-13688.87
433364-Ubaldo Mainha-20440.38
131496-Tibofarcio Camacho-12948.67
607668-Sofras Cuaresma-12515.82
143456-Romo Paranage-8929.72
765501-Odilia Camello-4144.47
525171-Adelino Barra-13371.79
52014-Guida Juca-16866.34
235093-Delfina Garcia de Gondim-7145.27
110138-Rebeca Neto-6244.03
139204-Angelica Aranha-12406.39
153978-Lurdes Cotrim-14460.73
828873-Quintiliano Sousa de Arronches-10237.21
638217-Spnia ou Sonia Guerreiro-14993.28
626302-Ermelinda Quintela-8449.88
216584-Odete Vasques-11827.54
400810-Jussara Varanda-4197.95
788611-Celeste Duarte-19628.47
109159-Rodolfo Paz-3485.99
918487-Angilica Galante-1422.25
137619-Oliveira Carmona-6493.64
760477-Leonidas Mafra-13875.18
420938-Ermelinda Quintela-5618.64
465268-Ermelinda Quintela-12855.02
91955-Fulvio Villegas-5036.44
206745-Almerinda Palmeira-20468.61
285268-Romo Paranage-6987.78
26123-Delfina Garcia de Gondim-17345.67
434097-Neuza Francia-7551.92
369330-Ximena Castilho-2856.27
707537-Sara Lameiras-15207.65
201564-Urbano Rodrigues-15345.25
768422-Silvio Mata-2234.62
572311-Feledcia Peassego-10299.28
220900-Henrique Bento-9105.36
857645-Ubaldo Mainha-7582.59
764399-Almor Caiado-9875.44
949981-Celeste Duarte-7880.87
15462-Zungela Ipiranga-18465.21
679582-Branco Saraba-5824.07
568831-Andreia Moita-19151.14
822415-Carminda Morais-6428.32
110663-Oliveira Senchez-3591.17
262449-Guaraci Damasceno-20876.89
432342-Danilo Olaio-8854.26
246644-Jussara Varanda-18922.84
438291-Zungela Ipiranga-19960.48
408094-Odete Vasques-16165.15
