455967-Marilda Leio-3502.62
825285-Urbano Rodrigues-18996.66
307236-Aludsio Sosa-8356.74
237407-Anfnia Seixas-732.47
725834-Micaela Chavez-14993.39
956944-Cleusa Goes-18780.70
970-Elisa Themes-2683.29
367736-Polibe Olivares-14992.22
375820-Tibefarcio Colao-7616.86
404106-Oliveira Senchez-19989.25
76202-Delfina Garcia de Gondim-11949.68
164651-Delfim Higuera-4443.10
920247-Guaraci Damasceno-7776.17
512951-Manuel Capiperibe-8858.54
648961-Cleusa Goes-9245.80
771578-Tibofarcio Camacho-9735.37
351803-Sofras Cuaresma-6770.55
669988-Clarindo Areosa-17844.22
322164-Estanislau Beserra-8883.14
510008-Angilica Galante-8462.35
643383-Manuel Capiperibe-17293.11
45511-Judite Damasceno-18194.76
630338-Emiliana Foquio-20913.96
405337-Nuno Balsemeo-7274.25
911100-Trajano Fagundes-20670.74
788176-Angilica Galante-10443.62
734767-Flor Portella-10372.30
9953-Neeamia Arruda-13159.00
23228-Moaci Mendoa-287.39
722267-Nuno Balsemeo-3062.49
862674-Delfina Garcia de Gondim-17598.92
487588-Ermelinda Quintela-14794.54
422294-Taercio Mafra-13646.01
974029-Almerinda Palmeira-1035.22
896551-Clarindo Areosa-20644.34
399344-Clara Alcantara-1567.38
955704-Delfina Perdigon-5534.73
566600-Clarindo Areosa-13754.83
599769-Romo Paranage-19745.06
980087-Guida Juca-9647.45
78958-Henrique Bento-3451.24
5286-Marilda Leio-13106.11
440076-Camila Gabeira-105.50
270870-Antonio Castelo-15175.24
526972-Jonatas Felgueiras-2749.37
890047-Quintiliano Sousa de Arronches-15023.36
615321-Moaci Mendoa-18782.92
570950-Liana Cardim-20798.59
943274-Rodolfo Paz-17439.75
54456-Neeamia Arruda-17589.55
930856-Sidfnio Frois-8235.50
699506-Eurico Siqueira-6670.72
922269-Telma Villalobos-9615.12
778540-Celeste Duarte-16507.83
640951-Almor Caiado-13148.26
969660-Romo Paranage-20207.16
520137-Armindo Castalo-5178.48
59855-Urbano Rodrigues-21384.19
82415-Adelina Quadros-17558.78
127396-Tibefarcio Colao-15464.49
433417-Feledcia Peassego-18163.80
863154-Rodolfo Paz-305.96
904194-Fulvio Villegas-19635.18
11536-Dulce Froes-3898.13
642857-Feledcia Peassego-18554.54
211060-Gaudancio Fiees-19824.24
631843-Quintiliano Sousa de Arronches-9274.60
860908-Leonidas Mafra-13915.20
464857-Micaela Chavez-4551.19
559809-Delfina Garcia de Gondim-927.62
609501-Zungela Ipiranga-12691.96
725595-Quintiliano Sousa de Arronches-345.75
913376-Quintiliano Sousa de Arronches-19944.79
129274-Basilio Pedroso-7170.07
644157-Liana Cardim-20146.50
984999-Manuel Capiperibe-18673.78
558197-Almor Caiado-17775.26
979074-Honorina Lira-14759.03
334932-Artur Grillo-8948.84
85397-Daniel Vieyra-17784.44
801277-Andreia Moita-15905.70
897077-Eurico Siqueira-11548.12
105006-Cassandra Varejo-11382.42
830983-Ermelinda Quintela-3548.87
886252-Manuel Capiperibe-4555.31
911763-Adelina Quadros-6075.17
360826-Elisa Themes-6840.75
786281-Delfim Higuera-12030.54
247984-Quintiliano Sousa de Arronches-79.05
311998-Tarrataca Soares-10019.90
654775-Almor Caiado-14367.92
709732-Augusta Paio-9812.05
823672-Jonatas Felgueiras-18133.10
933493-Odete Vasques-16016.58
567082-Flor Portella-7360.60
367296-Augusta Paio-10719.72
545197-Emedlio Pimentel-2968.49
281682-Regina Barcellos-14856.35
921309-Anind Zarco-17348.83
445287-Sofras Cuaresma-14997.12
929776-Tabalipa Duarte-8728.83
500631-Odilia Bello-11235.92
399799-Marilda Leio-1389.33
540655-Ermelinda Quintela-20608.66
568827-Mercia Caeira-11639.49
128471-Anind Zarco-16103.17
720938-Delfina Garcia de Gondim-9723.78
388075-Regina Barcellos-10276.60
625307-Branco Saraba-11045.81
251215-Honorina Lira-20980.27
900252-Micaela Chavez-14914.73
824641-Liana Cardim-8754.90
470513-Quintiliano Sousa de Arronches-14048.89
459228-Feledcia Peassego-20704.30
589065-Esperada Cardoso-10795.15
295332-Edgar Carvalheiro-10351.60
489793-Clarindo Areosa-3973.97
533273-Heleedsa Marins-19977.86
212053-Edgar Carvalheiro-5969.27
806822-Judite Damasceno-4976.95
113226-Aludsio Sosa-5545.95
302391-Silvio Mata-569.36
600402-Carminda Morais-21334.06
830931-Anind Zarco-73.82
443824-Clarindo Areosa-17229.71
6163-Artur Grillo-15737.83
401595-Flamednia Leiria-6317.89
691671-Zungela Ipiranga-13413.22
641720-Manuel Capiperibe-8930.51
689404-Tibefarcio Colao-10218.58
763658-Danilo Olaio-10799.71
343314-Almerinda Palmeira-19402.73
412653-Flamednia Leiria-4313.90
371472-Armanda Amorim-9872.21
276780-Zungela Ipiranga-13736.65
213756-Carminda Morais-6071.87
310870-Emedlia Silvera-2981.05
321765-Odilia Camello-14187.97
118164-Neuza Francia-7019.55
358078-Elisa Themes-13996.44
292722-Quintiliano Sousa de Arronches-13149.24
822348-Liana Cardim-19392.68
804302-Guida Juca-20006.80
192745-Basilio Pedroso-7565.68
963258-Lina Andrade-2773.61
221257-Neuza Francia-16425.75
778428-Clarindo Areosa-15924.02
124564-Adelino Barra-5242.40
309289-Zungela Ipiranga-4358.75
544657-Jorgina Bogalho-19242.33
637490-Micaela Chavez-11920.42
733719-Flamednia Leiria-9413.81
103031-Oliveira Senchez-12291.85
862179-Dulce Froes-20413.78
842095-Mercia Caeira-12378.57
519307-Armanda Amorim-5415.95
867275-Danilo Olaio-15263.73
836650-Antonio Viegas-5290.14
602751-Letedcia Gago-10383.24
840002-Emedlia Silvera-17998.68
721455-Emiliana Foquio-16880.22
43472-Silvio Mata-17827.56
149368-Tarrataca Soares-18768.59
451795-Tarrataca Soares-2542.37
322226-Zungela Ipiranga-495.96
70145-Moaci Mendoa-4891.15
392957-Artur Grillo-324.99
117884-Danilo Olaio-11253.35
599394-Delfim Higuera-8914.54
472003-Ermelinda Quintela-328.11
577438-Telma Villalobos-20965.32
241125-Manuel Capiperibe-19550.92
285411-Micaela Chavez-15477.58
514600-Guaraci Damasceno-7277.26
154141-Polibe Olivares-2515.65
650940-Armanda Amorim-3966.35
258959-Polibe Olivares-6580.28
240273-Flamednia Leiria-4806.62
235800-Lurdes Cotrim-3887.78
71179-Elisa Themes-8182.50
291069-Armindo Castalo-15458.27
49311-Camila Gabeira-16160.68
563273-Filomena Barrios-19703.54
452338-Manuel Capiperibe-16903.85
95037-Liana Cardim-6700.55
817113-Almerinda Palmeira-1472.22
170577-Jussara Varanda-6634.81
506354-Tibofarcio Camacho-15977.21
693797-Oliveira Carmona-13314.74
852010-Lina Andrade-9030.61
820995-Emedlio Pimentel-21123.52
322209-Esperada Cardoso-2049.18
948179-Honorina Lira-12584.81
331921-Basilio Pedroso-7074.50
441583-Clarindo Areosa-9535.45
632095-Clarindo Areosa-20463.62
457249-Rodolfo Paz-1800.49
310004-Micaela Chavez-18295.55
824596-Adelino Barra-16777.65
633122-Branco Saraba-6161.34
691234-Jorgina Bogalho-8249.55
92722-Adelino Barra-1057.93
562360-Odilia Camello-4137.42
901911-Sidfnio Frois-11490.74
142328-Sara Lameiras-8920.31
954103-Flor Portella-20416.63
471826-Silvio Mata-6996.37
987160-Domingos Pas-18189.47
740377-Oliveira Senchez-15852.88
