217311-Eurico Siqueira-257.50
40170-Manuel Capiperibe-1008.94
321866-Rebeca Neto-16462.25
862407-Adelino Barra-16370.52
410090-Augusta Paio-17852.41
143951-Trajano Fagundes-18943.59
738116-Clara Alcantara-8590.20
16603-Ximena Castilho-7837.78
809558-Gaudancio Fiees-15237.87
324846-Zungela Ipiranga-2996.28
478783-Guaraci Damasceno-15689.51
589908-Micaela Chavez-10495.07
262470-Ximena Castilho-15898.29
181549-Leonidas Mafra-4742.08
222503-Oliveira Senchez-18846.18
108270-Delfim Higuera-18857.62
72263-Delfina Garcia de Gondim-3300.17
81485-Neeamia Arruda-4240.33
316735-Quintino Alcantara-9328.43
797081-Judite Damasceno-15561.68
366732-Jorgina Bogalho-6391.63
281031-Clarindo Areosa-8187.53
572896-Antonio Castelo-13050.15
121946-Angelica Aranha-9457.13
723304-Flor Portella-17759.36
82179-Elisa Themes-18990.44
315958-Estanislau Beserra-586.32
85839-Guaraci Damasceno-17857.14
117608-Moaci Mendoa-19340.31
969338-Dulce Froes-10433.44
933192-Rebeca Neto-18647.11
880597-Emedlio Pimentel-20259.92
819020-Artur Grillo-16280.81
619383-Filomena Barrios-1697.19
627742-Daniel Vieyra-14354.43
254186-Rebeca Neto-7680.41
675372-Urbano Rodrigues-618.73
113063-Henrique Bento-1759.59
583862-Eurico Siqueira-18940.77
897328-Antonio Castelo-2975.63
894659-Moaci Mendoa-21284.96
54639-Jorgina Bogalho-3658.93
483527-Tarrataca Soares-3542.28
927441-Nuno Balsemeo-15358.47
600636-Anind Zarco-899.92
725613-Danilo Olaio-487.62
894292-Judite Damasceno-11504.38
211640-Celeste Duarte-15775.51
242791-Guida Juca-17541.34
820831-Armindo Castalo-4655.48
259194-Clara Alcantara-14154.43
924612-Delfina Garcia de Gondim-9480.14
581766-Angilica Galante-20294.97
836255-Clara Alcantara-16699.41
326377-Quintino Alcantara-8150.58
259086-Odilia Camello-12407.84
232912-Tibefarcio Colao-5511.94
596518-Clara Alcantara-9524.06
403039-Mercia Caeira-20826.49
319139-Eurico Siqueira-15809.86
281452-Cleusa Goes-4907.61
772226-Adelina Quadros-6766.86
639354-Henrique Bento-20172.68
250914-Gaudancio Fiees-18456.21
226288-Domingos Pas-3314.63
676866-Polibe Olivares-10577.22
405892-Moaci Mendoa-4974.72
572384-Guida Juca-8600.68
805759-Clara Alcantara-1739.87
689878-Quintino Alcantara-3333.07
122070-Delfina Perdigon-16355.88
996994-Tibefarcio Colao-19143.60
401994-Odilia Camello-15355.16
820597-Lurdes Cotrim-8532.83
696595-Danilo Olaio-14035.09
630626-Domingos Pas-11287.03
864654-Fulvio Villegas-776.25
292972-Rebeca Neto-15481.97
127220-Almor Caiado-6755.19
642894-Mercia Caeira-13612.09
144473-Emiliana Foquio-19233.31
407502-Delfina Garcia de Gondim-16298.45
872946-Delfina Garcia de Gondim-14287.63
122571-Filomena Barrios-12021.00
992632-Urbano Rodrigues-4723.13
842210-Basilio Pedroso-544.60
414040-Rodolfo Paz-11893.25
457386-Romo Paranage-1331.34
85117-Taercio Mafra-21332.61
700272-Edgar Carvalheiro-6824.20
621991-Tibefarcio Colao-16565.65
131726-Zulmira Becerra-12514.89
34406-Zungela Ipiranga-1438.78
453034-Adelino Barra-3510.01
671228-Zungela Ipiranga-15709.93
915276-Oliveira Carmona-19878.36
862044-Jonatas Felgueiras-5117.66
433777-Anfnia Seixas-19352.23
202859-Emedlia Silvera-6758.25
7753-Jonatas Felgueiras-12025.25
538337-Adelino Barra-17011.47
400329-Adelino Barra-16597.95
139780-Gaudancio Fiees-8453.46
642331-Marilda Leio-7933.15
244933-Marilda Leio-2095.03
676884-Clara Alcantara-4974.18
568810-Danilo Olaio-6382.80
785366-Augusta Paio-7097.14
135876-Clara Alcantara-1124.33
780263-Adelino Barra-16694.41
328719-Clarindo Areosa-2994.96
474773-Cleusa Goes-734.12
109574-Domingos Pas-4735.52
622420-Oliveira Senchez-7811.94
135883-Guaraci Damasceno-509.56
158947-Urbano Rodrigues-9026.33
533821-Tarrataca Soares-12432.01
674547-Antonio Castelo-1145.03
554863-Trajano Fagundes-19446.39
776237-Rodolfo Paz-2769.36
522590-Angelica Aranha-887.81
932265-Armanda Amorim-8892.55
136989-Zungela Ipiranga-17823.65
203872-Branco Saraba-7645.04
585947-Cassandra Varejo-3341.56
987146-Liana Cardim-20623.15
290042-Jonatas Felgueiras-14943.65
389383-Odilia Bello-12895.56
202595-Basilio Pedroso-12356.27
965240-Cleusa Goes-20084.04
168721-Almor Caiado-5154.42
867727-Angilica Galante-6053.75
978940-Sofras Cuaresma-17905.12
158491-Sara Lameiras-6212.32
16008-Branco Saraba-383.34
345480-Henrique Bento-2513.21
307439-Letedcia Gago-17576.11
987047-Antonio Castelo-9005.17
169672-Edgar Carvalheiro-5372.36
507540-Telma Villalobos-7802.01
780916-Esperada Cardoso-11513.70
834871-Almor Caiado-19502.38
144178-Angelica Aranha-11027.33
851115-Sofras Cuaresma-12298.92
545399-Antonio Castelo-9654.24
911968-Sidfnio Frois-3602.86
593419-Honorina Lira-3171.09
672628-Adelino Barra-20790.96
307791-Zungela Ipiranga-14657.83
570123-Tarrataca Soares-4218.06
268565-Guida Juca-13715.87
409355-Spnia ou Sonia Guerreiro-1089.39
924758-Camila Gabeira-18180.83
468117-Tabalipa Duarte-18389.34
243302-Nuno Balsemeo-9359.96
352614-Edgar Carvalheiro-15909.08
783198-Sofras Cuaresma-15710.17
341449-Esperada Cardoso-2232.06
933102-Artur Grillo-9845.14
244401-Dulce Froes-7956.01
789642-Micaela Chavez-16648.69
188491-Clara Alcantara-19602.79
857730-Anfnia Seixas-1397.20
259949-Armanda Amorim-1411.88
69989-Moaci Mendoa-4384.31
303860-Ermelinda Quintela-10697.84
823392-Domingos Pas-1390.83
452378-Joaquim Rufino-15514.25
210568-Basilio Pedroso-19123.58
751282-Aludsio Sosa-17591.19
98414-Anind Zarco-18719.08
549231-Neuza Francia-12546.13
938605-Silvio Mata-18574.71
927066-Celeste Duarte-4882.47
849379-Leonidas Mafra-5243.17
283645-Manuel Capiperibe-7836.21
141834-Marilda Leio-16264.44
533717-Artur Grillo-12224.13
131921-Carminda Morais-16506.24
244237-Quintiliano Sousa de Arronches-818.91
957141-Quintino Alcantara-12329.90
55550-Nuno Balsemeo-330.55
465170-Fulvio Villegas-8859.94
78056-Cassandra Varejo-13149.21
878677-Elisa Themes-10112.87
626687-Angelica Aranha-9110.87
158349-Cleusa Goes-4577.45
773213-Odete Vasques-12222.79
329079-Emedlia Silvera-12804.10
242698-Elisa Themes-16166.55
307527-Ximena Castilho-8791.28
280506-Tibefarcio Colao-7327.00
382828-Tibefarcio Colao-9901.65
472225-Antonio Viegas-17912.43
808646-Anind Zarco-11296.38
462079-Jussara Varanda-15912.65
252738-Emedlio Pimentel-20984.23
4014-Spnia ou Sonia Guerreiro-6427.13
168285-Angelica Aranha-9230.42
956120-Augusta Paio-5568.01
151505-Moaci Mendoa-13031.09
336502-Nuno Balsemeo-7389.05
93046-Trajano Fagundes-1188.05
