608256-Letedcia Gago-3847.50
165616-Oliveira Carmona-18104.47
375291-Antonio Castelo-5082.95
411815-Armindo Castalo-20127.11
29886-Guida Juca-7317.65
756982-Zulmira Becerra-7379.22
131007-Clarindo Areosa-1733.11
258907-Ximena Castilho-5340.36
860539-Almor Caiado-8504.11
895481-Edgar Carvalheiro-12206.26
918142-Armanda Amorim-11951.64
927895-Camila Gabeira-13973.30
784470-Eurico Siqueira-17977.05
394781-Odilia Bello-13376.33
551994-Mercia Caeira-20916.63
173294-Odilia Bello-3279.37
61944-Armindo Castalo-16520.68
949167-Henrique Bento-7138.43
947265-Clara Alcantara-1152.20
713268-Tibofarcio Camacho-12001.15
615153-Augusta Paio-1625.50
812165-Almor Caiado-12944.78
489136-Emiliana Foquio-9397.78
460828-Edgar Carvalheiro-5946.90
659852-Branco Saraba-2877.58
624219-Sidfnio Frois-16789.31
510391-Antonio Viegas-17139.93
223556-Flamednia Leiria-504.59
456706-Mercia Caeira-17324.06
133780-Cleusa Goes-13136.36
920671-Clarindo Areosa-18122.51
904538-Branco Saraba-17295.79
701941-Silvio Mata-7285.85
237227-Emedlia Silvera-14650.46
922212-Dulce Froes-16567.05
270429-Oliveira Carmona-20353.29
71565-Lurdes Cotrim-11913.56
940275-Augusta Paio-14455.80
651818-Spnia ou Sonia Guerreiro-11845.53
99437-Delfim Higuera-12586.87
662261-Odilia Bello-7411.24
291136-Emiliana Foquio-8270.28
397605-Elisa Themes-7662.47
282491-Antonio Castelo-2090.00
373279-Filomena Barrios-4929.22
705610-Trajano Fagundes-15621.93
1836-Emedlia Silvera-15972.64
291197-Sofras Cuaresma-1027.21
555565-Filomena Barrios-20873.73
225852-Edgar Carvalheiro-12239.89
531679-Trajano Fagundes-8601.67
120903-Flor Portella-11584.58
805689-Ermelinda Quintela-12658.56
558822-Antonio Viegas-21221.38
390186-Taercio Mafra-270.28
926928-Lina Andrade-17107.34
309621-Telma Villalobos-2622.52
565008-Urbano Rodrigues-16905.43
400294-Odete Vasques-17510.99
304888-Emedlio Pimentel-288.41
412572-Lurdes Cotrim-21323.72
644017-Clarindo Areosa-12840.10
903762-Filomena Barrios-13608.16
926451-Joaquim Rufino-9438.91
432961-Filomena Barrios-14982.81
378208-Taercio Mafra-3857.24
32620-Romo Paranage-17890.34
951410-Cassandra Varejo-4571.15
107558-Clarindo Areosa-21305.15
636530-Quintino Alcantara-15513.37
670466-Melinda Roserio-21257.49
387979-Jorgina Bogalho-2999.10
563854-Sidfnio Frois-11958.13
595696-Ermelinda Quintela-12847.40
798701-Delfina Garcia de Gondim-7756.89
513443-Guaraci Damasceno-1615.84
994589-Eurico Siqueira-10046.16
211271-Filomena Barrios-6070.84
487392-Tarrataca Soares-12191.92
378515-Quintiliano Sousa de Arronches-6333.45
110494-Esperada Cardoso-735.31
731358-Basilio Pedroso-3999.19
878364-Anind Zarco-6234.83
840848-Zungela Ipiranga-20100.79
210337-Jonatas Felgueiras-2393.94
377017-Celeste Duarte-17809.07
751464-Angelica Aranha-19029.02
192357-Judite Damasceno-8676.30
231999-Armanda Amorim-3656.33
819740-Adelina Quadros-5.28
744118-Angelica Aranha-19486.39
450408-Tibofarcio Camacho-18998.86
549924-Sara Lameiras-11382.81
979132-Odilia Bello-10246.38
664483-Lurdes Cotrim-3553.65
38940-Gaudancio Fiees-6287.42
997061-Mercia Caeira-830.10
87820-Melinda Roserio-5072.02
262626-Jorgina Bogalho-2109.51
629038-Antonio Viegas-13247.70
856290-Armanda Amorim-11050.31
98496-Daniel Vieyra-16774.81
776339-Almerinda Palmeira-11945.47
453675-Dulce Froes-8520.43
209847-Ximena Castilho-19347.07
359908-Regina Barcellos-9232.63
933654-Regina Barcellos-1267.76
925674-Tabalipa Duarte-5498.64
547238-Urbano Rodrigues-6521.27
318444-Flor Portella-16527.56
617806-Artur Grillo-20376.12
555818-Tibefarcio Colao-18802.27
896544-Taercio Mafra-15805.19
34698-Edgar Carvalheiro-17619.73
327482-Adelino Barra-1396.99
468879-Augusta Paio-12480.59
868612-Telma Villalobos-4255.09
278144-Sofras Cuaresma-17224.35
889832-Leonidas Mafra-17114.98
452028-Branco Saraba-7583.33
300824-Camila Gabeira-10109.51
180338-Mercia Caeira-1230.23
57330-Angilica Galante-21419.20
998076-Clarindo Areosa-17634.71
981708-Sofras Cuaresma-123.15
189062-Jonatas Felgueiras-15387.83
659077-Silvio Mata-5291.68
421519-Ermelinda Quintela-13614.47
47856-Dulce Froes-2478.53
800714-Neeamia Arruda-16943.05
309131-Micaela Chavez-5831.22
462101-Regina Barcellos-1668.19
358120-Telma Villalobos-21228.76
773527-Honorina Lira-12033.90
678350-Taercio Mafra-4078.89
282436-Neeamia Arruda-16710.78
462044-Jussara Varanda-16212.53
150830-Silvio Mata-3851.91
790820-Jorgina Bogalho-6602.39
445603-Urbano Rodrigues-9510.39
433625-Neuza Francia-7628.65
372690-Rebeca Neto-21333.27
851322-Odilia Bello-5002.02
249713-Feledcia Peassego-17389.75
635264-Odete Vasques-11691.70
851811-Augusta Paio-10779.69
851880-Tabalipa Duarte-5659.47
20435-Regina Barcellos-586.14
151973-Delfina Garcia de Gondim-12784.05
136326-Filomena Barrios-16418.51
941875-Spnia ou Sonia Guerreiro-19072.84
869443-Sofras Cuaresma-9381.73
615722-Almor Caiado-10050.25
754394-Adelino Barra-21022.74
799888-Adelino Barra-16984.26
733911-Ermelinda Quintela-19532.78
745527-Celeste Duarte-1106.46
42867-Emedlio Pimentel-9946.66
14748-Odete Vasques-16718.18
741728-Manuel Capiperibe-2424.71
24523-Quintiliano Sousa de Arronches-5484.13
655910-Sara Lameiras-10252.82
647048-Melinda Roserio-18398.98
839703-Letedcia Gago-8201.69
523756-Mercia Caeira-13169.69
377557-Emedlio Pimentel-15907.03
716246-Ermelinda Quintela-11649.64
1868-Danilo Olaio-16610.07
901604-Tabalipa Duarte-13165.38
722628-Polibe Olivares-7917.96
394190-Eurico Siqueira-10378.21
866267-Zungela Ipiranga-6699.93
27903-Delfina Garcia de Gondim-18216.40
214067-Jonatas Felgueiras-6979.96
707176-Cassandra Varejo-11855.20
626144-Guida Juca-1584.14
339132-Judite Damasceno-8421.30
698022-Polibe Olivares-16551.32
723248-Henrique Bento-5085.50
83136-Jorgina Bogalho-8282.73
430364-Domingos Pas-21086.67
674104-Camila Gabeira-19620.50
716503-Angelica Aranha-13265.94
173284-Zulmira Becerra-12073.24
798840-Zulmira Becerra-15590.31
909413-Jussara Varanda-19326.58
238913-Liana Cardim-21339.97
532867-Sara Lameiras-1262.11
350496-Armanda Amorim-11989.34
222898-Cassandra Varejo-5815.34
891803-Carminda Morais-6639.64
381734-Ermelinda Quintela-19946.38
381304-Leonidas Mafra-13038.71
21211-Henrique Bento-4315.61
173861-Camila Gabeira-1978.76
363011-Dulce Froes-19197.85
449866-Polibe Olivares-7455.41
183378-Flamednia Leiria-21350.74
565413-Leonidas Mafra-13069.40
497577-Lurdes Cotrim-17251.63
702498-Regina Barcellos-20340.55
607069-Aludsio Sosa-11239.53
561206-Edgar Carvalheiro-18123.34
625516-Ubaldo Mainha-16258.72
14066-Almor Caiado-12625.62
950384-Odilia Bello-19079.25
