313659-Quintino Alcantara-4670.21
438405-Estanislau Beserra-1269.30
669083-Melinda Roserio-11978.74
380832-Quintiliano Sousa de Arronches-10122.72
194259-Quintiliano Sousa de Arronches-6098.77
259423-Dulce Froes-6612.23
255758-Jorgina Bogalho-11052.86
267998-Antonio Viegas-10985.15
246288-Sara Lameiras-14908.79
635342-Eurico Siqueira-16300.44
633156-Henrique Bento-1837.29
331501-Feledcia Peassego-2801.67
907640-Oliveira Senchez-4008.36
370057-Tibefarcio Colao-18902.17
682534-Anind Zarco-11979.27
307764-Zulmira Becerra-11527.03
83895-Camila Gabeira-6224.75
367348-Heleedsa Marins-18397.43
705011-Quintiliano Sousa de Arronches-16235.06
800494-Manuel Capiperibe-3676.58
524686-Angilica Galante-19852.91
257536-Letedcia Gago-8861.39
436329-Tibofarcio Camacho-20260.46
5656-Anind Zarco-9689.33
847400-Sofras Cuaresma-21266.15
566508-Tabalipa Duarte-74.39
25358-Henrique Bento-17285.23
769876-Manuel Capiperibe-13194.07
29426-Artur Grillo-1526.28
684103-Anind Zarco-20274.29
899265-Antonio Viegas-174.70
359324-Armindo Castalo-19937.28
469981-Anfnia Seixas-16406.80
416672-Artur Grillo-1562.02
96581-Judite Damasceno-7000.50
220318-Letedcia Gago-17346.16
563658-Jonatas Felgueiras-17736.41
866008-Angilica Galante-19224.11
944422-Neeamia Arruda-11319.57
528836-Quintiliano Sousa de Arronches-8931.58
287296-Odete Vasques-6885.73
336606-Jorgina Bogalho-7019.32
40972-Basilio Pedroso-12134.02
308033-Emedlia Silvera-4763.35
507848-Judite Damasceno-3809.48
839302-Elisa Themes-21251.69
610159-Nuno Balsemeo-4192.49
420667-Sidfnio Frois-1806.31
154526-Cleusa Goes-11015.75
516747-Odete Vasques-5106.21
307824-Sara Lameiras-9229.08
85147-Carminda Morais-287.61
589900-Tarrataca Soares-8618.02
807468-Dulce Froes-11531.10
710803-Angelica Aranha-18716.18
180009-Honorina Lira-8489.73
265242-Judite Damasceno-2401.00
24565-Nuno Balsemeo-17735.21
195149-Letedcia Gago-3261.91
839126-Edgar Carvalheiro-3457.08
640597-Jussara Varanda-17120.16
15181-Sofras Cuaresma-1476.18
838552-Spnia ou Sonia Guerreiro-19412.07
580693-Oliveira Senchez-1435.31
141924-Antonio Viegas-13532.42
167882-Guida Juca-19754.22
878885-Ximena Castilho-15972.04
838592-Micaela Chavez-19922.28
429362-Lina Andrade-7879.40
111971-Almor Caiado-12637.79
898903-Clara Alcantara-179.36
626511-Tabalipa Duarte-20339.51
598696-Angilica Galante-15713.06
889136-Ubaldo Mainha-19908.87
289511-Esperada Cardoso-16215.45
824021-Telma Villalobos-8442.29
331969-Sofras Cuaresma-17841.08
456218-Ximena Castilho-5654.63
101084-Antonio Castelo-16638.92
453796-Zulmira Becerra-18860.04
514751-Emedlia Silvera-17424.20
591773-Andreia Moita-85.62
802714-Regina Barcellos-10081.61
221121-Guida Juca-13080.50
687168-Tibefarcio Colao-20613.40
395306-Carminda Morais-8446.80
41897-Sidfnio Frois-6545.28
408534-Eurico Siqueira-17309.85
519784-Antonio Castelo-15526.02
570795-Judite Damasceno-4455.72
917045-Joaquim Rufino-9030.87
199133-Lurdes Cotrim-3421.95
432238-Moaci Mendoa-10579.98
3970-Lina Andrade-6967.35
462318-Melinda Roserio-15494.22
981911-Telma Villalobos-6743.34
246982-Esperada Cardoso-468.92
620066-Jonatas Felgueiras-12643.01
972459-Antonio Viegas-20238.21
217170-Lina Andrade-9659.08
982524-Manuel Capiperibe-15018.25
683776-Filomena Barrios-15020.24
947437-Sara Lameiras-8529.73
888556-Zulmira Becerra-11259.77
879916-Emiliana Foquio-169.55
727380-Polibe Olivares-12949.37
771323-Mercia Caeira-15091.84
827361-Flor Portella-2963.21
900769-Angelica Aranha-3692.93
576279-Manuel Capiperibe-12445.10
340391-Basilio Pedroso-5130.09
191506-Almor Caiado-20646.93
237748-Delfina Perdigon-16131.57
798183-Quintiliano Sousa de Arronches-1665.62
577582-Flamednia Leiria-11804.42
812168-Celeste Duarte-2736.85
380896-Elisa Themes-4384.57
842015-Antonio Castelo-1818.00
120411-Heleedsa Marins-12347.01
219517-Anfnia Seixas-8547.94
742832-Trajano Fagundes-16351.34
607400-Angelica Aranha-1838.42
496004-Anfnia Seixas-11380.80
873585-Mercia Caeira-12608.78
227762-Taercio Mafra-12489.72
53557-Adelino Barra-5043.00
816530-Dulce Froes-18486.81
763663-Oliveira Carmona-10340.40
547727-Esperada Cardoso-14721.60
624828-Rodolfo Paz-8918.96
212137-Mercia Caeira-2591.55
324882-Lina Andrade-10757.62
646841-Adelina Quadros-5487.75
125450-Polibe Olivares-16786.48
681969-Silvio Mata-12963.92
679963-Melinda Roserio-15664.46
363164-Telma Villalobos-16362.62
502895-Dulce Froes-8675.43
959221-Emedlio Pimentel-17040.90
116559-Leonidas Mafra-2202.31
67540-Melinda Roserio-19554.44
185260-Clara Alcantara-9802.85
628520-Sofras Cuaresma-15069.32
667772-Sidfnio Frois-8535.74
584849-Gaudancio Fiees-13342.55
990035-Branco Saraba-19819.35
211852-Camila Gabeira-9228.15
114842-Sara Lameiras-7428.34
57374-Delfim Higuera-16237.93
676210-Zungela Ipiranga-5054.26
707220-Lina Andrade-3900.10
893236-Jonatas Felgueiras-7651.95
841658-Eurico Siqueira-18148.24
81195-Rebeca Neto-3820.08
969080-Emedlia Silvera-20225.93
765778-Angelica Aranha-15430.99
524847-Taercio Mafra-15953.11
546465-Quintino Alcantara-18804.26
627001-Emedlia Silvera-12850.00
314180-Honorina Lira-12811.92
232832-Lina Andrade-6134.16
595092-Rodolfo Paz-16883.09
758548-Nuno Balsemeo-12866.67
370041-Emedlio Pimentel-21047.48
555020-Henrique Bento-15262.34
511807-Adelina Quadros-8475.16
920365-Judite Damasceno-16350.41
143860-Honorina Lira-12301.04
717890-Celeste Duarte-5002.47
85325-Angelica Aranha-11495.61
879076-Antonio Viegas-12507.94
199389-Almor Caiado-6119.05
715170-Angelica Aranha-2131.80
571293-Aludsio Sosa-15615.50
435529-Sara Lameiras-12156.22
409079-Flamednia Leiria-5096.50
998332-Honorina Lira-14255.70
898786-Cleusa Goes-5912.30
257989-Henrique Bento-8969.48
616963-Anind Zarco-18190.34
168269-Guaraci Damasceno-17154.29
651831-Romo Paranage-9761.45
960886-Micaela Chavez-3663.76
937092-Filomena Barrios-17009.48
177997-Esperada Cardoso-10669.00
169032-Taercio Mafra-4868.25
675975-Mercia Caeira-15038.23
256378-Adelina Quadros-14182.38
424002-Oliveira Senchez-21104.96
354904-Oliveira Senchez-5706.30
363265-Honorina Lira-2273.14
649212-Celeste Duarte-16939.66
873246-Lurdes Cotrim-2164.43
761211-Gaudancio Fiees-13763.81
715853-Lina Andrade-8360.75
808544-Letedcia Gago-1217.60
551090-Emedlia Silvera-809.53
863857-Almor Caiado-2012.09
923409-Lina Andrade-17126.33
447636-Rodolfo Paz-8205.04
5511-Clara Alcantara-8218.67
508814-Guaraci Damasceno-8200.33
156935-Liana Cardim-14269.06
697748-Augusta Paio-7081.84
186194-Neuza Francia-2254.16
90506-Andreia Moita-11942.25
