266620-Neeamia Arruda-16114.45
875630-Melinda Roserio-2865.22
619425-Manuel Capiperibe-4059.89
251506-Cassandra Varejo-12741.52
438281-Antonio Viegas-9865.33
897876-Heleedsa Marins-19086.28
710188-Tarrataca Soares-9456.51
979815-Basilio Pedroso-5419.93
899530-Celeste Duarte-14009.33
692358-Danilo Olaio-20159.46
36517-Ermelinda Quintela-4543.26
734394-Lurdes Cotrim-13642.02
803058-Almor Caiado-13563.38
806072-Tarrataca Soares-10501.06
139392-Melinda Roserio-820.60
645254-Dulce Froes-4859.58
100155-Almor Caiado-9276.68
212144-Leonidas Mafra-10216.48
828012-Sofras Cuaresma-15035.48
703034-Mercia Caeira-11737.56
708512-Almerinda Palmeira-19887.93
424401-Cassandra Varejo-5650.44
662362-Augusta Paio-4273.63
405817-Basilio Pedroso-16181.69
301759-Honorina Lira-11648.25
730923-Manuel Capiperibe-20954.70
304354-Armindo Castalo-1000.87
45310-Delfim Higuera-21132.99
779720-Cleusa Goes-6476.43
447305-Quintino Alcantara-5848.63
93724-Almerinda Palmeira-2370.87
66478-Odilia Camello-19835.12
241198-Almerinda Palmeira-18156.90
270013-Jussara Varanda-1396.13
920782-Adelino Barra-3769.14
115433-Judite Damasceno-13666.45
784548-Manuel Capiperibe-7224.66
121961-Moaci Mendoa-15375.11
623841-Sara Lameiras-588.07
673365-Esperada Cardoso-19822.55
995595-Andreia Moita-7338.65
627050-Daniel Vieyra-10629.31
302123-Liana Cardim-386.89
340225-Antonio Castelo-11649.59
63780-Celeste Duarte-11968.80
128534-Jussara Varanda-2165.11
663388-Guida Juca-8572.96
801202-Zulmira Becerra-18994.18
754120-Odilia Camello-695.58
833804-Adelina Quadros-11662.31
808694-Jonatas Felgueiras-20682.27
354600-Esperada Cardoso-4693.70
928625-Nuno Balsemeo-12296.73
709485-Neuza Francia-4815.29
102996-Urbano Rodrigues-19905.93
927269-Antonio Viegas-4792.38
396877-Clarindo Areosa-1904.18
332525-Zulmira Becerra-12242.19
295875-Artur Grillo-13989.73
66648-Ubaldo Mainha-13623.23
608501-Cleusa Goes-16991.32
15157-Judite Damasceno-4990.03
869447-Jonatas Felgueiras-18929.31
412569-Emiliana Foquio-12541.57
914538-Fulvio Villegas-8697.76
812486-Telma Villalobos-11167.04
221848-Delfim Higuera-12141.01
927172-Artur Grillo-18844.33
566770-Oliveira Carmona-3702.45
280837-Ermelinda Quintela-10253.12
226384-Guaraci Damasceno-15369.21
399008-Letedcia Gago-4914.52
458463-Fulvio Villegas-10993.21
706871-Neeamia Arruda-12517.34
484457-Telma Villalobos-21136.49
371355-Edgar Carvalheiro-5869.77
496097-Zungela Ipiranga-11831.99
38425-Flamednia Leiria-4646.43
799539-Manuel Capiperibe-3307.26
566265-Romo Paranage-8510.07
139703-Almor Caiado-10442.33
877602-Rodolfo Paz-8311.49
618212-Angelica Aranha-6811.23
806509-Jorgina Bogalho-18238.30
151978-Ermelinda Quintela-4458.31
790320-Anind Zarco-6852.02
648804-Regina Barcellos-8736.99
91603-Clarindo Areosa-12017.37
298-Tarrataca Soares-7460.53
154413-Flor Portella-9056.19
136947-Edgar Carvalheiro-8952.75
40051-Regina Barcellos-2666.69
395232-Ubaldo Mainha-16662.87
588291-Rodolfo Paz-5446.10
515444-Cleusa Goes-3032.78
123933-Clarindo Areosa-18120.69
709894-Odete Vasques-18927.18
495174-Tibefarcio Colao-17593.26
923297-Aludsio Sosa-11488.42
593739-Emiliana Foquio-4315.13
270983-Mercia Caeira-6326.50
697767-Jussara Varanda-11416.90
273099-Angelica Aranha-3026.02
971794-Mercia Caeira-13621.90
17075-Antonio Viegas-12772.22
893400-Celeste Duarte-138.62
488475-Tarrataca Soares-3065.72
782046-Armindo Castalo-11910.67
812538-Spnia ou Sonia Guerreiro-9845.07
412194-Oliveira Carmona-176.17
147281-Anind Zarco-12888.88
641148-Gaudancio Fiees-15475.86
320455-Basilio Pedroso-16248.59
803414-Quintiliano Sousa de Arronches-543.47
896533-Silvio Mata-8073.64
268143-Delfina Garcia de Gondim-347.74
224916-Micaela Chavez-5692.62
415658-Delfim Higuera-11370.44
931971-Spnia ou Sonia Guerreiro-7923.73
806858-Esperada Cardoso-2813.02
711084-Daniel Vieyra-5094.49
748892-Rebeca Neto-2246.06
993038-Regina Barcellos-18409.27
355106-Delfina Garcia de Gondim-5822.47
907035-Aludsio Sosa-12881.43
680621-Rebeca Neto-21144.11
832502-Domingos Pas-5781.52
39867-Danilo Olaio-7195.68
346946-Micaela Chavez-30.16
644334-Zulmira Becerra-17248.23
74824-Armanda Amorim-20215.34
393049-Danilo Olaio-15258.00
813128-Guida Juca-13793.09
608161-Sidfnio Frois-18846.64
749941-Andreia Moita-1090.88
255545-Neeamia Arruda-16247.68
534725-Henrique Bento-31.17
592307-Eurico Siqueira-19931.57
693985-Almerinda Palmeira-1960.20
168650-Celeste Duarte-20386.64
461200-Quintiliano Sousa de Arronches-10962.56
686212-Quintiliano Sousa de Arronches-8051.65
33891-Mercia Caeira-5654.95
824691-Melinda Roserio-20021.03
862028-Ximena Castilho-8743.69
42433-Honorina Lira-1371.41
666755-Liana Cardim-19726.76
443557-Silvio Mata-5077.84
788497-Liana Cardim-11744.78
149899-Carminda Morais-4701.63
850973-Jussara Varanda-8236.25
602802-Eurico Siqueira-5968.27
670631-Leonidas Mafra-143.77
47498-Sofras Cuaresma-9172.02
604863-Leonidas Mafra-17400.64
249760-Polibe Olivares-16236.23
179163-Odete Vasques-5348.06
225574-Odilia Camello-11992.49
945212-Armanda Amorim-415.54
685023-Almerinda Palmeira-13597.04
605694-Trajano Fagundes-4360.72
782049-Adelina Quadros-14396.74
639842-Zulmira Becerra-16013.45
992200-Spnia ou Sonia Guerreiro-1529.09
963638-Letedcia Gago-11265.14
304096-Armanda Amorim-3362.80
301824-Clara Alcantara-15544.59
975195-Tarrataca Soares-4892.01
949220-Andreia Moita-12811.46
401532-Odilia Camello-19788.31
17135-Artur Grillo-3259.53
773580-Anfnia Seixas-17137.35
357080-Emedlia Silvera-5048.91
317878-Lina Andrade-15598.84
997017-Guaraci Damasceno-4383.64
740174-Guaraci Damasceno-1621.84
622486-Lurdes Cotrim-8684.86
310708-Henrique Bento-2349.77
764749-Almerinda Palmeira-9169.27
773107-Quintino Alcantara-19413.28
2032-Heleedsa Marins-16308.62
786147-Celeste Duarte-8091.52
277308-Emedlia Silvera-730.25
113444-Adelino Barra-15843.43
858404-Angelica Aranha-19653.40
633403-Leonidas Mafra-8085.96
171850-Emedlia Silvera-18852.19
201964-Antonio Viegas-14350.46
432966-Judite Damasceno-6573.27
810068-Romo Paranage-17411.00
50999-Ximena Castilho-17511.02
728748-Tibefarcio Colao-11234.05
658069-Carminda Morais-12976.82
995156-Polibe Olivares-17277.96
215857-Henrique Bento-4191.70
316515-Zungela Ipiranga-6458.04
84874-Spnia ou Sonia Guerreiro-5964.92
855461-Emedlia Silvera-18256.94
603471-Edgar Carvalheiro-5276.43
794477-Tarrataca Soares-1309.70
