107524-Ermelinda Quintela-13890.59
930676-Clarindo Areosa-20760.26
54429-Odilia Camello-12330.84
177721-Danilo Olaio-8631.25
31251-Dulce Froes-13032.02
779815-Micaela Chavez-8516.06
835085-Danilo Olaio-21170.20
892344-Angilica Galante-9512.41
996244-Clarindo Areosa-4188.21
216619-Judite Damasceno-8076.52
844501-Celeste Duarte-21009.93
168922-Emedlia Silvera-8154.40
566045-Melinda Roserio-11344.94
933570-Zungela Ipiranga-1231.89
293697-Cleusa Goes-18742.20
448280-Filomena Barrios-20450.00
670197-Lurdes Cotrim-11553.51
775623-Telma Villalobos-19492.43
379630-Odilia Bello-4247.56
564105-Judite Damasceno-18529.73
382559-Esperada Cardoso-13833.33
827332-Zulmira Becerra-3360.19
298067-Estanislau Beserra-2941.01
368784-Adelino Barra-8030.35
564783-Mercia Caeira-5938.45
479059-Guaraci Damasceno-288.09
999801-Armindo Castalo-474.80
56663-Oliveira Senchez-2952.55
870505-Rodolfo Paz-16656.35
505429-Leonidas Mafra-6077.15
791884-Tabalipa Duarte-2736.14
587722-Eurico Siqueira-5904.42
339973-Tarrataca Soares-14867.40
586712-Anfnia Seixas-20481.08
22014-Domingos Pas-9901.90
193481-Dulce Froes-17636.69
880928-Delfina Perdigon-9251.85
435793-Henrique Bento-5917.58
234068-Jorgina Bogalho-17146.28
304701-Manuel Capiperibe-4176.50
864311-Romo Paranage-18034.42
757399-Emiliana Foquio-15305.46
669239-Angelica Aranha-4144.02
198581-Manuel Capiperibe-17369.89
246290-Adelino Barra-13265.27
171473-Honorina Lira-10572.37
389704-Jussara Varanda-8266.35
87534-Celeste Duarte-17900.70
40584-Fulvio Villegas-16018.21
144838-Zungela Ipiranga-6866.42
964400-Tabalipa Duarte-8975.06
914534-Adelina Quadros-14702.64
306220-Tarrataca Soares-5934.49
437527-Estanislau Beserra-7086.48
709941-Angelica Aranha-4714.10
655543-Angilica Galante-4755.82
302446-Emedlio Pimentel-7499.72
134101-Antonio Viegas-13420.59
239875-Andreia Moita-3996.16
973920-Almerinda Palmeira-17357.61
358019-Antonio Viegas-16632.42
700408-Neeamia Arruda-4556.72
105160-Neuza Francia-8509.79
912250-Adelina Quadros-409.33
224741-Clarindo Areosa-736.42
580999-Camila Gabeira-19392.98
174506-Camila Gabeira-9591.17
402542-Aludsio Sosa-2057.67
733605-Oliveira Senchez-2710.07
885410-Emedlia Silvera-7219.81
679012-Guida Juca-19763.39
495074-Taercio Mafra-15425.56
574644-Lurdes Cotrim-9511.77
619664-Angilica Galante-6166.06
312365-Ubaldo Mainha-1283.47
415388-Quintiliano Sousa de Arronches-8129.28
100206-Leonidas Mafra-15801.03
272877-Feledcia Peassego-11090.21
20933-Zulmira Becerra-11897.55
868608-Polibe Olivares-12766.41
509796-Danilo Olaio-20563.20
392544-Emedlia Silvera-1313.31
947738-Andreia Moita-12669.06
997952-Delfina Perdigon-17615.25
980711-Taercio Mafra-1763.54
605958-Liana Cardim-12777.69
45588-Romo Paranage-12463.86
602046-Guaraci Damasceno-8321.75
925787-Nuno Balsemeo-13771.96
773038-Honorina Lira-11335.81
601366-Urbano Rodrigues-18370.91
768792-Neuza Francia-8560.00
524780-Edgar Carvalheiro-7934.64
458137-Armindo Castalo-3529.78
997467-Leonidas Mafra-17229.59
883861-Flor Portella-6820.81
214672-Emedlio Pimentel-13171.27
648054-Anfnia Seixas-2922.45
619254-Marilda Leio-21081.71
345524-Domingos Pas-5934.60
228627-Trajano Fagundes-7650.62
947575-Adelina Quadros-3043.47
997444-Zulmira Becerra-7538.72
469228-Honorina Lira-9173.30
466241-Melinda Roserio-14113.27
333552-Eurico Siqueira-2167.27
970196-Honorina Lira-2939.42
992732-Lurdes Cotrim-10755.90
706741-Antonio Castelo-15232.09
133156-Henrique Bento-6790.71
140587-Aludsio Sosa-19673.00
755180-Almor Caiado-10017.64
885833-Elisa Themes-612.78
480283-Heleedsa Marins-4127.47
52834-Sidfnio Frois-16702.13
100551-Rodolfo Paz-18625.47
229391-Henrique Bento-1200.33
1294-Odilia Camello-19840.26
501956-Almor Caiado-18442.49
206219-Jonatas Felgueiras-10778.99
370769-Tarrataca Soares-8185.55
113326-Heleedsa Marins-7558.27
202681-Jorgina Bogalho-17457.13
163614-Sofras Cuaresma-2867.09
454264-Antonio Castelo-10267.62
588448-Tarrataca Soares-13938.63
450029-Marilda Leio-20700.92
770031-Celeste Duarte-776.10
163805-Cassandra Varejo-36.28
799660-Regina Barcellos-18088.34
506768-Danilo Olaio-17917.21
30109-Letedcia Gago-7173.51
317258-Neeamia Arruda-10375.54
882011-Neuza Francia-13587.17
709949-Henrique Bento-4506.88
750960-Emiliana Foquio-18722.77
854950-Antonio Viegas-15452.43
992113-Regina Barcellos-19110.13
671535-Leonidas Mafra-18976.93
116307-Angilica Galante-8810.09
975939-Daniel Vieyra-16875.16
874666-Oliveira Carmona-19895.46
633075-Honorina Lira-6413.80
587945-Ubaldo Mainha-19992.62
284965-Almor Caiado-334.88
227915-Armanda Amorim-7092.39
550050-Almerinda Palmeira-15940.94
997112-Clarindo Areosa-6606.02
537692-Henrique Bento-20402.74
706450-Eurico Siqueira-11349.07
225957-Zungela Ipiranga-11698.83
983334-Neuza Francia-8162.73
91908-Ubaldo Mainha-8299.07
270712-Sofras Cuaresma-8090.11
683359-Daniel Vieyra-10402.96
267763-Daniel Vieyra-4030.40
161427-Delfim Higuera-2911.06
298029-Filomena Barrios-6271.04
963952-Fulvio Villegas-14886.41
839354-Angilica Galante-7318.64
723895-Jonatas Felgueiras-1656.06
640694-Polibe Olivares-15815.90
619862-Carminda Morais-14021.98
495009-Liana Cardim-6649.85
631795-Basilio Pedroso-7286.68
256520-Tarrataca Soares-20439.36
636497-Melinda Roserio-406.14
110324-Honorina Lira-5589.12
702818-Romo Paranage-12148.76
85515-Marilda Leio-17587.15
374722-Andreia Moita-9239.56
62731-Domingos Pas-3981.13
24207-Mercia Caeira-232.49
892226-Basilio Pedroso-4407.44
287437-Polibe Olivares-15023.76
978453-Adelina Quadros-10941.48
225895-Henrique Bento-20727.85
579811-Domingos Pas-17374.12
37315-Manuel Capiperibe-7486.31
136097-Adelina Quadros-11467.16
615313-Silvio Mata-19190.91
700918-Moaci Mendoa-20881.54
892600-Lina Andrade-3226.94
798619-Melinda Roserio-17475.87
173335-Augusta Paio-7293.90
732812-Silvio Mata-4558.85
744812-Angelica Aranha-13301.11
887114-Almerinda Palmeira-14956.91
425044-Branco Saraba-15797.28
355258-Zungela Ipiranga-9233.81
517111-Almor Caiado-2585.12
634497-Estanislau Beserra-18982.13
864463-Rodolfo Paz-9816.22
343223-Almerinda Palmeira-10584.21
82140-Liana Cardim-6461.10
196655-Clara Alcantara-4733.60
975994-Edgar Carvalheiro-4366.21
56652-Judite Damasceno-5765.08
548955-Esperada Cardoso-14519.33
188424-Cleusa Goes-21302.88
60575-Clarindo Areosa-753.22
23778-Trajano Fagundes-5059.56
657117-Marilda Leio-16728.21
501151-Aludsio Sosa-14516.80
931753-Rodolfo Paz-2832.79
