593447-Neuza Francia-16382.95
877564-Aludsio Sosa-19214.31
546125-Tabalipa Duarte-14894.16
710621-Celeste Duarte-18156.84
537315-Danilo Olaio-2738.19
979192-Neuza Francia-10772.46
324935-Nuno Balsemeo-10201.16
429677-Filomena Barrios-15085.24
299926-Almerinda Palmeira-4455.87
597543-Estanislau Beserra-12310.20
434403-Adelino Barra-9761.58
494461-Spnia ou Sonia Guerreiro-12240.36
600517-Estanislau Beserra-11900.99
655605-Andreia Moita-11643.25
312479-Heleedsa Marins-11303.79
606257-Estanislau Beserra-18223.58
310325-Edgar Carvalheiro-1182.00
895647-Armindo Castalo-14496.29
249089-Elisa Themes-20459.29
349344-Henrique Bento-17260.43
274283-Tarrataca Soares-10089.94
407436-Eurico Siqueira-9250.05
971823-Cassandra Varejo-1981.22
985314-Celeste Duarte-19627.77
682819-Feledcia Peassego-15126.06
198868-Jorgina Bogalho-4287.29
477060-Adelina Quadros-1205.55
871092-Daniel Vieyra-12984.51
305657-Delfina Perdigon-9222.16
327090-Delfina Garcia de Gondim-19155.66
884392-Romo Paranage-12433.56
600181-Ximena Castilho-20207.64
868373-Romo Paranage-18742.52
235093-Daniel Vieyra-1457.54
443666-Zulmira Becerra-7984.36
31407-Delfina Perdigon-19586.35
493860-Emedlio Pimentel-4086.29
155961-Flamednia Leiria-14635.00
963738-Estanislau Beserra-1893.22
217119-Dulce Froes-13266.49
29999-Leonidas Mafra-18115.33
836781-Neeamia Arruda-4726.50
164631-Angilica Galante-6815.18
97713-Lina Andrade-14807.53
840690-Sofras Cuaresma-18871.97
189689-Quintino Alcantara-8837.45
783670-Dulce Froes-2927.55
416606-Delfina Garcia de Gondim-2324.27
16849-Sara Lameiras-49.07
349840-Delfina Perdigon-16561.25
248571-Carminda Morais-4696.71
536381-Telma Villalobos-17495.08
588002-Spnia ou Sonia Guerreiro-21256.72
891610-Danilo Olaio-17962.86
465222-Sara Lameiras-5766.43
991659-Zungela Ipiranga-21268.33
153437-Polibe Olivares-4331.33
943968-Moaci Mendoa-20585.50
750697-Guaraci Damasceno-18590.83
879280-Zungela Ipiranga-7569.49
173161-Henrique Bento-6677.14
516732-Emedlia Silvera-6872.50
510175-Honorina Lira-6888.38
21862-Elisa Themes-3992.46
803240-Andreia Moita-21117.12
297975-Camila Gabeira-1822.20
537475-Adelino Barra-8643.73
531951-Filomena Barrios-2718.33
953718-Sofras Cuaresma-20155.84
799217-Neeamia Arruda-19899.80
769216-Polibe Olivares-15216.69
410066-Basilio Pedroso-2747.02
591254-Angilica Galante-8692.12
444705-Lina Andrade-18392.34
100838-Tabalipa Duarte-3705.54
400343-Oliveira Senchez-4978.52
49261-Honorina Lira-9573.89
347614-Urbano Rodrigues-20419.21
195657-Telma Villalobos-18363.91
159294-Branco Saraba-3457.07
555663-Andreia Moita-13734.76
182391-Delfina Perdigon-10944.03
575860-Quintiliano Sousa de Arronches-12579.94
291367-Estanislau Beserra-18424.38
769580-Feledcia Peassego-3490.56
475720-Carminda Morais-16494.56
401447-Cleusa Goes-14280.22
700198-Rodolfo Paz-1178.86
832295-Angilica Galante-19250.81
581137-Honorina Lira-1187.57
309654-Antonio Viegas-18983.12
223711-Eurico Siqueira-14890.11
840041-Odilia Bello-17255.87
185170-Manuel Capiperibe-11493.95
764609-Telma Villalobos-1596.81
414302-Armindo Castalo-8681.57
399522-Henrique Bento-13095.58
290446-Almerinda Palmeira-2007.75
135379-Manuel Capiperibe-21086.07
371687-Branco Saraba-4587.04
314938-Tabalipa Duarte-15360.14
250700-Henrique Bento-4197.54
589041-Cleusa Goes-16795.94
437565-Branco Saraba-18897.79
240979-Tibofarcio Camacho-7420.60
100121-Sidfnio Frois-7544.75
415335-Quintiliano Sousa de Arronches-2773.90
784937-Neuza Francia-2681.97
523839-Angelica Aranha-6213.33
376754-Rodolfo Paz-10257.04
470271-Marilda Leio-18270.19
392759-Letedcia Gago-1037.86
842961-Flamednia Leiria-12453.75
396737-Adelina Quadros-673.29
345455-Micaela Chavez-5595.70
491398-Elisa Themes-9236.70
277582-Delfim Higuera-6616.02
654511-Neuza Francia-12013.87
289679-Tabalipa Duarte-5134.27
564437-Ubaldo Mainha-5228.04
27219-Tibefarcio Colao-13482.74
536734-Tarrataca Soares-5931.83
283991-Regina Barcellos-18940.26
658087-Emedlio Pimentel-5339.39
811487-Odete Vasques-19572.85
25152-Regina Barcellos-20287.76
229738-Cleusa Goes-16165.70
824765-Leonidas Mafra-20302.25
133385-Dulce Froes-13230.31
258273-Leonidas Mafra-16035.95
603820-Anind Zarco-11831.39
484964-Camila Gabeira-15976.75
152406-Filomena Barrios-11194.76
195186-Almor Caiado-14281.34
83574-Odete Vasques-1184.62
25845-Ermelinda Quintela-800.03
671178-Ermelinda Quintela-20672.33
402202-Heleedsa Marins-20625.74
36560-Feledcia Peassego-3342.24
98091-Clara Alcantara-17984.82
479901-Oliveira Carmona-10386.02
135910-Anind Zarco-20290.87
975228-Esperada Cardoso-5787.56
873522-Almor Caiado-804.68
194825-Liana Cardim-6015.51
833648-Neuza Francia-5540.93
248685-Moaci Mendoa-8617.64
750223-Domingos Pas-386.83
992772-Sidfnio Frois-14337.20
782365-Liana Cardim-12653.34
683439-Leonidas Mafra-563.30
723213-Clara Alcantara-13024.66
438422-Tibefarcio Colao-13019.58
662112-Adelina Quadros-19488.31
19668-Romo Paranage-16295.42
838927-Artur Grillo-1538.92
661395-Odete Vasques-16981.41
233162-Sara Lameiras-14364.08
895344-Anind Zarco-13989.17
781328-Cleusa Goes-7612.16
665739-Trajano Fagundes-11268.99
152398-Daniel Vieyra-15316.22
758972-Ermelinda Quintela-14255.77
605165-Odete Vasques-19282.39
435217-Dulce Froes-1727.75
816352-Tibefarcio Colao-5726.14
290766-Telma Villalobos-10602.75
45989-Marilda Leio-15555.09
967873-Anind Zarco-19734.04
642033-Clarindo Areosa-5007.02
650209-Danilo Olaio-10833.67
988654-Taercio Mafra-4650.36
793279-Emedlio Pimentel-6747.95
72016-Telma Villalobos-1439.17
698388-Armindo Castalo-11003.52
383571-Marilda Leio-19981.68
961215-Anind Zarco-12439.75
196357-Neuza Francia-18470.21
839220-Odilia Bello-16985.05
915281-Aludsio Sosa-846.64
206904-Delfina Garcia de Gondim-4183.14
913882-Henrique Bento-6083.03
759428-Fulvio Villegas-19570.96
181964-Jonatas Felgueiras-14716.84
359955-Ermelinda Quintela-11008.99
313068-Nuno Balsemeo-3267.99
396583-Neeamia Arruda-14507.60
755543-Antonio Viegas-18759.57
139463-Oliveira Senchez-8913.12
927335-Oliveira Carmona-20432.28
933192-Rodolfo Paz-17979.51
822772-Ubaldo Mainha-12823.81
232123-Tarrataca Soares-20281.40
952920-Zungela Ipiranga-11658.39
590328-Adelino Barra-6237.15
579566-Oliveira Carmona-5745.44
769688-Augusta Paio-15909.41
935110-Manuel Capiperibe-4382.13
638172-Elisa Themes-8193.52
846747-Sofras Cuaresma-4127.96
235573-Trajano Fagundes-18667.29
938507-Sidfnio Frois-19695.52
944202-Jonatas Felgueiras-11863.01
