833310-Oliveira Senchez-17344.69
66773-Lurdes Cotrim-1303.13
714496-Urbano Rodrigues-3397.11
61513-Fulvio Villegas-8169.15
582402-Anind Zarco-8781.16
419970-Carminda Morais-17182.59
101663-Antonio Viegas-2773.49
151021-Estanislau Beserra-21342.60
341908-Daniel Vieyra-282.86
338826-Flor Portella-11758.32
361953-Basilio Pedroso-511.21
555905-Nuno Balsemeo-13971.88
679866-Rodolfo Paz-20019.02
277415-Emiliana Foquio-4124.80
523560-Trajano Fagundes-13630.62
77920-Neeamia Arruda-18964.82
794639-Ximena Castilho-8371.00
158102-Marilda Leio-13952.51
784241-Marilda Leio-17495.93
787566-Delfim Higuera-9454.48
316910-Tibefarcio Colao-93.27
759379-Romo Paranage-9908.83
514601-Branco Saraba-4070.79
980682-Neuza Francia-13993.56
362216-Nuno Balsemeo-4473.96
376361-Taercio Mafra-14204.74
165582-Elisa Themes-11327.85
303432-Feledcia Peassego-11799.43
217747-Anfnia Seixas-16297.27
901710-Almor Caiado-5970.31
450590-Almerinda Palmeira-18383.48
603782-Liana Cardim-6506.24
460765-Romo Paranage-14591.38
736034-Odilia Bello-3086.35
491102-Clara Alcantara-1635.14
824725-Flor Portella-19018.90
156871-Angelica Aranha-7995.72
589205-Clara Alcantara-14288.76
789098-Delfim Higuera-16290.93
582108-Almor Caiado-14285.12
339763-Tarrataca Soares-20029.62
424018-Judite Damasceno-12560.82
390777-Odilia Bello-5850.59
952611-Odilia Camello-19917.96
870583-Flamednia Leiria-15938.03
700957-Danilo Olaio-7541.44
5301-Tibofarcio Camacho-13693.01
610960-Feledcia Peassego-21288.90
159682-Ermelinda Quintela-1331.96
952062-Flor Portella-14267.78
775665-Trajano Fagundes-5126.34
463754-Quintiliano Sousa de Arronches-16950.58
292060-Daniel Vieyra-16699.65
258832-Lina Andrade-8444.34
861106-Heleedsa Marins-6178.21
977449-Marilda Leio-14375.22
16927-Adelina Quadros-4290.43
112418-Flamednia Leiria-8726.54
600059-Sidfnio Frois-18008.14
697597-Elisa Themes-5482.83
823093-Heleedsa Marins-20070.58
427139-Edgar Carvalheiro-15730.38
113516-Ubaldo Mainha-20443.30
859341-Clara Alcantara-5851.05
433353-Dulce Froes-17989.67
810302-Zulmira Becerra-15544.60
331265-Nuno Balsemeo-17534.77
669466-Henrique Bento-10481.06
930461-Melinda Roserio-8672.23
870645-Feledcia Peassego-6924.36
104830-Emiliana Foquio-19522.60
972779-Emiliana Foquio-2072.03
898511-Trajano Fagundes-10083.17
821859-Sofras Cuaresma-6456.92
179081-Emedlia Silvera-11111.26
357112-Silvio Mata-18509.36
573262-Armanda Amorim-14717.84
349184-Lurdes Cotrim-13429.69
263134-Neeamia Arruda-14459.00
23851-Quintino Alcantara-19137.71
550692-Regina Barcellos-20258.75
168378-Clara Alcantara-1473.64
824312-Rebeca Neto-1207.79
843258-Domingos Pas-14686.01
451343-Spnia ou Sonia Guerreiro-7402.97
58731-Gaudancio Fiees-7011.70
126517-Clara Alcantara-6412.60
187982-Micaela Chavez-9896.09
355543-Cassandra Varejo-4713.88
261964-Celeste Duarte-8874.12
604842-Honorina Lira-6384.79
723622-Lurdes Cotrim-17316.48
561796-Emedlia Silvera-14449.88
200176-Mercia Caeira-18228.31
47158-Sofras Cuaresma-13027.99
536097-Augusta Paio-16838.58
960943-Liana Cardim-2255.01
685666-Eurico Siqueira-8286.89
896083-Jonatas Felgueiras-2465.61
6303-Oliveira Carmona-14938.23
403324-Sofras Cuaresma-9679.44
191976-Danilo Olaio-6211.84
345037-Rebeca Neto-6607.46
793724-Flamednia Leiria-20949.46
843544-Almerinda Palmeira-12745.09
189929-Tibefarcio Colao-14580.45
222696-Zungela Ipiranga-2015.23
515107-Tarrataca Soares-11242.08
416348-Odilia Camello-12741.04
222256-Oliveira Carmona-20971.11
440330-Basilio Pedroso-12120.30
137615-Sofras Cuaresma-6447.39
998841-Zungela Ipiranga-5426.00
364673-Eurico Siqueira-10263.94
562016-Eurico Siqueira-14172.37
591270-Telma Villalobos-3079.44
478462-Sara Lameiras-5471.66
866461-Taercio Mafra-6286.81
943250-Emedlio Pimentel-15420.98
97076-Elisa Themes-16113.20
73550-Angilica Galante-17237.60
510218-Letedcia Gago-3704.14
130704-Ximena Castilho-14304.13
13155-Armindo Castalo-20537.78
841395-Odilia Camello-19158.56
695288-Manuel Capiperibe-1719.64
110930-Guaraci Damasceno-6534.42
532913-Estanislau Beserra-14383.09
195959-Edgar Carvalheiro-12077.68
447095-Regina Barcellos-2083.82
841680-Liana Cardim-20814.55
783040-Judite Damasceno-13524.82
946797-Telma Villalobos-7901.29
227046-Honorina Lira-10551.42
417511-Regina Barcellos-20949.84
845384-Rebeca Neto-8891.95
216946-Tibefarcio Colao-10433.06
754893-Artur Grillo-6113.55
490685-Tibofarcio Camacho-7175.51
840669-Flor Portella-4885.15
510749-Zungela Ipiranga-20213.57
457609-Daniel Vieyra-856.56
818863-Judite Damasceno-17686.03
109705-Estanislau Beserra-11703.46
694808-Odete Vasques-14647.64
652540-Flamednia Leiria-19216.09
57819-Trajano Fagundes-7013.42
421811-Lina Andrade-4986.14
610977-Emiliana Foquio-19421.04
84921-Jussara Varanda-1314.61
424365-Anind Zarco-9729.72
735565-Almerinda Palmeira-18954.30
45090-Fulvio Villegas-11217.65
999996-Emiliana Foquio-823.91
97087-Spnia ou Sonia Guerreiro-8310.86
694110-Daniel Vieyra-9887.38
486353-Anfnia Seixas-7273.12
101098-Telma Villalobos-7002.51
71258-Letedcia Gago-1983.78
592792-Tibefarcio Colao-4294.63
145499-Quintiliano Sousa de Arronches-16018.87
54708-Clarindo Areosa-15021.39
136162-Edgar Carvalheiro-14827.01
820307-Zulmira Becerra-1862.17
366893-Cleusa Goes-8153.14
193433-Esperada Cardoso-11700.08
145310-Oliveira Senchez-21394.94
923119-Clarindo Areosa-4721.12
347161-Adelino Barra-10741.83
875418-Zungela Ipiranga-3682.92
864911-Augusta Paio-9904.38
826388-Guida Juca-6670.09
250164-Odete Vasques-16311.45
922396-Flamednia Leiria-13564.82
501847-Judite Damasceno-10133.65
683323-Clarindo Areosa-20665.58
603014-Zulmira Becerra-21427.04
835089-Cleusa Goes-19431.43
317713-Jonatas Felgueiras-19664.90
694566-Edgar Carvalheiro-20073.66
534217-Lina Andrade-497.47
261033-Urbano Rodrigues-13615.73
643281-Gaudancio Fiees-13958.24
242405-Almor Caiado-12742.62
58400-Leonidas Mafra-10792.80
704706-Fulvio Villegas-16419.64
842729-Flamednia Leiria-18035.67
507880-Antonio Castelo-1439.18
801256-Feledcia Peassego-16582.36
761412-Telma Villalobos-1024.47
530196-Heleedsa Marins-2009.81
736757-Ximena Castilho-14082.42
468505-Lurdes Cotrim-9314.02
345252-Oliveira Carmona-2531.61
220007-Elisa Themes-17072.19
976017-Neuza Francia-18139.24
290363-Branco Saraba-17432.83
824706-Jonatas Felgueiras-14873.07
534869-Liana Cardim-15181.08
735311-Delfina Perdigon-7623.86
817801-Basilio Pedroso-17359.16
647250-Emedlio Pimentel-11341.69
566400-Feledcia Peassego-17716.38
