320240-Fulvio Villegas-4605.99
330194-Delfina Garcia de Gondim-4693.96
748444-Dulce Froes-10982.80
722231-Liana Cardim-4856.67
488112-Edgar Carvalheiro-12003.37
112983-Anfnia Seixas-789.36
179079-Manuel Capiperibe-3216.92
608739-Judite Damasceno-3504.96
439763-Delfina Perdigon-3919.65
57931-Quintino Alcantara-1758.63
575096-Ermelinda Quintela-14170.55
749427-Antonio Viegas-11249.02
837355-Guaraci Damasceno-9851.66
952739-Armanda Amorim-12768.89
320298-Quintiliano Sousa de Arronches-6458.93
331982-Polibe Olivares-2795.22
948743-Tibofarcio Camacho-20727.02
332706-Danilo Olaio-20398.27
297060-Emedlia Silvera-20632.66
986890-Oliveira Carmona-17588.41
930020-Domingos Pas-7539.32
246310-Sara Lameiras-13326.81
958220-Rodolfo Paz-11190.35
950168-Manuel Capiperibe-16839.88
125032-Jonatas Felgueiras-12168.25
153561-Sofras Cuaresma-6546.73
601338-Fulvio Villegas-13806.22
257581-Urbano Rodrigues-3224.71
409359-Antonio Castelo-16597.68
526446-Antonio Viegas-15432.71
507021-Andreia Moita-18222.01
542651-Rebeca Neto-19324.47
512586-Anfnia Seixas-1959.22
132568-Domingos Pas-20058.72
157530-Adelino Barra-14055.13
591938-Jussara Varanda-17426.67
548775-Aludsio Sosa-9487.85
207120-Liana Cardim-14930.42
724769-Danilo Olaio-15784.52
25132-Sidfnio Frois-15969.78
166142-Artur Grillo-17244.85
755599-Judite Damasceno-12305.44
26579-Artur Grillo-12400.57
849140-Ubaldo Mainha-5907.06
176023-Lina Andrade-5593.80
327524-Silvio Mata-17919.71
668331-Honorina Lira-2730.37
630835-Guida Juca-2227.60
64094-Jorgina Bogalho-15334.85
781521-Letedcia Gago-19735.10
286357-Rodolfo Paz-11541.92
508623-Anfnia Seixas-19769.48
694629-Odete Vasques-14794.91
286243-Jorgina Bogalho-7808.56
782690-Neeamia Arruda-15650.33
792650-Cleusa Goes-7538.76
986037-Jussara Varanda-11495.45
480540-Leonidas Mafra-19851.76
17388-Domingos Pas-14357.56
522294-Silvio Mata-11610.54
521703-Ermelinda Quintela-5568.57
6284-Tabalipa Duarte-14453.65
551393-Neeamia Arruda-14640.60
669616-Tibofarcio Camacho-8088.62
493521-Tabalipa Duarte-14856.45
696991-Antonio Viegas-6049.54
388315-Augusta Paio-20569.40
116270-Almor Caiado-3479.37
604328-Telma Villalobos-12659.54
93610-Henrique Bento-20944.77
609249-Mercia Caeira-1355.15
833738-Liana Cardim-14085.21
6326-Delfina Garcia de Gondim-7015.89
186296-Fulvio Villegas-14022.58
222787-Adelina Quadros-19537.52
324528-Anfnia Seixas-7679.65
786338-Jonatas Felgueiras-17843.54
309253-Filomena Barrios-9809.86
524108-Branco Saraba-7281.07
11351-Esperada Cardoso-4117.17
552501-Manuel Capiperibe-20053.26
950269-Clarindo Areosa-2206.76
229628-Quintiliano Sousa de Arronches-13296.83
85209-Zungela Ipiranga-3693.85
803254-Flamednia Leiria-2681.24
682806-Quintino Alcantara-4434.49
516515-Rodolfo Paz-16492.35
806771-Angelica Aranha-7400.61
34114-Liana Cardim-18485.85
732283-Oliveira Senchez-21155.96
423574-Tibefarcio Colao-5546.65
629688-Guida Juca-20176.15
356911-Romo Paranage-15073.61
189340-Armanda Amorim-4879.63
796592-Rodolfo Paz-19157.66
155835-Rebeca Neto-8339.65
996766-Moaci Mendoa-21424.82
707699-Angilica Galante-14558.05
404905-Anind Zarco-12693.56
209064-Lina Andrade-7016.04
246492-Armindo Castalo-18470.28
610084-Tabalipa Duarte-5461.74
166284-Flamednia Leiria-3550.47
405066-Angilica Galante-19752.36
29078-Quintiliano Sousa de Arronches-3665.49
293812-Andreia Moita-17777.05
7443-Guida Juca-5342.18
956309-Marilda Leio-5679.26
482368-Urbano Rodrigues-7123.31
109728-Armindo Castalo-16955.40
333388-Jussara Varanda-17817.86
738554-Silvio Mata-8289.13
275494-Rodolfo Paz-12050.79
690189-Neuza Francia-20924.84
67848-Zungela Ipiranga-17130.30
211725-Armindo Castalo-3348.40
837330-Zulmira Becerra-5488.47
977530-Delfina Perdigon-18568.04
406394-Moaci Mendoa-7038.02
223442-Carminda Morais-10859.12
128255-Melinda Roserio-8237.62
93463-Trajano Fagundes-4720.17
232401-Liana Cardim-20482.92
418334-Tibefarcio Colao-6174.99
356954-Jussara Varanda-9625.67
844853-Domingos Pas-7042.95
554219-Guida Juca-6766.48
481817-Delfim Higuera-8746.26
335346-Oliveira Senchez-6065.49
36064-Aludsio Sosa-11417.72
793035-Celeste Duarte-10344.17
336399-Flor Portella-21315.10
308945-Armindo Castalo-6842.59
360604-Clarindo Areosa-13426.77
412796-Delfina Perdigon-17870.34
10951-Armanda Amorim-2363.95
965233-Delfina Perdigon-6159.50
250381-Cleusa Goes-13124.31
855409-Moaci Mendoa-7462.83
779036-Almerinda Palmeira-17773.19
614640-Trajano Fagundes-18061.12
728313-Adelina Quadros-4669.65
858609-Lina Andrade-7362.74
281022-Almerinda Palmeira-16716.34
718445-Honorina Lira-10705.64
238726-Judite Damasceno-6460.91
53590-Oliveira Senchez-7330.56
516719-Moaci Mendoa-18803.07
605644-Almor Caiado-16496.78
759462-Jonatas Felgueiras-7449.74
201616-Fulvio Villegas-2521.05
544009-Emiliana Foquio-9948.33
429161-Carminda Morais-12976.92
573121-Letedcia Gago-10614.89
910576-Urbano Rodrigues-9037.24
798479-Silvio Mata-17869.62
565333-Lurdes Cotrim-1205.32
798061-Moaci Mendoa-8760.49
978479-Sidfnio Frois-6331.71
441934-Tibofarcio Camacho-21459.31
740842-Esperada Cardoso-1136.49
151888-Zulmira Becerra-20131.93
44174-Cassandra Varejo-13861.38
210293-Micaela Chavez-10642.28
527203-Liana Cardim-2426.54
924051-Rebeca Neto-7084.53
411789-Telma Villalobos-5505.35
955650-Celeste Duarte-3848.49
322369-Guaraci Damasceno-15238.28
367353-Tabalipa Duarte-4187.86
418696-Flor Portella-9945.27
58334-Manuel Capiperibe-7621.95
530933-Taercio Mafra-1887.55
727805-Guaraci Damasceno-104.82
897270-Regina Barcellos-18990.09
823181-Eurico Siqueira-4824.50
711561-Silvio Mata-7018.62
132351-Fulvio Villegas-11428.17
602272-Emedlia Silvera-15381.40
759672-Liana Cardim-13900.23
364012-Quintino Alcantara-14434.42
616908-Sidfnio Frois-19505.00
62371-Branco Saraba-17585.47
678617-Ubaldo Mainha-177.92
522416-Delfina Garcia de Gondim-20846.89
20696-Armanda Amorim-2730.28
971936-Ermelinda Quintela-6647.40
974175-Lina Andrade-12328.72
825472-Andreia Moita-7059.91
504308-Almor Caiado-18647.51
485319-Heleedsa Marins-4126.31
992997-Domingos Pas-7582.48
695582-Urbano Rodrigues-6198.27
669951-Neuza Francia-13835.05
126398-Manuel Capiperibe-19660.28
592126-Ermelinda Quintela-4625.65
23890-Oliveira Carmona-18765.37
317127-Artur Grillo-3160.27
427487-Danilo Olaio-4608.53
710044-Marilda Leio-16873.57
15799-Antonio Castelo-1193.59
763449-Cassandra Varejo-10463.52
44031-Adelina Quadros-9355.64
872128-Heleedsa Marins-21232.34
8248-Manuel Capiperibe-3248.76
