891343-Marilda Leio-5959.78
56986-Romo Paranage-18593.75
926643-Armindo Castalo-10548.74
502346-Nuno Balsemeo-10439.35
818133-Domingos Pas-1470.76
572433-Odete Vasques-18439.64
285075-Leonidas Mafra-8023.23
960282-Filomena Barrios-20705.05
212482-Lurdes Cotrim-8293.29
208781-Moaci Mendoa-5145.37
352142-Judite Damasceno-15360.85
50586-Jonatas Felgueiras-7136.58
945569-Rodolfo Paz-20835.85
652234-Ubaldo Mainha-10136.03
236856-Jorgina Bogalho-18374.21
872486-Camila Gabeira-12545.10
204609-Jorgina Bogalho-8073.12
133767-Moaci Mendoa-11212.72
837709-Sara Lameiras-13284.84
570071-Elisa Themes-18126.93
511089-Camila Gabeira-8425.62
962543-Taercio Mafra-7241.29
305199-Armindo Castalo-6855.91
38633-Quintino Alcantara-1677.59
223680-Delfina Garcia de Gondim-1839.96
968233-Marilda Leio-20218.68
193551-Odilia Camello-245.89
257957-Moaci Mendoa-5757.23
827223-Trajano Fagundes-17955.61
241458-Almerinda Palmeira-11386.47
193092-Jorgina Bogalho-18081.58
745662-Taercio Mafra-12016.37
956156-Andreia Moita-11784.59
267569-Adelino Barra-6460.14
698599-Judite Damasceno-6482.38
551027-Flor Portella-13322.06
429990-Flor Portella-2469.16
136916-Antonio Viegas-3421.74
115734-Esperada Cardoso-15410.01
578928-Tarrataca Soares-3777.59
767982-Delfina Perdigon-16619.52
518687-Armanda Amorim-4872.14
397981-Zungela Ipiranga-18621.70
867786-Camila Gabeira-14279.54
613040-Camila Gabeira-1981.69
354246-Aludsio Sosa-102.36
963890-Feledcia Peassego-21186.66
679286-Emedlia Silvera-8883.19
117849-Aludsio Sosa-17354.35
117287-Dulce Froes-16935.30
796729-Almor Caiado-4278.15
634558-Ermelinda Quintela-9283.33
109671-Rebeca Neto-17717.31
559970-Flamednia Leiria-14961.16
540440-Angilica Galante-2692.45
758411-Henrique Bento-4225.99
182115-Emedlia Silvera-18305.63
37808-Ermelinda Quintela-2227.59
550743-Daniel Vieyra-4698.77
97199-Trajano Fagundes-725.10
885930-Flamednia Leiria-1693.07
659085-Regina Barcellos-4209.42
129622-Henrique Bento-20290.51
802754-Liana Cardim-18771.28
429697-Anind Zarco-6111.84
225404-Almor Caiado-10269.43
257254-Feledcia Peassego-1616.41
471590-Micaela Chavez-4096.79
521679-Esperada Cardoso-21132.30
6904-Henrique Bento-3708.43
55249-Tibefarcio Colao-20027.29
401992-Flor Portella-809.05
598524-Mercia Caeira-15350.34
526474-Lina Andrade-17848.37
602686-Ximena Castilho-1107.83
407494-Taercio Mafra-10060.08
327850-Letedcia Gago-1857.82
811291-Rodolfo Paz-19162.54
569808-Ubaldo Mainha-6432.92
204898-Armindo Castalo-2498.15
350200-Lurdes Cotrim-2818.70
802444-Taercio Mafra-11672.72
196188-Henrique Bento-16868.71
157455-Armanda Amorim-14649.14
762567-Odilia Bello-19975.16
551965-Tabalipa Duarte-14064.40
800411-Leonidas Mafra-1142.84
690020-Odete Vasques-20990.96
258601-Manuel Capiperibe-11411.82
573249-Antonio Viegas-20053.87
731162-Angelica Aranha-4692.53
134623-Guaraci Damasceno-9970.56
442717-Antonio Castelo-18622.52
301420-Henrique Bento-7989.26
513484-Delfim Higuera-18316.88
992256-Honorina Lira-12767.56
512196-Cleusa Goes-1610.73
297855-Feledcia Peassego-7937.63
853526-Micaela Chavez-14370.22
217240-Eurico Siqueira-20565.95
879550-Mercia Caeira-8758.43
928409-Silvio Mata-20449.77
249456-Gaudancio Fiees-13499.36
957567-Manuel Capiperibe-3257.54
95570-Ximena Castilho-7572.68
266149-Heleedsa Marins-6077.76
876800-Armanda Amorim-8832.88
771725-Ubaldo Mainha-17695.86
794918-Edgar Carvalheiro-8879.56
999835-Camila Gabeira-10291.73
591375-Moaci Mendoa-2955.69
952442-Tarrataca Soares-11164.98
885481-Romo Paranage-3642.63
70327-Taercio Mafra-18732.21
697141-Tibofarcio Camacho-6658.33
528490-Heleedsa Marins-8870.99
116339-Honorina Lira-17959.76
777451-Lina Andrade-13592.64
718199-Ubaldo Mainha-16760.59
680831-Clara Alcantara-17400.59
754950-Adelina Quadros-14091.67
188068-Spnia ou Sonia Guerreiro-11526.35
598458-Romo Paranage-19675.21
977892-Ximena Castilho-14211.07
595086-Elisa Themes-3123.21
996230-Mercia Caeira-4728.49
173579-Judite Damasceno-10319.66
639330-Branco Saraba-32.60
724042-Guaraci Damasceno-3279.78
248537-Melinda Roserio-12956.59
462759-Anind Zarco-6679.30
762612-Ubaldo Mainha-14681.18
560151-Augusta Paio-14462.33
621186-Augusta Paio-19522.11
903283-Jonatas Felgueiras-11643.22
51068-Spnia ou Sonia Guerreiro-19873.18
781636-Antonio Viegas-7340.08
520842-Sofras Cuaresma-4351.64
524059-Leonidas Mafra-7128.88
102558-Augusta Paio-3076.53
739822-Clara Alcantara-2486.32
59931-Henrique Bento-8313.95
531678-Emedlia Silvera-10249.55
40546-Micaela Chavez-11935.76
656861-Elisa Themes-10629.96
110469-Dulce Froes-12990.47
413508-Anind Zarco-6413.45
682319-Mercia Caeira-8858.65
210704-Neuza Francia-12443.90
233214-Antonio Viegas-12454.92
914330-Antonio Castelo-4817.48
525352-Daniel Vieyra-3623.25
770702-Filomena Barrios-20398.56
765190-Trajano Fagundes-10394.13
970355-Dulce Froes-9295.86
530340-Sofras Cuaresma-20226.97
408671-Regina Barcellos-4966.27
295279-Melinda Roserio-16783.09
862198-Lina Andrade-12760.36
317118-Marilda Leio-17652.69
424928-Eurico Siqueira-1467.00
164739-Adelina Quadros-13832.25
299164-Telma Villalobos-5005.12
904706-Rebeca Neto-10922.78
602551-Delfina Garcia de Gondim-8157.64
295982-Zungela Ipiranga-8352.95
552420-Domingos Pas-9907.03
153500-Delfina Garcia de Gondim-20159.99
620064-Emiliana Foquio-513.77
992525-Judite Damasceno-1046.94
373440-Andreia Moita-3361.19
502632-Anind Zarco-9942.84
956384-Branco Saraba-7630.99
782726-Micaela Chavez-6675.20
22205-Odete Vasques-19011.23
364386-Moaci Mendoa-12319.35
919737-Dulce Froes-21064.88
101767-Delfina Garcia de Gondim-8711.58
109147-Clara Alcantara-5592.94
152581-Emedlia Silvera-2678.03
981635-Delfim Higuera-12421.76
510640-Angilica Galante-18166.79
781300-Aludsio Sosa-2061.52
80670-Antonio Castelo-5979.34
141235-Neeamia Arruda-18839.57
482406-Antonio Viegas-6988.37
634524-Clarindo Areosa-12127.57
489908-Tabalipa Duarte-17748.59
343836-Camila Gabeira-19159.68
91210-Cleusa Goes-7646.37
532797-Clarindo Areosa-861.35
93525-Adelino Barra-271.62
454484-Basilio Pedroso-19709.43
914840-Anfnia Seixas-21230.24
895651-Angilica Galante-15756.82
515821-Tibefarcio Colao-11446.80
587683-Armindo Castalo-16653.15
147307-Judite Damasceno-19808.05
380895-Feledcia Peassego-19596.65
424865-Manuel Capiperibe-16532.72
755390-Camila Gabeira-11663.22
778613-Moaci Mendoa-8349.31
997166-Mercia Caeira-16533.86
367434-Esperada Cardoso-898.17
672143-Flor Portella-11067.13
