621548-Anfnia Seixas-6780.10
701561-Delfina Perdigon-21251.00
954333-Clara Alcantara-16261.15
790226-Liana Cardim-14799.39
969742-Antonio Viegas-2243.75
797947-Neeamia Arruda-1699.56
695620-Sofras Cuaresma-1008.46
589676-Augusta Paio-4250.25
140691-Artur Grillo-12707.00
950626-Urbano Rodrigues-11328.28
700573-Micaela Chavez-13901.60
628691-Telma Villalobos-16378.62
880721-Neeamia Arruda-11593.33
969943-Mercia Caeira-8976.39
84054-Cleusa Goes-7641.25
704965-Anfnia Seixas-20419.23
676086-Quintiliano Sousa de Arronches-8811.35
852471-Ubaldo Mainha-2142.41
814286-Angilica Galante-17853.82
494552-Lina Andrade-158.49
706048-Adelina Quadros-17235.49
94214-Almerinda Palmeira-2346.95
615356-Esperada Cardoso-16735.75
767877-Almor Caiado-14680.62
859544-Antonio Castelo-17981.46
326268-Carminda Morais-14213.67
265330-Gaudancio Fiees-16210.43
533607-Judite Damasceno-19578.96
343755-Adelina Quadros-9432.26
853962-Daniel Vieyra-9857.21
708574-Oliveira Carmona-10294.27
239927-Augusta Paio-7360.37
633229-Delfina Perdigon-831.69
875519-Estanislau Beserra-6969.37
757023-Almor Caiado-19097.96
763834-Edgar Carvalheiro-17986.39
726605-Zungela Ipiranga-5334.21
824604-Esperada Cardoso-3624.71
163858-Melinda Roserio-17108.14
401410-Taercio Mafra-15541.85
487887-Cassandra Varejo-10254.10
123862-Micaela Chavez-15146.50
970729-Micaela Chavez-3647.99
909211-Flamednia Leiria-8826.75
909250-Branco Saraba-18184.32
571253-Antonio Castelo-17887.12
116537-Emedlio Pimentel-6879.55
704836-Cassandra Varejo-15447.79
704975-Antonio Castelo-2784.60
447591-Basilio Pedroso-8218.61
427237-Urbano Rodrigues-10433.49
317257-Jussara Varanda-5189.89
760922-Flor Portella-16309.60
889940-Joaquim Rufino-17578.69
439483-Emedlia Silvera-2202.95
301800-Aludsio Sosa-9638.66
835863-Rebeca Neto-11149.83
274299-Antonio Viegas-1472.04
699771-Zungela Ipiranga-184.25
939682-Honorina Lira-16718.73
880699-Esperada Cardoso-17983.00
747747-Estanislau Beserra-14271.33
264403-Celeste Duarte-12944.11
96599-Augusta Paio-14833.01
603503-Leonidas Mafra-5432.56
542138-Jussara Varanda-3840.75
225394-Eurico Siqueira-6569.11
863526-Manuel Capiperibe-18951.85
281136-Antonio Castelo-1664.01
674788-Almor Caiado-14763.41
929539-Edgar Carvalheiro-9367.38
49629-Carminda Morais-17204.86
158920-Edgar Carvalheiro-10472.66
228141-Sofras Cuaresma-14293.63
199208-Celeste Duarte-16019.66
948667-Anfnia Seixas-12360.25
80474-Lina Andrade-21202.50
711166-Marilda Leio-6476.30
29229-Esperada Cardoso-5104.28
288692-Guaraci Damasceno-19871.02
420796-Jussara Varanda-16045.48
885480-Manuel Capiperibe-4061.14
483651-Daniel Vieyra-10582.73
492583-Emiliana Foquio-8970.18
318568-Zungela Ipiranga-16802.17
917441-Jorgina Bogalho-14806.82
74650-Almerinda Palmeira-12622.79
658763-Quintiliano Sousa de Arronches-21399.90
944078-Feledcia Peassego-21135.36
630368-Flor Portella-12013.41
657315-Estanislau Beserra-10752.78
938322-Manuel Capiperibe-13861.63
221137-Leonidas Mafra-14136.47
770162-Ubaldo Mainha-3046.56
198348-Tibefarcio Colao-16899.74
109199-Anfnia Seixas-18178.92
44853-Zungela Ipiranga-10724.83
747055-Anind Zarco-1106.58
595685-Zulmira Becerra-8276.02
871878-Elisa Themes-12422.32
250422-Marilda Leio-6834.06
209913-Danilo Olaio-878.61
283628-Tarrataca Soares-11760.82
630486-Estanislau Beserra-7003.68
994981-Andreia Moita-900.83
609025-Micaela Chavez-9471.92
904934-Delfina Garcia de Gondim-2127.53
479534-Jorgina Bogalho-70.17
76694-Letedcia Gago-9776.12
209293-Romo Paranage-14874.84
715078-Clara Alcantara-13762.51
982141-Emedlio Pimentel-1009.77
445020-Eurico Siqueira-2152.61
554661-Andreia Moita-6298.92
320000-Odete Vasques-944.03
575957-Ermelinda Quintela-2890.12
723623-Liana Cardim-5469.17
870351-Ermelinda Quintela-21303.96
191256-Adelina Quadros-7369.89
597714-Trajano Fagundes-6277.15
269148-Anfnia Seixas-8564.30
830170-Telma Villalobos-3509.29
768158-Honorina Lira-4973.74
787898-Gaudancio Fiees-5619.28
692256-Oliveira Carmona-8492.48
163227-Delfim Higuera-9018.24
342716-Augusta Paio-3900.64
275576-Tarrataca Soares-3864.51
225213-Antonio Viegas-10016.42
303666-Clarindo Areosa-9157.56
866459-Augusta Paio-13710.25
196720-Adelina Quadros-9033.72
504362-Letedcia Gago-17481.40
73013-Clarindo Areosa-7864.44
533159-Tarrataca Soares-8661.37
396133-Melinda Roserio-20773.00
787313-Marilda Leio-10721.59
95280-Melinda Roserio-2109.51
799570-Oliveira Carmona-16481.76
9580-Zulmira Becerra-20664.80
450955-Clara Alcantara-8058.62
806070-Basilio Pedroso-13900.59
606122-Celeste Duarte-17725.64
296131-Cleusa Goes-211.53
398054-Emedlia Silvera-10606.86
264595-Odilia Camello-6905.99
955360-Delfina Garcia de Gondim-13473.86
710323-Antonio Castelo-14304.81
432539-Lina Andrade-9227.97
796914-Oliveira Carmona-5613.23
433864-Guida Juca-9737.74
96187-Ubaldo Mainha-8690.96
130403-Aludsio Sosa-5982.19
337376-Danilo Olaio-6585.15
472300-Anind Zarco-16119.13
260135-Delfina Garcia de Gondim-126.94
380461-Anind Zarco-10576.49
143289-Celeste Duarte-8418.76
373253-Aludsio Sosa-18993.09
779213-Odete Vasques-9366.22
697539-Filomena Barrios-10170.56
961988-Emedlia Silvera-13641.52
318335-Judite Damasceno-7337.99
238239-Jorgina Bogalho-8741.36
311065-Liana Cardim-4241.25
586326-Lina Andrade-2499.01
460154-Celeste Duarte-2812.82
236214-Anfnia Seixas-15904.25
493436-Emedlio Pimentel-933.15
64092-Quintino Alcantara-17330.94
957764-Sidfnio Frois-21337.91
141758-Delfina Perdigon-21012.70
422145-Quintiliano Sousa de Arronches-8781.04
921399-Judite Damasceno-2368.59
452005-Edgar Carvalheiro-1986.86
895664-Ximena Castilho-18242.73
33324-Clarindo Areosa-15092.49
336697-Telma Villalobos-6010.02
516106-Antonio Castelo-5300.11
520442-Urbano Rodrigues-715.92
662972-Celeste Duarte-19345.50
861208-Silvio Mata-6502.08
211337-Silvio Mata-13826.30
876467-Quintiliano Sousa de Arronches-4350.68
677621-Silvio Mata-6135.20
119805-Odilia Bello-13824.15
463154-Micaela Chavez-6069.65
571777-Odilia Bello-14923.02
138020-Carminda Morais-5853.34
18783-Leonidas Mafra-19328.55
993279-Manuel Capiperibe-290.34
275401-Delfim Higuera-1858.95
859839-Silvio Mata-16201.07
32226-Guida Juca-7704.99
579855-Marilda Leio-6586.93
813793-Taercio Mafra-17088.13
836718-Heleedsa Marins-20232.76
625135-Jorgina Bogalho-18833.64
898907-Marilda Leio-7320.19
700526-Mercia Caeira-8100.38
94084-Flor Portella-17030.31
553698-Domingos Pas-12498.23
737478-Andreia Moita-15516.82
551216-Guaraci Damasceno-13392.31
432664-Manuel Capiperibe-8493.27
833827-Emedlia Silvera-2806.57
166721-Marilda Leio-14574.94
