587463-Neeamia Arruda-5047.28
491308-Oliveira Senchez-2330.90
878570-Sara Lameiras-19759.43
681707-Guaraci Damasceno-4039.70
236579-Telma Villalobos-7480.60
617005-Tabalipa Duarte-18796.85
451305-Tibofarcio Camacho-18454.14
503670-Domingos Pas-14194.05
809186-Filomena Barrios-2560.46
718661-Antonio Castelo-21262.75
929804-Camila Gabeira-19041.72
984878-Delfina Perdigon-10161.80
501753-Estanislau Beserra-17960.59
927137-Moaci Mendoa-9292.57
458584-Fulvio Villegas-20174.93
199926-Filomena Barrios-9496.27
577414-Angelica Aranha-8875.94
103857-Lina Andrade-846.14
207888-Sidfnio Frois-3584.23
820582-Andreia Moita-10801.42
88893-Trajano Fagundes-15930.72
562463-Filomena Barrios-20510.57
126444-Anfnia Seixas-3850.75
150135-Spnia ou Sonia Guerreiro-16930.02
627001-Fulvio Villegas-12879.77
196299-Anind Zarco-17091.77
450341-Regina Barcellos-12142.71
635047-Clara Alcantara-14103.75
741559-Honorina Lira-5830.99
377544-Eurico Siqueira-13539.19
321601-Silvio Mata-8315.25
954346-Antonio Castelo-18340.87
767088-Tarrataca Soares-2997.30
154749-Jonatas Felgueiras-3518.80
799037-Liana Cardim-2470.23
969234-Emedlio Pimentel-7332.20
249642-Dulce Froes-15426.70
156974-Sara Lameiras-2258.21
162196-Cleusa Goes-3495.63
590847-Zulmira Becerra-224.57
677940-Moaci Mendoa-13707.78
353278-Guida Juca-20037.33
85389-Oliveira Senchez-7900.16
408730-Ermelinda Quintela-16731.71
250438-Joaquim Rufino-12874.86
69097-Carminda Morais-16504.55
580985-Oliveira Senchez-15642.22
879868-Domingos Pas-19163.79
553252-Ximena Castilho-6440.57
325376-Anind Zarco-2531.64
533174-Cassandra Varejo-18238.42
781892-Dulce Froes-5067.12
117641-Romo Paranage-5003.14
699568-Domingos Pas-422.39
645105-Cassandra Varejo-8254.89
130309-Flamednia Leiria-19905.58
835128-Anfnia Seixas-9516.56
726255-Adelina Quadros-10705.35
438738-Eurico Siqueira-16100.89
714135-Delfina Garcia de Gondim-10059.30
446344-Angilica Galante-6119.80
473316-Micaela Chavez-12597.62
233047-Micaela Chavez-4883.96
525329-Guaraci Damasceno-7450.95
504912-Mercia Caeira-2342.57
487184-Ermelinda Quintela-13503.87
925027-Fulvio Villegas-5317.39
100788-Neeamia Arruda-14684.65
171441-Ximena Castilho-914.20
299181-Jorgina Bogalho-10451.34
591209-Sara Lameiras-570.97
241817-Angelica Aranha-6455.70
604282-Oliveira Carmona-5193.20
796699-Leonidas Mafra-4683.61
711446-Zungela Ipiranga-183.82
631666-Almerinda Palmeira-4568.70
626455-Elisa Themes-12867.95
793152-Odete Vasques-19248.96
978921-Guida Juca-21400.67
286070-Lina Andrade-4288.82
523623-Neuza Francia-13394.74
741107-Flor Portella-2532.32
236765-Neuza Francia-19718.36
128240-Oliveira Carmona-5531.49
631450-Flamednia Leiria-3343.77
875150-Ximena Castilho-21410.09
538704-Domingos Pas-15211.51
424537-Honorina Lira-15739.45
291608-Artur Grillo-12224.40
578656-Leonidas Mafra-20767.26
516168-Antonio Castelo-8477.66
550488-Silvio Mata-2950.23
154933-Flamednia Leiria-16782.60
78901-Zungela Ipiranga-11909.05
364075-Judite Damasceno-17255.36
548071-Delfim Higuera-13689.28
601720-Anind Zarco-14714.66
450050-Tarrataca Soares-4174.07
710201-Ubaldo Mainha-18226.99
553615-Odilia Bello-14837.94
795825-Odilia Camello-4458.26
511689-Edgar Carvalheiro-9133.77
459375-Anfnia Seixas-13845.32
759518-Quintino Alcantara-2311.27
208817-Zulmira Becerra-690.08
35072-Mercia Caeira-9165.56
902651-Trajano Fagundes-10831.57
921659-Jussara Varanda-18556.07
401600-Quintino Alcantara-8638.34
321396-Antonio Viegas-2479.04
999820-Antonio Viegas-4367.00
444145-Zulmira Becerra-6222.11
911830-Odilia Bello-10576.71
639639-Guaraci Damasceno-15674.30
304870-Heleedsa Marins-5571.55
506268-Clarindo Areosa-5087.07
635335-Neuza Francia-14156.09
263480-Melinda Roserio-5040.48
782536-Lurdes Cotrim-14954.49
33166-Daniel Vieyra-13172.87
77676-Mercia Caeira-20462.87
948586-Gaudancio Fiees-2352.47
712737-Adelina Quadros-4741.59
525061-Cleusa Goes-1463.15
948108-Moaci Mendoa-4426.20
895009-Sara Lameiras-9411.26
397484-Adelina Quadros-8632.78
57253-Delfina Perdigon-16805.41
357069-Antonio Viegas-16628.40
974430-Estanislau Beserra-4853.90
12007-Tabalipa Duarte-17794.67
749275-Sara Lameiras-16959.32
214273-Anind Zarco-11481.61
350026-Daniel Vieyra-15206.86
916050-Antonio Castelo-8971.51
153868-Camila Gabeira-14940.46
98552-Lina Andrade-20804.43
169104-Emiliana Foquio-15920.17
287185-Ximena Castilho-18843.74
370747-Danilo Olaio-16738.65
741186-Sara Lameiras-12083.93
914675-Rebeca Neto-9246.59
335358-Armanda Amorim-14448.73
431419-Leonidas Mafra-16792.23
842496-Armanda Amorim-10476.56
873459-Delfina Garcia de Gondim-1073.26
30577-Delfina Garcia de Gondim-15144.24
981889-Elisa Themes-2421.10
474524-Angilica Galante-10893.97
323721-Antonio Castelo-12567.68
78999-Danilo Olaio-20615.09
301682-Branco Saraba-12549.40
973062-Elisa Themes-12197.92
322226-Oliveira Senchez-2827.39
357885-Mercia Caeira-7375.82
60849-Regina Barcellos-8794.55
809777-Ximena Castilho-16494.86
34857-Carminda Morais-17634.68
276990-Quintino Alcantara-7544.59
409597-Edgar Carvalheiro-2852.99
923460-Daniel Vieyra-8413.78
830587-Fulvio Villegas-20546.79
912956-Cleusa Goes-13261.69
868489-Odilia Camello-19514.91
79916-Odete Vasques-11563.65
430583-Polibe Olivares-19854.26
623416-Antonio Viegas-16377.52
756965-Emiliana Foquio-463.04
483984-Romo Paranage-9505.81
640714-Almor Caiado-19399.90
48847-Oliveira Senchez-3934.30
998624-Domingos Pas-18142.61
888370-Gaudancio Fiees-6846.90
86146-Feledcia Peassego-5970.75
23371-Odilia Camello-10831.55
542542-Jussara Varanda-10431.02
33470-Artur Grillo-5842.41
10381-Romo Paranage-12209.98
487867-Trajano Fagundes-10479.99
907750-Almerinda Palmeira-11546.39
142805-Odete Vasques-6502.05
755681-Rebeca Neto-15962.03
80763-Flamednia Leiria-9526.08
58409-Guida Juca-20866.94
559903-Celeste Duarte-9862.34
426776-Quintiliano Sousa de Arronches-5362.93
236231-Judite Damasceno-16163.26
314397-Flor Portella-15808.53
696132-Clara Alcantara-458.57
658425-Marilda Leio-20607.65
643579-Jussara Varanda-14684.24
542350-Cassandra Varejo-12576.96
218029-Leonidas Mafra-13357.77
99924-Flamednia Leiria-8813.52
56524-Zungela Ipiranga-18459.11
167745-Heleedsa Marins-10908.54
896875-Clara Alcantara-6016.07
867329-Delfina Garcia de Gondim-20159.21
352425-Almerinda Palmeira-10851.34
836147-Quintiliano Sousa de Arronches-9073.09
475563-Antonio Viegas-12749.52
319518-Cleusa Goes-4340.11
882990-Jorgina Bogalho-1987.45
54349-Tibefarcio Colao-12538.45
