775657-Fulvio Villegas-12039.99
38880-Almor Caiado-19515.84
729398-Rebeca Neto-9955.53
742582-Micaela Chavez-9486.87
480455-Oliveira Carmona-3047.25
44100-Polibe Olivares-826.12
245017-Ermelinda Quintela-12842.78
976914-Flamednia Leiria-18615.65
201855-Adelina Quadros-4853.16
970985-Taercio Mafra-11610.74
502254-Odilia Camello-7826.46
23577-Eurico Siqueira-9356.85
469480-Jonatas Felgueiras-2939.31
332411-Emedlio Pimentel-10786.73
614728-Cassandra Varejo-14001.54
36102-Filomena Barrios-8537.14
473831-Clarindo Areosa-19999.59
947420-Rebeca Neto-7304.53
5263-Fulvio Villegas-8416.54
830315-Oliveira Carmona-11666.25
395210-Emedlia Silvera-6776.44
952583-Delfina Garcia de Gondim-1341.84
610075-Cassandra Varejo-321.70
337184-Trajano Fagundes-19935.02
234620-Oliveira Carmona-15456.33
373740-Jussara Varanda-13801.86
124982-Andreia Moita-19206.60
670457-Clara Alcantara-1821.23
297788-Filomena Barrios-12501.29
724734-Guaraci Damasceno-13619.59
258560-Antonio Castelo-4798.70
922196-Honorina Lira-18438.23
787224-Cleusa Goes-9629.50
583044-Lina Andrade-9802.87
568590-Polibe Olivares-6970.38
224316-Ubaldo Mainha-4179.28
77971-Ximena Castilho-2255.69
923628-Carminda Morais-14042.39
221850-Letedcia Gago-15205.37
174492-Leonidas Mafra-10597.78
268892-Odilia Camello-11830.37
523655-Carminda Morais-5254.75
446006-Fulvio Villegas-227.79
538130-Almor Caiado-21163.62
165142-Sofras Cuaresma-14424.47
425419-Anind Zarco-15486.71
871414-Micaela Chavez-11412.66
9664-Dulce Froes-727.06
271235-Emiliana Foquio-12209.27
661392-Oliveira Senchez-11326.18
526802-Daniel Vieyra-9744.04
262675-Oliveira Carmona-14239.27
337947-Guida Juca-4678.90
362692-Carminda Morais-2859.44
190448-Rebeca Neto-7241.09
55833-Anind Zarco-11805.35
848941-Liana Cardim-8879.22
727458-Estanislau Beserra-17669.32
845490-Nuno Balsemeo-18522.03
17176-Ximena Castilho-2463.81
967252-Basilio Pedroso-4589.08
470629-Filomena Barrios-8221.71
449503-Oliveira Carmona-10325.08
207452-Tarrataca Soares-20528.71
843871-Guaraci Damasceno-5685.78
443702-Oliveira Senchez-15716.34
714910-Camila Gabeira-11849.99
284522-Quintiliano Sousa de Arronches-17817.27
43461-Odilia Bello-4710.88
729931-Liana Cardim-9211.06
551128-Guida Juca-20440.73
292296-Micaela Chavez-7280.60
960738-Quintiliano Sousa de Arronches-17935.09
35165-Emiliana Foquio-9682.33
537354-Telma Villalobos-3685.93
665153-Delfina Garcia de Gondim-14370.37
843981-Armanda Amorim-14272.68
945251-Judite Damasceno-14805.53
494981-Silvio Mata-16695.96
248053-Taercio Mafra-10678.43
898564-Angilica Galante-8079.10
456964-Adelina Quadros-18642.02
185930-Fulvio Villegas-13656.79
939759-Gaudancio Fiees-19277.15
81145-Camila Gabeira-16887.68
800536-Fulvio Villegas-13729.50
153764-Romo Paranage-133.10
538828-Trajano Fagundes-6452.55
650482-Micaela Chavez-7407.50
850568-Neeamia Arruda-45.15
672615-Angelica Aranha-8304.13
83874-Estanislau Beserra-15298.70
554974-Antonio Viegas-7775.73
51772-Zungela Ipiranga-17535.12
781718-Taercio Mafra-681.10
621389-Taercio Mafra-5849.10
498134-Polibe Olivares-5805.81
159568-Anfnia Seixas-12401.19
373861-Clarindo Areosa-502.86
217178-Filomena Barrios-17771.37
903100-Quintiliano Sousa de Arronches-8993.26
499106-Cleusa Goes-16084.10
813845-Angelica Aranha-3374.81
324407-Ubaldo Mainha-10275.33
549606-Elisa Themes-3518.31
575852-Jonatas Felgueiras-8264.52
551947-Ubaldo Mainha-17409.50
838223-Artur Grillo-2276.26
379932-Basilio Pedroso-20620.00
188407-Spnia ou Sonia Guerreiro-3237.34
995349-Polibe Olivares-3756.37
732026-Eurico Siqueira-8781.36
855402-Quintino Alcantara-15479.50
551408-Tabalipa Duarte-16032.74
276155-Neuza Francia-8243.40
110789-Telma Villalobos-8999.16
372197-Fulvio Villegas-10554.68
697792-Neeamia Arruda-13043.06
659106-Andreia Moita-1442.02
906623-Cassandra Varejo-4633.91
807262-Emedlia Silvera-1189.02
549990-Jonatas Felgueiras-20886.35
702330-Oliveira Carmona-14600.06
335608-Adelina Quadros-11580.74
17948-Edgar Carvalheiro-7888.67
531069-Neuza Francia-4204.94
496359-Adelina Quadros-6378.66
928304-Angelica Aranha-20215.64
502825-Fulvio Villegas-15167.39
77431-Telma Villalobos-13211.62
385651-Ermelinda Quintela-10644.86
846939-Lurdes Cotrim-16460.36
444047-Eurico Siqueira-3792.54
990822-Delfina Garcia de Gondim-18965.90
844374-Oliveira Senchez-7831.24
521606-Antonio Castelo-16856.55
147426-Flor Portella-11356.68
724726-Celeste Duarte-8741.13
640785-Jonatas Felgueiras-11286.16
242830-Augusta Paio-18136.93
751972-Estanislau Beserra-11055.95
647209-Judite Damasceno-15274.42
209623-Adelina Quadros-18098.86
778263-Angelica Aranha-13533.93
937243-Lina Andrade-17612.38
962718-Emedlio Pimentel-17102.75
998181-Nuno Balsemeo-21004.23
383125-Armindo Castalo-18396.64
364398-Domingos Pas-848.21
84755-Delfina Perdigon-12750.64
483522-Edgar Carvalheiro-15788.16
884313-Clara Alcantara-11149.79
320768-Armanda Amorim-19721.89
11568-Oliveira Senchez-13154.84
325026-Armindo Castalo-3029.37
246386-Anind Zarco-18709.00
855774-Domingos Pas-21448.98
133197-Rebeca Neto-17627.98
523310-Melinda Roserio-5986.78
45292-Edgar Carvalheiro-1692.80
776574-Odilia Bello-17957.63
102806-Celeste Duarte-1001.64
387281-Gaudancio Fiees-10234.84
74045-Silvio Mata-6500.12
153920-Neeamia Arruda-8763.37
987633-Clarindo Areosa-3381.00
613142-Liana Cardim-7209.56
177872-Odilia Bello-10130.89
922903-Sara Lameiras-20886.12
489020-Almerinda Palmeira-7811.74
635404-Taercio Mafra-10519.51
597676-Adelina Quadros-18590.54
55749-Oliveira Carmona-4349.57
702895-Cassandra Varejo-7370.31
866433-Eurico Siqueira-19711.85
450903-Zungela Ipiranga-16036.89
968078-Sidfnio Frois-13448.19
383437-Artur Grillo-11475.13
112809-Angelica Aranha-7039.52
520593-Tibofarcio Camacho-989.57
724247-Almerinda Palmeira-6075.93
690941-Cassandra Varejo-16611.91
337694-Camila Gabeira-797.63
952568-Manuel Capiperibe-21304.66
612541-Quintino Alcantara-5388.48
93581-Rebeca Neto-20502.99
191132-Oliveira Senchez-20932.67
244616-Flamednia Leiria-6651.67
387230-Moaci Mendoa-16762.80
174989-Manuel Capiperibe-14303.17
136832-Armindo Castalo-965.57
49335-Feledcia Peassego-16182.48
531655-Camila Gabeira-18005.86
487425-Filomena Barrios-16670.55
474339-Adelina Quadros-18676.67
646317-Armindo Castalo-11312.77
540049-Andreia Moita-19434.69
252324-Emiliana Foquio-7302.29
477367-Cleusa Goes-6521.33
170785-Anind Zarco-16503.08
821599-Filomena Barrios-2109.61
65213-Moaci Mendoa-16810.11
532006-Emedlio Pimentel-14770.59
245024-Delfim Higuera-340.62
939866-Leonidas Mafra-2365.37
482967-Odete Vasques-19081.83
841580-Neeamia Arruda-2102.39
