744945-Anfnia Seixas-1831.92
54506-Urbano Rodrigues-3334.72
379962-Ximena Castilho-6959.77
129768-Ermelinda Quintela-12297.25
353716-Ubaldo Mainha-12176.33
688433-Melinda Roserio-11082.99
75080-Ermelinda Quintela-14689.64
877042-Guaraci Damasceno-17094.80
880134-Telma Villalobos-9873.42
821448-Elisa Themes-13523.56
218317-Delfina Perdigon-19781.51
804931-Armindo Castalo-7.22
377127-Dulce Froes-19811.02
147224-Aludsio Sosa-15947.48
782113-Aludsio Sosa-1096.18
311561-Flamednia Leiria-2493.06
4925-Melinda Roserio-7113.81
409963-Tarrataca Soares-15382.58
184962-Telma Villalobos-19311.38
929404-Domingos Pas-10744.76
623289-Almerinda Palmeira-15776.95
158519-Regina Barcellos-16384.99
682484-Odilia Bello-7033.93
667215-Sidfnio Frois-5520.56
409771-Armindo Castalo-2883.55
785527-Oliveira Senchez-4236.67
460171-Nuno Balsemeo-10956.71
615335-Judite Damasceno-2565.98
766476-Daniel Vieyra-14557.83
260067-Ximena Castilho-2752.29
625849-Emiliana Foquio-12218.52
658703-Judite Damasceno-5615.27
413135-Adelino Barra-7752.09
785459-Quintiliano Sousa de Arronches-4113.93
905444-Mercia Caeira-6998.02
159509-Branco Saraba-7105.88
719737-Fulvio Villegas-15520.48
661207-Emedlio Pimentel-3981.80
860961-Tarrataca Soares-11059.46
231839-Henrique Bento-3677.23
78936-Heleedsa Marins-16833.49
136922-Camila Gabeira-5885.24
210728-Cleusa Goes-13789.37
677481-Flor Portella-17407.22
200759-Emedlio Pimentel-11211.44
79026-Angilica Galante-17773.04
140195-Ximena Castilho-18110.23
872841-Oliveira Carmona-19336.85
203277-Regina Barcellos-15360.62
832819-Jorgina Bogalho-4018.10
690869-Delfina Garcia de Gondim-17528.89
917070-Angelica Aranha-7245.42
153589-Odete Vasques-11027.53
631965-Urbano Rodrigues-14434.30
986709-Micaela Chavez-1511.48
660297-Urbano Rodrigues-18092.27
921904-Marilda Leio-3988.83
748053-Esperada Cardoso-13107.56
237728-Oliveira Carmona-5064.76
706460-Jorgina Bogalho-15893.08
897966-Basilio Pedroso-5395.16
438094-Andreia Moita-7264.33
18252-Nuno Balsemeo-5641.03
535223-Neuza Francia-8277.35
290820-Danilo Olaio-19287.21
706837-Lurdes Cotrim-2718.98
426433-Tibefarcio Colao-8628.20
202049-Basilio Pedroso-9585.68
662187-Camila Gabeira-9573.22
700513-Telma Villalobos-19650.29
548866-Edgar Carvalheiro-544.43
802534-Fulvio Villegas-12038.81
598439-Henrique Bento-17068.99
663661-Neeamia Arruda-7949.51
675681-Heleedsa Marins-2087.58
318907-Danilo Olaio-10694.65
221421-Anind Zarco-8594.08
490713-Urbano Rodrigues-13896.10
32330-Antonio Castelo-2987.88
565900-Estanislau Beserra-12704.89
407890-Elisa Themes-4115.54
765523-Odilia Camello-16223.56
72220-Micaela Chavez-13324.71
481570-Rodolfo Paz-6446.51
141891-Neuza Francia-10023.27
523540-Trajano Fagundes-4091.62
803167-Jonatas Felgueiras-6743.84
419027-Mercia Caeira-493.91
602823-Moaci Mendoa-19924.23
624987-Quintiliano Sousa de Arronches-5675.05
191978-Angilica Galante-16589.13
201764-Clara Alcantara-15111.95
92437-Delfina Perdigon-8507.83
398603-Urbano Rodrigues-2417.81
655484-Ximena Castilho-5119.23
186604-Angelica Aranha-14424.47
182450-Emedlia Silvera-11577.66
585806-Domingos Pas-5207.02
115073-Angilica Galante-4898.21
432439-Sidfnio Frois-20224.46
754769-Aludsio Sosa-6411.54
630928-Zulmira Becerra-6953.56
379802-Armindo Castalo-12414.48
599831-Henrique Bento-18388.47
987380-Domingos Pas-11350.19
701777-Zungela Ipiranga-14862.06
578283-Estanislau Beserra-18143.88
354671-Angilica Galante-8314.90
5301-Henrique Bento-20746.05
111561-Edgar Carvalheiro-15475.54
722997-Tibefarcio Colao-5208.25
247501-Neeamia Arruda-15534.56
999652-Dulce Froes-19728.36
18965-Guida Juca-9639.52
336067-Adelino Barra-13189.39
576497-Angelica Aranha-18926.41
780149-Artur Grillo-9467.36
750188-Rebeca Neto-13030.90
938347-Camila Gabeira-8636.12
431097-Ximena Castilho-16207.24
402481-Guida Juca-19944.47
528126-Polibe Olivares-14962.11
9795-Leonidas Mafra-16372.10
456278-Clarindo Areosa-11207.46
266178-Branco Saraba-1885.98
94979-Eurico Siqueira-15001.75
645637-Zulmira Becerra-554.71
100603-Polibe Olivares-13072.21
45683-Liana Cardim-14811.59
112301-Honorina Lira-10671.07
249250-Tibefarcio Colao-20875.09
211299-Spnia ou Sonia Guerreiro-8885.54
145727-Emiliana Foquio-3130.80
432337-Gaudancio Fiees-16025.36
670960-Quintiliano Sousa de Arronches-1533.19
365329-Leonidas Mafra-13954.14
700869-Spnia ou Sonia Guerreiro-3725.76
804920-Letedcia Gago-10466.76
483096-Clarindo Areosa-21017.22
289755-Telma Villalobos-13173.51
336458-Esperada Cardoso-2411.16
346202-Armindo Castalo-15413.28
82842-Emiliana Foquio-3289.90
29676-Silvio Mata-7244.22
238375-Augusta Paio-15440.93
45004-Polibe Olivares-19594.58
26062-Oliveira Carmona-17156.76
994402-Delfim Higuera-17594.80
183859-Melinda Roserio-12464.80
49134-Almerinda Palmeira-10402.86
21324-Filomena Barrios-6141.39
535615-Emiliana Foquio-19624.85
603780-Joaquim Rufino-1390.84
751966-Anind Zarco-10761.14
436452-Polibe Olivares-15993.52
956120-Odilia Camello-18973.97
889596-Tibefarcio Colao-13229.40
915222-Dulce Froes-20789.34
617249-Moaci Mendoa-11776.34
557713-Lina Andrade-1002.00
365267-Armanda Amorim-20612.21
289162-Carminda Morais-5582.73
540696-Mercia Caeira-7748.77
298300-Flor Portella-8766.29
477960-Flor Portella-3185.82
750636-Adelino Barra-14015.38
514362-Odilia Bello-12259.44
953654-Fulvio Villegas-1643.75
906138-Quintiliano Sousa de Arronches-14109.92
338556-Urbano Rodrigues-6250.67
57017-Tibefarcio Colao-12714.32
914329-Judite Damasceno-14437.21
289400-Fulvio Villegas-5357.78
232368-Almerinda Palmeira-10240.76
321964-Augusta Paio-14855.54
247509-Ximena Castilho-13168.21
603062-Quintino Alcantara-3298.52
898334-Romo Paranage-2403.22
160431-Emedlia Silvera-6602.28
540508-Andreia Moita-6885.67
636757-Tibofarcio Camacho-13656.24
470501-Tibofarcio Camacho-11580.54
577355-Spnia ou Sonia Guerreiro-20283.44
77452-Emedlio Pimentel-19680.93
206406-Trajano Fagundes-20534.14
917022-Telma Villalobos-17361.79
165419-Henrique Bento-7662.98
390249-Basilio Pedroso-4667.12
474031-Odilia Bello-7688.73
66718-Edgar Carvalheiro-7029.30
726024-Manuel Capiperibe-3690.83
333567-Celeste Duarte-18285.53
662159-Edgar Carvalheiro-13446.47
285198-Melinda Roserio-18397.25
984634-Lina Andrade-20429.31
754779-Branco Saraba-1253.64
862622-Emedlio Pimentel-17835.30
822524-Feledcia Peassego-18009.20
588140-Delfina Perdigon-3419.10
614664-Daniel Vieyra-9649.77
691596-Dulce Froes-2.19
908658-Tarrataca Soares-8665.53
696531-Jussara Varanda-7127.32
828264-Oliveira Carmona-745.33
85280-Guaraci Damasceno-21235.18
756840-Gaudancio Fiees-19027.89
639509-Armanda Amorim-7291.68
303645-Rebeca Neto-10799.90
