208795-Camila Gabeira-19268.44
123688-Emedlia Silvera-8025.25
126643-Clara Alcantara-16800.94
841373-Elisa Themes-2668.12
816348-Daniel Vieyra-15721.43
216706-Melinda Roserio-14608.08
163977-Domingos Pas-12683.86
830408-Zungela Ipiranga-1249.76
162673-Antonio Viegas-12545.78
918358-Domingos Pas-15913.87
539921-Basilio Pedroso-7352.89
342690-Camila Gabeira-12054.13
79078-Mercia Caeira-6130.56
129352-Armanda Amorim-17628.97
606385-Clara Alcantara-9802.30
711562-Augusta Paio-3039.63
225327-Armindo Castalo-9321.27
468957-Adelina Quadros-3414.74
106608-Spnia ou Sonia Guerreiro-12176.36
383418-Branco Saraba-14835.55
276001-Odilia Bello-1596.11
194217-Melinda Roserio-19159.54
153788-Almor Caiado-9995.49
207255-Melinda Roserio-17296.79
72368-Quintiliano Sousa de Arronches-7158.01
597190-Urbano Rodrigues-9565.13
446557-Trajano Fagundes-13707.38
198522-Almerinda Palmeira-6477.23
410522-Edgar Carvalheiro-8588.30
717310-Odilia Bello-7307.30
927379-Elisa Themes-15700.06
426551-Emedlio Pimentel-5757.16
854868-Camila Gabeira-6978.70
338971-Aludsio Sosa-14690.77
236587-Oliveira Senchez-10086.66
364064-Lurdes Cotrim-8887.80
454461-Clara Alcantara-4227.43
188106-Flor Portella-8789.41
395408-Clarindo Areosa-2348.68
755392-Odilia Bello-18925.85
670064-Oliveira Carmona-10010.29
712049-Trajano Fagundes-4429.72
707685-Jorgina Bogalho-14238.27
252403-Basilio Pedroso-2616.82
508259-Honorina Lira-8669.19
565287-Polibe Olivares-20722.83
135048-Manuel Capiperibe-20342.54
959223-Camila Gabeira-16849.58
506767-Heleedsa Marins-13658.70
400642-Filomena Barrios-1471.41
24266-Artur Grillo-16598.12
169992-Filomena Barrios-17685.24
32038-Sofras Cuaresma-2417.48
764191-Joaquim Rufino-2265.16
90059-Liana Cardim-13050.25
82010-Domingos Pas-20455.90
369938-Artur Grillo-12572.41
400400-Jonatas Felgueiras-3107.17
888270-Angelica Aranha-20012.24
727720-Adelina Quadros-7451.41
185114-Antonio Viegas-15681.65
671481-Neeamia Arruda-17453.35
129723-Armindo Castalo-18523.67
931060-Armindo Castalo-4396.48
898113-Daniel Vieyra-11237.38
816524-Clarindo Areosa-6183.36
17654-Nuno Balsemeo-19597.06
988668-Tibefarcio Colao-12756.23
434024-Emiliana Foquio-15925.11
265482-Nuno Balsemeo-9977.55
238434-Cassandra Varejo-13839.40
22944-Augusta Paio-16046.12
847413-Guida Juca-21027.41
935878-Odilia Bello-71.89
24392-Angilica Galante-20220.87
170269-Joaquim Rufino-4244.20
906092-Spnia ou Sonia Guerreiro-15814.37
883263-Oliveira Carmona-10849.42
93707-Regina Barcellos-6198.93
44193-Anfnia Seixas-15521.58
135363-Adelino Barra-18813.97
907836-Danilo Olaio-11199.36
15251-Oliveira Carmona-10363.00
522352-Sara Lameiras-18722.36
676976-Jonatas Felgueiras-17067.76
569184-Judite Damasceno-18449.46
797336-Letedcia Gago-373.69
764076-Delfina Perdigon-18362.52
353450-Delfina Garcia de Gondim-11098.62
970082-Antonio Viegas-20069.07
341692-Odilia Camello-9775.58
169745-Sofras Cuaresma-17374.66
609372-Anfnia Seixas-17369.98
822998-Melinda Roserio-6810.36
225333-Marilda Leio-11567.13
714490-Dulce Froes-21402.83
139696-Tibefarcio Colao-21025.96
2253-Mercia Caeira-8558.77
323534-Henrique Bento-18232.30
53915-Rebeca Neto-1547.17
942525-Clarindo Areosa-11430.58
744150-Honorina Lira-18772.28
481735-Emiliana Foquio-18143.54
35397-Clara Alcantara-9096.93
341013-Emiliana Foquio-13179.18
422977-Romo Paranage-7661.49
484260-Camila Gabeira-18262.89
398252-Sara Lameiras-17848.08
80920-Gaudancio Fiees-17266.47
142322-Flamednia Leiria-1242.18
626653-Sofras Cuaresma-6771.60
669276-Odilia Bello-9719.04
694379-Sara Lameiras-21283.86
233566-Tibefarcio Colao-8879.38
809188-Spnia ou Sonia Guerreiro-12702.79
614574-Odilia Bello-6872.18
702556-Andreia Moita-9837.03
419526-Flor Portella-496.17
13209-Neeamia Arruda-18686.98
353407-Anfnia Seixas-11083.57
410203-Oliveira Carmona-19229.83
525288-Tarrataca Soares-9951.69
901112-Tibefarcio Colao-623.80
630695-Flor Portella-8616.13
569739-Leonidas Mafra-19264.22
427227-Joaquim Rufino-1185.53
433999-Jussara Varanda-18732.56
762457-Marilda Leio-7031.92
898501-Filomena Barrios-17592.05
198370-Urbano Rodrigues-4220.75
715979-Joaquim Rufino-11414.85
910205-Tabalipa Duarte-7655.27
8846-Almor Caiado-11714.28
9991-Sofras Cuaresma-20260.58
949035-Angelica Aranha-20916.28
683345-Almerinda Palmeira-5385.72
635898-Andreia Moita-2805.22
807305-Spnia ou Sonia Guerreiro-9962.85
79468-Delfim Higuera-1756.99
82363-Quintino Alcantara-16928.98
441959-Regina Barcellos-13771.30
301263-Clara Alcantara-20530.40
845903-Delfina Garcia de Gondim-3975.66
253907-Delfina Perdigon-6865.76
791544-Neeamia Arruda-16605.25
268002-Ermelinda Quintela-2947.24
297856-Jonatas Felgueiras-15713.60
583662-Sidfnio Frois-316.84
577649-Armindo Castalo-202.80
293028-Melinda Roserio-12583.62
83206-Taercio Mafra-5593.20
874738-Rodolfo Paz-19936.22
192912-Artur Grillo-1139.84
938840-Tibofarcio Camacho-14252.38
775921-Honorina Lira-3465.46
241191-Lina Andrade-9518.14
794580-Basilio Pedroso-12121.12
870088-Delfina Perdigon-8532.12
230172-Manuel Capiperibe-5783.06
289685-Antonio Castelo-21465.98
763349-Carminda Morais-16851.98
883495-Filomena Barrios-3355.89
560328-Neeamia Arruda-10107.82
802694-Jussara Varanda-5872.37
620585-Sofras Cuaresma-10910.13
479388-Camila Gabeira-3187.71
62449-Liana Cardim-9565.65
522017-Manuel Capiperibe-11374.35
665398-Camila Gabeira-18576.66
88412-Almor Caiado-11454.72
873423-Guaraci Damasceno-6937.51
495094-Delfina Perdigon-18796.35
254689-Clarindo Areosa-3137.11
481758-Antonio Viegas-6885.14
979266-Odete Vasques-15431.35
506051-Clara Alcantara-2431.31
362821-Angelica Aranha-13781.93
847432-Daniel Vieyra-772.31
543546-Neeamia Arruda-6668.97
545165-Ximena Castilho-10199.85
661668-Rebeca Neto-2473.75
492615-Jussara Varanda-10558.70
912744-Lina Andrade-11441.25
631320-Liana Cardim-6261.23
587182-Ubaldo Mainha-9271.02
556253-Cassandra Varejo-2461.24
812428-Gaudancio Fiees-16824.87
633934-Tarrataca Soares-58.51
890859-Domingos Pas-3643.95
846080-Sidfnio Frois-11889.40
272930-Micaela Chavez-3311.18
451109-Tabalipa Duarte-16236.10
780464-Jorgina Bogalho-11070.39
821324-Polibe Olivares-19396.71
892735-Micaela Chavez-4137.74
98931-Letedcia Gago-19153.31
952003-Clarindo Areosa-3206.59
998050-Clara Alcantara-8812.93
275439-Mercia Caeira-4397.01
449570-Delfina Perdigon-8535.47
125206-Liana Cardim-11208.20
175771-Letedcia Gago-19352.71
612711-Adelina Quadros-8815.67
174364-Artur Grillo-4209.05
