291010-Almor Caiado-20859.33
684043-Anind Zarco-4113.27
464677-Artur Grillo-19667.76
117208-Melinda Roserio-16338.30
275283-Delfina Garcia de Gondim-16824.21
469018-Telma Villalobos-14089.64
488673-Moaci Mendoa-5638.15
485712-Urbano Rodrigues-2982.71
676479-Adelino Barra-9656.71
936716-Sidfnio Frois-14820.23
974907-Telma Villalobos-14935.16
591766-Emiliana Foquio-6267.16
975526-Adelina Quadros-18761.81
167340-Trajano Fagundes-14078.14
143456-Anind Zarco-14980.89
4184-Tibefarcio Colao-16695.59
911574-Artur Grillo-6565.64
773793-Clarindo Areosa-19990.49
796141-Polibe Olivares-9972.42
194943-Fulvio Villegas-2046.95
47027-Melinda Roserio-11756.70
902670-Delfim Higuera-6317.78
601856-Camila Gabeira-16417.54
76956-Nuno Balsemeo-12604.37
381849-Aludsio Sosa-20275.81
141009-Andreia Moita-12051.01
864201-Sara Lameiras-5375.29
918967-Odilia Camello-18703.03
244543-Flamednia Leiria-4426.16
240819-Romo Paranage-753.27
259564-Regina Barcellos-20323.74
826581-Flor Portella-17617.93
109560-Spnia ou Sonia Guerreiro-18223.95
573178-Odete Vasques-20334.72
883700-Marilda Leio-18813.70
283705-Tibofarcio Camacho-9010.27
758562-Taercio Mafra-5014.08
796945-Filomena Barrios-12463.27
400918-Edgar Carvalheiro-12865.71
246962-Basilio Pedroso-15878.12
304496-Regina Barcellos-14845.88
32076-Moaci Mendoa-3229.31
537820-Anind Zarco-8770.41
829960-Angelica Aranha-7281.30
43131-Andreia Moita-12840.14
869846-Artur Grillo-18952.97
797937-Polibe Olivares-20840.56
771684-Letedcia Gago-3593.69
48526-Domingos Pas-8677.70
457310-Odilia Camello-3115.34
192979-Elisa Themes-10428.38
302559-Oliveira Carmona-20898.70
237778-Oliveira Senchez-19369.24
567786-Liana Cardim-782.71
885893-Tibofarcio Camacho-20693.14
90298-Regina Barcellos-13477.00
838364-Dulce Froes-12660.14
994292-Delfim Higuera-2143.02
477050-Trajano Fagundes-628.67
47532-Clara Alcantara-12543.25
946557-Gaudancio Fiees-17165.18
433691-Zungela Ipiranga-13343.36
851865-Cleusa Goes-18695.74
826993-Anfnia Seixas-8496.58
448604-Quintiliano Sousa de Arronches-3080.61
567695-Flamednia Leiria-21261.51
17027-Zulmira Becerra-7625.06
38810-Esperada Cardoso-10135.00
429989-Jonatas Felgueiras-19779.77
591482-Sidfnio Frois-6475.41
802956-Flor Portella-7574.87
336203-Augusta Paio-16449.21
772354-Melinda Roserio-14852.89
649230-Zungela Ipiranga-11556.33
796791-Regina Barcellos-13840.81
774520-Antonio Castelo-13071.65
452263-Angelica Aranha-6726.99
660661-Gaudancio Fiees-15647.38
171399-Emedlio Pimentel-476.84
549355-Leonidas Mafra-12842.75
768192-Esperada Cardoso-12910.78
20888-Lina Andrade-11109.31
610003-Adelina Quadros-6862.20
289667-Elisa Themes-19538.69
627666-Clara Alcantara-6971.82
542598-Leonidas Mafra-11329.56
608409-Celeste Duarte-3139.25
696168-Gaudancio Fiees-16535.86
800166-Lina Andrade-10712.73
881103-Letedcia Gago-7773.39
502861-Manuel Capiperibe-20261.07
128351-Nuno Balsemeo-916.45
191264-Emedlio Pimentel-6032.55
543464-Edgar Carvalheiro-11355.44
44650-Carminda Morais-3906.88
143424-Quintino Alcantara-8242.31
407483-Adelina Quadros-2673.56
886556-Sara Lameiras-16300.52
103103-Nuno Balsemeo-16308.52
3463-Armindo Castalo-1002.49
695472-Zungela Ipiranga-19807.52
465734-Oliveira Carmona-15873.97
683156-Almor Caiado-5651.05
636444-Guida Juca-3991.64
458476-Antonio Castelo-977.25
462395-Cleusa Goes-10448.69
939073-Guaraci Damasceno-2527.93
857125-Telma Villalobos-5416.79
360861-Guida Juca-13287.82
138031-Lina Andrade-5143.02
770696-Silvio Mata-15299.98
27048-Basilio Pedroso-13719.80
927974-Anfnia Seixas-11511.79
83477-Carminda Morais-15538.16
783225-Sara Lameiras-2387.90
687588-Cassandra Varejo-507.69
822813-Tibofarcio Camacho-21227.08
830012-Carminda Morais-3260.82
889003-Almerinda Palmeira-6094.43
799951-Heleedsa Marins-18965.81
476663-Cassandra Varejo-6698.68
422002-Quintiliano Sousa de Arronches-11028.95
280670-Tibofarcio Camacho-11398.23
727579-Almerinda Palmeira-13839.06
855251-Tarrataca Soares-8232.06
224686-Clarindo Areosa-19958.93
946606-Sara Lameiras-14312.33
977550-Neeamia Arruda-15440.63
687721-Augusta Paio-18169.52
180224-Fulvio Villegas-17332.68
491225-Cleusa Goes-13932.61
799845-Zulmira Becerra-6301.99
604522-Zungela Ipiranga-10314.80
104766-Daniel Vieyra-10147.24
420668-Regina Barcellos-9790.95
43409-Cleusa Goes-10223.20
919032-Rodolfo Paz-417.83
535668-Almor Caiado-4377.61
234089-Delfim Higuera-6044.48
858804-Jussara Varanda-18706.29
96902-Gaudancio Fiees-4556.36
202726-Flamednia Leiria-369.52
719676-Leonidas Mafra-19865.57
59375-Jonatas Felgueiras-10131.78
821652-Angelica Aranha-8181.15
789733-Filomena Barrios-16401.58
167557-Tabalipa Duarte-13825.94
294291-Elisa Themes-206.46
999946-Zungela Ipiranga-278.80
657173-Feledcia Peassego-20137.39
98628-Anind Zarco-14323.52
317326-Odilia Bello-11010.71
735269-Antonio Viegas-21227.91
149479-Augusta Paio-13423.67
287536-Tibofarcio Camacho-1437.04
521042-Quintiliano Sousa de Arronches-14974.94
591036-Ubaldo Mainha-9571.78
444124-Elisa Themes-21014.72
57857-Lina Andrade-319.89
636308-Flamednia Leiria-8606.46
843349-Rodolfo Paz-20257.45
202909-Flor Portella-6255.78
998481-Emedlio Pimentel-15853.13
383644-Jonatas Felgueiras-16414.63
946811-Delfina Garcia de Gondim-18087.50
625002-Sofras Cuaresma-9187.88
977979-Zungela Ipiranga-21413.79
441126-Letedcia Gago-12233.39
550111-Lina Andrade-7499.14
539023-Tarrataca Soares-13255.50
266667-Guaraci Damasceno-5259.10
379000-Dulce Froes-9541.12
562396-Emedlio Pimentel-4996.27
52885-Neeamia Arruda-11490.11
909841-Telma Villalobos-17679.58
987621-Andreia Moita-10270.99
559606-Jonatas Felgueiras-5665.93
826057-Edgar Carvalheiro-17690.35
564914-Neeamia Arruda-3601.01
808827-Manuel Capiperibe-6626.40
698616-Letedcia Gago-3954.23
849263-Artur Grillo-9908.02
94446-Joaquim Rufino-14023.65
653083-Silvio Mata-16054.17
191004-Rebeca Neto-7948.44
479395-Quintino Alcantara-12618.31
588352-Letedcia Gago-2089.07
76209-Augusta Paio-7407.33
903441-Sidfnio Frois-6638.14
160610-Polibe Olivares-101.40
484024-Eurico Siqueira-17878.38
717034-Honorina Lira-15802.04
62548-Antonio Castelo-128.15
551752-Jonatas Felgueiras-8184.68
51938-Filomena Barrios-13436.59
26269-Heleedsa Marins-12496.54
616099-Moaci Mendoa-14552.43
283057-Tarrataca Soares-19543.19
17324-Quintino Alcantara-18227.39
336308-Gaudancio Fiees-18104.16
811736-Romo Paranage-10954.16
226628-Emiliana Foquio-2036.50
927280-Elisa Themes-892.29
