788825-Zungela Ipiranga-855.27
266689-Judite Damasceno-5034.10
833091-Angelica Aranha-11409.45
766822-Oliveira Carmona-874.20
318466-Elisa Themes-3789.60
627938-Antonio Castelo-7228.27
584649-Fulvio Villegas-1940.32
395068-Clara Alcantara-19618.16
423418-Filomena Barrios-18207.89
58906-Delfina Garcia de Gondim-6114.68
184082-Estanislau Beserra-21081.99
237525-Armanda Amorim-18169.82
4280-Clarindo Areosa-4393.31
304538-Sidfnio Frois-13400.98
696912-Edgar Carvalheiro-3199.33
880745-Clarindo Areosa-6075.61
593008-Ubaldo Mainha-9911.45
592805-Joaquim Rufino-13525.40
944328-Clara Alcantara-18729.64
893070-Flamednia Leiria-5055.39
204298-Eurico Siqueira-7357.23
723989-Rebeca Neto-11329.61
137202-Anfnia Seixas-4314.81
12077-Armindo Castalo-6517.86
306613-Sara Lameiras-10484.83
560946-Tibofarcio Camacho-10338.80
641769-Adelina Quadros-17424.73
270716-Danilo Olaio-18420.66
715869-Clara Alcantara-19930.10
466791-Cleusa Goes-1104.19
202486-Lurdes Cotrim-281.40
653179-Odilia Bello-1878.64
85558-Artur Grillo-10930.01
365419-Guaraci Damasceno-17370.13
743232-Estanislau Beserra-598.36
53815-Rodolfo Paz-7353.97
441458-Edgar Carvalheiro-1915.55
974458-Emedlio Pimentel-7698.26
564236-Cassandra Varejo-1370.58
117858-Oliveira Carmona-1140.41
726935-Rebeca Neto-13122.44
59196-Oliveira Carmona-15448.97
868520-Clara Alcantara-4814.99
159187-Guida Juca-7088.65
235734-Spnia ou Sonia Guerreiro-14196.08
311425-Odilia Bello-7861.78
267007-Quintino Alcantara-15636.19
211839-Joaquim Rufino-4481.10
738727-Urbano Rodrigues-9396.74
791999-Sara Lameiras-6163.09
264725-Jonatas Felgueiras-21310.36
877557-Lurdes Cotrim-19246.11
354483-Clarindo Areosa-11299.96
832705-Letedcia Gago-1786.71
840653-Nuno Balsemeo-18699.07
201292-Almor Caiado-8097.35
442864-Feledcia Peassego-1795.18
756194-Filomena Barrios-17217.30
895647-Delfina Garcia de Gondim-8359.85
93443-Cleusa Goes-16627.77
332726-Angilica Galante-175.58
332334-Esperada Cardoso-2234.36
745447-Filomena Barrios-3207.90
141271-Elisa Themes-14026.23
434280-Antonio Viegas-9109.80
818650-Armindo Castalo-10531.81
897253-Oliveira Carmona-4171.41
111547-Delfim Higuera-13418.97
435989-Angelica Aranha-3023.09
951169-Ermelinda Quintela-17304.02
774945-Trajano Fagundes-14452.51
634252-Angelica Aranha-7591.00
137343-Almerinda Palmeira-12168.45
636385-Jussara Varanda-11525.03
806919-Manuel Capiperibe-12749.37
917381-Artur Grillo-8562.72
246494-Domingos Pas-6826.86
610321-Tibefarcio Colao-1703.14
704348-Almerinda Palmeira-19147.50
300006-Angelica Aranha-4132.17
189295-Ermelinda Quintela-5769.92
120588-Angelica Aranha-2421.43
4146-Nuno Balsemeo-13332.80
678100-Antonio Viegas-6854.33
975156-Quintiliano Sousa de Arronches-6247.56
768670-Zungela Ipiranga-8736.74
743584-Oliveira Senchez-944.37
375466-Heleedsa Marins-6140.47
904159-Micaela Chavez-20067.51
258013-Honorina Lira-8135.68
14119-Emiliana Foquio-8447.57
537908-Neeamia Arruda-21178.77
161714-Guida Juca-5613.98
147337-Basilio Pedroso-7910.76
636047-Almor Caiado-20620.51
578476-Odete Vasques-9903.36
793276-Silvio Mata-7765.96
210403-Oliveira Carmona-18379.72
425052-Antonio Viegas-12213.92
422270-Jorgina Bogalho-13766.50
636873-Tibofarcio Camacho-18866.64
843807-Neeamia Arruda-20492.02
193676-Gaudancio Fiees-4758.80
340176-Odilia Bello-5310.28
919692-Andreia Moita-12196.64
255495-Anfnia Seixas-16692.42
781319-Almerinda Palmeira-5885.52
743657-Lurdes Cotrim-8077.62
752832-Rebeca Neto-3497.04
29542-Manuel Capiperibe-11291.26
873795-Melinda Roserio-14117.63
991238-Oliveira Senchez-17746.06
502460-Adelino Barra-3123.17
411606-Marilda Leio-5056.57
396778-Daniel Vieyra-8925.76
465836-Antonio Castelo-20978.32
871097-Quintiliano Sousa de Arronches-7001.30
872499-Taercio Mafra-10888.73
361860-Augusta Paio-17306.26
759691-Liana Cardim-3371.72
807653-Clarindo Areosa-20170.46
36218-Guaraci Damasceno-11725.53
983293-Guaraci Damasceno-20690.56
326946-Oliveira Senchez-9729.84
181810-Flor Portella-8228.97
216635-Lurdes Cotrim-15333.63
9898-Urbano Rodrigues-19472.34
354875-Feledcia Peassego-6936.23
978321-Camila Gabeira-17579.85
305288-Esperada Cardoso-20667.44
758047-Andreia Moita-8490.68
489823-Antonio Viegas-21391.04
344422-Delfina Garcia de Gondim-15436.04
515521-Aludsio Sosa-16859.31
343296-Leonidas Mafra-9496.29
747441-Adelino Barra-5543.62
16154-Feledcia Peassego-218.88
414402-Regina Barcellos-20882.43
685844-Edgar Carvalheiro-11187.38
99662-Polibe Olivares-17580.43
201752-Odilia Camello-8403.18
349557-Eurico Siqueira-19248.07
567020-Joaquim Rufino-3436.68
840248-Antonio Castelo-7041.84
129904-Regina Barcellos-13645.27
800062-Emedlio Pimentel-10697.91
865615-Filomena Barrios-19178.07
164956-Oliveira Senchez-3137.38
86937-Rodolfo Paz-16414.24
26121-Polibe Olivares-11890.40
709497-Camila Gabeira-14412.41
977422-Emedlia Silvera-1201.07
866114-Oliveira Carmona-5456.74
358867-Silvio Mata-4920.31
298978-Filomena Barrios-9321.61
384611-Flor Portella-5414.77
832399-Zungela Ipiranga-8533.43
168594-Letedcia Gago-16675.08
264421-Liana Cardim-15301.11
98203-Delfina Garcia de Gondim-516.54
491579-Heleedsa Marins-14463.63
718949-Delfim Higuera-1208.57
270136-Danilo Olaio-3617.23
973210-Cleusa Goes-15650.82
376396-Rebeca Neto-11218.97
822990-Urbano Rodrigues-21292.82
60434-Delfina Garcia de Gondim-8466.31
621234-Neeamia Arruda-15907.99
919791-Zungela Ipiranga-75.80
158303-Honorina Lira-15106.78
952783-Joaquim Rufino-14156.86
988632-Oliveira Senchez-5629.21
131759-Armindo Castalo-8771.91
465537-Camila Gabeira-5546.81
830214-Angelica Aranha-2995.74
355693-Aludsio Sosa-14763.97
358389-Almerinda Palmeira-8599.74
220269-Gaudancio Fiees-3681.11
106291-Armanda Amorim-3145.47
103390-Edgar Carvalheiro-1932.22
754041-Edgar Carvalheiro-11931.75
284093-Sidfnio Frois-4606.80
670969-Celeste Duarte-2633.28
297134-Carminda Morais-11467.93
5105-Camila Gabeira-14556.24
610211-Jussara Varanda-21219.79
13415-Domingos Pas-15398.54
563470-Eurico Siqueira-5625.91
428968-Trajano Fagundes-8576.97
874332-Adelino Barra-18078.00
997765-Flor Portella-13170.71
323549-Carminda Morais-8318.71
570633-Andreia Moita-4730.58
525506-Delfina Perdigon-6023.56
161378-Carminda Morais-6373.61
370996-Almerinda Palmeira-16999.71
977351-Danilo Olaio-16245.01
73581-Cassandra Varejo-12575.80
797273-Jonatas Felgueiras-425.26
551866-Dulce Froes-1344.00
