746804-Zulmira Becerra-2311.07
115790-Quintiliano Sousa de Arronches-725.19
264653-Clarindo Areosa-2610.22
892237-Joaquim Rufino-8042.79
223698-Elisa Themes-8933.02
840762-Augusta Paio-14156.04
683440-Lurdes Cotrim-5867.81
506048-Sidfnio Frois-15231.64
20301-Cleusa Goes-4793.54
926806-Aludsio Sosa-2414.92
509689-Eurico Siqueira-16941.32
363461-Celeste Duarte-13577.64
843790-Delfina Garcia de Gondim-17160.29
911314-Angelica Aranha-11664.38
535618-Clara Alcantara-61.78
563003-Elisa Themes-6690.18
942419-Melinda Roserio-10877.02
346180-Elisa Themes-16002.08
819616-Feledcia Peassego-2027.45
167440-Manuel Capiperibe-5856.71
254796-Zungela Ipiranga-6091.81
430988-Delfim Higuera-3680.61
610309-Lurdes Cotrim-7779.05
328390-Sidfnio Frois-3263.32
325248-Andreia Moita-16208.68
624270-Tarrataca Soares-559.47
44104-Armindo Castalo-18908.90
245468-Esperada Cardoso-16197.52
127553-Marilda Leio-2760.88
363995-Guaraci Damasceno-107.72
609209-Mercia Caeira-15080.27
986608-Adelino Barra-17094.58
128336-Danilo Olaio-6875.84
331749-Basilio Pedroso-8509.13
972733-Quintiliano Sousa de Arronches-8562.38
791338-Filomena Barrios-15968.62
144680-Quintiliano Sousa de Arronches-1934.23
683493-Fulvio Villegas-15276.68
462883-Delfina Garcia de Gondim-6803.12
986799-Aludsio Sosa-2781.93
182046-Delfina Perdigon-5628.02
558313-Filomena Barrios-10807.88
511767-Melinda Roserio-10424.33
369845-Quintiliano Sousa de Arronches-162.81
43861-Telma Villalobos-13162.54
618491-Celeste Duarte-6535.62
140385-Anfnia Seixas-8447.06
68314-Branco Saraba-8299.06
748459-Domingos Pas-618.85
33140-Estanislau Beserra-8908.72
573444-Jonatas Felgueiras-17550.54
656873-Romo Paranage-11161.29
714415-Guida Juca-14896.41
872732-Marilda Leio-15060.10
427509-Marilda Leio-14915.71
253051-Almerinda Palmeira-9197.05
940924-Cassandra Varejo-19938.46
51585-Emedlio Pimentel-1624.31
830502-Emedlio Pimentel-13401.79
437933-Emiliana Foquio-15082.12
237872-Dulce Froes-6773.02
355880-Feledcia Peassego-3554.75
262215-Nuno Balsemeo-1047.06
601563-Flor Portella-6125.79
222027-Rebeca Neto-5825.23
612690-Antonio Viegas-8707.76
81244-Daniel Vieyra-9267.17
739665-Jussara Varanda-9437.68
336853-Ximena Castilho-3021.15
302989-Danilo Olaio-18295.53
141224-Aludsio Sosa-15093.07
66307-Jonatas Felgueiras-20516.63
603848-Oliveira Senchez-2424.42
814670-Danilo Olaio-14190.43
35914-Esperada Cardoso-13027.81
344145-Jorgina Bogalho-12099.11
874207-Eurico Siqueira-17939.92
250133-Micaela Chavez-17522.48
56588-Trajano Fagundes-19145.85
558385-Andreia Moita-1954.04
788664-Telma Villalobos-17805.45
320868-Angilica Galante-19826.12
328224-Estanislau Beserra-19177.32
557851-Silvio Mata-9280.63
849777-Armindo Castalo-5196.15
180567-Domingos Pas-364.75
286920-Flamednia Leiria-3983.50
626113-Oliveira Carmona-14516.00
733378-Leonidas Mafra-12111.73
955571-Dulce Froes-10172.47
246977-Rodolfo Paz-2305.53
361819-Ermelinda Quintela-16758.73
655978-Filomena Barrios-14137.18
391669-Cassandra Varejo-16962.76
170455-Armindo Castalo-9886.42
247068-Almor Caiado-20208.22
750550-Adelina Quadros-13686.26
245794-Sara Lameiras-21062.52
21520-Angelica Aranha-8825.02
381878-Artur Grillo-1469.74
146209-Estanislau Beserra-17292.21
972090-Sidfnio Frois-6960.99
442180-Andreia Moita-12467.55
127622-Danilo Olaio-14761.46
908494-Delfina Perdigon-6558.33
304359-Zungela Ipiranga-885.97
659362-Tarrataca Soares-9843.47
880415-Fulvio Villegas-8421.09
217650-Dulce Froes-14141.31
727656-Tabalipa Duarte-3200.29
485170-Oliveira Senchez-20501.75
311561-Regina Barcellos-19426.64
11345-Basilio Pedroso-19801.06
945451-Neuza Francia-19327.50
671729-Regina Barcellos-5811.75
556310-Lurdes Cotrim-5924.79
263409-Tibefarcio Colao-20031.38
112651-Neeamia Arruda-9165.35
730148-Camila Gabeira-9317.53
849279-Fulvio Villegas-11124.80
941967-Elisa Themes-3284.82
287894-Melinda Roserio-9577.94
216175-Oliveira Senchez-3813.21
415491-Lina Andrade-127.83
277511-Eurico Siqueira-15484.55
972692-Dulce Froes-16820.11
264453-Edgar Carvalheiro-2867.91
419697-Jorgina Bogalho-8789.04
684218-Odete Vasques-12696.34
79536-Zulmira Becerra-1939.99
20233-Ubaldo Mainha-20939.41
652518-Jorgina Bogalho-1087.46
464835-Lurdes Cotrim-13769.62
383010-Cassandra Varejo-7028.94
83723-Anfnia Seixas-17101.71
442763-Lina Andrade-7596.60
797194-Cassandra Varejo-874.41
806378-Sidfnio Frois-6778.61
867083-Flamednia Leiria-12255.45
164255-Emiliana Foquio-9971.41
974605-Flor Portella-3126.77
750600-Guida Juca-12223.30
836505-Regina Barcellos-13737.95
243667-Almerinda Palmeira-5996.94
433887-Tabalipa Duarte-8327.78
595248-Moaci Mendoa-5067.37
284060-Adelino Barra-2140.50
763733-Rodolfo Paz-19578.57
146917-Rebeca Neto-2122.40
680112-Branco Saraba-2039.21
696246-Tabalipa Duarte-8978.95
686342-Domingos Pas-4751.62
421943-Judite Damasceno-20409.99
635575-Trajano Fagundes-16817.59
226377-Almor Caiado-15577.09
20918-Delfina Garcia de Gondim-10698.21
475536-Zungela Ipiranga-19001.05
371038-Adelino Barra-403.85
127119-Silvio Mata-6645.32
944351-Quintino Alcantara-7472.12
418620-Delfim Higuera-4824.24
53809-Polibe Olivares-19641.11
535139-Romo Paranage-10060.49
327445-Anind Zarco-11326.85
813739-Celeste Duarte-8994.27
77742-Silvio Mata-20164.48
594923-Armanda Amorim-9484.40
162474-Odete Vasques-20778.11
586775-Guaraci Damasceno-17874.55
767613-Emedlio Pimentel-13029.15
869243-Oliveira Senchez-16213.34
866270-Jonatas Felgueiras-9079.04
541998-Rodolfo Paz-3849.56
216581-Edgar Carvalheiro-14262.83
166389-Lurdes Cotrim-3366.13
341662-Lina Andrade-962.07
854000-Urbano Rodrigues-12118.02
471113-Celeste Duarte-17499.65
473084-Camila Gabeira-15210.68
523184-Camila Gabeira-7373.52
785172-Estanislau Beserra-17502.21
471647-Neuza Francia-11626.04
785303-Tarrataca Soares-15971.46
664436-Angilica Galante-7998.79
228269-Melinda Roserio-4525.61
735882-Augusta Paio-21129.03
691843-Filomena Barrios-4082.73
604391-Tibofarcio Camacho-15337.45
844564-Carminda Morais-12347.34
55835-Lurdes Cotrim-1757.73
182553-Zungela Ipiranga-12515.59
159692-Liana Cardim-6495.47
557413-Branco Saraba-3338.48
394502-Letedcia Gago-13105.13
547461-Ermelinda Quintela-4172.57
797325-Edgar Carvalheiro-7009.93
770892-Delfim Higuera-20306.85
