965071-Cassandra Varejo-18573.62
661515-Daniel Vieyra-979.98
652718-Quintiliano Sousa de Arronches-5771.72
387549-Neeamia Arruda-20111.38
152565-Tabalipa Duarte-10149.83
195176-Silvio Mata-13537.34
363303-Jorgina Bogalho-15237.18
77282-Rebeca Neto-9565.20
858176-Dulce Froes-4290.62
502930-Spnia ou Sonia Guerreiro-20256.35
970508-Ubaldo Mainha-20836.04
333503-Rodolfo Paz-1307.82
674728-Quintiliano Sousa de Arronches-14054.34
791606-Ubaldo Mainha-12933.38
412375-Oliveira Senchez-7430.07
586816-Polibe Olivares-13842.02
181254-Marilda Leio-5820.82
255160-Clara Alcantara-3126.76
543891-Romo Paranage-15325.34
462023-Quintiliano Sousa de Arronches-18960.37
503110-Guida Juca-16535.24
128257-Emedlia Silvera-21228.57
234639-Estanislau Beserra-12350.48
29468-Ximena Castilho-6763.56
962463-Carminda Morais-2192.85
395039-Nuno Balsemeo-16468.72
77567-Clarindo Areosa-7025.69
994383-Antonio Castelo-8818.24
914905-Delfim Higuera-9893.68
929940-Odilia Camello-3223.47
580117-Regina Barcellos-18428.50
350365-Telma Villalobos-20279.78
902200-Delfina Garcia de Gondim-9757.29
888340-Daniel Vieyra-14107.58
245389-Adelino Barra-10492.37
93208-Feledcia Peassego-9061.49
176030-Estanislau Beserra-1877.43
824454-Gaudancio Fiees-4177.37
664817-Urbano Rodrigues-4051.68
38944-Neeamia Arruda-5790.98
482469-Aludsio Sosa-8176.78
449549-Flor Portella-10570.29
790039-Delfina Garcia de Gondim-14279.31
695020-Rebeca Neto-11883.36
956097-Taercio Mafra-16315.81
501998-Joaquim Rufino-13531.91
919539-Quintino Alcantara-17373.67
939030-Silvio Mata-12187.07
266576-Joaquim Rufino-1098.89
478772-Leonidas Mafra-20909.28
37641-Elisa Themes-4679.26
962645-Clara Alcantara-11893.76
382042-Marilda Leio-20831.66
46822-Flor Portella-893.77
470101-Moaci Mendoa-1793.33
647048-Guida Juca-4248.35
972700-Lurdes Cotrim-3252.71
40978-Delfina Garcia de Gondim-5832.10
846265-Melinda Roserio-20804.77
819817-Urbano Rodrigues-15114.72
407928-Zulmira Becerra-13460.26
674361-Adelino Barra-12795.05
485835-Flamednia Leiria-11924.03
228198-Angelica Aranha-20604.50
822494-Micaela Chavez-9994.37
514112-Clarindo Areosa-12060.84
396261-Odete Vasques-14390.56
161322-Almerinda Palmeira-18860.97
150103-Antonio Viegas-8174.60
511067-Telma Villalobos-7857.96
832216-Augusta Paio-2227.20
79666-Esperada Cardoso-20933.95
702967-Almor Caiado-10123.97
524862-Filomena Barrios-5551.42
207668-Sara Lameiras-19099.64
223834-Clarindo Areosa-2659.95
591709-Melinda Roserio-12713.91
230832-Sidfnio Frois-2210.68
80235-Neuza Francia-4812.19
922845-Clara Alcantara-142.46
753787-Jonatas Felgueiras-9110.78
610702-Aludsio Sosa-14921.58
488941-Estanislau Beserra-7993.77
286896-Odilia Bello-9159.02
51391-Joaquim Rufino-19311.10
252526-Fulvio Villegas-18768.50
537349-Henrique Bento-11779.58
394914-Quintino Alcantara-1597.05
866198-Anfnia Seixas-15527.85
313818-Lina Andrade-9952.25
557593-Quintino Alcantara-21459.78
521801-Antonio Castelo-20561.05
397157-Artur Grillo-20051.11
669496-Delfina Garcia de Gondim-10379.14
599721-Marilda Leio-12149.65
493973-Sara Lameiras-13882.18
899070-Armindo Castalo-6162.72
694921-Delfim Higuera-3381.83
75551-Delfina Garcia de Gondim-2925.65
158361-Danilo Olaio-12968.79
3473-Antonio Castelo-19894.37
926751-Henrique Bento-4454.75
524214-Dulce Froes-9058.72
498829-Armanda Amorim-880.58
375457-Sidfnio Frois-6946.58
394472-Domingos Pas-3406.68
263356-Quintiliano Sousa de Arronches-14395.67
606521-Flamednia Leiria-9677.78
654800-Angelica Aranha-12938.54
488428-Tabalipa Duarte-7515.29
62954-Augusta Paio-15025.32
648517-Urbano Rodrigues-1629.75
339467-Romo Paranage-3724.99
657450-Basilio Pedroso-7829.98
889362-Odilia Bello-1628.90
602946-Jorgina Bogalho-4432.84
50728-Jonatas Felgueiras-13535.48
770058-Elisa Themes-19241.54
672201-Anfnia Seixas-1673.26
139707-Henrique Bento-19308.14
2748-Armanda Amorim-17673.93
818915-Quintiliano Sousa de Arronches-18230.42
110011-Letedcia Gago-20063.81
273193-Camila Gabeira-275.55
10662-Ermelinda Quintela-12194.44
405786-Delfina Garcia de Gondim-3545.64
952539-Delfim Higuera-9686.14
99047-Guaraci Damasceno-15303.84
23880-Mercia Caeira-2305.73
318941-Mercia Caeira-16567.13
142591-Celeste Duarte-6632.32
14655-Flor Portella-13870.51
345533-Emiliana Foquio-21261.61
692142-Oliveira Senchez-16389.50
553313-Dulce Froes-134.77
788150-Elisa Themes-918.83
823830-Marilda Leio-673.52
407357-Aludsio Sosa-13794.51
661604-Fulvio Villegas-7009.91
241371-Gaudancio Fiees-14733.10
667790-Ubaldo Mainha-1529.69
971111-Armanda Amorim-3899.84
348907-Eurico Siqueira-1998.46
624293-Armindo Castalo-21025.38
454721-Heleedsa Marins-4386.08
729552-Nuno Balsemeo-18133.96
84437-Sara Lameiras-2277.36
537400-Flamednia Leiria-13301.43
407556-Spnia ou Sonia Guerreiro-6023.21
850754-Celeste Duarte-3590.79
6700-Honorina Lira-3837.47
910848-Sidfnio Frois-2962.34
382112-Almerinda Palmeira-19195.83
14152-Artur Grillo-8177.24
112865-Eurico Siqueira-13131.78
205266-Mercia Caeira-3304.24
664437-Daniel Vieyra-3715.09
475620-Tibofarcio Camacho-2575.62
254215-Manuel Capiperibe-15189.70
24102-Jussara Varanda-913.37
620576-Estanislau Beserra-19263.44
186227-Sofras Cuaresma-12447.71
252063-Tibofarcio Camacho-15811.53
647265-Filomena Barrios-7666.84
96679-Manuel Capiperibe-4403.13
669971-Silvio Mata-6155.18
638939-Zungela Ipiranga-13841.83
343764-Armanda Amorim-6661.75
224507-Romo Paranage-19884.29
910069-Leonidas Mafra-17569.69
674525-Spnia ou Sonia Guerreiro-14451.06
702016-Augusta Paio-12058.09
963653-Jonatas Felgueiras-14290.61
324696-Guida Juca-1672.24
409438-Leonidas Mafra-16703.21
672600-Emedlia Silvera-20819.91
876438-Adelina Quadros-10681.46
589037-Silvio Mata-10040.07
864150-Esperada Cardoso-10722.31
625684-Fulvio Villegas-18751.41
724395-Regina Barcellos-16243.32
683334-Filomena Barrios-7035.50
413349-Carminda Morais-15565.14
329257-Lurdes Cotrim-18078.39
412506-Emedlia Silvera-1277.64
325016-Regina Barcellos-21244.37
755703-Melinda Roserio-16858.30
369004-Basilio Pedroso-13309.35
673242-Clarindo Areosa-13173.16
922632-Joaquim Rufino-10164.58
657630-Leonidas Mafra-5196.99
498810-Regina Barcellos-17533.82
665105-Anind Zarco-16673.12
408576-Edgar Carvalheiro-18426.41
860138-Taercio Mafra-8985.70
665525-Anfnia Seixas-14228.95
462005-Augusta Paio-18836.50
921221-Leonidas Mafra-15175.36
386937-Jussara Varanda-9907.25
600012-Emedlio Pimentel-1441.64
470517-Branco Saraba-7348.22
672975-Rebeca Neto-20603.21
942108-Ubaldo Mainha-10315.02
241568-Neeamia Arruda-12249.11
379700-Adelina Quadros-6602.87
798646-Urbano Rodrigues-10079.53
654656-Guida Juca-549.31
