843390-Clarindo Areosa-13002.77
105922-Spnia ou Sonia Guerreiro-19776.97
354104-Armanda Amorim-6973.91
266358-Celeste Duarte-17204.61
11252-Romo Paranage-13016.74
573291-Ubaldo Mainha-6855.26
980258-Polibe Olivares-20837.76
197724-Tabalipa Duarte-18359.38
5308-Eurico Siqueira-19388.76
4482-Honorina Lira-18939.02
318140-Taercio Mafra-3364.28
164699-Filomena Barrios-5415.34
452886-Cleusa Goes-13608.88
249850-Adelina Quadros-16461.54
156272-Basilio Pedroso-12456.82
763106-Delfina Garcia de Gondim-13242.55
860553-Melinda Roserio-2027.52
691129-Spnia ou Sonia Guerreiro-9819.49
721569-Adelina Quadros-17739.54
702361-Ximena Castilho-7944.75
223712-Romo Paranage-14707.94
255758-Telma Villalobos-11364.75
501453-Judite Damasceno-8394.44
621977-Polibe Olivares-8976.94
236129-Honorina Lira-3543.66
524645-Neeamia Arruda-19371.29
855225-Gaudancio Fiees-9305.06
478241-Gaudancio Fiees-8387.14
39429-Angilica Galante-3429.52
993429-Henrique Bento-12046.54
882378-Sofras Cuaresma-9923.94
682661-Odilia Bello-141.66
532903-Fulvio Villegas-2476.68
270857-Cassandra Varejo-2428.06
679233-Neuza Francia-17200.42
285637-Odilia Camello-16860.83
147006-Edgar Carvalheiro-8264.55
759952-Odete Vasques-12249.33
838551-Sidfnio Frois-4224.89
388110-Andreia Moita-3579.99
413113-Flamednia Leiria-7778.81
231698-Eurico Siqueira-20185.64
41270-Tarrataca Soares-3266.13
811067-Neuza Francia-13578.84
274588-Delfina Garcia de Gondim-3160.79
104456-Elisa Themes-5943.65
580129-Neuza Francia-13695.12
78513-Trajano Fagundes-6967.88
290737-Henrique Bento-17056.27
454721-Ermelinda Quintela-18750.15
272826-Almerinda Palmeira-19994.28
1470-Regina Barcellos-14021.76
896410-Lurdes Cotrim-12197.34
975451-Honorina Lira-1440.61
344219-Oliveira Carmona-12203.36
271547-Emedlia Silvera-5079.57
798433-Judite Damasceno-20915.37
780101-Daniel Vieyra-4591.32
211146-Adelina Quadros-7444.22
130997-Sofras Cuaresma-11428.77
49434-Sara Lameiras-7116.66
365188-Rebeca Neto-4431.84
244568-Henrique Bento-3515.97
253181-Tarrataca Soares-6845.72
145532-Mercia Caeira-16849.16
633558-Almerinda Palmeira-7777.04
486545-Camila Gabeira-17965.03
851499-Guaraci Damasceno-12727.99
521077-Artur Grillo-4315.27
817477-Jorgina Bogalho-18426.58
161514-Carminda Morais-15692.23
933597-Angilica Galante-3891.05
398128-Anfnia Seixas-3208.66
596379-Antonio Castelo-16911.19
372120-Sidfnio Frois-15627.81
483587-Aludsio Sosa-2519.31
551589-Antonio Viegas-5004.17
188959-Neeamia Arruda-15302.69
441507-Oliveira Carmona-18907.90
632673-Delfina Perdigon-11401.24
217178-Branco Saraba-11532.85
951498-Zulmira Becerra-17822.19
386157-Gaudancio Fiees-1341.33
933919-Polibe Olivares-17237.30
537530-Feledcia Peassego-2526.18
573914-Micaela Chavez-12361.02
830970-Spnia ou Sonia Guerreiro-8871.70
590780-Jonatas Felgueiras-12973.59
666149-Judite Damasceno-7783.17
784576-Rodolfo Paz-744.66
560705-Nuno Balsemeo-3286.83
76674-Anind Zarco-1051.51
697672-Oliveira Carmona-19945.37
184619-Odilia Bello-20534.71
307047-Tarrataca Soares-9665.25
210488-Gaudancio Fiees-4186.15
561206-Trajano Fagundes-11874.46
329393-Honorina Lira-7745.53
882901-Basilio Pedroso-4527.36
742807-Angelica Aranha-6535.20
726588-Oliveira Carmona-10720.81
995758-Trajano Fagundes-11301.57
516618-Celeste Duarte-12168.55
654592-Neuza Francia-16530.40
555116-Ximena Castilho-19823.47
557606-Eurico Siqueira-16200.74
178352-Jorgina Bogalho-8181.51
485297-Honorina Lira-769.97
151048-Zungela Ipiranga-9268.80
133464-Clara Alcantara-9636.23
97922-Almor Caiado-13273.49
745249-Angelica Aranha-10238.61
26942-Elisa Themes-18353.78
878215-Regina Barcellos-17485.49
200283-Celeste Duarte-3396.20
79732-Jussara Varanda-86.94
57772-Guaraci Damasceno-19918.73
998077-Edgar Carvalheiro-7338.74
491429-Camila Gabeira-18270.25
720328-Antonio Castelo-17546.75
985702-Flor Portella-5912.90
331905-Spnia ou Sonia Guerreiro-8130.35
835611-Urbano Rodrigues-3775.78
227197-Almerinda Palmeira-12794.56
658577-Cleusa Goes-12771.73
953150-Aludsio Sosa-13372.53
321406-Tabalipa Duarte-18783.10
357253-Clara Alcantara-19403.08
906438-Andreia Moita-1503.16
819156-Joaquim Rufino-12560.37
870920-Daniel Vieyra-16160.22
788316-Urbano Rodrigues-1548.71
567104-Lina Andrade-1502.23
240252-Tibefarcio Colao-6714.50
462354-Angelica Aranha-12241.08
821230-Andreia Moita-16430.62
874486-Oliveira Senchez-14008.99
316827-Clarindo Areosa-13157.73
633549-Adelina Quadros-14646.79
492054-Andreia Moita-6270.15
542158-Micaela Chavez-19138.86
881784-Domingos Pas-2101.90
772532-Leonidas Mafra-8347.57
241344-Emedlio Pimentel-13279.98
166436-Esperada Cardoso-12909.76
780795-Flamednia Leiria-10633.14
647800-Angelica Aranha-6537.05
857927-Clarindo Areosa-20540.22
376551-Delfina Perdigon-17031.72
211451-Tibefarcio Colao-14281.80
599309-Delfim Higuera-8362.38
525826-Rebeca Neto-5186.37
322908-Silvio Mata-12884.09
826166-Taercio Mafra-13756.50
295502-Lurdes Cotrim-20598.17
389493-Leonidas Mafra-3231.14
61288-Fulvio Villegas-17977.62
632295-Lina Andrade-19196.20
492470-Cleusa Goes-4815.13
31899-Gaudancio Fiees-19287.24
102444-Delfim Higuera-10748.40
58671-Urbano Rodrigues-16833.66
721602-Fulvio Villegas-17616.89
141989-Tibofarcio Camacho-14600.31
76435-Odilia Camello-14498.43
987296-Henrique Bento-8077.49
728506-Rebeca Neto-11768.10
174552-Emedlia Silvera-18104.42
158612-Flamednia Leiria-18769.35
830588-Judite Damasceno-6934.83
682534-Oliveira Carmona-10345.86
289314-Odilia Bello-5191.61
532710-Quintino Alcantara-15048.82
701608-Almerinda Palmeira-5315.40
37351-Delfina Perdigon-10746.17
190024-Jorgina Bogalho-1301.21
456774-Artur Grillo-9088.49
518105-Celeste Duarte-19170.24
199240-Zungela Ipiranga-9136.99
909435-Polibe Olivares-17495.29
343789-Heleedsa Marins-15577.28
134315-Trajano Fagundes-11745.34
290487-Tibefarcio Colao-11185.83
167917-Regina Barcellos-5308.01
76420-Aludsio Sosa-7868.38
344201-Delfina Garcia de Gondim-17990.28
360755-Angelica Aranha-17430.01
703721-Tarrataca Soares-2690.36
489042-Sara Lameiras-14442.35
241893-Camila Gabeira-14551.44
477821-Estanislau Beserra-830.05
299270-Oliveira Carmona-5501.39
281264-Clarindo Areosa-2449.46
661756-Rodolfo Paz-9291.14
99089-Tarrataca Soares-19151.90
153345-Oliveira Carmona-3580.51
328173-Sidfnio Frois-13604.11
352079-Adelina Quadros-18041.15
432320-Anind Zarco-13521.20
694804-Honorina Lira-18813.62
519174-Sidfnio Frois-19378.40
71613-Elisa Themes-4086.56
674139-Celeste Duarte-21079.37
859462-Danilo Olaio-20981.15
361895-Aludsio Sosa-9107.31
702437-Emedlia Silvera-17678.84
