196638-Quintino Alcantara-10480.95
409033-Taercio Mafra-1563.13
224478-Jonatas Felgueiras-7349.46
957509-Odilia Camello-2965.75
109413-Manuel Capiperibe-6685.84
427643-Emiliana Foquio-11569.03
289571-Tarrataca Soares-15090.77
614891-Almerinda Palmeira-3418.43
61030-Urbano Rodrigues-2512.92
987849-Letedcia Gago-20075.05
198125-Tarrataca Soares-14941.54
953110-Guida Juca-18895.63
872104-Rodolfo Paz-7113.04
996313-Ubaldo Mainha-5397.78
432838-Henrique Bento-15138.88
471652-Rebeca Neto-11068.32
525186-Artur Grillo-2926.38
208876-Esperada Cardoso-16442.52
109378-Oliveira Senchez-2228.30
594726-Neuza Francia-16728.18
264435-Artur Grillo-6545.32
136524-Taercio Mafra-14134.85
838025-Honorina Lira-768.74
485706-Clara Alcantara-8478.70
708001-Judite Damasceno-16053.03
30703-Elisa Themes-20977.74
256483-Sidfnio Frois-7748.16
559397-Quintino Alcantara-1345.41
221587-Almerinda Palmeira-18446.51
175662-Delfina Garcia de Gondim-5637.62
151682-Rebeca Neto-7680.26
798549-Tibefarcio Colao-1836.79
8943-Antonio Viegas-11145.17
40046-Feledcia Peassego-5.19
849368-Manuel Capiperibe-14332.27
62674-Emedlia Silvera-17862.58
623960-Ubaldo Mainha-690.31
306444-Romo Paranage-20855.90
757723-Adelina Quadros-17353.28
555177-Flor Portella-14170.20
170305-Oliveira Senchez-9906.88
317584-Dulce Froes-19504.87
466477-Armanda Amorim-18910.12
489087-Honorina Lira-15235.68
898081-Flor Portella-13879.34
609943-Eurico Siqueira-8505.13
612679-Carminda Morais-10181.37
947826-Guaraci Damasceno-359.60
824260-Augusta Paio-16957.18
351360-Gaudancio Fiees-19252.73
156556-Marilda Leio-2499.59
987932-Delfina Perdigon-16192.77
498363-Esperada Cardoso-10042.60
42228-Ximena Castilho-6292.65
105231-Quintiliano Sousa de Arronches-13421.63
395375-Edgar Carvalheiro-4532.90
459715-Zulmira Becerra-604.19
71086-Anfnia Seixas-9383.67
272534-Flamednia Leiria-10741.91
318349-Angilica Galante-1650.58
900547-Delfina Garcia de Gondim-9222.15
170810-Rodolfo Paz-19662.03
444039-Basilio Pedroso-13332.18
245529-Esperada Cardoso-1377.76
615327-Trajano Fagundes-5278.81
951856-Tibofarcio Camacho-17892.77
285088-Celeste Duarte-14132.53
788039-Polibe Olivares-16163.24
734448-Flor Portella-1891.13
914744-Odilia Camello-10144.31
884103-Leonidas Mafra-12143.32
812831-Delfim Higuera-17795.03
534864-Antonio Castelo-3654.63
516680-Cleusa Goes-10107.08
763718-Neuza Francia-9438.40
690411-Estanislau Beserra-15527.92
423055-Quintino Alcantara-15405.93
57976-Joaquim Rufino-19253.81
575704-Marilda Leio-5956.32
284149-Odilia Bello-13945.47
567374-Rodolfo Paz-19524.31
65584-Guida Juca-3717.60
766711-Leonidas Mafra-4192.95
718174-Gaudancio Fiees-9518.12
929498-Armindo Castalo-4510.92
538618-Tarrataca Soares-2592.99
424558-Andreia Moita-8297.22
79736-Lina Andrade-752.96
575240-Marilda Leio-10818.72
183604-Marilda Leio-6286.72
739528-Micaela Chavez-10282.40
627209-Zungela Ipiranga-10553.05
533809-Ximena Castilho-5285.88
903368-Oliveira Senchez-7813.06
981414-Polibe Olivares-19512.36
415980-Tarrataca Soares-2712.91
158921-Jonatas Felgueiras-18257.16
495326-Joaquim Rufino-15853.12
245938-Aludsio Sosa-11664.03
112501-Andreia Moita-7581.03
42464-Regina Barcellos-13748.43
919930-Tibofarcio Camacho-20834.70
74081-Armindo Castalo-3685.20
7078-Lurdes Cotrim-8904.23
268305-Jonatas Felgueiras-3649.21
621482-Oliveira Carmona-18833.37
789723-Ximena Castilho-5560.12
163379-Lurdes Cotrim-710.24
349483-Camila Gabeira-2062.70
407387-Quintino Alcantara-15573.83
653944-Carminda Morais-12239.41
140176-Nuno Balsemeo-11583.78
931667-Domingos Pas-17324.52
827832-Leonidas Mafra-12179.75
30494-Joaquim Rufino-5667.60
985502-Rebeca Neto-2298.98
231476-Quintino Alcantara-4666.87
709326-Aludsio Sosa-21068.51
15139-Mercia Caeira-9307.17
724157-Edgar Carvalheiro-1676.40
536336-Moaci Mendoa-4462.94
223907-Rodolfo Paz-6474.34
381377-Danilo Olaio-18263.66
58907-Joaquim Rufino-2167.10
676217-Sidfnio Frois-8947.41
214722-Henrique Bento-15167.26
606753-Tibofarcio Camacho-2064.74
11231-Lina Andrade-9371.83
439835-Ba4
834870-Angelica Aranha-8672.99
709574-Flor Portella-18343.63
82060-Manuel Capiperibe-1781.24
656388-Emedlio Pimentel-5999.66
125530-Gaudancio Fiees-11028.29
201877-Angilica Galante-4357.39
936419-Trajano Fagundes-15845.99
876224-Clarindo Areosa-6479.84
46720-Gaudancio Fiees-6551.27
570268-Joaquim Rufino-2387.65
12818-Andreia Moita-20516.00
390424-Spnia ou Sonia Guerreiro-20218.26
456821-Telma Villalobos-6864.25
599735-Neuza Francia-6775.97
517323-Urbano Rodrigues-1332.39
321470-Delfina Garcia de Gondim-17084.41
205529-Regina Barcellos-8918.94
809822-Sofras Cuaresma-7882.86
387245-Quintino Alcantara-16113.33
839943-Telma Villalobos-8864.20
996196-Clarindo Areosa-11524.33
451601-Sara Lameiras-8253.39
302840-Judite Damasceno-20477.96
761931-Artur Grillo-9009.12
703851-Jonatas Felgueiras-13134.30
475247-Delfim Higuera-4452.67
986075-Camila Gabeira-5394.73
612056-Silvio Mata-11522.83
738393-Danilo Olaio-631.86
475571-Silvio Mata-10880.26
494513-Armanda Amorim-21450.23
630089-Moaci Mendoa-19539.91
108224-Filomena Barrios-2018.10
10978-Joaquim Rufino-13615.72
511092-Esperada Cardoso-17382.75
250448-Taercio Mafra-2872.67
463628-Rebeca Neto-17392.53
54346-Esperada Cardoso-12363.82
447884-Flamednia Leiria-15741.20
690962-Tibofarcio Camacho-12601.12
353848-Spnia ou Sonia Guerreiro-5331.23
965712-Emedlio Pimentel-14447.53
916979-Daniel Vieyra-17218.61
180821-Zulmira Becerra-20508.72
356973-Clara Alcantara-9618.99
479112-Trajano Fagundes-7356.66
385058-Eurico Siqueira-9331.30
247638-Guaraci Damasceno-2987.01
909376-Guaraci Damasceno-17681.48
757519-Carminda Morais-5103.56
148362-Anind Zarco-17067.10
561749-Emiliana Foquio-671.92
998337-Emedlio Pimentel-7121.09
728263-Basilio Pedroso-13942.90
62513-Tarrataca Soares-8671.63
672235-Augusta Paio-4441.58
549028-Basilio Pedroso-5705.43
195321-Basilio Pedroso-17857.91
223168-Jorgina Bogalho-9472.17
403668-Joaquim Rufino-2654.91
179687-Honorina Lira-8286.39
111147-Marilda Leio-4867.17
279081-Angelica Aranha-11937.15
340769-Camila Gabeira-10039.60
790837-Anind Zarco-12790.22
624027-Anfnia Seixas-16096.95
156194-Neeamia Arruda-1357.60
818262-Carminda Morais-7439.55
180931-Gaudancio Fiees-3756.95
692084-Urbano Rodrigues-6050.99
75388-Jonatas Felgueiras-5447.95
684691-Camila Gabeira-7279.06
485707-Nuno Balsemeo-4517.01
395413-Sidfnio Frois-14380.42
110984-Melinda Roserio-14428.33
