200767-Emedlia Silvera-15442.74
772599-Armindo Castalo-12298.35
676046-Anfnia Seixas-2484.26
362267-Oliveira Senchez-11435.83
507406-Trajano Fagundes-7458.37
989550-Henrique Bento-2823.63
459269-Sofras Cuaresma-1372.62
863320-Silvio Mata-12184.87
81936-Moaci Mendoa-20000.81
575113-Angelica Aranha-15012.47
614221-Silvio Mata-2015.28
258228-Esperada Cardoso-13683.00
265641-Clarindo Areosa-18949.76
489551-Cassandra Varejo-1348.55
705878-Lurdes Cotrim-6053.62
646071-Melinda Roserio-14223.52
421674-Ubaldo Mainha-2903.27
516811-Jorgina Bogalho-9371.91
595150-Manuel Capiperibe-9382.73
268068-Armindo Castalo-4033.64
922874-Artur Grillo-9169.78
165560-Moaci Mendoa-9732.37
276051-Micaela Chavez-6420.19
296374-Dulce Froes-5940.25
899695-Almor Caiado-8107.30
856456-Quintino Alcantara-4218.93
692172-Clara Alcantara-11833.14
273267-Spnia ou Sonia Guerreiro-19138.31
858173-Eurico Siqueira-549.43
524535-Angelica Aranha-2672.11
470501-Trajano Fagundes-13101.34
427715-Lurdes Cotrim-12238.16
201482-Nuno Balsemeo-12380.92
984199-Romo Paranage-16013.88
105430-Cleusa Goes-13098.04
588933-Ermelinda Quintela-11091.77
940612-Daniel Vieyra-12818.69
619734-Polibe Olivares-19651.42
5973-Quintiliano Sousa de Arronches-825.17
664913-Gaudancio Fiees-19290.41
688019-Feledcia Peassego-4160.28
205865-Heleedsa Marins-399.72
960326-Jonatas Felgueiras-216.90
733396-Telma Villalobos-1086.74
47330-Camila Gabeira-4357.80
91654-Angilica Galante-16083.69
545143-Mercia Caeira-7538.26
796768-Ubaldo Mainha-3099.62
912396-Urbano Rodrigues-12139.68
970825-Elisa Themes-1091.49
240123-Oliveira Carmona-16938.37
643165-Dulce Froes-4425.59
378214-Clara Alcantara-16235.20
721323-Armanda Amorim-15837.69
452513-Edgar Carvalheiro-9173.33
504183-Esperada Cardoso-4349.41
249142-Jussara Varanda-5584.86
863210-Liana Cardim-3237.99
136005-Tarrataca Soares-16447.12
925702-Edgar Carvalheiro-2811.99
273187-Gaudancio Fiees-7954.39
648961-Danilo Olaio-2025.99
997093-Sara Lameiras-18739.77
35415-Ermelinda Quintela-6052.14
264480-Cleusa Goes-1451.83
757012-Moaci Mendoa-18036.88
134650-Honorina Lira-2474.53
854358-Jonatas Felgueiras-10533.16
19517-Antonio Viegas-18914.52
185158-Telma Villalobos-6968.94
983490-Fulvio Villegas-15461.67
135237-Micaela Chavez-5603.33
846263-Honorina Lira-20743.30
593246-Lurdes Cotrim-18148.81
625935-Emedlia Silvera-20381.46
991660-Fulvio Villegas-10324.19
814778-Zulmira Becerra-4060.70
607729-Lina Andrade-9129.25
716337-Regina Barcellos-7154.61
53000-Judite Damasceno-10276.46
72190-Marilda Leio-19586.29
563087-Esperada Cardoso-9072.81
136152-Jorgina Bogalho-4636.44
202303-Tabalipa Duarte-1037.53
482864-Almor Caiado-14113.79
463052-Sara Lameiras-10088.87
130697-Armindo Castalo-14787.02
251295-Adelino Barra-12318.26
204408-Antonio Viegas-5920.59
126040-Danilo Olaio-12041.12
941895-Sofras Cuaresma-12017.00
441510-Edgar Carvalheiro-13802.63
273848-Flamednia Leiria-19423.99
952354-Joaquim Rufino-4671.18
512442-Urbano Rodrigues-18546.01
251298-Andreia Moita-19550.64
409581-Tibofarcio Camacho-4247.11
154646-Angilica Galante-18059.62
824499-Armanda Amorim-7096.83
955009-Neeamia Arruda-11748.09
247688-Neuza Francia-17507.51
169673-Almerinda Palmeira-18361.93
888905-Eurico Siqueira-19914.66
768000-Rodolfo Paz-21434.19
883852-Estanislau Beserra-19594.47
895101-Heleedsa Marins-13302.15
793406-Letedcia Gago-12881.41
909897-Armanda Amorim-918.12
368656-Oliveira Senchez-8016.37
886020-Domingos Pas-19855.92
31341-Rodolfo Paz-3763.56
876809-Filomena Barrios-800.42
985511-Honorina Lira-20039.31
526303-Augusta Paio-1692.15
185137-Odilia Camello-11220.99
961228-Delfina Perdigon-19789.94
801278-Nuno Balsemeo-16013.04
868687-Letedcia Gago-14677.30
414751-Flamednia Leiria-6626.15
643878-Telma Villalobos-19255.01
682108-Danilo Olaio-180.49
504041-Silvio Mata-4369.25
518483-Aludsio Sosa-2674.27
515635-Clarindo Areosa-14519.54
447850-Gaudancio Fiees-1626.55
343923-Nuno Balsemeo-4016.16
971504-Joaquim Rufino-19764.18
740174-Dulce Froes-10168.03
320931-Odete Vasques-14762.17
54626-Regina Barcellos-19168.61
896268-Romo Paranage-13660.60
577194-Fulvio Villegas-15745.64
816133-Cassandra Varejo-835.99
501989-Zungela Ipiranga-10321.14
402764-Moaci Mendoa-1210.78
402310-Artur Grillo-14574.22
912080-Eurico Siqueira-20763.94
241832-Jorgina Bogalho-11186.50
817816-Neeamia Arruda-8234.88
8687-Marilda Leio-19925.42
216819-Moaci Mendoa-1689.55
473553-Manuel Capiperibe-240.48
655699-Feledcia Peassego-16378.65
265119-Anind Zarco-5718.83
344470-Cleusa Goes-12902.86
78889-Melinda Roserio-6202.04
429603-Liana Cardim-5406.33
230596-Rodolfo Paz-5053.91
317849-Elisa Themes-19822.09
138819-Melinda Roserio-13387.34
853734-Marilda Leio-5004.67
112000-Anind Zarco-16329.41
966714-Estanislau Beserra-8781.13
903656-Liana Cardim-6508.94
987516-Ubaldo Mainha-2557.55
633440-Filomena Barrios-20028.34
701704-Clara Alcantara-19987.80
196516-Esperada Cardoso-725.27
341697-Nuno Balsemeo-15358.44
490882-Tarrataca Soares-14225.00
698698-Regina Barcellos-16493.54
345061-Quintiliano Sousa de Arronches-14349.82
556222-Cleusa Goes-2064.65
631961-Tibofarcio Camacho-1948.85
106972-Rodolfo Paz-2848.72
867667-Antonio Castelo-5975.06
349062-Ximena Castilho-4427.24
463236-Rebeca Neto-18969.21
968374-Marilda Leio-17837.79
198644-Micaela Chavez-9267.86
679085-Judite Damasceno-13184.84
110166-Urbano Rodrigues-9803.46
514495-Joaquim Rufino-20839.02
31419-Basilio Pedroso-19720.50
442411-Urbano Rodrigues-12166.74
124644-Basilio Pedroso-11080.58
640655-Trajano Fagundes-1189.23
969105-Esperada Cardoso-9373.86
307884-Edgar Carvalheiro-19213.55
7547-Lurdes Cotrim-7580.70
723265-Emedlio Pimentel-9337.49
792419-Polibe Olivares-8013.75
359715-Estanislau Beserra-19938.90
908219-Artur Grillo-10944.38
825235-Manuel Capiperibe-9013.96
614631-Rodolfo Paz-16705.21
426200-Manuel Capiperibe-11096.78
961645-Rebeca Neto-12176.47
933836-Clara Alcantara-20669.55
200820-Anfnia Seixas-8984.79
253481-Elisa Themes-12822.02
790517-Cleusa Goes-5725.11
706046-Lurdes Cotrim-2043.87
523585-Nuno Balsemeo-3842.95
907799-Telma Villalobos-13071.20
482013-Angelica Aranha-11102.51
113894-Quintino Alcantara-3911.94
668856-Angelica Aranha-17401.56
126487-Carminda Morais-6116.06
938809-Regina Barcellos-9368.07
337170-Letedcia Gago-14950.60
484304-Judite Damasceno-14573.67
523080-Carminda Morais-18040.73
967993-Almor Caiado-3241.13
850464-Oliveira Carmona-11370.21
