418472-Taercio Mafra-13650.69
358113-Aludsio Sosa-11877.39
986208-Aludsio Sosa-21410.53
451619-Honorina Lira-8703.27
164980-Basilio Pedroso-13010.29
642822-Aludsio Sosa-11249.68
700355-Aludsio Sosa-18926.32
569127-Estanislau Beserra-5614.82
640844-Urbano Rodrigues-2807.95
350236-Esperada Cardoso-16445.91
968151-Lurdes Cotrim-19058.64
938821-Ubaldo Mainha-19222.22
335677-Elisa Themes-2977.25
755181-Daniel Vieyra-10631.76
330384-Rodolfo Paz-19573.41
967352-Odilia Bello-18025.00
993808-Camila Gabeira-3767.17
546413-Esperada Cardoso-17142.86
397452-Rodolfo Paz-11384.43
876600-Aludsio Sosa-16977.94
68991-Telma Villalobos-20167.62
466304-Tarrataca Soares-10272.17
602999-Ximena Castilho-16695.53
825585-Oliveira Senchez-15648.24
859210-Emiliana Foquio-10326.71
954643-Moaci Mendoa-2141.55
17767-Judite Damasceno-3911.48
229337-Celeste Duarte-122.11
922675-Elisa Themes-19846.09
411457-Edgar Carvalheiro-6960.01
7713-Sara Lameiras-14530.71
984156-Jussara Varanda-19235.37
698897-Jonatas Felgueiras-11476.56
621794-Tibofarcio Camacho-12664.82
753522-Antonio Castelo-10028.57
226356-Emedlia Silvera-16578.12
715822-Carminda Morais-613.46
438629-Branco Saraba-2535.75
447550-Carminda Morais-6484.98
899783-Celeste Duarte-15269.10
178268-Mercia Caeira-2384.34
218451-Micaela Chavez-8364.18
991858-Moaci Mendoa-9481.17
834166-Jorgina Bogalho-8712.55
500558-Heleedsa Marins-16690.08
354121-Feledcia Peassego-10037.51
362208-Zungela Ipiranga-6779.83
518627-Ubaldo Mainha-10684.22
886144-Mercia Caeira-17418.70
378563-Guaraci Damasceno-16892.86
388837-Feledcia Peassego-4609.80
469604-Tibofarcio Camacho-737.15
603521-Tibofarcio Camacho-15547.07
393587-Sofras Cuaresma-1310.57
181740-Jorgina Bogalho-16625.58
343542-Delfina Perdigon-7394.28
317283-Delfim Higuera-18707.91
153434-Jussara Varanda-11528.25
48630-Sofras Cuaresma-7452.28
958249-Henrique Bento-4851.23
777396-Sidfnio Frois-10685.12
546490-Cassandra Varejo-18009.81
733333-Mercia Caeira-3111.01
36824-Regina Barcellos-20414.95
111461-Almor Caiado-18161.93
710766-Guaraci Damasceno-6380.53
61095-Honorina Lira-1648.86
394623-Emiliana Foquio-4580.40
666330-Manuel Capiperibe-17710.88
323767-Angelica Aranha-4575.63
266717-Esperada Cardoso-1918.57
706153-Clarindo Areosa-12124.03
860526-Edgar Carvalheiro-606.53
721693-Delfina Perdigon-19796.90
156525-Mercia Caeira-13983.18
149228-Henrique Bento-21330.29
86627-Branco Saraba-8926.06
814578-Camila Gabeira-5025.17
884412-Adelino Barra-20311.83
698627-Elisa Themes-7780.23
119433-Armindo Castalo-5798.06
568371-Emedlio Pimentel-18975.12
515046-Tibefarcio Colao-5098.89
79331-Cleusa Goes-1191.27
138460-Camila Gabeira-8562.84
906879-Dulce Froes-889.50
728130-Tibofarcio Camacho-7040.36
435847-Oliveira Carmona-2773.67
183465-Estanislau Beserra-21092.52
52318-Odete Vasques-5024.67
967951-Cleusa Goes-2371.02
256816-Rebeca Neto-2341.87
949052-Melinda Roserio-1472.18
294344-Filomena Barrios-2872.98
845869-Fulvio Villegas-5484.36
231439-Delfina Garcia de Gondim-5993.43
161822-Esperada Cardoso-10780.71
698113-Domingos Pas-20.23
267639-Emedlia Silvera-21242.07
20378-Moaci Mendoa-6257.76
312801-Sara Lameiras-2592.60
411626-Clarindo Areosa-12165.17
539357-Lurdes Cotrim-4149.82
556522-Dulce Froes-627.93
701164-Lurdes Cotrim-21396.39
646162-Clara Alcantara-16013.87
24390-Manuel Capiperibe-5810.65
955181-Adelina Quadros-21187.63
253111-Jonatas Felgueiras-2745.47
318946-Rodolfo Paz-13745.67
367665-Leonidas Mafra-19018.80
2348-Honorina Lira-2888.08
824071-Guida Juca-5803.47
380584-Filomena Barrios-11389.04
234867-Letedcia Gago-20836.05
525380-Melinda Roserio-21232.51
159003-Trajano Fagundes-13467.92
380217-Spnia ou Sonia Guerreiro-4582.63
108517-Odilia Camello-18825.16
76425-Silvio Mata-12863.52
819907-Joaquim Rufino-13197.19
823265-Flor Portella-722.38
859668-Fulvio Villegas-20730.62
878168-Branco Saraba-10269.59
689463-Andreia Moita-15161.94
655772-Jussara Varanda-19417.19
524888-Guaraci Damasceno-7553.95
458633-Celeste Duarte-11827.75
155121-Leonidas Mafra-10784.00
431046-Feledcia Peassego-4189.93
757732-Filomena Barrios-19778.12
997036-Telma Villalobos-17191.52
44232-Manuel Capiperibe-8595.28
438678-Camila Gabeira-19614.06
736895-Trajano Fagundes-7926.12
672752-Heleedsa Marins-16402.68
859707-Anind Zarco-18107.93
354854-Emedlio Pimentel-18852.51
629727-Romo Paranage-18349.23
421085-Letedcia Gago-19343.54
80579-Estanislau Beserra-14106.28
459521-Silvio Mata-181.41
76611-Andreia Moita-1931.86
788625-Tibefarcio Colao-3686.24
459795-Flamednia Leiria-16833.61
324989-Camila Gabeira-19260.34
942290-Rodolfo Paz-10724.10
954351-Danilo Olaio-4692.81
741387-Urbano Rodrigues-5749.11
444621-Armindo Castalo-11243.32
140478-Artur Grillo-12564.13
165217-Honorina Lira-1433.89
858455-Celeste Duarte-49.81
79860-Neeamia Arruda-7667.70
223953-Melinda Roserio-13082.30
496548-Antonio Castelo-9980.71
37066-Micaela Chavez-17780.13
886747-Quintino Alcantara-1084.84
504226-Moaci Mendoa-14672.26
560974-Estanislau Beserra-4901.87
488039-Flor Portella-18913.27
43153-Neeamia Arruda-12060.09
256057-Leonidas Mafra-1533.83
138278-Odilia Camello-17404.63
161200-Emedlia Silvera-14862.04
545364-Silvio Mata-1832.17
996228-Rebeca Neto-16192.54
857145-Cleusa Goes-11626.57
999323-Anind Zarco-6986.77
52489-Armindo Castalo-20622.38
954081-Heleedsa Marins-7452.43
268325-Jussara Varanda-3058.02
487446-Basilio Pedroso-7620.58
171705-Tarrataca Soares-1597.13
142430-Basilio Pedroso-10148.74
859417-Filomena Barrios-7159.36
647655-Spnia ou Sonia Guerreiro-11889.32
449434-Dulce Froes-13587.89
251810-Adelino Barra-16947.88
796170-Ximena Castilho-6243.57
527136-Elisa Themes-14193.11
585185-Oliveira Senchez-10410.96
168240-Daniel Vieyra-17805.83
651108-Judite Damasceno-14952.72
597298-Sara Lameiras-9519.30
747114-Rodolfo Paz-14587.90
629808-Judite Damasceno-18664.37
282447-Daniel Vieyra-18054.03
591778-Cassandra Varejo-13841.71
94731-Aludsio Sosa-20699.68
835929-Celeste Duarte-580.11
336114-Marilda Leio-15345.96
638441-Almor Caiado-12632.81
998967-Adelino Barra-15449.32
72321-Delfina Garcia de Gondim-19725.29
536057-Daniel Vieyra-18847.93
935538-Polibe Olivares-14649.39
783344-Manuel Capiperibe-1847.38
420270-Marilda Leio-13543.29
