145489-Clarindo Areosa-9985.97
160106-Danilo Olaio-19758.92
880941-Spnia ou Sonia Guerreiro-12330.88
914857-Daniel Vieyra-5972.64
66064-Antonio Castelo-16386.01
142838-Elisa Themes-7126.65
372618-Delfina Garcia de Gondim-19137.00
644533-Marilda Leio-7149.43
490061-Taercio Mafra-16039.29
626005-Tarrataca Soares-16996.36
136907-Melinda Roserio-20985.99
718567-Augusta Paio-282.76
585745-Quintiliano Sousa de Arronches-14421.57
753884-Tibofarcio Camacho-7295.88
458209-Sidfnio Frois-15296.54
872672-Delfina Garcia de Gondim-2643.13
905605-Gaudancio Fiees-342.02
790986-Branco Saraba-3328.47
44101-Armanda Amorim-17053.37
189595-Filomena Barrios-7554.79
444036-Ximena Castilho-13356.16
897652-Letedcia Gago-7478.51
243767-Liana Cardim-12664.37
193944-Clara Alcantara-17601.91
408135-Zulmira Becerra-8131.65
256271-Augusta Paio-8760.38
253100-Honorina Lira-5434.60
466146-Carminda Morais-16862.51
138715-Adelino Barra-4828.11
256479-Spnia ou Sonia Guerreiro-14680.01
10122-Elisa Themes-2139.61
879519-Gaudancio Fiees-2398.59
24776-Aludsio Sosa-13741.03
843188-Zulmira Becerra-5548.13
249610-Judite Damasceno-5267.37
826460-Domingos Pas-7809.94
716576-Marilda Leio-20302.47
808927-Emedlia Silvera-18932.29
264398-Angilica Galante-10848.84
56699-Delfim Higuera-12091.41
328187-Romo Paranage-18181.51
732120-Telma Villalobos-7155.47
987067-Camila Gabeira-770.88
195123-Telma Villalobos-13449.31
110174-Heleedsa Marins-9536.97
190428-Edgar Carvalheiro-4330.40
824910-Augusta Paio-472.73
919225-Urbano Rodrigues-19780.82
264360-Tibefarcio Colao-1158.63
937120-Cassandra Varejo-4609.19
610747-Branco Saraba-16212.47
761981-Esperada Cardoso-6374.96
772124-Emedlia Silvera-4049.99
884942-Cassandra Varejo-427.11
327084-Carminda Morais-13108.21
506685-Rebeca Neto-7275.28
680018-Mercia Caeira-13163.53
616533-Emiliana Foquio-14732.72
298730-Adelina Quadros-7370.53
865322-Micaela Chavez-17379.90
605494-Neeamia Arruda-16491.17
496664-Trajano Fagundes-6843.95
934702-Tarrataca Soares-12311.67
460737-Anind Zarco-3685.69
434309-Adelino Barra-7988.96
621380-Danilo Olaio-9014.02
332060-Anfnia Seixas-14570.82
831979-Neeamia Arruda-2012.15
413714-Telma Villalobos-11745.14
374366-Sara Lameiras-11668.96
254283-Oliveira Senchez-13875.01
381652-Heleedsa Marins-15069.98
521297-Zulmira Becerra-934.49
660286-Telma Villalobos-15189.10
510094-Micaela Chavez-6858.60
697247-Quintino Alcantara-6954.82
412173-Letedcia Gago-19808.14
479782-Clara Alcantara-2941.62
852004-Neuza Francia-19085.76
760494-Ermelinda Quintela-4974.67
691430-Jorgina Bogalho-8167.21
739205-Edgar Carvalheiro-1926.19
698506-Artur Grillo-14101.40
825105-Sidfnio Frois-5793.17
520295-Melinda Roserio-20378.27
627512-Cleusa Goes-6540.40
137091-Urbano Rodrigues-14504.53
245400-Guaraci Damasceno-14484.49
568974-Micaela Chavez-21213.01
406543-Guida Juca-20585.78
656132-Mercia Caeira-8507.85
923237-Ermelinda Quintela-1470.41
188170-Letedcia Gago-6317.39
901984-Melinda Roserio-13885.64
41768-Branco Saraba-6386.01
558184-Branco Saraba-13282.29
39908-Flamednia Leiria-638.82
368056-Joaquim Rufino-4501.28
858256-Basilio Pedroso-5406.97
924221-Delfim Higuera-15101.03
973021-Cassandra Varejo-2302.76
742588-Carminda Morais-2361.99
647278-Cleusa Goes-8873.87
692035-Silvio Mata-1298.05
53499-Flamednia Leiria-16298.47
758116-Melinda Roserio-17784.05
19486-Quintiliano Sousa de Arronches-12709.61
733429-Telma Villalobos-20883.29
412433-Quintiliano Sousa de Arronches-2297.04
908502-Lina Andrade-18986.28
498481-Oliveira Senchez-11501.18
873802-Delfim Higuera-9483.77
290021-Henrique Bento-14860.24
961997-Lina Andrade-20257.16
198483-Spnia ou Sonia Guerreiro-9992.86
36126-Honorina Lira-4445.60
618790-Oliveira Senchez-10155.80
599919-Jussara Varanda-20153.13
192209-Tibefarcio Colao-5972.42
997339-Adelino Barra-10301.50
905499-Edgar Carvalheiro-10776.49
89174-Jonatas Felgueiras-15905.23
987953-Andreia Moita-5683.29
273655-Filomena Barrios-7902.91
364616-Dulce Froes-14974.90
818955-Emedlio Pimentel-11810.42
678506-Delfim Higuera-11691.77
532233-Zungela Ipiranga-15257.77
715489-Letedcia Gago-5534.86
602881-Micaela Chavez-9404.83
634982-Angilica Galante-20493.88
301167-Zulmira Becerra-19629.94
344023-Augusta Paio-9174.98
927180-Polibe Olivares-19477.72
742675-Odilia Camello-8886.53
844006-Ubaldo Mainha-15174.72
505642-Armanda Amorim-13176.67
263421-Heleedsa Marins-15601.99
850772-Ubaldo Mainha-384.31
680130-Regina Barcellos-12770.34
176347-Basilio Pedroso-7321.85
321554-Quintino Alcantara-17014.86
505905-Trajano Fagundes-8383.47
19420-Basilio Pedroso-17762.74
340448-Angilica Galante-985.33
151121-Judite Damasceno-10993.77
520269-Angilica Galante-9283.99
66681-Fulvio Villegas-6011.79
906630-Odilia Camello-21330.29
232325-Rodolfo Paz-18262.26
557457-Polibe Olivares-7109.19
271173-Esperada Cardoso-20122.40
11703-Clarindo Areosa-8782.62
250649-Feledcia Peassego-247.98
778017-Elisa Themes-2421.39
958425-Edgar Carvalheiro-8802.90
127179-Polibe Olivares-9728.10
479138-Filomena Barrios-16888.77
30183-Edgar Carvalheiro-2593.00
528508-Aludsio Sosa-15325.32
60642-Clarindo Areosa-66.06
777918-Heleedsa Marins-20258.77
497857-Edgar Carvalheiro-9634.05
564480-Emedlia Silvera-20316.56
937673-Spnia ou Sonia Guerreiro-7359.50
327407-Lina Andrade-1124.25
610391-Judite Damasceno-16785.52
292267-Quintiliano Sousa de Arronches-3095.48
669161-Emedlia Silvera-18605.78
591845-Mercia Caeira-20751.06
740449-Anind Zarco-826.83
324025-Oliveira Carmona-9104.61
147774-Urbano Rodrigues-19649.59
266659-Mercia Caeira-19370.40
667394-Jonatas Felgueiras-4554.94
206781-Celeste Duarte-19138.21
552293-Camila Gabeira-9689.48
707847-Joaquim Rufino-6967.57
256477-Clara Alcantara-16984.26
104812-Adelino Barra-18120.18
485179-Celeste Duarte-7162.74
987739-Lina Andrade-12695.98
883666-Anind Zarco-11892.63
184662-Tarrataca Soares-13535.29
657730-Flamednia Leiria-17871.97
80886-Jonatas Felgueiras-5849.20
445259-Armanda Amorim-7744.72
361677-Emedlia Silvera-11811.80
825630-Odilia Bello-13464.36
900004-Jussara Varanda-15295.41
80605-Spnia ou Sonia Guerreiro-11155.43
944427-Flor Portella-1110.47
785739-Rebeca Neto-5419.31
586048-Oliveira Carmona-12241.15
458889-Antonio Castelo-20417.73
825584-Elisa Themes-15833.70
13540-Ximena Castilho-21088.15
665852-Lurdes Cotrim-10016.93
591139-Heleedsa Marins-7190.35
942212-Almerinda Palmeira-9739.35
827267-Emedlia Silvera-16940.16
986754-Antonio Castelo-8144.77
261050-Adelino Barra-13932.62
314281-Jorgina Bogalho-11003.65
896755-Tabalipa Duarte-18728.24
