756198-Heleedsa Marins-16175.29
517988-Telma Villalobos-9628.43
796029-Odilia Camello-4793.93
98317-Zulmira Becerra-8725.08
653278-Danilo Olaio-20504.71
732744-Feledcia Peassego-10175.61
887634-Trajano Fagundes-9950.74
477378-Lurdes Cotrim-8738.78
529103-Domingos Pas-16267.46
305696-Emiliana Foquio-11731.47
971182-Emiliana Foquio-9998.23
827888-Moaci Mendoa-2958.57
372830-Emedlia Silvera-20666.53
469703-Andreia Moita-2492.68
943754-Tarrataca Soares-16239.21
892280-Tibofarcio Camacho-5341.70
34774-Odete Vasques-20970.58
969667-Neuza Francia-18630.52
329828-Liana Cardim-13070.97
244610-Odilia Camello-4989.19
855896-Tarrataca Soares-11468.90
653031-Taercio Mafra-8602.35
809849-Rebeca Neto-17316.07
360036-Romo Paranage-11185.93
417941-Augusta Paio-16515.37
463230-Tibefarcio Colao-6029.46
585673-Jussara Varanda-7999.81
782245-Heleedsa Marins-15059.50
856713-Guaraci Damasceno-14137.96
193472-Flor Portella-3705.57
193297-Odilia Bello-14694.13
532338-Tibefarcio Colao-7095.83
212232-Telma Villalobos-12013.92
61712-Urbano Rodrigues-12767.53
695446-Jussara Varanda-18081.71
250361-Ubaldo Mainha-5511.50
491905-Anfnia Seixas-6707.36
791360-Filomena Barrios-10145.18
658810-Jussara Varanda-3088.91
139709-Rebeca Neto-1806.01
56105-Honorina Lira-18027.94
346478-Judite Damasceno-18803.27
387770-Angelica Aranha-7090.55
552813-Gaudancio Fiees-3556.33
827661-Delfina Garcia de Gondim-10693.29
639716-Feledcia Peassego-1790.95
397612-Delfim Higuera-3665.87
652473-Antonio Viegas-15813.79
373968-Angelica Aranha-13915.54
891923-Danilo Olaio-11042.10
483654-Ubaldo Mainha-12182.66
488705-Almerinda Palmeira-7331.29
76459-Filomena Barrios-5090.33
573117-Gaudancio Fiees-1301.02
338716-Guida Juca-7149.30
274844-Antonio Castelo-17675.69
877437-Rebeca Neto-17434.83
215816-Lina Andrade-14426.52
72226-Almerinda Palmeira-2235.43
336084-Judite Damasceno-16474.35
684510-Marilda Leio-17899.18
859857-Henrique Bento-21204.07
361760-Liana Cardim-12010.00
435154-Emiliana Foquio-2330.89
141753-Celeste Duarte-4934.28
177001-Odilia Camello-16427.03
823965-Feledcia Peassego-20845.80
541844-Emedlia Silvera-3423.12
671056-Urbano Rodrigues-17253.85
354059-Elisa Themes-1002.37
246913-Daniel Vieyra-20899.21
438428-Clara Alcantara-9072.98
242378-Quintino Alcantara-5801.76
595589-Aludsio Sosa-18176.11
534523-Gaudancio Fiees-6802.69
435897-Sofras Cuaresma-3849.62
390370-Lurdes Cotrim-11107.86
860964-Jorgina Bogalho-10768.45
500151-Cleusa Goes-18645.16
165547-Regina Barcellos-5703.86
781781-Zulmira Becerra-4461.49
832506-Daniel Vieyra-5625.88
806428-Armindo Castalo-16528.30
296358-Angilica Galante-20784.26
875415-Judite Damasceno-19694.77
882313-Judite Damasceno-20409.12
108250-Odilia Bello-19128.19
914311-Emiliana Foquio-11811.97
549017-Aludsio Sosa-12886.97
84593-Emiliana Foquio-3113.79
857125-Regina Barcellos-20441.60
551123-Almor Caiado-18345.09
59149-Jussara Varanda-18028.32
259314-Ximena Castilho-10026.45
70421-Augusta Paio-18145.20
666927-Quintiliano Sousa de Arronches-4369.19
709481-Artur Grillo-6600.27
571105-Mercia Caeira-2734.58
760939-Odete Vasques-17670.07
499096-Clarindo Areosa-4236.08
623282-Angilica Galante-6384.65
896762-Zulmira Becerra-2065.32
757965-Cassandra Varejo-351.08
965621-Jorgina Bogalho-7043.67
631670-Adelino Barra-18844.38
774285-Marilda Leio-21081.04
829363-Oliveira Senchez-17603.30
736329-Henrique Bento-19519.01
356149-Ubaldo Mainha-16121.79
672620-Elisa Themes-4581.94
367643-Guida Juca-12078.17
739351-Spnia ou Sonia Guerreiro-122.30
136601-Delfim Higuera-17289.88
882173-Rodolfo Paz-15684.70
272427-Anind Zarco-16091.02
699128-Manuel Capiperibe-16728.76
44591-Henrique Bento-16532.22
933418-Flamednia Leiria-13154.75
279921-Oliveira Senchez-18408.31
633116-Anind Zarco-2230.20
110301-Nuno Balsemeo-10683.88
52249-Guaraci Damasceno-21261.27
526437-Filomena Barrios-9357.80
108364-Anfnia Seixas-14476.62
573698-Ubaldo Mainha-3694.51
476506-Carminda Morais-16631.50
516421-Letedcia Gago-14707.11
886571-Quintiliano Sousa de Arronches-4521.61
674414-Taercio Mafra-10284.41
157241-Emedlio Pimentel-6715.90
834149-Neeamia Arruda-19527.00
328420-Andreia Moita-12152.69
569519-Filomena Barrios-8133.12
315413-Aludsio Sosa-7819.36
531723-Taercio Mafra-18255.10
366470-Melinda Roserio-15335.03
77589-Quintiliano Sousa de Arronches-20140.20
43499-Anfnia Seixas-7324.22
484176-Manuel Capiperibe-17880.97
272123-Emedlia Silvera-3507.70
79959-Anfnia Seixas-11736.04
275328-Elisa Themes-11694.49
630285-Ximena Castilho-3505.35
765079-Danilo Olaio-4458.51
561883-Andreia Moita-8763.82
325829-Flamednia Leiria-11037.49
756045-Heleedsa Marins-6533.43
897123-Dulce Froes-11783.86
198832-Danilo Olaio-18468.70
457447-Marilda Leio-2046.59
822434-Henrique Bento-7697.39
887744-Lina Andrade-3155.30
738329-Telma Villalobos-9681.61
900626-Emiliana Foquio-15159.26
999353-Joaquim Rufino-12590.04
124558-Tarrataca Soares-5668.46
785453-Cassandra Varejo-11026.02
465755-Ximena Castilho-420.16
568386-Almor Caiado-21322.15
284112-Edgar Carvalheiro-19591.88
770176-Cassandra Varejo-1945.27
377078-Eurico Siqueira-9384.15
949590-Trajano Fagundes-11111.53
540881-Quintiliano Sousa de Arronches-15260.54
499067-Fulvio Villegas-8175.70
839519-Gaudancio Fiees-8112.10
445061-Eurico Siqueira-8929.96
393281-Antonio Viegas-9294.62
727678-Melinda Roserio-16530.30
965134-Branco Saraba-5568.31
345066-Aludsio Sosa-1391.17
980139-Emedlio Pimentel-15734.94
145679-Guida Juca-17344.44
988325-Spnia ou Sonia Guerreiro-9725.01
756802-Rebeca Neto-18810.00
45699-Romo Paranage-10413.56
180845-Telma Villalobos-17048.01
918286-Adelino Barra-2297.11
187848-Henrique Bento-20894.38
672012-Antonio Castelo-5409.20
377281-Adelino Barra-837.81
93385-Cassandra Varejo-14877.61
740773-Domingos Pas-7734.23
57774-Celeste Duarte-10564.12
428661-Dulce Froes-17051.69
885493-Armindo Castalo-18312.14
36475-Jussara Varanda-20013.95
216117-Rebeca Neto-11708.30
857470-Elisa Themes-15290.17
528920-Celeste Duarte-9132.06
547283-Delfim Higuera-12825.83
682736-Daniel Vieyra-6841.93
828709-Almerinda Palmeira-564.50
418439-Aludsio Sosa-5105.08
25513-Lina Andrade-14249.36
148996-Basilio Pedroso-14698.22
628409-Camila Gabeira-14563.75
425165-Letedcia Gago-1301.07
932544-Trajano Fagundes-5679.65
910929-Flor Portella-1280.10
292750-Daniel Vieyra-15145.57
455777-Ubaldo Mainha-5717.56
896502-Esperada Cardoso-10205.85
276956-Jonatas Felgueiras-3005.20
69112-Spnia ou Sonia Guerreiro-15315.45
546125-Liana Cardim-1522.11
237341-Antonio Viegas-14988.39
