408227-Delfina Garcia de Gondim-6230.44
496252-Odilia Bello-18887.88
914409-Zungela Ipiranga-8732.88
302764-Oliveira Carmona-8251.56
934687-Odete Vasques-12770.37
895293-Taercio Mafra-12594.17
604445-Guaraci Damasceno-2553.83
673346-Taercio Mafra-13351.63
988322-Dulce Froes-2177.14
302263-Ermelinda Quintela-13471.17
384166-Cleusa Goes-8170.76
451957-Ermelinda Quintela-6743.34
211169-Joaquim Rufino-19042.49
41768-Estanislau Beserra-6530.68
364542-Feledcia Peassego-10300.03
390066-Anfnia Seixas-16138.98
88460-Artur Grillo-21305.02
866059-Anfnia Seixas-14416.92
592753-Cleusa Goes-21296.80
626385-Urbano Rodrigues-11584.99
820574-Almor Caiado-904.00
409998-Esperada Cardoso-12668.51
281387-Emiliana Foquio-14820.63
441092-Ubaldo Mainha-6826.21
757231-Taercio Mafra-2355.02
110472-Emedlia Silvera-4428.92
913633-Odilia Camello-3244.97
582947-Anfnia Seixas-9673.63
931356-Mercia Caeira-18329.55
993780-Eurico Siqueira-10660.98
689328-Rebeca Neto-10669.19
461332-Oliveira Senchez-10108.45
84122-Trajano Fagundes-17181.26
955757-Rebeca Neto-19145.68
411704-Liana Cardim-2778.41
870298-Leonidas Mafra-2324.68
743185-Branco Saraba-8903.82
634810-Emedlia Silvera-3594.81
734871-Liana Cardim-21224.12
515338-Cassandra Varejo-21019.22
311178-Almor Caiado-16451.28
506557-Emedlio Pimentel-15691.06
69785-Anfnia Seixas-4007.06
212030-Odilia Camello-441.78
458709-Neeamia Arruda-11525.90
723420-Tarrataca Soares-4609.77
879878-Taercio Mafra-17307.20
532895-Guaraci Damasceno-6498.71
64883-Anfnia Seixas-8076.06
68594-Almor Caiado-386.38
170415-Quintiliano Sousa de Arronches-16489.49
190918-Sidfnio Frois-14339.72
572807-Branco Saraba-6605.58
597468-Angilica Galante-8107.70
705993-Adelino Barra-4197.45
139262-Fulvio Villegas-18704.68
556803-Delfim Higuera-13108.65
872250-Odilia Bello-12129.14
152197-Emedlio Pimentel-3964.95
877058-Telma Villalobos-6945.64
524261-Oliveira Senchez-10257.34
815839-Camila Gabeira-3094.41
729475-Heleedsa Marins-17040.14
349292-Liana Cardim-4851.28
663751-Delfina Perdigon-7148.34
51852-Odilia Bello-5234.90
932949-Gaudancio Fiees-1435.63
50229-Augusta Paio-4654.35
38501-Carminda Morais-18485.87
632637-Neeamia Arruda-21204.64
380679-Sara Lameiras-12355.05
77455-Mercia Caeira-8388.37
262225-Antonio Viegas-3520.83
4774-Celeste Duarte-1759.48
33485-Quintiliano Sousa de Arronches-3546.12
290715-Urbano Rodrigues-20406.64
48939-Odete Vasques-14001.13
671685-Ubaldo Mainha-1636.80
724552-Neeamia Arruda-11287.18
272423-Almerinda Palmeira-8078.67
383893-Guida Juca-13872.48
745728-Elisa Themes-2208.42
548847-Fulvio Villegas-8901.04
366057-Adelino Barra-19081.09
827530-Lina Andrade-19381.42
639259-Carminda Morais-13999.49
424156-Dulce Froes-165.15
288079-Odilia Camello-12461.87
586926-Mercia Caeira-20069.11
472896-Zungela Ipiranga-5477.00
855750-Manuel Capiperibe-18580.84
743398-Regina Barcellos-5213.46
984383-Clarindo Areosa-11418.95
791828-Tibefarcio Colao-11287.77
64081-Guaraci Damasceno-9671.21
948541-Neeamia Arruda-13717.60
13412-Dulce Froes-7187.01
707995-Quintino Alcantara-12989.89
82520-Delfina Perdigon-14305.76
175488-Aludsio Sosa-8145.65
135887-Cleusa Goes-15714.21
377101-Cleusa Goes-6416.80
943881-Carminda Morais-10116.65
131156-Oliveira Senchez-8859.73
427348-Lurdes Cotrim-4405.53
898648-Liana Cardim-300.18
319417-Armanda Amorim-16950.32
254948-Ximena Castilho-3932.56
893278-Jonatas Felgueiras-5833.39
958960-Augusta Paio-12465.14
724416-Odilia Bello-10431.66
89893-Dulce Froes-13605.43
801117-Celeste Duarte-2720.04
406937-Flamednia Leiria-8151.35
822464-Gaudancio Fiees-6030.78
842526-Filomena Barrios-15739.77
139085-Almerinda Palmeira-8328.13
652649-Letedcia Gago-5435.84
154946-Elisa Themes-19524.77
749254-Heleedsa Marins-6239.53
908469-Joaquim Rufino-14006.77
4693-Anind Zarco-18457.67
781324-Fulvio Villegas-3330.85
739097-Esperada Cardoso-1520.08
669840-Sidfnio Frois-2838.30
670338-Daniel Vieyra-16956.73
172780-Tabalipa Duarte-14643.28
223282-Adelina Quadros-3084.97
529840-Filomena Barrios-16746.52
691325-Flor Portella-5509.18
366875-Artur Grillo-20468.26
725079-Quintino Alcantara-12913.47
626688-Liana Cardim-10736.45
48285-Delfina Perdigon-2579.00
88324-Marilda Leio-18775.70
723208-Polibe Olivares-20782.41
851585-Odilia Camello-8899.30
792874-Cleusa Goes-76.69
834726-Nuno Balsemeo-19721.99
354068-Oliveira Carmona-9244.07
342564-Guaraci Damasceno-2582.90
8278-Artur Grillo-10170.15
957456-Antonio Viegas-2661.58
507567-Almor Caiado-4252.07
549196-Tabalipa Duarte-1618.11
937512-Armanda Amorim-790.51
998688-Branco Saraba-17509.02
904513-Jonatas Felgueiras-17152.12
307638-Spnia ou Sonia Guerreiro-5155.63
879360-Flamednia Leiria-1044.33
368934-Rebeca Neto-11057.76
201181-Filomena Barrios-6253.00
897148-Fulvio Villegas-5087.74
238158-Elisa Themes-10892.82
996013-Zulmira Becerra-3713.47
324201-Clara Alcantara-7862.85
409414-Sidfnio Frois-18822.83
940783-Odilia Bello-8287.04
625239-Silvio Mata-815.28
541678-Cassandra Varejo-13154.08
865073-Nuno Balsemeo-7862.93
478652-Zungela Ipiranga-5410.10
107494-Emedlio Pimentel-18709.08
410991-Tibefarcio Colao-15546.62
921077-Fulvio Villegas-19976.58
242427-Antonio Viegas-7824.99
614601-Augusta Paio-21349.08
405538-Silvio Mata-5023.65
408110-Taercio Mafra-1875.07
489749-Marilda Leio-10150.49
4521-Neeamia Arruda-17619.14
811344-Letedcia Gago-5389.09
402143-Fulvio Villegas-5105.32
283431-Flamednia Leiria-19429.44
962775-Judite Damasceno-9663.81
473021-Mercia Caeira-20376.23
784383-Fulvio Villegas-9407.54
895551-Angilica Galante-15741.60
711037-Liana Cardim-13580.84
571183-Filomena Barrios-8080.90
838998-Zulmira Becerra-286.11
399768-Angelica Aranha-1254.23
971025-Lurdes Cotrim-17238.25
482623-Lina Andrade-10376.25
656366-Emedlia Silvera-13035.87
4621-Telma Villalobos-7455.77
851588-Zulmira Becerra-1498.77
639385-Tibefarcio Colao-13987.73
276092-Adelina Quadros-10260.00
936004-Leonidas Mafra-12605.71
644446-Tarrataca Soares-12704.10
782844-Basilio Pedroso-18418.10
829850-Emiliana Foquio-13682.98
925664-Spnia ou Sonia Guerreiro-17207.80
964924-Marilda Leio-1589.53
901411-Micaela Chavez-8279.58
977553-Henrique Bento-2153.26
807951-Esperada Cardoso-4559.65
314495-Marilda Leio-20522.41
421648-Clarindo Areosa-8966.93
619158-Domingos Pas-1518.54
427899-Letedcia Gago-15796.37
659215-Manuel Capiperibe-14239.83
231601-Ermelinda Quintela-1954.25
428488-Sara Lameiras-19843.90
729003-Zulmira Becerra-13148.08
606168-Jorgina Bogalho-2243.02
877070-Taercio Mafra-18011.10
920908-Rebeca Neto-11769.41
