967279-Domingos Pas-3874.38
862484-Emedlio Pimentel-19403.84
792033-Armindo Castalo-718.75
963957-Regina Barcellos-7253.59
803267-Tibofarcio Camacho-9792.21
906194-Tibofarcio Camacho-281.27
165362-Cassandra Varejo-17713.80
28149-Tarrataca Soares-1910.91
246914-Gaudancio Fiees-20983.53
682897-Leonidas Mafra-9604.07
622049-Marilda Leio-164.74
53632-Rodolfo Paz-7383.36
573520-Flor Portella-3406.44
876733-Clarindo Areosa-9316.08
241665-Tibefarcio Colao-3039.28
33708-Estanislau Beserra-7918.34
304200-Oliveira Carmona-8470.00
446420-Domingos Pas-8860.28
631362-Angelica Aranha-1807.91
809608-Taercio Mafra-7914.74
347818-Artur Grillo-3076.12
985581-Camila Gabeira-15796.66
523362-Liana Cardim-3187.56
452758-Andreia Moita-18816.32
225281-Nuno Balsemeo-7963.91
251025-Domingos Pas-12594.24
887664-Andreia Moita-462.45
420539-Quintiliano Sousa de Arronches-72.08
44069-Augusta Paio-11148.39
536675-Almerinda Palmeira-8611.65
436069-Estanislau Beserra-9555.13
325435-Lurdes Cotrim-19924.98
550905-Almor Caiado-16175.38
420864-Domingos Pas-20499.91
899269-Clarindo Areosa-18677.32
822092-Quintiliano Sousa de Arronches-20499.83
579174-Domingos Pas-4773.88
335879-Jonatas Felgueiras-10688.08
636708-Flor Portella-18678.52
728575-Flor Portella-6779.05
294378-Antonio Viegas-6068.58
988869-Anfnia Seixas-16711.83
349330-Clara Alcantara-3142.50
465633-Trajano Fagundes-11716.71
730864-Gaudancio Fiees-8800.87
903039-Polibe Olivares-18909.09
499516-Clara Alcantara-7010.04
340847-Jonatas Felgueiras-3048.57
389803-Antonio Viegas-15884.93
794100-Eurico Siqueira-4377.38
363344-Flor Portella-19390.33
445355-Dulce Froes-21050.21
58416-Delfim Higuera-3678.87
209539-Emedlio Pimentel-13413.53
867832-Carminda Morais-4646.00
774930-Feledcia Peassego-6815.03
181858-Filomena Barrios-11040.03
976281-Clarindo Areosa-17783.43
95089-Melinda Roserio-5642.50
65999-Regina Barcellos-7240.44
458392-Delfim Higuera-9714.07
708336-Flamednia Leiria-1143.69
657619-Tarrataca Soares-1454.27
857146-Neeamia Arruda-5346.37
244135-Branco Saraba-11845.04
717854-Jorgina Bogalho-18152.79
616747-Letedcia Gago-1819.78
519990-Jonatas Felgueiras-10569.54
279813-Manuel Capiperibe-12140.49
49277-Branco Saraba-3736.31
73309-Basilio Pedroso-13610.90
129936-Clara Alcantara-4883.14
724379-Urbano Rodrigues-15739.72
205969-Leonidas Mafra-6373.46
556690-Joaquim Rufino-9975.90
23760-Delfina Garcia de Gondim-13873.08
477513-Marilda Leio-15499.24
450170-Dulce Froes-389.61
282578-Emedlio Pimentel-14542.40
364540-Trajano Fagundes-9418.06
6509-Trajano Fagundes-10868.79
539125-Domingos Pas-16810.09
956799-Ermelinda Quintela-5342.50
801596-Tibofarcio Camacho-1619.72
799406-Edgar Carvalheiro-19055.29
301710-Oliveira Senchez-19345.53
83438-Camila Gabeira-9305.47
359154-Henrique Bento-21449.97
588785-Guida Juca-9137.96
383774-Clara Alcantara-20961.60
810119-Leonidas Mafra-21211.67
842564-Dulce Froes-19602.22
189446-Sara Lameiras-17276.96
508384-Jonatas Felgueiras-15690.13
689227-Odete Vasques-20188.13
459760-Guaraci Damasceno-21141.15
54187-Emedlia Silvera-15227.14
89257-Gaudancio Fiees-4265.90
84960-Silvio Mata-20301.79
321108-Mercia Caeira-11050.79
879682-Leonidas Mafra-1724.05
317641-Oliveira Carmona-5932.48
797624-Trajano Fagundes-7084.37
11307-Lurdes Cotrim-20919.46
197363-Emiliana Foquio-10861.51
945186-Camila Gabeira-8361.27
245833-Tibefarcio Colao-5816.98
609521-Cassandra Varejo-18727.87
970067-Sofras Cuaresma-4533.88
159105-Daniel Vieyra-20727.10
508473-Emedlia Silvera-12301.06
541031-Manuel Capiperibe-11599.40
312257-Sidfnio Frois-13957.37
295302-Feledcia Peassego-3242.65
291763-Danilo Olaio-2549.79
133750-Oliveira Senchez-9459.24
90268-Armanda Amorim-366.86
277460-Leonidas Mafra-6052.95
54480-Melinda Roserio-5017.82
42817-Domingos Pas-6399.41
109894-Domingos Pas-9684.49
65830-Odilia Bello-14609.90
302244-Tarrataca Soares-19303.03
459528-Artur Grillo-19565.98
595122-Jorgina Bogalho-9614.06
881900-Dulce Froes-9635.40
295976-Flamednia Leiria-19296.30
924240-Oliveira Senchez-10874.24
339598-Delfim Higuera-10109.95
659714-Sidfnio Frois-15830.38
205696-Moaci Mendoa-17611.47
857226-Rebeca Neto-17177.30
964650-Heleedsa Marins-20460.32
809240-Neeamia Arruda-13070.08
435006-Letedcia Gago-15926.03
522959-Flamednia Leiria-18414.85
567343-Heleedsa Marins-7422.97
781286-Mercia Caeira-10242.21
290661-Micaela Chavez-2650.77
98240-Elisa Themes-10657.37
846776-Ubaldo Mainha-12039.43
44742-Estanislau Beserra-19098.00
749521-Delfim Higuera-482.81
789722-Flor Portella-13100.90
911592-Emedlia Silvera-17245.25
472301-Delfim Higuera-15465.65
572897-Taercio Mafra-17221.32
303646-Judite Damasceno-1404.30
491066-Antonio Castelo-17017.20
156931-Sara Lameiras-4653.35
893116-Almerinda Palmeira-13661.82
776811-Guida Juca-10777.43
906550-Fulvio Villegas-10610.08
584578-Rodolfo Paz-10987.98
786774-Polibe Olivares-10002.26
591910-Romo Paranage-17266.98
398237-Dulce Froes-20942.71
18083-Moaci Mendoa-18850.91
859337-Manuel Capiperibe-390.99
777949-Almor Caiado-18622.56
949984-Neeamia Arruda-3476.65
64786-Rodolfo Paz-15514.42
495935-Artur Grillo-7488.65
208080-Clara Alcantara-21334.49
526813-Clara Alcantara-5697.53
887141-Polibe Olivares-19453.45
812023-Danilo Olaio-16592.59
385154-Oliveira Senchez-4537.94
387820-Telma Villalobos-15006.53
627035-Tarrataca Soares-7699.47
201038-Aludsio Sosa-14748.97
472959-Romo Paranage-5244.78
487540-Antonio Castelo-19759.74
27007-Nuno Balsemeo-15826.99
364729-Aludsio Sosa-6547.42
445004-Zungela Ipiranga-9166.29
740132-Sidfnio Frois-17674.41
306658-Joaquim Rufino-6343.43
997286-Anfnia Seixas-19527.30
270376-Basilio Pedroso-9818.74
315565-Leonidas Mafra-3345.91
542321-Spnia ou Sonia Guerreiro-13770.64
211104-Almor Caiado-8920.68
261167-Honorina Lira-20880.95
760738-Armindo Castalo-17689.76
529294-Neuza Francia-9349.37
158745-Taercio Mafra-13126.78
47329-Rebeca Neto-7015.01
245833-Sofras Cuaresma-9864.98
97243-Daniel Vieyra-592.85
412211-Jonatas Felgueiras-19296.00
624369-Zungela Ipiranga-5026.59
831209-Romo Paranage-16248.70
528664-Cleusa Goes-17501.31
924816-Guaraci Damasceno-8644.08
579181-Oliveira Senchez-16849.38
862549-Silvio Mata-18620.96
586943-Jonatas Felgueiras-9076.60
686575-Melinda Roserio-14229.06
516560-Heleedsa Marins-6135.19
220285-Honorina Lira-13969.32
31494-Oliveira Carmona-9530.72
906793-Judite Damasceno-19539.04
366427-Adelino Barra-20804.32
437403-Silvio Mata-7678.73
484450-Branco Saraba-8184.52
985277-Trajano Fagundes-10013.15
