157826-Spnia ou Sonia Guerreiro-14016.16
561873-Odilia Bello-3203.31
489647-Almerinda Palmeira-1870.83
924189-Guida Juca-6106.10
365634-Antonio Viegas-15007.51
280609-Regina Barcellos-3515.64
401122-Anfnia Seixas-378.68
390258-Manuel Capiperibe-4924.61
617024-Feledcia Peassego-15363.70
256772-Oliveira Senchez-13701.08
210548-Armindo Castalo-20369.50
876999-Ximena Castilho-17532.13
244134-Anfnia Seixas-10502.19
463988-Daniel Vieyra-526.59
859636-Zungela Ipiranga-20710.25
140247-Marilda Leio-7188.22
543579-Sofras Cuaresma-17472.23
129741-Liana Cardim-12871.29
526855-Jorgina Bogalho-20337.46
214196-Anfnia Seixas-5735.20
985423-Daniel Vieyra-1722.47
180436-Ermelinda Quintela-2831.24
251085-Guida Juca-18843.68
404295-Guida Juca-20338.32
167520-Romo Paranage-4562.08
197671-Delfina Perdigon-1398.64
791534-Zulmira Becerra-13114.08
253519-Daniel Vieyra-2860.54
692430-Delfina Perdigon-4785.81
500883-Andreia Moita-11107.95
934245-Elisa Themes-11677.80
317470-Anind Zarco-20689.61
946059-Neeamia Arruda-6557.28
793307-Mercia Caeira-14101.33
299755-Andreia Moita-6478.16
347389-Telma Villalobos-20170.14
216818-Judite Damasceno-15743.22
341868-Melinda Roserio-15050.92
80094-Polibe Olivares-1543.01
597575-Sofras Cuaresma-12058.02
634733-Neeamia Arruda-17347.36
918466-Tarrataca Soares-16305.70
325775-Ubaldo Mainha-4990.32
617144-Guida Juca-15378.25
256563-Celeste Duarte-5046.41
103668-Camila Gabeira-16179.89
331410-Adelino Barra-13017.22
967017-Almor Caiado-13030.64
656581-Tabalipa Duarte-7616.60
926957-Anfnia Seixas-17112.58
508694-Oliveira Carmona-4304.09
870863-Manuel Capiperibe-13863.27
710253-Antonio Viegas-5671.70
794300-Branco Saraba-20047.87
10949-Rebeca Neto-12905.60
44070-Sara Lameiras-10281.80
124040-Angelica Aranha-13575.11
526041-Heleedsa Marins-14424.78
536297-Silvio Mata-15691.35
847237-Henrique Bento-685.78
476098-Guida Juca-1990.87
840773-Melinda Roserio-9809.58
291435-Jussara Varanda-1881.84
774145-Filomena Barrios-6239.78
598562-Fulvio Villegas-15509.89
580794-Branco Saraba-14695.50
551877-Honorina Lira-2491.90
244983-Henrique Bento-16117.16
34684-Romo Paranage-6197.69
968370-Odete Vasques-17226.16
192673-Jussara Varanda-18310.92
309621-Jussara Varanda-5324.49
270385-Angilica Galante-16047.41
917092-Lina Andrade-12520.31
350534-Artur Grillo-10121.46
376332-Estanislau Beserra-13897.27
65449-Anind Zarco-18552.79
782000-Moaci Mendoa-15630.40
493002-Danilo Olaio-18160.75
855036-Odete Vasques-12285.60
278707-Moaci Mendoa-15117.52
305415-Emedlia Silvera-9485.78
289670-Tibofarcio Camacho-9253.65
458077-Flor Portella-20092.82
121290-Lina Andrade-19101.49
773904-Clara Alcantara-19185.25
492695-Manuel Capiperibe-9151.07
401703-Ermelinda Quintela-2574.05
543322-Flor Portella-13878.99
453848-Danilo Olaio-15807.54
496871-Rodolfo Paz-9045.49
148489-Letedcia Gago-17058.54
733124-Clara Alcantara-6706.60
91267-Delfim Higuera-1346.34
997064-Odete Vasques-7217.56
532724-Gaudancio Fiees-18355.30
828099-Clarindo Areosa-6505.39
402361-Zungela Ipiranga-17109.40
533198-Quintino Alcantara-1860.00
255294-Flor Portella-9904.54
537021-Nuno Balsemeo-15519.51
603754-Liana Cardim-15540.99
732412-Clara Alcantara-15293.49
742434-Marilda Leio-9349.56
550914-Trajano Fagundes-10229.53
24737-Regina Barcellos-6580.02
540235-Marilda Leio-12298.31
162858-Adelino Barra-2987.49
190958-Lurdes Cotrim-15752.83
633888-Celeste Duarte-4330.54
346684-Adelina Quadros-2481.08
608055-Cassandra Varejo-3847.11
239766-Branco Saraba-17914.44
531489-Romo Paranage-10987.02
457652-Manuel Capiperibe-3157.70
655897-Mercia Caeira-13527.95
383778-Clarindo Areosa-18333.35
166693-Eurico Siqueira-5250.14
406346-Jussara Varanda-19802.05
129707-Neeamia Arruda-11443.55
823328-Almor Caiado-17457.02
984080-Tibefarcio Colao-3938.26
760452-Fulvio Villegas-9420.66
885570-Elisa Themes-19135.97
483404-Silvio Mata-12955.71
34666-Delfina Perdigon-19572.27
588434-Angilica Galante-14391.28
489157-Flamednia Leiria-3918.11
139198-Telma Villalobos-5262.17
588105-Polibe Oliva-4521.61
674414-Taercio Mafra-10284.41
157241-Emedlio Pimentel-6715.90
834149-Neeamia Arruda-19527.00
328420-Andreia Moita-12152.69
569519-Filomena Barrios-8133.12
315413-Aludsio Sosa-7819.36
531723-Taercio Mafra-18255.10
366470-Melinda Roserio-15335.03
77589-Quintiliano Sousa de Arronches-20140.20
43499-Anfnia Seixas-7324.22
484176-Manuel Capiperibe-17880.97
272123-Emedlia Silvera-3507.70
79959-Anfnia Seixas-11736.04
275328-Elisa Themes-11694.49
630285-Ximena Castilho-3505.35
765079-Danilo Olaio-4458.51
561883-Andreia Moita-8763.82
325829-Flamednia Leiria-11037.49
756045-Heleedsa Marins-6533.43
897123-Dulce Froes-11783.86
198832-Danilo Olaio-18468.70
457447-Marilda Leio-2046.59
822434-Henrique Bento-7697.39
887744-Lina Andrade-3155.30
738329-Telma Villalobos-9681.61
900626-Emiliana Foquio-15159.26
999353-Joaquim Rufino-12590.04
124558-Tarrataca Soares-5668.46
785453-Cassandra Varejo-11026.02
465755-Ximena Castilho-420.16
568386-Almor Caiado-21322.15
284112-Edgar Carvalheiro-19591.88
770176-Cassandra Varejo-1945.27
377078-Eurico Siqueira-9384.15
949590-Trajano Fagundes-11111.53
540881-Quintiliano Sousa de Arronches-15260.54
499067-Fulvio Villegas-8175.70
839519-Gaudancio Fiees-8112.10
445061-Eurico Siqueira-8929.96
393281-Antonio Viegas-9294.62
727678-Melinda Roserio-16530.30
965134-Branco Saraba-5568.31
345066-Aludsio Sosa-1391.17
980139-Emedlio Pimentel-15734.94
145679-Guida Juca-17344.44
988325-Spnia ou Sonia Guerreiro-9725.01
756802-Rebeca Neto-18810.00
45699-Romo Paranage-10413.56
180845-Telma Villalobos-17048.01
918286-Adelino Barra-2297.11
187848-Henrique Bento-20894.38
672012-Antonio Castelo-5409.20
377281-Adelino Barra-837.81
93385-Cassandra Varejo-14877.61
740773-Domingos Pas-7734.23
57774-Celeste Duarte-10564.12
428661-Dulce Froes-17051.69
885493-Armindo Castalo-18312.14
36475-Jussara Varanda-20013.95
216117-Rebeca Neto-11708.30
857470-Elisa Themes-15290.17
528920-Celeste Duarte-9132.06
547283-Delfim Higuera-12825.83
682736-Daniel Vieyra-6841.93
828709-Almerinda Palmeira-564.50
418439-Aludsio Sosa-5105.08
25513-Lina Andrade-14249.36
148996-Basilio Pedroso-14698.22
628409-Camila Gabeira-14563.75
425165-Letedcia Gago-1301.07
932544-Trajano Fagundes-5679.65
910929-Flor Portella-1280.10
292750-Daniel Vieyra-15145.57
455777-Ubaldo Mainha-5717.56
896502-Esperada Cardoso-10205.85
276956-Jonatas Felgueiras-3005.20
69112-Spnia ou Sonia Guerreiro-15315.45
546125-Liana Cardim-1522.11
237341-Antonio Viegas-14988.39
