521155-Anfnia Seixas-10174.01
280694-Clara Alcantara-17462.01
417158-Cassandra Varejo-16438.07
833774-Fulvio Villegas-8156.53
553828-Clara Alcantara-20517.47
887355-Heleedsa Marins-17617.33
351378-Anind Zarco-5036.74
190421-Artur Grillo-6019.41
135150-Adelino Barra-17061.01
421963-Fulvio Villegas-789.25
751968-Augusta Paio-9660.66
46641-Lurdes Cotrim-10943.46
88063-Almor Caiado-16637.63
491335-Neuza Francia-20705.97
838333-Taercio Mafra-3786.67
889055-Flamednia Leiria-20465.55
130256-Melinda Roserio-19264.22
694165-Spnia ou Sonia Guerreiro-6441.29
387731-Delfina Garcia de Gondim-15412.64
60184-Aludsio Sosa-4932.03
610429-Quintiliano Sousa de Arronches-1224.71
720197-Tibefarcio Colao-9775.18
30858-Branco Saraba-7041.22
181413-Branco Saraba-10406.13
468681-Flor Portella-11634.52
535827-Rebeca Neto-8498.57
335671-Fulvio Villegas-17959.87
325487-Dulce Froes-16681.98
256127-Cassandra Varejo-8311.02
288055-Odilia Camello-17711.62
761612-Gaudancio Fiees-16392.89
300689-Armanda Amorim-6665.25
702333-Feledcia Peassego-5990.73
867350-Angelica Aranha-9332.54
145867-Jonatas Felgueiras-3372.39
608064-Manuel Capiperibe-8627.75
141295-Polibe Olivares-21241.11
96940-Angilica Galante-3299.52
698124-Neeamia Arruda-3772.09
563644-Mercia Caeira-18244.97
148169-Gaudancio Fiees-4557.75
687315-Clarindo Areosa-15320.75
776779-Lurdes Cotrim-18527.78
471921-Lurdes Cotrim-9341.61
296779-Taercio Mafra-8468.24
89688-Angelica Aranha-19694.32
739702-Telma Villalobos-20535.73
377078-Lurdes Cotrim-8781.86
245037-Liana Cardim-12348.84
214958-Melinda Roserio-3699.64
863377-Romo Paranage-9241.12
800723-Eurico Siqueira-8723.16
779898-Edgar Carvalheiro-11920.93
831760-Oliveira Carmona-4400.81
654073-Emedlia Silvera-18043.78
199167-Armindo Castalo-59.84
35573-Silvio Mata-1897.24
498963-Honorina Lira-20041.01
431176-Tarrataca Soares-6748.62
55635-Clarindo Areosa-13280.77
693100-Quintino Alcantara-14399.41
621534-Heleedsa Marins-5022.58
625274-Joaquim Rufino-13290.38
923006-Oliveira Senchez-2243.86
382080-Domingos Pas-2690.40
181068-Odilia Camello-18002.39
928033-Camila Gabeira-13857.91
764271-Trajano Fagundes-11498.06
786722-Andreia Moita-14222.37
209863-Delfim Higuera-4328.09
597338-Oliveira Carmona-60.19
97317-Heleedsa Marins-5976.40
429818-Nuno Balsemeo-15922.66
855270-Almor Caiado-5477.05
878298-Lurdes Cotrim-5456.03
279328-Emiliana Foquio-2853.01
664402-Sidfnio Frois-17362.29
289572-Henrique Bento-5095.09
15566-Feledcia Peassego-17782.96
120123-Carminda Morais-3350.22
301851-Heleedsa Marins-8446.20
940477-Micaela Chavez-20837.17
836726-Almor Caiado-6296.63
286848-Joaquim Rufino-19695.19
122603-Romo Paranage-1009.13
998064-Dulce Froes-11231.92
628750-Moaci Mendoa-7473.73
566587-Odete Vasques-13106.63
310537-Honorina Lira-5221.95
291778-Ubaldo Mainha-12043.15
598649-Delfina Perdigon-3901.33
924250-Delfina Garcia de Gondim-16670.73
890115-Heleedsa Marins-12424.26
637871-Feledcia Peassego-4452.30
606875-Dulce Froes-16473.52
662857-Henrique Bento-8228.67
535941-Oliveira Carmona-19194.96
637807-Carminda Morais-20280.62
765430-Romo Paranage-1508.89
189182-Celeste Duarte-20051.81
151629-Antonio Viegas-15812.96
733758-Delfina Perdigon-10327.36
549238-Delfim Higuera-9571.43
27887-Odilia Camello-7992.97
541329-Oliveira Carmona-11069.04
484212-Eurico Siqueira-2780.83
103162-Anfnia Seixas-7456.19
127989-Melinda Roserio-20982.57
299208-Letedcia Gago-5505.39
181443-Rodolfo Paz-282.44
894816-Angelica Aranha-8663.96
741178-Rodolfo Paz-17621.30
661008-Cleusa Goes-5041.95
523735-Filomena Barrios-20172.23
616208-Sidfnio Frois-18282.81
577382-Emedlia Silvera-382.81
921675-Rebeca Neto-20653.84
761484-Domingos Pas-670.29
179748-Antonio Castelo-17963.28
3358-Delfim Higuera-13330.26
7739-Odete Vasques-20289.21
824245-Danilo Olaio-21266.62
893478-Nuno Balsemeo-11458.39
105555-Henrique Bento-3288.79
614697-Marilda Leio-1210.12
544133-Tarrataca Soares-221.06
556720-Delfina Perdigon-8550.27
188399-Leonidas Mafra-2443.05
593329-Guaraci Damasceno-2180.01
53293-Edgar Carvalheiro-9270.05
241120-Edgar Carvalheiro-815.29
341143-Antonio Castelo-14103.53
87121-Zulmira Becerra-16512.46
28292-Odilia Bello-17613.52
708894-Angelica Aranha-3924.83
186610-Oliveira Senchez-7990.27
945651-Nuno Balsemeo-11115.84
89180-Henrique Bento-20757.72
777890-Domingos Pas-14948.82
310989-Cassandra Varejo-20669.35
869921-Heleedsa Marins-16726.93
865854-Clarindo Areosa-11785.50
556317-Delfim Higuera-1991.54
569616-Spnia ou Sonia Guerreiro-13861.82
978540-Flor Portella-3144.07
399299-Emiliana Foquio-9595.94
925626-Ximena Castilho-12125.39
479196-Lina Andrade-9911.45
854198-Aludsio Sosa-3624.39
714028-Tarrataca Soares-11227.50
94748-Zulmira Becerra-3101.36
4097-Almerinda Palmeira-21010.02
782672-Delfina Garcia de Gondim-320.75
323952-Zulmira Becerra-16916.45
217139-Marilda Leio-9661.40
593283-Ermelinda Quintela-1240.55
512869-Augusta Paio-13349.81
532619-Odilia Bello-11589.76
324579-Odilia Bello-19878.30
514783-Armindo Castalo-18920.61
156524-Oliveira Senchez-17986.72
7274-Flor Portella-17891.92
408176-Domingos Pas-11264.92
962705-Sidfnio Frois-14618.15
215503-Quintino Alcantara-2615.49
391818-Cleusa Goes-656.59
645556-Guaraci Damasceno-16731.71
955071-Mercia Caeira-19007.04
925895-Esperada Cardoso-6765.45
335919-Tarrataca Soares-16430.60
496132-Eurico Siqueira-4247.33
309160-Feledcia Peassego-8417.40
124504-Augusta Paio-19251.48
531186-Tibefarcio Colao-17266.27
582470-Anfnia Seixas-16323.59
289600-Lina Andrade-19567.51
51876-Elisa Themes-15119.13
794924-Daniel Vieyra-15103.84
30643-Urbano Rodrigues-7958.26
613233-Almerinda Palmeira-18781.62
773074-Edgar Carvalheiro-15851.75
604915-Tabalipa Duarte-2270.00
661908-Celeste Duarte-20521.25
210375-Leonidas Mafra-6501.72
574268-Almor Caiado-20077.55
3429-Mercia Caeira-6485.61
91141-Esperada Cardoso-9916.13
350275-Rodolfo Paz-769.24
346152-Clarindo Areosa-12109.55
887001-Sidfnio Frois-20865.68
487603-Quintino Alcantara-3008.57
337188-Sidfnio Frois-19474.62
926676-Gaudancio Fiees-2256.40
180597-Gaudancio Fiees-5568.51
578008-Basilio Pedroso-1079.41
334411-Spnia ou Sonia Guerreiro-12879.45
874330-Emiliana Foquio-20150.36
326969-Letedcia Gago-18149.03
680102-Oliveira Senchez-4407.65
859625-Delfim Higuera-7166.52
717809-Judite Damasceno-21381.40
267140-Guaraci Damasceno-8349.93
816776-Heleedsa Marins-19439.20
