541313-Nuno Balsemeo-2164.61
853467-Marilda Leio-6059.69
303147-Liana Cardim-16571.11
913641-Adelino Barra-14815.33
294959-Tibefarcio Colao-8095.51
692870-Daniel Vieyra-18286.21
127839-Judite Damasceno-1720.11
305441-Henrique Bento-21098.79
460359-Branco Saraba-12486.46
526653-Emiliana Foquio-13796.15
979259-Flor Portella-19296.49
944667-Nuno Balsemeo-7940.18
179083-Cassandra Varejo-1298.38
505294-Rodolfo Paz-9207.52
920695-Dulce Froes-1265.63
299439-Ximena Castilho-337.72
664765-Almor Caiado-3539.00
426471-Quintino Alcantara-917.22
316873-Clarindo Areosa-9211.82
374190-Spnia ou Sonia Guerreiro-14177.09
597676-Lina Andrade-2612.04
409321-Adelina Quadros-1146.65
706243-Estanislau Beserra-21108.44
114563-Odilia Bello-2048.66
88097-Marilda Leio-20317.87
96028-Quintiliano Sousa de Arronches-7436.03
241326-Domingos Pas-20182.67
913981-Polibe Olivares-10642.10
465159-Elisa Themes-15205.27
178782-Tibofarcio Camacho-2544.18
24021-Lina Andrade-9710.15
34233-Guida Juca-4149.41
62885-Odilia Bello-13396.47
929477-Feledcia Peassego-11072.78
547649-Judite Damasceno-11993.66
728712-Antonio Castelo-2779.79
198241-Edgar Carvalheiro-1717.36
567723-Daniel Vieyra-10526.50
142599-Flor Portella-7356.32
415932-Jorgina Bogalho-4693.27
914375-Telma Villalobos-16333.51
617187-Heleedsa Marins-18623.85
985388-Honorina Lira-19504.48
714412-Cassandra Varejo-20273.78
309553-Emedlia Silvera-8664.42
207860-Romo Paranage-7416.87
708771-Jussara Varanda-16868.85
509755-Anfnia Seixas-19084.53
520933-Oliveira Carmona-14981.12
59177-Daniel Vieyra-13770.44
531382-Fulvio Villegas-8154.75
18872-Honorina Lira-746.08
447321-Flamednia Leiria-14165.93
39324-Antonio Castelo-5098.24
909445-Rodolfo Paz-18541.34
662132-Marilda Leio-10388.58
393414-Esperada Cardoso-9550.83
860969-Ermelinda Quintela-14735.93
495130-Emedlio Pimentel-15111.14
761056-Odete Vasques-4406.89
353881-Rodolfo Paz-6642.21
813978-Dulce Froes-10052.40
175582-Celeste Duarte-18786.87
501577-Clarindo Areosa-3292.43
205088-Dulce Froes-17591.52
382821-Henrique Bento-9253.30
730784-Feledcia Peassego-2532.40
479923-Estanislau Beserra-20621.01
197960-Camila Gabeira-9621.13
543848-Quintino Alcantara-19838.74
449871-Neuza Francia-13017.44
314053-Domingos Pas-5490.74
302636-Moaci Mendoa-15882.50
401010-Delfim Higuera-20747.52
323585-Sidfnio Frois-18884.73
379916-Danilo Olaio-18958.56
810567-Rodolfo Paz-6911.03
840660-Leonidas Mafra-21085.83
463599-Melinda Roserio-16142.97
716669-Rebeca Neto-7063.57
659047-Danilo Olaio-7618.07
338467-Joaquim Rufino-4486.38
741097-Armanda Amorim-19889.40
863316-Heleedsa Marins-3568.58
228095-Delfim Higuera-3571.81
261231-Oliveira Carmona-16965.61
624857-Anfnia Seixas-11188.88
745091-Neuza Francia-17267.29
966549-Estanislau Beserra-6987.09
817065-Leonidas Mafra-16934.25
541344-Heleedsa Marins-8566.01
525971-Fulvio Villegas-9999.39
101275-Domingos Pas-9811.97
926488-Polibe Olivares-5315.76
19537-Jonatas Felgueiras-21278.04
618216-Jorgina Bogalho-10865.82
72642-Cassandra Varejo-4807.23
629952-Guida Juca-5634.68
286420-Oliveira Carmona-12494.35
756359-Clara Alcantara-13532.52
99969-Basilio Pedroso-7113.10
734419-Domingos Pas-6253.52
522816-Feledcia Peassego-16444.53
767798-Cassandra Varejo-10618.96
870375-Gaudancio Fiees-9524.32
154131-Jussara Varanda-10570.50
515336-Clara Alcantara-11241.23
280909-Regina Barcellos-18447.53
775157-Estanislau Beserra-10325.55
494383-Melinda Roserio-3018.28
638905-Elisa Themes-3589.28
900474-Daniel Vieyra-19656.62
101204-Flor Portella-12757.02
14897-Aludsio Sosa-2779.86
504869-Adelino Barra-14768.56
315567-Moaci Mendoa-9345.27
708222-Clara Alcantara-3475.58
340397-Romo Paranage-8348.39
440829-Manuel Capiperibe-19756.14
492421-Andreia Moita-1736.25
795885-Moaci Mendoa-14172.64
408918-Ximena Castilho-1206.81
890195-Fulvio Villegas-15787.82
340991-Flor Portella-3303.13
687795-Neeamia Arruda-12018.18
466496-Danilo Olaio-20261.34
811663-Cleusa Goes-17423.58
795937-Quintino Alcantara-8312.15
532920-Filomena Barrios-20036.56
341734-Tarrataca Soares-666.65
978740-Trajano Fagundes-6684.61
543906-Odilia Bello-2253.86
288003-Judite Damasceno-15102.76
250201-Esperada Cardoso-18726.17
198297-Esperada Cardoso-2268.21
2666-Leonidas Mafra-18202.88
850145-Joaquim Rufino-12676.16
256069-Flamednia Leiria-18404.12
17699-Augusta Paio-10884.61
393841-Anfnia Seixas-443.19
911582-Estanislau Beserra-11572.98
693476-Tabalipa Duarte-4913.58
156348-Dulce Froes-121.62
917754-Camila Gabeira-9954.13
992592-Adelino Barra-15716.11
402083-Edgar Carvalheiro-10701.30
945441-Quintino Alcantara-4254.96
879945-Lurdes Cotrim-21327.53
513288-Micaela Chavez-5842.87
835355-Jussara Varanda-20506.80
822216-Ermelinda Quintela-2631.08
269756-Daniel Vieyra-9338.02
103244-Neuza Francia-20359.58
729227-Armindo Castalo-8533.92
488698-Angelica Aranha-20113.85
69451-Camila Gabeira-2693.03
937983-Oliveira Senchez-19482.49
455013-Jorgina Bogalho-2006.45
383774-Dulce Froes-1526.75
773539-Almerinda Palmeira-16605.10
998746-Jussara Varanda-4958.49
521783-Ermelinda Quintela-16221.18
919260-Moaci Mendoa-9697.38
962829-Henrique Bento-489.84
935394-Rebeca Neto-7324.72
35252-Telma Villalobos-10995.42
265071-Ubaldo Mainha-8229.96
991346-Flor Portella-11704.51
502852-Emiliana Foquio-18348.35
784583-Dulce Froes-17571.25
779437-Flor Portella-9816.40
366292-Moaci Mendoa-6656.78
787681-Dulce Froes-13005.97
167248-Polibe Olivares-7510.76
939098-Odete Vasques-125.28
128529-Micaela Chavez-6565.63
104920-Gaudancio Fiees-16058.29
846415-Tabalipa Duarte-11383.36
749311-Letedcia Gago-13868.39
326897-Branco Saraba-7881.40
414528-Clarindo Areosa-13929.19
867125-Branco Saraba-13168.02
438091-Cassandra Varejo-14935.90
263374-Jussara Varanda-18117.57
72203-Sofras Cuaresma-9772.12
353274-Mercia Caeira-10013.41
176040-Odilia Bello-59.62
511186-Clarindo Areosa-20868.09
813727-Rebeca Neto-10020.74
467436-Branco Saraba-11994.01
245853-Fulvio Villegas-443.32
180428-Micaela Chavez-1801.99
792946-Camila Gabeira-10816.37
2666-Cassandra Varejo-15709.01
805121-Cassandra Varejo-16969.73
135706-Adelino Barra-448.42
546025-Almor Caiado-20090.19
784797-Odete Vasques-19700.46
359721-Honorina Lira-10983.76
806352-Rodolfo Paz-12288.44
876569-Estanislau Beserra-19710.89
382514-Clara Alcantara-117.86
206831-Urbano Rodrigues-3115.79
