617219-Henrique Bento-7795.17
227728-Armindo Castalo-3013.44
15235-Camila Gabeira-4364.46
983782-Zulmira Becerra-4342.03
529949-Odete Vasques-5416.70
257821-Danilo Olaio-7587.90
699858-Jussara Varanda-2941.91
681225-Oliveira Senchez-10885.01
839456-Clara Alcantara-10994.20
160419-Henrique Bento-20637.48
892963-Delfina Garcia de Gondim-13151.00
139899-Polibe Olivares-19083.28
468612-Odete Vasques-3808.59
733382-Tarrataca Soares-11678.43
486133-Ximena Castilho-19553.73
589404-Sidfnio Frois-3471.47
120882-Zungela Ipiranga-9698.47
762537-Estanislau Beserra-15305.28
610665-Clara Alcantara-13588.84
929887-Neeamia Arruda-7585.61
757989-Lurdes Cotrim-589.70
533218-Rodolfo Paz-10251.10
168846-Emedlio Pimentel-9950.95
734417-Odilia Camello-4453.45
19458-Antonio Castelo-5808.31
491207-Nuno Balsemeo-10824.20
236391-Estanislau Beserra-14665.41
688942-Elisa Themes-8248.20
642282-Sidfnio Frois-9094.31
531656-Leonidas Mafra-10143.61
169425-Ubaldo Mainha-11021.19
939738-Dulce Froes-21076.52
37619-Sidfnio Frois-373.37
994655-Cassandra Varejo-17700.71
310980-Tabalipa Duarte-12976.07
516543-Armindo Castalo-13090.98
869165-Neeamia Arruda-4158.51
585056-Moaci Mendoa-10595.40
829090-Polibe Olivares-336.99
957074-Daniel Vieyra-5852.30
678484-Antonio Castelo-4829.16
853579-Neuza Francia-10418.56
138610-Nuno Balsemeo-20228.93
551247-Filomena Barrios-16594.04
792167-Odilia Camello-11192.32
863855-Marilda Leio-2102.65
388421-Flor Portella-14271.34
937690-Cassandra Varejo-14447.19
823256-Quintino Alcantara-17935.48
655784-Trajano Fagundes-16850.21
848809-Sofras Cuaresma-18777.00
676672-Mercia Caeira-2830.70
156240-Neeamia Arruda-737.25
489063-Rebeca Neto-972.76
893205-Neeamia Arruda-7990.68
420830-Judite Damasceno-6124.48
563145-Letedcia Gago-6198.37
556542-Micaela Chavez-1402.91
89962-Artur Grillo-21461.14
322041-Telma Villalobos-11042.86
300786-Heleedsa Marins-1766.51
195623-Tabalipa Duarte-4653.28
946290-Tarrataca Soares-19304.84
106760-Ermelinda Quintela-3144.90
188039-Aludsio Sosa-16823.83
17460-Danilo Olaio-8893.20
595214-Nuno Balsemeo-13918.83
823172-Jussara Varanda-14584.40
286389-Heleedsa Marins-10.46
813955-Quintino Alcantara-13483.68
879297-Branco Saraba-17906.69
644547-Delfina Garcia de Gondim-18108.65
995987-Dulce Froes-3033.27
555876-Zulmira Becerra-14384.34
908165-Clara Alcantara-4331.38
328669-Polibe Olivares-5541.56
197595-Delfina Garcia de Gondim-20117.51
419717-Clara Alcantara-19380.91
932725-Rebeca Neto-17778.93
559874-Polibe Olivares-11772.24
506004-Armanda Amorim-18211.03
587221-Nuno Balsemeo-12922.64
996549-Carminda Morais-20212.60
922933-Regina Barcellos-19343.32
822731-Regina Barcellos-11287.57
138205-Eurico Siqueira-4036.02
257481-Mercia Caeira-3713.16
292762-Branco Saraba-16517.35
767884-Anfnia Seixas-901.84
289163-Jonatas Felgueiras-21277.44
694992-Joaquim Rufino-2787.67
769804-Guida Juca-11623.54
225574-Domingos Pas-9488.67
524946-Feledcia Peassego-15687.90
258326-Basilio Pedroso-11891.29
646459-Armindo Castalo-14922.67
674099-Anfnia Seixas-12200.41
485518-Nuno Balsemeo-17643.34
387536-Anfnia Seixas-2886.18
699245-Odilia Camello-10889.07
750953-Filomena Barrios-12186.02
421957-Sofras Cuaresma-3208.88
356805-Quintiliano Sousa de Arronches-2066.30
584188-Judite Damasceno-11791.55
143629-Artur Grillo-3819.30
459645-Delfim Higuera-3955.76
893610-Daniel Vieyra-17742.50
643119-Silvio Mata-872.52
644242-Dulce Froes-15676.40
829703-Estanislau Beserra-15508.55
275728-Tibefarcio Colao-12141.22
488323-Guida Juca-2310.61
54708-Dulce Froes-20414.18
4137-Armanda Amorim-765.18
259543-Cassandra Varejo-5656.62
643657-Silvio Mata-3426.38
811036-Aludsio Sosa-19585.31
19161-Feledcia Peassego-14896.91
593499-Micaela Chavez-5878.51
269230-Emedlia Silvera-14906.81
368222-Lurdes Cotrim-20309.57
585466-Fulvio Villegas-3399.62
174414-Spnia ou Sonia Guerreiro-18750.16
909698-Basilio Pedroso-11425.37
799910-Oliveira Senchez-18587.96
136082-Sara Lameiras-9179.56
48321-Heleedsa Marins-19597.67
210725-Estanislau Beserra-19093.03
141518-Odete Vasques-3834.13
711884-Leonidas Mafra-19656.82
653771-Oliveira Carmona-13025.67
234484-Armanda Amorim-17601.52
359630-Antonio Castelo-15118.43
935069-Zulmira Becerra-7642.69
512285-Delfina Perdigon-6965.85
267612-Basilio Pedroso-16907.21
660695-Tibefarcio Colao-19947.69
101497-Rodolfo Paz-12354.97
749488-Neeamia Arruda-16476.38
248912-Eurico Siqueira-5038.66
945822-Elisa Themes-15025.20
599596-Flor Portella-15627.55
731261-Clara Alcantara-9156.31
395524-Ximena Castilho-16025.66
596522-Spnia ou Sonia Guerreiro-15525.94
110151-Anind Zarco-13313.78
580068-Adelino Barra-12815.55
850012-Odilia Bello-12141.73
422793-Manuel Capiperibe-4714.39
408262-Emedlia Silvera-17886.88
108355-Edgar Carvalheiro-2141.50
374940-Lurdes Cotrim-20737.50
309837-Cleusa Goes-12649.97
87459-Jonatas Felgueiras-18103.93
650208-Odilia Camello-5575.06
797996-Angilica Galante-15126.16
183256-Ermelinda Quintela-12987.12
854309-Mercia Caeira-18755.62
21882-Silvio Mata-8575.01
860196-Neeamia Arruda-7754.26
48431-Oliveira Senchez-14475.34
273063-Delfina Perdigon-20289.09
768576-Urbano Rodrigues-21322.19
894600-Spnia ou Sonia Guerreiro-11218.23
102556-Adelina Quadros-19094.73
421082-Branco Saraba-8967.88
634141-Almerinda Palmeira-19219.71
402430-Honorina Lira-5373.41
343798-Trajano Fagundes-1258.80
240436-Almerinda Palmeira-1877.40
341258-Armindo Castalo-12267.88
75733-Branco Saraba-4505.78
592514-Leonidas Mafra-15693.46
106510-Antonio Viegas-12037.57
529597-Odete Vasques-9563.76
974649-Delfim Higuera-2323.14
35467-Tibefarcio Colao-3629.48
808469-Moaci Mendoa-4823.50
176373-Oliveira Carmona-18046.94
45618-Domingos Pas-5064.51
340820-Micaela Chavez-5237.92
686686-Basilio Pedroso-20708.68
458155-Urbano Rodrigues-7789.77
965066-Delfina Garcia de Gondim-605.99
811228-Basilio Pedroso-17261.29
130499-Estanislau Beserra-20381.04
753579-Almor Caiado-3616.55
347371-Heleedsa Marins-1429.80
798889-Filomena Barrios-11101.57
130015-Oliveira Senchez-19732.02
200945-Artur Grillo-13600.59
576462-Esperada Cardoso-7182.62
529631-Polibe Olivares-20767.21
829027-Polibe Olivares-11252.02
401955-Daniel Vieyra-11330.13
867323-Clarindo Areosa-18621.44
129862-Tarrataca Soares-20618.97
856417-Polibe Olivares-15067.61
933067-Tabalipa Duarte-7340.76
219961-Camila Gabeira-20172.06
957536-Neeamia Arruda-12489.24
3402-Antonio Viegas-18035.00
