307044-Nuno Balsemeo-3162.50
703729-Angilica Galante-16992.44
123266-Flamednia Leiria-20523.77
415733-Heleedsa Marins-9588.71
281006-Edgar Carvalheiro-21417.73
159040-Romo Paranage-2078.20
290394-Estanislau Beserra-8855.22
516463-Moaci Mendoa-3155.43
37364-Esperada Cardoso-17869.61
369818-Nuno Balsemeo-2929.38
151890-Guaraci Damasceno-17061.95
982274-Aludsio Sosa-1504.15
452181-Taercio Mafra-11025.38
113276-Flor Portella-5054.70
957525-Oliveira Senchez-16507.52
690710-Filomena Barrios-934.27
799092-Melinda Roserio-17827.17
54831-Branco Saraba-2677.50
533797-Nuno Balsemeo-9187.87
391687-Sara Lameiras-18951.57
288810-Emiliana Foquio-11808.25
191157-Artur Grillo-12878.08
369813-Armanda Amorim-6677.76
442160-Flor Portella-8858.90
385204-Emedlia Silvera-18268.47
617580-Moaci Mendoa-18995.38
670022-Tibofarcio Camacho-7698.53
244187-Sara Lameiras-19849.08
878056-Spnia ou Sonia Guerreiro-18129.58
988878-Manuel Capiperibe-1028.66
521562-Delfim Higuera-3701.55
281948-Camila Gabeira-2748.63
941062-Tibofarcio Camacho-15162.32
654874-Trajano Fagundes-18516.74
839119-Cassandra Varejo-925.76
291154-Andreia Moita-5281.94
686372-Silvio Mata-12188.64
282463-Zulmira Becerra-9026.24
144946-Liana Cardim-20425.02
311185-Angilica Galante-21304.91
634647-Moaci Mendoa-14595.29
299926-Emiliana Foquio-17358.11
289297-Mercia Caeira-9622.68
538588-Anfnia Seixas-2414.40
710133-Liana Cardim-787.95
728753-Ermelinda Quintela-21250.86
801510-Ermelinda Quintela-312.89
727496-Delfina Perdigon-20225.71
77894-Polibe Olivares-19242.33
902853-Almerinda Palmeira-6550.60
594061-Telma Villalobos-1102.11
956679-Quintino Alcantara-14705.11
665513-Regina Barcellos-17288.01
123080-Letedcia Gago-15528.55
771541-Aludsio Sosa-18285.66
996100-Leonidas Mafra-878.11
930689-Sara Lameiras-3776.12
212627-Cleusa Goes-13203.40
151508-Manuel Capiperibe-6059.34
592684-Silvio Mata-473.53
41387-Antonio Viegas-18949.47
535529-Armanda Amorim-764.20
357060-Liana Cardim-13090.86
447040-Zulmira Becerra-6667.25
976697-Odete Vasques-10.13
301502-Zulmira Becerra-15520.09
745312-Emedlia Silvera-15529.40
961795-Cassandra Varejo-12226.69
266119-Adelina Quadros-14638.20
319582-Silvio Mata-239.29
949720-Sidfnio Frois-11809.71
274830-Manuel Capiperibe-20995.06
627542-Aludsio Sosa-2203.80
297153-Delfim Higuera-8008.27
338604-Flor Portella-19348.04
462027-Armindo Castalo-15536.21
879825-Carminda Morais-17823.67
426212-Letedcia Gago-5048.45
312333-Almerinda Palmeira-18911.11
648785-Edgar Carvalheiro-14229.47
338423-Heleedsa Marins-19028.97
975308-Guida Juca-12936.88
548822-Angelica Aranha-10658.32
208126-Letedcia Gago-8006.45
109006-Angelica Aranha-20509.84
506650-Jonatas Felgueiras-2029.62
429863-Odete Vasques-17868.42
809334-Rodolfo Paz-7377.85
374043-Manuel Capiperibe-5236.13
759146-Quintino Alcantara-17502.62
73678-Artur Grillo-1701.17
875380-Regina Barcellos-19730.92
699780-Trajano Fagundes-7931.57
903938-Lina Andrade-868.82
934896-Romo Paranage-5209.91
285702-Edgar Carvalheiro-20964.97
774210-Lina Andrade-20704.44
145733-Joaquim Rufino-19957.69
362066-Quintiliano Sousa de Arronches-9476.60
205681-Estanislau Beserra-3899.35
996159-Daniel Vieyra-3465.25
199573-Odete Vasques-19984.01
607105-Estanislau Beserra-10026.17
362651-Silvio Mata-18745.21
763363-Esperada Cardoso-11199.72
147845-Trajano Fagundes-6737.74
10830-Manuel Capiperibe-20895.48
232142-Camila Gabeira-7072.10
237994-Nuno Balsemeo-13265.72
857071-Mercia Caeira-15437.78
770862-Ubaldo Mainha-6342.91
285088-Jussara Varanda-5010.06
407759-Ubaldo Mainha-2901.30
687699-Danilo Olaio-10674.93
365737-Aludsio Sosa-14862.56
34527-Sofras Cuaresma-14499.20
200720-Delfina Garcia de Gondim-11614.47
843235-Aludsio Sosa-2601.96
771405-Zungela Ipiranga-16314.34
359275-Oliveira Senchez-15038.07
882343-Antonio Viegas-16275.78
930638-Nuno Balsemeo-253.80
412246-Tabalipa Duarte-8177.87
510593-Anind Zarco-5029.91
129619-Tibefarcio Colao-13153.57
753276-Celeste Duarte-16283.92
634561-Sidfnio Frois-13911.09
96741-Tarrataca Soares-5264.68
252845-Eurico Siqueira-10302.40
13997-Manuel Capiperibe-17025.99
553172-Zulmira Becerra-7859.98
899235-Clarindo Areosa-7744.45
735405-Angilica Galante-15188.57
217845-Taercio Mafra-18743.68
192854-Moaci Mendoa-15680.13
940146-Branco Saraba-17197.67
123919-Feledcia Peassego-8559.18
755003-Adelina Quadros-10660.14
98244-Micaela Chavez-9097.84
875284-Letedcia Gago-17137.97
975898-Flor Portella-7268.67
654596-Neeamia Arruda-7307.66
229171-Trajano Fagundes-790.18
591030-Antonio Viegas-12092.36
944224-Gaudancio Fiees-8939.45
170842-Antonio Castelo-6194.02
789060-Emedlio Pimentel-18355.26
548653-Jussara Varanda-14087.97
260154-Carminda Morais-17468.95
727671-Edgar Carvalheiro-1862.87
310480-Neeamia Arruda-3782.63
890924-Telma Villalobos-18029.17
915993-Neuza Francia-1906.63
314286-Tibofarcio Camacho-6542.54
596396-Odilia Camello-15491.98
408295-Adelina Quadros-20433.69
503258-Zungela Ipiranga-16176.74
515846-Joaquim Rufino-16632.23
542801-Zulmira Becerra-5590.00
869672-Dulce Froes-14827.27
510456-Antonio Castelo-18420.38
18326-Estanislau Beserra-2754.45
292516-Esperada Cardoso-18523.61
101136-Neuza Francia-16491.92
145679-Oliveira Senchez-15403.04
135352-Cleusa Goes-9462.29
43005-Elisa Themes-15867.32
476204-Guaraci Damasceno-227.64
222656-Basilio Pedroso-16153.07
380606-Angilica Galante-8316.93
825338-Rebeca Neto-15332.04
49101-Oliveira Carmona-1517.38
190140-Augusta Paio-17130.31
993978-Ubaldo Mainha-20011.32
567999-Odete Vasques-777.94
340074-Gaudancio Fiees-11319.29
997398-Rebeca Neto-14879.72
845383-Leonidas Mafra-8339.65
432682-Estanislau Beserra-5787.04
503098-Ximena Castilho-3216.01
333358-Antonio Castelo-2489.43
717589-Honorina Lira-7389.92
30363-Angilica Galante-14471.82
736731-Honorina Lira-4166.92
634626-Oliveira Carmona-4492.60
353149-Almerinda Palmeira-9466.00
300595-Emedlia Silvera-18045.98
12926-Odilia Bello-3459.59
973284-Camila Gabeira-3813.92
757176-Clara Alcantara-3224.12
234273-Neuza Francia-16517.45
431384-Marilda Leio-19164.62
366835-Henrique Bento-13920.09
849494-Augusta Paio-19307.46
980497-Regina Barcellos-8868.97
905523-Camila Gabeira-19482.50
759926-Angilica Galante-17660.67
103061-Quintino Alcantara-19270.80
927486-Sidfnio Frois-3065.70
939504-Tarrataca Soares-6673.27
68778-Honorina Lira-16935.61
140646-Jussara Varanda-6235.09
720561-Oliveira Carmona-19038.76
482311-Cleusa Goes-8052.41
936226-Adelina Quadros-14762.22
650306-Quintiliano Sousa de Arronches-18471.27
