591161-Eurico Siqueira-4239.93
856112-Romo Paranage-15037.55
950173-Cleusa Goes-12005.92
152328-Taercio Mafra-15250.29
163390-Rodolfo Paz-2548.80
203145-Adelina Quadros-2717.62
826136-Oliveira Senchez-5892.96
910336-Lurdes Cotrim-14427.22
826468-Telma Villalobos-10769.67
351501-Rebeca Neto-4331.82
990029-Almor Caiado-6428.19
745871-Delfina Garcia de Gondim-17396.75
388253-Nuno Balsemeo-631.41
840729-Marilda Leio-4242.93
864323-Gaudancio Fiees-7004.57
465904-Zulmira Becerra-4381.76
440756-Quintino Alcantara-85.19
70532-Estanislau Beserra-9704.29
226245-Odilia Camello-12592.56
389535-Tibefarcio Colao-18816.07
578266-Sara Lameiras-3491.14
363470-Esperada Cardoso-10398.59
420298-Mercia Caeira-617.64
585020-Cleusa Goes-9356.05
778284-Clarindo Areosa-8269.85
367882-Neuza Francia-8049.68
719932-Adelino Barra-18454.08
367663-Odete Vasques-13789.95
737202-Lurdes Cotrim-15862.22
590075-Joaquim Rufino-13621.27
141719-Odilia Camello-13967.06
995502-Micaela Chavez-3135.86
556593-Marilda Leio-17640.06
742460-Filomena Barrios-5061.07
738136-Flor Portella-2124.02
190659-Almor Caiado-11377.70
819528-Odete Vasques-14064.90
967229-Clara Alcantara-16078.57
60452-Carminda Morais-10371.11
409313-Honorina Lira-7712.17
881666-Adelino Barra-12433.59
983891-Clara Alcantara-9488.71
945509-Trajano Fagundes-16274.27
154772-Sidfnio Frois-11946.86
1466-Armanda Amorim-749.41
317210-Odilia Camello-11161.31
116966-Mercia Caeira-4614.67
841489-Odilia Bello-2669.51
77663-Sidfnio Frois-15030.11
535382-Odete Vasques-11339.37
636885-Delfina Perdigon-10413.35
444087-Telma Villalobos-15743.19
353161-Urbano Rodrigues-16252.64
268054-Manuel Capiperibe-12559.35
806490-Basilio Pedroso-14019.37
746754-Romo Paranage-7427.71
456728-Oliveira Senchez-834.04
172695-Henrique Bento-12692.45
262320-Domingos Pas-13843.23
462804-Oliveira Senchez-20148.58
396927-Silvio Mata-2280.12
690056-Eurico Siqueira-17154.56
370399-Aludsio Sosa-3483.25
478195-Estanislau Beserra-381.10
788610-Trajano Fagundes-12909.16
39778-Letedcia Gago-241.79
422360-Estanislau Beserra-16706.36
788588-Manuel Capiperibe-11943.25
105690-Urbano Rodrigues-2031.04
950472-Micaela Chavez-18815.66
732247-Cassandra Varejo-5584.80
849033-Armindo Castalo-17721.70
801074-Neuza Francia-290.57
533878-Delfina Garcia de Gondim-12515.35
718569-Dulce Froes-1918.40
840262-Tarrataca Soares-12198.80
248871-Danilo Olaio-11568.18
61362-Liana Cardim-4641.23
119224-Melinda Roserio-15562.29
16473-Daniel Vieyra-16411.79
288490-Micaela Chavez-18529.12
572162-Antonio Viegas-10852.77
311576-Andreia Moita-9125.94
892596-Guida Juca-8126.45
583276-Adelino Barra-20413.63
706460-Sofras Cuaresma-17057.20
492549-Delfina Perdigon-5484.85
430975-Armindo Castalo-8005.46
210787-Estanislau Beserra-15836.66
94303-Esperada Cardoso-21346.82
60681-Sofras Cuaresma-1734.87
506846-Micaela Chavez-2230.59
639208-Clarindo Areosa-18513.71
828166-Liana Cardim-11117.80
68266-Basilio Pedroso-1898.79
631768-Tabalipa Duarte-3765.86
591153-Edgar Carvalheiro-16960.78
885134-Esperada Cardoso-15240.26
302299-Cassandra Varejo-10547.53
464690-Polibe Olivares-4913.63
806429-Clara Alcantara-17154.24
576114-Domingos Pas-9904.47
139131-Mercia Caeira-886.03
296554-Honorina Lira-11864.31
614965-Armanda Amorim-12404.99
296581-Elisa Themes-4426.47
730722-Jussara Varanda-127.55
133554-Andreia Moita-11076.40
599144-Feledcia Peassego-20439.42
246716-Elisa Themes-829.23
92744-Leonidas Mafra-11607.30
909366-Domingos Pas-6878.22
301449-Artur Grillo-18969.61
580568-Armanda Amorim-14057.74
639319-Delfina Garcia de Gondim-269.06
93684-Armindo Castalo-19492.02
617417-Almerinda Palmeira-2884.49
735773-Danilo Olaio-20355.83
396078-Adelina Quadros-15486.98
325471-Micaela Chavez-4114.61
618257-Antonio Castelo-7585.54
335115-Odete Vasques-6159.80
15597-Artur Grillo-2067.98
298911-Marilda Leio-13823.78
529575-Quintiliano Sousa de Arronches-9595.34
259504-Daniel Vieyra-12756.28
636817-Taercio Mafra-5597.61
285371-Nuno Balsemeo-5080.13
573949-Feledcia Peassego-4969.26
321202-Delfina Perdigon-15812.51
475467-Manuel Capiperibe-21048.70
392231-Armindo Castalo-16357.21
131254-Micaela Chavez-11642.53
831669-Ermelinda Quintela-7790.68
339084-Regina Barcellos-16665.98
235762-Jonatas Felgueiras-7723.74
850987-Adelino Barra-6865.27
915481-Clarindo Areosa-14218.12
595503-Clarindo Areosa-19383.86
973845-Gaudancio Fiees-21327.07
813574-Delfim Higuera-20876.99
207436-Clarindo Areosa-8166.08
97501-Cassandra Varejo-11547.39
785218-Delfina Perdigon-7040.87
367507-Moaci Mendoa-8704.26
483688-Angelica Aranha-16806.62
743796-Neuza Francia-7890.29
248897-Heleedsa Marins-6314.61
800172-Dulce Froes-10960.57
760995-Basilio Pedroso-15840.30
489541-Cassandra Varejo-3593.60
604068-Angilica Galante-3280.84
956043-Urbano Rodrigues-21061.82
561064-Angilica Galante-16054.83
750745-Judite Damasceno-2083.67
538311-Marilda Leio-10218.51
215970-Liana Cardim-10265.95
936890-Tabalipa Duarte-7823.60
953739-Odilia Camello-7971.60
389522-Almor Caiado-15679.21
49090-Anind Zarco-3809.27
924262-Adelino Barra-14885.31
407269-Guaraci Damasceno-840.03
629366-Melinda Roserio-16265.64
454925-Tarrataca Soares-4528.32
223031-Adelino Barra-3768.86
653094-Manuel Capiperibe-236.19
112453-Carminda Morais-795.55
549293-Heleedsa Marins-19665.09
42767-Daniel Vieyra-11804.15
599422-Flamednia Leiria-20014.64
130-Romo Paranage-749.05
485031-Melinda Roserio-5123.12
184331-Manuel Capiperibe-1734.58
366895-Andreia Moita-19099.13
916584-Armanda Amorim-1496.52
833438-Feledcia Peassego-8683.05
344900-Lina Andrade-5599.34
216219-Nuno Balsemeo-20034.83
763920-Jussara Varanda-20000.42
748998-Domingos Pas-21336.42
660993-Mercia Caeira-6161.58
103975-Oliveira Carmona-20706.43
66691-Zungela Ipiranga-133.44
593853-Adelino Barra-3447.11
952559-Emiliana Foquio-11256.27
713823-Lurdes Cotrim-12304.61
93617-Fulvio Villegas-16858.06
28829-Clarindo Areosa-11265.38
473200-Mercia Caeira-3498.19
848955-Silvio Mata-9235.68
205185-Tabalipa Duarte-10812.29
982504-Celeste Duarte-1638.49
555479-Sofras Cuaresma-4029.16
102530-Flor Portella-12775.09
562232-Tabalipa Duarte-10929.78
673966-Clara Alcantara-2262.09
607180-Jonatas Felgueiras-8483.02
474325-Antonio Viegas-8913.31
341048-Emedlio Pimentel-1743.21
766468-Armanda Amorim-20251.70
350006-Delfina Perdigon-20028.91
608146-Oliveira Carmona-1823.90
509567-Marilda Leio-13709.45
754952-Jorgina Bogalho-14470.48
711197-Angelica Aranha-1731.27
811237-Romo Paranage-19938.00
