906521-Domingos Pas-15326.51
33058-Ubaldo Mainha-222.70
129348-Armanda Amorim-126.66
511490-Jussara Varanda-3729.28
274793-Odilia Camello-1285.20
576002-Letedcia Gago-751.35
483276-Spnia ou Sonia Guerreiro-12523.28
934180-Esperada Cardoso-10391.66
397988-Jussara Varanda-3099.90
399019-Lurdes Cotrim-7480.34
605272-Cleusa Goes-10843.42
712920-Armindo Castalo-17423.76
518267-Oliveira Carmona-14490.21
822180-Tibofarcio Camacho-1390.49
729335-Zungela Ipiranga-2143.24
675460-Edgar Carvalheiro-464.16
457517-Cassandra Varejo-2949.00
513657-Andreia Moita-16868.34
746395-Judite Damasceno-8017.48
937803-Taercio Mafra-9641.47
464964-Heleedsa Marins-9112.69
481340-Artur Grillo-17879.82
251553-Regina Barcellos-2400.16
203979-Emedlio Pimentel-9388.38
84522-Silvio Mata-1580.84
484674-Tarrataca Soares-5217.60
503206-Neeamia Arruda-407.33
882279-Romo Paranage-11462.47
427536-Sara Lameiras-1195.10
962591-Jussara Varanda-5944.48
531285-Adelina Quadros-16409.13
958886-Camila Gabeira-18523.94
278452-Almor Caiado-12511.62
135685-Cassandra Varejo-19973.66
525721-Odilia Bello-1689.67
756059-Sidfnio Frois-1894.51
886349-Micaela Chavez-21339.55
432570-Jonatas Felgueiras-8123.53
328904-Filomena Barrios-15587.81
973339-Dulce Froes-3882.60
764895-Emedlio Pimentel-1963.07
341547-Rodolfo Paz-20672.66
899865-Regina Barcellos-13010.61
990820-Antonio Castelo-14941.97
920240-Melinda Roserio-6382.39
450164-Tibofarcio Camacho-10949.95
223348-Polibe Olivares-7633.98
246366-Trajano Fagundes-20858.30
516522-Taercio Mafra-3066.75
296564-Esperada Cardoso-5226.49
524295-Odete Vasques-15504.14
181031-Telma Villalobos-62.72
748112-Lurdes Cotrim-19731.71
993445-Nuno Balsemeo-12486.79
604656-Adelina Quadros-9191.15
698972-Feledcia Peassego-11425.65
244715-Edgar Carvalheiro-2933.05
745091-Fulvio Villegas-5595.51
115084-Manuel Capiperibe-9400.68
782230-Carminda Morais-15543.65
709120-Clarindo Areosa-8494.05
943391-Oliveira Senchez-4661.03
960281-Flor Portella-1093.67
554595-Sofras Cuaresma-10303.60
345665-Mercia Caeira-9314.81
891917-Moaci Mendoa-21291.80
433058-Armindo Castalo-5179.41
888142-Danilo Olaio-3792.03
173387-Lurdes Cotrim-3778.34
650402-Armanda Amorim-20726.17
259821-Leonidas Mafra-15568.42
315597-Estanislau Beserra-11743.02
642924-Edgar Carvalheiro-8447.78
141668-Odete Vasques-18693.33
835353-Neeamia Arruda-14471.95
160573-Eurico Siqueira-2166.03
51139-Daniel Vieyra-14200.36
246752-Judite Damasceno-15259.25
993778-Cassandra Varejo-4726.14
325091-Neuza Francia-7142.65
537255-Tabalipa Duarte-6260.41
154565-Adelina Quadros-17583.56
874404-Zulmira Becerra-19699.99
961236-Telma Villalobos-10866.57
924859-Guida Juca-3570.09
369929-Danilo Olaio-7001.70
511769-Antonio Castelo-11112.21
111446-Tibofarcio Camacho-18834.68
397701-Leonidas Mafra-14289.78
34673-Delfim Higuera-6878.19
804593-Celeste Duarte-12143.56
416581-Armindo Castalo-17105.11
846734-Polibe Olivares-4949.02
571684-Armanda Amorim-19718.63
629674-Adelino Barra-7293.04
399074-Marilda Leio-19936.74
771801-Basilio Pedroso-14517.02
180912-Celeste Duarte-17688.14
547255-Jonatas Felgueiras-11767.28
11513-Romo Paranage-532.79
256792-Marilda Leio-4710.83
59266-Lurdes Cotrim-18395.00
218179-Marilda Leio-10378.63
892807-Jorgina Bogalho-10584.35
224819-Jussara Varanda-16230.64
82272-Silvio Mata-20314.63
109387-Silvio Mata-3527.52
357303-Sofras Cuaresma-1544.49
105476-Emedlio Pimentel-8149.96
831332-Lurdes Cotrim-6595.24
376314-Quintino Alcantara-4022.97
794029-Delfina Perdigon-6693.56
239042-Artur Grillo-10715.75
585757-Emedlia Silvera-14314.67
311763-Dulce Froes-6882.08
341918-Heleedsa Marins-13462.91
562505-Odilia Bello-19584.00
1643-Angilica Galante-14882.74
254428-Zulmira Becerra-18193.79
751265-Jussara Varanda-857.27
43178-Anind Zarco-12701.03
902056-Oliveira Senchez-1444.14
777186-Celeste Duarte-5666.53
31652-Danilo Olaio-8842.39
720788-Honorina Lira-9215.50
990619-Adelino Barra-14078.92
240220-Esperada Cardoso-419.71
757744-Domingos Pas-4229.73
207751-Guaraci Damasceno-247.43
653850-Heleedsa Marins-240.11
140257-Branco Saraba-4740.54
923765-Artur Grillo-18459.56
579992-Judite Damasceno-16842.50
810765-Aludsio Sosa-10267.98
508891-Melinda Roserio-9320.35
931895-Ubaldo Mainha-8755.42
645696-Dulce Froes-7412.99
792386-Antonio Castelo-8820.56
212916-Odete Vasques-14522.64
529116-Guida Juca-11194.34
572317-Almor Caiado-5430.91
235186-Moaci Mendoa-1255.31
795400-Neuza Francia-5361.11
524707-Clara Alcantara-6989.22
492511-Neuza Francia-20454.31
526927-Elisa Themes-9688.79
969875-Clara Alcantara-9630.41
867506-Almor Caiado-18388.33
254169-Spnia ou Sonia Guerreiro-7895.63
867940-Clara Alcantara-17820.92
9140-Branco Saraba-6071.80
204595-Quintino Alcantara-6824.16
872714-Domingos Pas-47.27
790682-Guida Juca-12882.52
22856-Anfnia Seixas-11222.61
290024-Branco Saraba-4283.04
615509-Celeste Duarte-6142.74
239531-Marilda Leio-17221.42
436186-Celeste Duarte-20273.96
896873-Guida Juca-15547.80
308147-Tibofarcio Camacho-3283.05
810265-Odilia Camello-9695.10
843343-Jussara Varanda-10293.83
503725-Flor Portella-446.90
569473-Guida Juca-11897.13
98534-Rebeca Neto-11015.19
506451-Silvio Mata-6556.51
471624-Honorina Lira-5934.07
270087-Sofras Cuaresma-17968.43
147461-Armanda Amorim-14232.56
116509-Regina Barcellos-5920.81
782252-Flamednia Leiria-19938.91
863525-Odilia Bello-14592.51
672080-Sara Lameiras-16717.54
248976-Henrique Bento-11828.40
603076-Fulvio Villegas-20379.39
744956-Heleedsa Marins-9109.62
677194-Tabalipa Duarte-9124.33
750945-Lurdes Cotrim-17337.03
253082-Antonio Castelo-20168.51
535195-Anfnia Seixas-13964.84
639127-Cleusa Goes-4797.82
736770-Emiliana Foquio-20966.46
249894-Nuno Balsemeo-19568.34
936477-Rebeca Neto-13485.99
852079-Oliveira Carmona-13942.03
803076-Odilia Camello-3744.64
888625-Fulvio Villegas-10511.41
897313-Jonatas Felgueiras-8514.08
265326-Delfina Garcia de Gondim-18026.61
405889-Anfnia Seixas-11647.13
110799-Gaudancio Fiees-14133.52
739375-Anfnia Seixas-13706.05
134962-Andreia Moita-20658.55
284932-Quintiliano Sousa de Arronches-13963.08
275111-Quintiliano Sousa de Arronches-5516.76
236737-Emiliana Foquio-6334.79
159911-Sidfnio Frois-1498.84
32608-Sidfnio Frois-18417.82
608564-Moaci Mendoa-10635.63
551592-Flamednia Leiria-13859.69
494553-Zungela Ipiranga-12535.96
219699-Quintiliano Sousa de Arronches-5128.52
623261-Heleedsa Marins-6229.87
860966-Zulmira Becerra-11082.72
698143-Quintino Alcantara-10040.64
