309061-Joaquim Rufino-9844.99
509896-Sidfnio Frois-11343.74
582586-Zulmira Becerra-7495.31
391563-Clara Alcantara-14409.08
872550-Micaela Chavez-9136.28
838640-Flamednia Leiria-1999.36
593756-Augusta Paio-19602.98
53572-Augusta Paio-18764.19
951865-Tibofarcio Camacho-18879.82
675035-Adelina Quadros-7796.13
984304-Letedcia Gago-11741.11
301482-Aludsio Sosa-21426.21
802466-Silvio Mata-16697.20
831916-Quintino Alcantara-2636.28
723438-Carminda Morais-17445.00
515655-Gaudancio Fiees-7128.55
124998-Ximena Castilho-11324.49
635613-Almor Caiado-15935.02
955580-Jonatas Felgueiras-12749.71
969423-Odilia Bello-1611.62
502724-Liana Cardim-11181.46
617581-Filomena Barrios-6599.64
138637-Melinda Roserio-5232.83
674523-Heleedsa Marins-18181.15
151054-Emedlio Pimentel-18083.55
739673-Marilda Leio-20858.70
780772-Guaraci Damasceno-6745.12
635821-Jussara Varanda-21231.47
909825-Rodolfo Paz-9006.19
198733-Filomena Barrios-13835.89
101057-Angilica Galante-19750.91
114216-Leonidas Mafra-19582.25
264459-Oliveira Senchez-3198.80
650723-Lina Andrade-21045.55
180924-Emedlia Silvera-1632.22
211260-Micaela Chavez-18519.62
96723-Trajano Fagundes-9282.59
947423-Silvio Mata-14998.95
816930-Liana Cardim-11483.21
657111-Angilica Galante-17615.20
659353-Regina Barcellos-19716.21
324312-Sofras Cuaresma-8052.51
953470-Delfina Garcia de Gondim-4050.32
381997-Guaraci Damasceno-2931.99
925457-Carminda Morais-7333.80
339992-Branco Saraba-13225.92
141257-Spnia ou Sonia Guerreiro-6262.05
970602-Dulce Froes-19241.52
947288-Honorina Lira-3674.85
59599-Jorgina Bogalho-15261.42
760607-Micaela Chavez-12663.18
585739-Fulvio Villegas-7061.59
636224-Sidfnio Frois-5056.29
567053-Zulmira Becerra-11880.11
85452-Emedlio Pimentel-2764.52
309771-Silvio Mata-17267.92
12389-Liana Cardim-11824.50
490428-Anind Zarco-14654.21
379711-Spnia ou Sonia Guerreiro-4038.84
590063-Delfina Perdigon-10459.44
836568-Quintiliano Sousa de Arronches-4802.21
703933-Esperada Cardoso-6818.07
339078-Celeste Duarte-14614.43
522814-Jorgina Bogalho-9915.26
389512-Flamednia Leiria-13766.12
152800-Quintino Alcantara-6324.38
507586-Nuno Balsemeo-6109.66
583298-Basilio Pedroso-929.73
327358-Honorina Lira-5783.53
40345-Esperada Cardoso-10679.43
928426-Dulce Froes-11757.80
134604-Melinda Roserio-7260.00
499542-Odilia Camello-5238.55
9415-Emedlia Silvera-9743.78
529868-Adelino Barra-2232.84
502712-Esperada Cardoso-11514.37
784290-Branco Saraba-7864.61
32212-Polibe Olivares-19020.44
700728-Zulmira Becerra-21273.71
769832-Edgar Carvalheiro-18299.28
782770-Silvio Mata-3883.73
16501-Odilia Camello-12165.08
573117-Tibofarcio Camacho-7255.23
572490-Polibe Olivares-15685.33
614377-Odilia Camello-6385.79
267878-Nuno Balsemeo-3595.98
875469-Leonidas Mafra-3108.99
449538-Flor Portella-16749.31
996866-Tabalipa Duarte-16221.48
897164-Delfina Perdigon-5564.34
256848-Ximena Castilho-16712.17
396134-Neuza Francia-11517.50
535308-Silvio Mata-18273.23
46151-Moaci Mendoa-8644.12
451479-Carminda Morais-14020.26
624452-Sidfnio Frois-5218.10
750575-Tibofarcio Camacho-10036.86
337433-Manuel Capiperibe-13111.35
1030-Artur Grillo-15371.32
36018-Ximena Castilho-1125.46
515448-Almor Caiado-2528.03
367745-Antonio Viegas-9861.99
243865-Silvio Mata-8912.50
643351-Jorgina Bogalho-4918.13
91970-Henrique Bento-7622.64
119589-Daniel Vieyra-19258.89
745274-Celeste Duarte-8391.56
786017-Almor Caiado-4360.10
757680-Almor Caiado-4710.11
393694-Mercia Caeira-9240.47
463891-Regina Barcellos-14775.62
267394-Regina Barcellos-3724.46
337056-Spnia ou Sonia Guerreiro-9726.90
729643-Zulmira Becerra-18563.33
50348-Feledcia Peassego-2969.42
913550-Emedlio Pimentel-12280.61
70775-Angelica Aranha-7143.23
946548-Lurdes Cotrim-12141.09
441351-Guaraci Damasceno-1073.83
101106-Almor Caiado-11637.77
790274-Jussara Varanda-6447.57
798406-Jonatas Felgueiras-2215.41
5286-Nuno Balsemeo-10458.78
978926-Tabalipa Duarte-6501.24
765476-Polibe Olivares-20461.74
816417-Angelica Aranha-1936.04
272553-Anfnia Seixas-20566.75
884459-Romo Paranage-491.38
22273-Emedlia Silvera-19245.79
170672-Romo Paranage-6301.96
365675-Odilia Camello-5735.03
639082-Manuel Capiperibe-20073.02
358638-Jussara Varanda-16228.23
284560-Flor Portella-3113.18
543849-Elisa Themes-7120.84
261177-Odilia Bello-14399.00
39783-Estanislau Beserra-1256.89
657645-Jussara Varanda-19035.74
384427-Oliveira Carmona-7671.12
494163-Honorina Lira-14822.83
896897-Almor Caiado-6781.65
540170-Armindo Castalo-19798.04
756784-Lurdes Cotrim-14646.79
334740-Emedlio Pimentel-1054.80
552736-Spnia ou Sonia Guerreiro-19060.24
461121-Angilica Galante-7208.01
973445-Rodolfo Paz-20728.41
676837-Mercia Caeira-2340.15
1492-Daniel Vieyra-7134.00
937818-Anind Zarco-14708.94
70569-Micaela Chavez-15227.91
222724-Letedcia Gago-15138.47
676337-Esperada Cardoso-16656.04
469399-Regina Barcellos-8764.55
580835-Clarindo Areosa-19440.08
292474-Flor Portella-4719.85
904381-Adelina Quadros-9489.59
205463-Adelino Barra-11366.36
596530-Delfina Perdigon-10841.53
616207-Odilia Camello-5686.07
918815-Artur Grillo-2201.94
386381-Daniel Vieyra-6124.17
690690-Odilia Camello-16050.93
674028-Armindo Castalo-5260.79
137309-Ermelinda Quintela-19816.60
140732-Silvio Mata-2414.69
945476-Delfina Perdigon-10403.73
624028-Lina Andrade-2090.95
801329-Sidfnio Frois-17986.92
894511-Quintiliano Sousa de Arronches-1338.24
881384-Flor Portella-9917.43
691550-Sidfnio Frois-7556.46
832475-Armindo Castalo-14053.36
610001-Feledcia Peassego-1105.27
842514-Jonatas Felgueiras-12716.64
599104-Fulvio Villegas-3523.21
340890-Augusta Paio-2207.83
557671-Adelino Barra-8024.07
409932-Neuza Francia-1837.25
931868-Flamednia Leiria-12256.19
61297-Silvio Mata-11040.17
385142-Anfnia Seixas-13417.08
126126-Oliveira Senchez-13050.57
476939-Neeamia Arruda-5121.84
906980-Odilia Bello-19870.26
29788-Antonio Castelo-12311.42
105133-Delfim Higuera-8639.99
70100-Odilia Bello-18345.57
130153-Zulmira Becerra-9844.83
881822-Spnia ou Sonia Guerreiro-15454.15
974017-Lina Andrade-19384.76
325555-Emedlia Silvera-2363.78
806465-Sofras Cuaresma-13465.04
140140-Feledcia Peassego-4314.97
516961-Antonio Castelo-1649.20
557885-Sofras Cuaresma-3809.50
919996-Jorgina Bogalho-13210.55
65124-Feledcia Peassego-18781.25
133648-Micaela Chavez-1137.72
410546-Letedcia Gago-21216.54
823033-Guaraci Damasceno-15931.44
768845-Quintino Alcantara-16674.70
939532-Emedlio Pimentel-9527.92
167569-Sidfnio Frois-8544.49
579310-Branco Saraba-14829.66
533621-Sofras Cuaresma-19625.24
145958-Spnia ou Sonia Guerreiro-4979.60
757212-Feledcia Peassego-16050.25
441405-Guida Juca-17911.59
