546734-Spnia ou Sonia Guerreiro-10598.06
803677-Sara Lameiras-20136.50
925447-Edgar Carvalheiro-3949.89
885019-Polibe Olivares-9347.58
911535-Jussara Varanda-13839.86
46170-Manuel Capiperibe-5139.80
147219-Odilia Camello-15305.48
663678-Ubaldo Mainha-1398.98
42639-Oliveira Carmona-15358.87
12554-Odilia Camello-6074.72
548790-Zulmira Becerra-19284.23
272377-Neuza Francia-1608.93
875366-Oliveira Senchez-12398.19
200999-Spnia ou Sonia Guerreiro-2372.20
140427-Romo Paranage-19281.32
296934-Anfnia Seixas-5236.94
283996-Tabalipa Duarte-11408.41
907021-Ubaldo Mainha-9710.21
142369-Basilio Pedroso-5855.80
578643-Estanislau Beserra-4061.09
293168-Silvio Mata-12666.58
117866-Trajano Fagundes-20299.30
528686-Zulmira Becerra-5223.22
928914-Clarindo Areosa-430.40
87101-Emiliana Foquio-10871.80
747736-Basilio Pedroso-14954.77
388845-Neuza Francia-6202.77
94786-Zungela Ipiranga-18291.84
698233-Celeste Duarte-2278.43
188649-Adelino Barra-16774.22
667240-Cassandra Varejo-1272.31
85279-Neuza Francia-18523.49
396624-Romo Paranage-6173.94
526722-Guida Juca-11123.23
393297-Trajano Fagundes-21244.10
391532-Odilia Bello-7426.74
600300-Guida Juca-17760.63
650468-Zulmira Becerra-3126.74
238420-Basilio Pedroso-7873.72
406793-Domingos Pas-4410.77
684495-Armindo Castalo-20287.45
136667-Artur Grillo-10363.46
35687-Adelino Barra-19197.43
740569-Almor Caiado-16237.86
1369-Leonidas Mafra-3856.96
958514-Adelino Barra-1336.04
392587-Tarrataca Soares-13912.04
103935-Melinda Roserio-10043.71
32285-Odete Vasques-20916.09
287302-Regina Barcellos-9435.32
480332-Rodolfo Paz-1137.33
420897-Armindo Castalo-8688.70
710511-Neeamia Arruda-9439.05
394213-Guaraci Damasceno-8611.62
917268-Delfim Higuera-6636.80
366778-Estanislau Beserra-14386.39
490479-Honorina Lira-3865.47
193568-Emedlio Pimentel-2751.68
570832-Eurico Siqueira-7862.00
836856-Esperada Cardoso-0.04
180288-Sara Lameiras-17414.84
268369-Guaraci Damasceno-18429.05
735434-Gaudancio Fiees-91.32
945403-Mercia Caeira-11525.26
457702-Lurdes Cotrim-20904.43
665630-Branco Saraba-6523.26
477069-Micaela Chavez-18758.17
8673-Guida Juca-10945.27
910909-Basilio Pedroso-7686.14
938549-Estanislau Beserra-16854.51
14740-Gaudancio Fiees-21386.31
307623-Henrique Bento-20094.16
986571-Moaci Mendoa-1866.68
87269-Ubaldo Mainha-7376.13
350288-Flor Portella-9910.71
293349-Clarindo Areosa-13327.36
391319-Delfina Perdigon-18962.13
36784-Anind Zarco-19252.22
850032-Carminda Morais-2766.49
379700-Esperada Cardoso-11895.88
396739-Fulvio Villegas-13126.03
930537-Odilia Camello-7594.27
369288-Emedlia Silvera-3989.30
939854-Adelina Quadros-11750.17
552802-Carminda Morais-18013.67
125398-Neeamia Arruda-7941.77
24422-Emedlio Pimentel-17395.68
256703-Delfina Garcia de Gondim-7291.21
15811-Delfina Perdigon-1854.88
905282-Dulce Froes-8948.67
761972-Oliveira Carmona-7097.80
249817-Eurico Siqueira-13717.11
186242-Delfina Perdigon-4285.97
273977-Estanislau Beserra-370.53
491129-Esperada Cardoso-13496.06
295401-Spnia ou Sonia Guerreiro-142.47
836070-Angelica Aranha-9782.72
106558-Antonio Viegas-18225.29
115538-Ximena Castilho-14940.61
773919-Ermelinda Quintela-7614.82
20250-Branco Saraba-13102.44
385624-Silvio Mata-9840.10
694016-Flamednia Leiria-17921.97
415645-Angelica Aranha-17739.87
186837-Odilia Bello-16669.95
325175-Tabalipa Duarte-3148.06
640362-Quintino Alcantara-11976.42
40069-Odete Vasques-19167.49
77431-Polibe Olivares-1023.81
86128-Neuza Francia-3261.55
478566-Regina Barcellos-16301.75
167835-Armindo Castalo-10320.77
568121-Tarrataca Soares-14387.71
565064-Flamednia Leiria-11017.03
614870-Domingos Pas-11958.90
786694-Camila Gabeira-13752.15
205934-Delfina Garcia de Gondim-2863.72
897012-Urbano Rodrigues-18164.12
149336-Almerinda Palmeira-2520.06
462364-Delfim Higuera-736.08
257732-Judite Damasceno-286.03
813764-Angelica Aranha-8267.71
380278-Delfim Higuera-16923.39
659867-Trajano Fagundes-9064.20
442862-Guida Juca-6535.52
736744-Quintino Alcantara-1358.55
836914-Odete Vasques-15150.60
579442-Sofras Cuaresma-14744.74
587238-Domingos Pas-18366.23
492192-Jonatas Felgueiras-19480.86
35519-Zungela Ipiranga-4228.60
786526-Quintino Alcantara-7186.73
98132-Delfina Perdigon-16720.54
213411-Fulvio Villegas-7802.30
31656-Emedlia Silvera-19646.73
739704-Carminda Morais-4499.26
695435-Esperada Cardoso-8457.63
506506-Oliveira Carmona-548.59
245692-Fulvio Villegas-21414.46
990422-Rodolfo Paz-7654.54
859530-Henrique Bento-5480.06
815230-Sara Lameiras-9717.93
58060-Gaudancio Fiees-9214.07
639789-Delfina Garcia de Gondim-18356.21
158186-Odilia Camello-5211.69
228121-Marilda Leio-3214.25
152641-Mercia Caeira-4641.20
654031-Micaela Chavez-12356.27
145657-Judite Damasceno-1573.89
776855-Emedlio Pimentel-17763.79
493636-Feledcia Peassego-18712.39
586438-Cassandra Varejo-4705.70
352673-Emedlia Silvera-5486.28
172619-Antonio Viegas-16502.68
738848-Gaudancio Fiees-3869.43
494221-Silvio Mata-17071.71
691836-Lurdes Cotrim-14518.40
135903-Taercio Mafra-11360.10
954921-Cassandra Varejo-866.72
219775-Cassandra Varejo-1404.49
455363-Zulmira Becerra-10979.43
213556-Antonio Castelo-12345.29
248176-Dulce Froes-12688.82
722764-Trajano Fagundes-7255.71
818026-Filomena Barrios-3848.26
81972-Melinda Roserio-638.37
770658-Delfim Higuera-2125.28
95871-Daniel Vieyra-16766.64
47766-Rodolfo Paz-2161.36
388386-Tibefarcio Colao-1198.72
624506-Eurico Siqueira-58.43
615656-Quintino Alcantara-4220.57
177067-Tarrataca Soares-1928.21
883151-Cassandra Varejo-2395.44
857344-Honorina Lira-2503.62
774186-Jonatas Felgueiras-7464.44
378150-Ximena Castilho-20492.15
338229-Trajano Fagundes-3278.27
824807-Antonio Castelo-11128.75
467188-Jonatas Felgueiras-2667.80
558581-Basilio Pedroso-17134.04
108973-Elisa Themes-8815.36
704803-Dulce Froes-3892.30
182392-Eurico Siqueira-7851.13
747065-Polibe Olivares-15719.70
621316-Sofras Cuaresma-9892.61
848424-Aludsio Sosa-7441.55
603873-Taercio Mafra-1410.10
23567-Almor Caiado-3158.34
95130-Ximena Castilho-13553.02
38338-Henrique Bento-12523.77
308554-Liana Cardim-11050.02
152040-Spnia ou Sonia Guerreiro-2.23
816971-Carminda Morais-13544.05
542463-Flamednia Leiria-15981.52
113840-Letedcia Gago-11162.90
129425-Clara Alcantara-21201.39
392581-Neeamia Arruda-5272.59
482827-Clara Alcantara-1617.99
447930-Basilio Pedroso-12398.94
192628-Flamednia Leiria-17339.32
857778-Flamednia Leiria-16497.57
575389-Zulmira Becerra-14094.25
522528-Zulmira Becerra-12057.59
582347-Antonio Viegas-12783.01
128542-Flamednia Leiria-18774.15
935300-Adelino Barra-16020.61
897122-Edgar Carvalheiro-3539.70
384943-Romo Paranage-6084.53
707218-Artur Grillo-13309.01
331134-Sidfnio Frois-6406.10
